campaign_map	region
main_emperor	emp_galatia_et_cappadocia_iconium
main_emperor	emp_galatia_et_cappadocia_mazaca
main_emperor	emp_galatia_et_cappadocia_side
main_emperor	emp_gallia_bibracte
main_emperor	emp_gallia_cenabum
main_emperor	emp_gallia_darioritum
main_emperor	emp_gallia_iuliobana
main_emperor	emp_gedrosia_oraea
main_emperor	emp_gedrosia_phrada
main_emperor	emp_gedrosia_pura
main_emperor	emp_germania_minor_bavay
main_emperor	emp_germania_minor_vesonto
main_emperor	emp_hercynia_bergium
main_emperor	emp_hercynia_budorgis
main_emperor	emp_hercynia_istros
main_emperor	emp_hispania_ibossim
main_emperor	emp_hispania_nova_carthago
main_emperor	emp_hispania_numantia
main_emperor	emp_hispania_saguntum
main_emperor	emp_illyricum_dyrrachium
main_emperor	emp_illyricum_narona
main_emperor	emp_illyricum_salona
main_emperor	emp_italia_beneventum
main_emperor	emp_italia_brundisium
main_emperor	emp_italia_cosentia
main_emperor	emp_judea_jerusalem
main_emperor	emp_judea_salamis
main_emperor	emp_judea_tyros
main_emperor	emp_latium_ariminium
main_emperor	emp_latium_arretium
main_emperor	emp_latium_asculum
main_emperor	emp_latium_roma
main_emperor	emp_libya_ammonium
main_emperor	emp_libya_augila
main_emperor	emp_libya_cyrene
main_emperor	emp_libya_paraitonion
main_emperor	emp_lugii_arsenium
main_emperor	emp_lugii_carrodunum
main_emperor	emp_lugii_grinev
main_emperor	emp_lugii_oblin
main_emperor	emp_lusitania_ebora
main_emperor	emp_lusitania_olisipo
main_emperor	emp_macedonia_apollonia
main_emperor	emp_macedonia_pharsalus
main_emperor	emp_macedonia_thessalonica
main_emperor	emp_magna_germania_flevium
main_emperor	emp_magna_germania_treva
main_emperor	emp_magna_germania_tulifurdum
main_emperor	emp_mauretania_rutubis
main_emperor	emp_mauretania_siga
main_emperor	emp_mauretania_tingis
main_emperor	emp_media_magna_arsakia
main_emperor	emp_media_magna_ekbatana
main_emperor	emp_media_magna_gazaca
main_emperor	emp_media_magna_phraaspa
main_emperor	emp_mesopotamia_charax
main_emperor	emp_mesopotamia_ctesiphon
main_emperor	emp_mesopotamia_edessa
main_emperor	emp_mesopotamia_hatra
main_emperor	emp_nabataea_charmuthas
main_emperor	emp_nabataea_hegra
main_emperor	emp_nabataea_petra
main_emperor	emp_narbonensis_massilia
main_emperor	emp_narbonensis_narbo
main_emperor	emp_narbonensis_tolosa
main_emperor	emp_numidia_capsa
main_emperor	emp_numidia_cirta
main_emperor	emp_numidia_dimmidi
main_emperor	emp_numidia_iol
main_emperor	emp_palmyra_dura
main_emperor	emp_palmyra_palmyra
main_emperor	emp_pannonia_aquincum
main_emperor	emp_pannonia_segestica
main_emperor	emp_pannonia_singidun
main_emperor	emp_parthia_hekatompylos
main_emperor	emp_parthia_nisa
main_emperor	emp_parthia_susia
main_emperor	emp_parthia_zadrakata
main_emperor	emp_persis_gor
main_emperor	emp_persis_persepolis
main_emperor	emp_persis_susa
main_emperor	emp_phazania_cydamus
main_emperor	emp_phazania_garama
main_emperor	emp_pretanic_isles_eilodon
main_emperor	emp_pretanic_isles_elbana
main_emperor	emp_pretanic_isles_stanwick
main_emperor	emp_raetia_et_noricum_kelheim
main_emperor	emp_raetia_et_noricum_koria
main_emperor	emp_raetia_et_noricum_noreia
main_emperor	emp_raetia_et_noricum_octoduris
main_emperor	emp_riv_danuvius
main_emperor	emp_riv_nilos
main_emperor	emp_riv_rhenus
main_emperor	emp_sarmatia_melgunov
main_emperor	emp_sarmatia_olbia
main_emperor	emp_sarmatia_solokha
main_emperor	emp_scythia_gelonus
main_emperor	emp_scythia_samandar
main_emperor	emp_scythia_sarai
main_emperor	emp_scythia_siracena
main_emperor	emp_sea_lake
main_emperor	emp_sea_mare_adriaticum
main_emperor	emp_sea_mare_aegaeum
main_emperor	emp_sea_mare_aegyptum
main_emperor	emp_sea_mare_africum
main_emperor	emp_sea_mare_carpathium
main_emperor	emp_sea_mare_caspium
main_emperor	emp_sea_mare_hibernicum
main_emperor	emp_sea_mare_hispanum
main_emperor	emp_sea_mare_ibericum
main_emperor	emp_sea_mare_indicum
main_emperor	emp_sea_mare_internum
main_emperor	emp_sea_mare_ionium
main_emperor	emp_sea_mare_phoenicum
main_emperor	emp_sea_mare_suevicum
main_emperor	emp_sea_mare_tyrrhenum
main_emperor	emp_sea_oceanus_atlanticus
main_emperor	emp_sea_oceanus_britannicus
main_emperor	emp_sea_oceanus_gallicus
main_emperor	emp_sea_oceanus_germanicus
main_emperor	emp_sea_pontus_cimmerius
main_emperor	emp_sea_pontus_euxinus
main_emperor	emp_sea_pontus_thracius
main_emperor	emp_sea_sinus_aquitanus
main_emperor	emp_sea_sinus_arabicus
main_emperor	emp_sea_sinus_gallicus
main_emperor	emp_sea_sinus_persicus
main_emperor	emp_sea_syrtis
main_emperor	emp_sicily_agrigentum
main_emperor	emp_sicily_panormus
main_emperor	emp_sicily_syracuse
main_emperor	emp_suebia_calancorum
main_emperor	emp_suebia_pelplin
main_emperor	emp_suebia_setidava
main_emperor	emp_suebia_virunium
main_emperor	emp_syria_antioch
main_emperor	emp_syria_samosata
main_emperor	emp_syria_tarsus
main_emperor	emp_syria_thapsacus
main_emperor	emp_tarraconensis_aracillum
main_emperor	emp_tarraconensis_brigantium
main_emperor	emp_tarraconensis_tarraco
main_emperor	emp_terra_incognita
main_emperor	emp_thracia_antheia
main_emperor	emp_thracia_naissos
main_emperor	emp_thracia_odessos
main_emperor	emp_thracia_pulpudeva
main_emperor	emp_transoxania_bukhara
main_emperor	emp_transoxania_maracanda
main_gaul	gaul_aquitania_aquae_tarbellicae
main_gaul	gaul_aquitania_burdigala
main_gaul	gaul_aquitania_elimberris
main_gaul	gaul_aquitania_sotium
main_gaul	gaul_arduenna_silva_divoduron
main_gaul	gaul_arduenna_silva_durocorteron
main_gaul	gaul_arduenna_silva_noviodunon
main_gaul	gaul_arduenna_silva_treverorum
main_gaul	gaul_aremorica_condate
main_gaul	gaul_aremorica_darioritum
main_gaul	gaul_aremorica_namnetum
main_gaul	gaul_aremorica_vorgion
main_gaul	gaul_britannia_durovernon
main_gaul	gaul_britannia_iska
main_gaul	gaul_britannia_venta_belgarum
main_gaul	gaul_gergovia_avaricon
main_gaul	gaul_gergovia_durotincon
main_gaul	gaul_gergovia_nemossos
main_gaul	gaul_germania_inferior_atuatuca
main_gaul	gaul_germania_inferior_bagacum
main_gaul	gaul_helvetia_octoduron
main_gaul	gaul_helvetia_turicum
main_gaul	gaul_insubria_medhlan
main_gaul	gaul_insubria_vercelum
main_gaul	gaul_liguria_genua
main_gaul	gaul_liguria_pollentia
main_gaul	gaul_lugdunensis_bibracte
main_gaul	gaul_lugdunensis_vienna
main_gaul	gaul_lutetia_cenabum
main_gaul	gaul_lutetia_crociatonum
main_gaul	gaul_lutetia_lexovion
main_gaul	gaul_lutetia_suindinum
main_gaul	gaul_maxima_sequanorum_rauricon
main_gaul	gaul_maxima_sequanorum_vesontio
main_gaul	gaul_narbonensis_divona
main_gaul	gaul_narbonensis_narbo_martius
main_gaul	gaul_narbonensis_segodunum
main_gaul	gaul_narbonensis_tolosa
main_gaul	gaul_pictavis_ambatia
main_gaul	gaul_pictavis_lemonum
main_gaul	gaul_pictavis_mediolanum_santonum
main_gaul	gaul_riv_rhine
main_gaul	gaul_riv_seine
main_gaul	gaul_riv_thames
main_gaul	gaul_sea_atlantic
main_gaul	gaul_sea_britannicus
main_gaul	gaul_sea_lake
main_gaul	gaul_sea_med
main_gaul	gaul_senonia_agedineum
main_gaul	gaul_senonia_alesia
main_gaul	gaul_senonia_lutetia
main_gaul	gaul_silva_carbonaria_bratuspantion
main_gaul	gaul_silva_carbonaria_gesoriacum
main_gaul	gaul_silva_carbonaria_nemetocenna
main_gaul	gaul_silva_nigra_argentorate
main_gaul	gaul_silva_nigra_noviiomagos
main_gaul	gaul_silva_nigra_uburzis
main_gaul	gaul_terra_incognita
main_gaul	gaul_transalpina_massalia
main_gaul	gaul_transalpina_vasio
main_greek	pel_aigian_khios
main_greek	pel_aigian_mytilene
main_greek	pel_aigian_oinoi
main_greek	pel_aigian_samos
main_greek	pel_aitolia_naupaktos
main_greek	pel_aitolia_thermon
main_greek	pel_ambrakia_ambrakia
main_greek	pel_ambrakia_anaktorio
main_greek	pel_ambrakia_pronnoi
main_greek	pel_amphipolis_amphipolis
main_greek	pel_amphipolis_krinides
main_greek	pel_argolis_argos
main_greek	pel_argolis_korinthos
main_greek	pel_argolis_mantinea
main_greek	pel_argolis_melos
main_greek	pel_attike_athenai
main_greek	pel_attike_laviro
main_greek	pel_attike_naxos
main_greek	pel_attike_paros
main_greek	pel_boiotia_delphi
main_greek	pel_boiotia_lamia
main_greek	pel_boiotia_opos
main_greek	pel_boiotia_thebai
main_greek	pel_dodekanisa_karpathos
main_greek	pel_dodekanisa_kos
main_greek	pel_dodekanisa_lindos
main_greek	pel_dodekanisa_rodos
main_greek	pel_elis_elis
main_greek	pel_elis_olympia
main_greek	pel_elis_patrai
main_greek	pel_elis_zakynthos
main_greek	pel_epeiros_antigonia
main_greek	pel_epeiros_dodona
main_greek	pel_epeiros_elaea
main_greek	pel_epeiros_korkyra
main_greek	pel_euboia_andros
main_greek	pel_euboia_kalkis
main_greek	pel_euboia_karystos
main_greek	pel_euboia_oreos
main_greek	pel_hellespontos_byzantion
main_greek	pel_hellespontos_kypsela
main_greek	pel_hellespontos_perinthos
main_greek	pel_hellespontos_sestos
main_greek	pel_ionia_ephesos
main_greek	pel_ionia_halikarnassos
main_greek	pel_ionia_knidos
main_greek	pel_ionia_miletos
main_greek	pel_kalkidike_mende
main_greek	pel_kalkidike_olinthos
main_greek	pel_kalkidike_torone
main_greek	pel_karia_kibyra
main_greek	pel_karia_kolossai
main_greek	pel_karia_phaselis
main_greek	pel_karia_xanthos
main_greek	pel_krete_gortyna
main_greek	pel_krete_knossos
main_greek	pel_krete_kydonia
main_greek	pel_lakedaimon_kythera
main_greek	pel_lakedaimon_messenia
main_greek	pel_lakedaimon_pylos
main_greek	pel_lakedaimon_sparta
main_greek	pel_lydia_sardeis
main_greek	pel_lydia_smyrna
main_greek	pel_makedon_aigai
main_greek	pel_makedon_argos_orestiko
main_greek	pel_makedon_arnisa
main_greek	pel_makedon_dion
main_greek	pel_minor_cyclades
main_greek	pel_minor_dodecanese
main_greek	pel_minor_islands
main_greek	pel_minor_saronic
main_greek	pel_minor_sporades
main_greek	pel_mysia_ilion
main_greek	pel_mysia_kyzikos
main_greek	pel_mysia_myrina
main_greek	pel_mysia_pergamon
main_greek	pel_sea_arkipelago
main_greek	pel_sea_dodekanisa
main_greek	pel_sea_euripos
main_greek	pel_sea_ikario-pelagos
main_greek	pel_sea_ionian_pelagos
main_greek	pel_sea_korinthiakos_kolpos
main_greek	pel_sea_kritiko_pelgao
main_greek	pel_sea_lake
main_greek	pel_sea_propontis
main_greek	pel_sea_thrakiko_pelagos
main_greek	pel_terra_incognita
main_greek	pel_thessaly_larisa
main_greek	pel_thessaly_pharsalos
main_greek	pel_thessaly_pherae
main_greek	pel_thraike_abdera
main_greek	pel_thraike_ainos
main_greek	pel_thraike_maroneia
main_greek	pel_thraike_thasos
main_invasion	inv_apulia_barion
main_invasion	inv_apulia_herdonia
main_invasion	inv_apulia_siponto
main_invasion	inv_apulia_sylbion
main_invasion	inv_balaria_alghero
main_invasion	inv_balaria_nurra
main_invasion	inv_balaria_olbia
main_invasion	inv_balaria_sassari
main_invasion	inv_bruttium_consentia
main_invasion	inv_bruttium_croton
main_invasion	inv_bruttium_terina
main_invasion	inv_bruttium_thurii
main_invasion	inv_calabria_brentesion
main_invasion	inv_calabria_hydrus
main_invasion	inv_calabria_manduria
main_invasion	inv_calabria_taranto
main_invasion	inv_campania_capua
main_invasion	inv_campania_neapolis
main_invasion	inv_campania_pithecusae
main_invasion	inv_campania_poseidonia
main_invasion	inv_carthago_carthago
main_invasion	inv_carthago_kerkouane
main_invasion	inv_carthago_utica
main_invasion	inv_corsica_aethalia
main_invasion	inv_corsica_aleria
main_invasion	inv_corsica_mantinorum
main_invasion	inv_corsica_pallas
main_invasion	inv_elymia_agrigento
main_invasion	inv_elymia_entella
main_invasion	inv_elymia_motya
main_invasion	inv_elymia_panormus
main_invasion	inv_etruria_luna
main_invasion	inv_etruria_pisa
main_invasion	inv_etruria_sarsina
main_invasion	inv_etruria_viesul
main_invasion	inv_frentania_aesernia
main_invasion	inv_frentania_histonium
main_invasion	inv_frentania_teate
main_invasion	inv_gallia_cispadana_felsina
main_invasion	inv_gallia_cispadana_parma
main_invasion	inv_gallia_cispadana_placentia
main_invasion	inv_gallia_cispadana_ravenna
main_invasion	inv_gallia_transpadana_brixia
main_invasion	inv_gallia_transpadana_eporedia
main_invasion	inv_gallia_transpadana_mediolanum
main_invasion	inv_gallia_transpadana_vercelum
main_invasion	inv_ioleia_bosa
main_invasion	inv_ioleia_caralis
main_invasion	inv_ioleia_su_nuraxi
main_invasion	inv_ioleia_sulci
main_invasion	inv_italia_hipponion
main_invasion	inv_italia_locri
main_invasion	inv_italia_rhegion
main_invasion	inv_italia_skyllition
main_invasion	inv_latium_anagni
main_invasion	inv_latium_antium
main_invasion	inv_latium_casinum
main_invasion	inv_latium_fregellae
main_invasion	inv_lepontii_clavenna
main_invasion	inv_lepontii_comum
main_invasion	inv_lepontii_oscela
main_invasion	inv_liguria_albingaunum
main_invasion	inv_liguria_asta
main_invasion	inv_liguria_retovium
main_invasion	inv_liguria_stalia
main_invasion	inv_lucania_aceruntia
main_invasion	inv_lucania_elea
main_invasion	inv_lucania_herakleia
main_invasion	inv_lucania_potentia
main_invasion	inv_picenum_ausculum
main_invasion	inv_picenum_firmum
main_invasion	inv_picenum_hadria
main_invasion	inv_raetia_bergamum
main_invasion	inv_raetia_feltria
main_invasion	inv_raetia_sebatum
main_invasion	inv_raetia_tridentum
main_invasion	inv_riv_padus
main_invasion	inv_roma_ostia
main_invasion	inv_roma_roma
main_invasion	inv_sabinium_alba_fucens
main_invasion	inv_sabinium_cures
main_invasion	inv_sabinium_nursia
main_invasion	inv_sabinium_reate
main_invasion	inv_samnium_bovianum
main_invasion	inv_samnium_compsa
main_invasion	inv_samnium_corfinium
main_invasion	inv_samnium_terventum
main_invasion	inv_sea_fretum_siculum
main_invasion	inv_sea_fretum_yapigium
main_invasion	inv_sea_lake
main_invasion	inv_sea_mare_adriaticum
main_invasion	inv_sea_mare_africum
main_invasion	inv_sea_mare_corsicum
main_invasion	inv_sea_mare_ionium
main_invasion	inv_sea_mare_ligusticum
main_invasion	inv_sea_mare_sadroum
main_invasion	inv_sea_mare_siculum
main_invasion	inv_sea_mare_tyrrhenum
main_invasion	inv_sea_sinus_laus
main_invasion	inv_sea_sinus_tarentinus
main_invasion	inv_sea_sinus_venetus
main_invasion	inv_senonia_ariminum
main_invasion	inv_senonia_caesena
main_invasion	inv_senonia_sena
main_invasion	inv_sicania_agyrion
main_invasion	inv_sicania_catana
main_invasion	inv_sicania_cephaloidis
main_invasion	inv_sicania_messene
main_invasion	inv_sikelia_gela
main_invasion	inv_sikelia_hybla_heraea
main_invasion	inv_sikelia_leontini
main_invasion	inv_sikelia_syracuse
main_invasion	inv_tarchuna_fufluna
main_invasion	inv_tarchuna_tarchuna
main_invasion	inv_tarchuna_vatluna
main_invasion	inv_tarchuna_velusna
main_invasion	inv_terra_incognita
main_invasion	inv_tuscia_aritim
main_invasion	inv_tuscia_clevsin
main_invasion	inv_tuscia_felathri
main_invasion	inv_tuscia_siena
main_invasion	inv_umbria_iguvium
main_invasion	inv_umbria_perusia
main_invasion	inv_umbria_sestinum
main_invasion	inv_umbria_spolettium
main_invasion	inv_vei_caere
main_invasion	inv_vei_vei
main_invasion	inv_venetia_patavium
main_invasion	inv_venetia_tarvisium
main_invasion	inv_venetia_tegeste
main_invasion	inv_venetia_vedinum
main_punic	pun_africa_capsa
main_punic	pun_africa_carthago
main_punic	pun_africa_hadrumentum
main_punic	pun_aquitania_burdigala
main_punic	pun_aquitania_iruna
main_punic	pun_celtiberia_libisosa
main_punic	pun_celtiberia_numantia
main_punic	pun_celtiberia_toletum
main_punic	pun_corsica_et_sardinia_alalia
main_punic	pun_corsica_et_sardinia_karalis
main_punic	pun_corsica_et_sardinia_olbia
main_punic	pun_etruria_arretium
main_punic	pun_etruria_pisae
main_punic	pun_etruria_tarquinii
main_punic	pun_gallaecia_asturica
main_punic	pun_gallaecia_lugos
main_punic	pun_gallaecia_pallantia
main_punic	pun_gallaecia_portus_amanum
main_punic	pun_gallia_cisalpina_genua
main_punic	pun_gallia_cisalpina_patavium
main_punic	pun_gallia_cisalpina_placentia
main_punic	pun_gallia_cisalpina_vercellae
main_punic	pun_gallia_transalpina_lugdunum
main_punic	pun_gallia_transalpina_massilia
main_punic	pun_gallia_transalpina_nemausus
main_punic	pun_gallia_transalpina_tolosa
main_punic	pun_hispania_citerior_cissis
main_punic	pun_hispania_citerior_emporiae
main_punic	pun_hispania_citerior_ilerda
main_punic	pun_hispania_citerior_salduba
main_punic	pun_hispania_ulterior_carthago_nova
main_punic	pun_hispania_ulterior_ibossim
main_punic	pun_hispania_ulterior_ilici
main_punic	pun_hispania_ulterior_saguntum
main_punic	pun_latium_et_campania_capua
main_punic	pun_latium_et_campania_roma
main_punic	pun_latium_et_campania_tarracina
main_punic	pun_lusitania_ebora
main_punic	pun_lusitania_helmantica
main_punic	pun_lusitania_olisipo
main_punic	pun_magna_graecia_buxentum
main_punic	pun_magna_graecia_croton
main_punic	pun_magna_graecia_tarentum
main_punic	pun_magna_graecia_thurii
main_punic	pun_mauretania_rutubis
main_punic	pun_mauretania_siga
main_punic	pun_mauretania_tingis
main_punic	pun_mauretania_volubilis
main_punic	pun_numidia_cirta
main_punic	pun_numidia_hippo_regius
main_punic	pun_numidia_iol
main_punic	pun_numidia_sitifi
main_punic	pun_samnium_barium
main_punic	pun_samnium_beneventum
main_punic	pun_samnium_sipontum
main_punic	pun_sea_atlanticus_oceanus
main_punic	pun_sea_gaditanum_fretum
main_punic	pun_sea_lacus_benacus
main_punic	pun_sea_lacus_salinarum
main_punic	pun_sea_lacus_trasimenus
main_punic	pun_sea_lacus_volsiniensis
main_punic	pun_sea_mare_adriaticum
main_punic	pun_sea_mare_africum
main_punic	pun_sea_mare_baliaricum
main_punic	pun_sea_mare_gallicum
main_punic	pun_sea_mare_hispanum
main_punic	pun_sea_mare_ibericum
main_punic	pun_sea_mare_internum
main_punic	pun_sea_mare_ionium
main_punic	pun_sea_mare_ligusticum
main_punic	pun_sea_mare_sardoum
main_punic	pun_sea_mare_siculum
main_punic	pun_sea_mare_tyrrenum
main_punic	pun_sicilia_lilybaeum
main_punic	pun_sicilia_messana
main_punic	pun_sicilia_syracuse
main_punic	pun_terra_incognita
main_punic	pun_tripolitana_leptis_magna
main_punic	pun_tripolitana_tacapae
main_punic	pun_tripolitana_thenteos
main_punic	pun_tripolitana_turris_tamalleni
main_punic	pun_turdetania_gades
main_punic	pun_turdetania_kartuba
main_punic	pun_umbria_et_picenum_ancona
main_punic	pun_umbria_et_picenum_corfinium
main_punic	pun_umbria_et_picenum_pisaurum
main_punic	pun_umbria_et_picenum_spoletium
main_rome_map	rom_aegyptos_ta_abt
main_rome_map	rom_aegyptos_ta_ament
main_rome_map	rom_aegyptos_ta_mehu
main_rome_map	rom_aegyptos_ta_shemau
main_rome_map	rom_africa_byzacium
main_rome_map	rom_africa_syrtis
main_rome_map	rom_africa_tripolis
main_rome_map	rom_africa_zeugitana
main_rome_map	rom_aithiops_ityopya
main_rome_map	rom_aithiops_kush
main_rome_map	rom_aithiops_medjay
main_rome_map	rom_aquitania_aquitania
main_rome_map	rom_aquitania_gergovia
main_rome_map	rom_aquitania_pictavis
main_rome_map	rom_arabia_felix_himyar
main_rome_map	rom_arabia_felix_maka
main_rome_map	rom_arabia_felix_saba
main_rome_map	rom_arabia_magna_dilmun
main_rome_map	rom_arabia_magna_kedar
main_rome_map	rom_arabia_magna_lathrippa
main_rome_map	rom_arachosia_arachosia
main_rome_map	rom_arachosia_paropamisadae
main_rome_map	rom_aria_aria
main_rome_map	rom_aria_drangiana
main_rome_map	rom_aria_margiana
main_rome_map	rom_armenia_armenia
main_rome_map	rom_armenia_corduene
main_rome_map	rom_armenia_sophene
main_rome_map	rom_asia_lydia
main_rome_map	rom_asia_mysia
main_rome_map	rom_asia_phrygia
main_rome_map	rom_asia_rhodes
main_rome_map	rom_bactria_baktria
main_rome_map	rom_bactria_tocharia
main_rome_map	rom_baetica_baeturia
main_rome_map	rom_baetica_turdetania
main_rome_map	rom_belgica_arduenna_silva
main_rome_map	rom_belgica_silva_carbonaria
main_rome_map	rom_bithynia_et_pontus_bythynia
main_rome_map	rom_bithynia_et_pontus_paphlagonia
main_rome_map	rom_bithynia_et_pontus_pontos
main_rome_map	rom_bithynia_et_pontus_riza
main_rome_map	rom_bosporus_maeotia
main_rome_map	rom_bosporus_sindica
main_rome_map	rom_bosporus_taurica
main_rome_map	rom_britannia_brigantia
main_rome_map	rom_britannia_britannia
main_rome_map	rom_britannia_demetia
main_rome_map	rom_britannia_dumnonia
main_rome_map	rom_caledonia_et_hibernia_caledonia
main_rome_map	rom_caledonia_et_hibernia_hibernia
main_rome_map	rom_carmania_eremos_karmania
main_rome_map	rom_carmania_karmania
main_rome_map	rom_cartaginensis_baleareis
main_rome_map	rom_cartaginensis_bastetania
main_rome_map	rom_cartaginensis_celtiberia
main_rome_map	rom_cartaginensis_edetania
main_rome_map	rom_caucasia_albania
main_rome_map	rom_caucasia_colchis
main_rome_map	rom_caucasia_iberia
main_rome_map	rom_celtica_aremorica
main_rome_map	rom_celtica_lugdunensis
main_rome_map	rom_celtica_lutetia
main_rome_map	rom_chorasmia_korasmia
main_rome_map	rom_chorasmia_transcaspia
main_rome_map	rom_cilicia_cilicia
main_rome_map	rom_cilicia_cyprus
main_rome_map	rom_cilicia_pamphylia
main_rome_map	rom_cisalpina_insubria
main_rome_map	rom_cisalpina_liguria
main_rome_map	rom_cisalpina_venetia
main_rome_map	rom_corsica_et_sardinia_corsica
main_rome_map	rom_corsica_et_sardinia_sardinia
main_rome_map	rom_dacia_bastarnia
main_rome_map	rom_dacia_dacia_inferior
main_rome_map	rom_dacia_dacia_superior
main_rome_map	rom_galatia_et_cappadocia_cappadocia
main_rome_map	rom_galatia_et_cappadocia_commagene
main_rome_map	rom_galatia_et_cappadocia_galatia
main_rome_map	rom_galatia_et_cappadocia_lycaonia
main_rome_map	rom_gedrosia_gedrosia
main_rome_map	rom_gedrosia_rhambacia
main_rome_map	rom_germania_minor_germania_inferior
main_rome_map	rom_germania_minor_germania_superior
main_rome_map	rom_hellas_attiki
main_rome_map	rom_hellas_creta
main_rome_map	rom_hellas_peloponnesos
main_rome_map	rom_hercynia_hercynia_silva
main_rome_map	rom_hercynia_luna_silva
main_rome_map	rom_illyria_dalmatia
main_rome_map	rom_illyria_illyria
main_rome_map	rom_illyria_liburnia
main_rome_map	rom_italia_etruria
main_rome_map	rom_italia_latium
main_rome_map	rom_italia_picenum
main_rome_map	rom_italia_samnium
main_rome_map	rom_libue_cyrenaica
main_rome_map	rom_libue_marmarica
main_rome_map	rom_libue_oases
main_rome_map	rom_libue_siwa
main_rome_map	rom_lusitania_celtica
main_rome_map	rom_lusitania_lusitania
main_rome_map	rom_macedonia_epeiros
main_rome_map	rom_macedonia_makedonia
main_rome_map	rom_macedonia_thessalia
main_rome_map	rom_magna_germania_frisia
main_rome_map	rom_magna_germania_silva_bacenis
main_rome_map	rom_magna_germania_silva_nigra
main_rome_map	rom_magna_graecia_bruttium
main_rome_map	rom_magna_graecia_calabria
main_rome_map	rom_magna_graecia_lilybaion
main_rome_map	rom_magna_graecia_sirako
main_rome_map	rom_mauretania_atlas
main_rome_map	rom_mauretania_gaetulia
main_rome_map	rom_mauretania_numidia
main_rome_map	rom_mauretania_tingitana
main_rome_map	rom_media_magna_atropatene
main_rome_map	rom_media_magna_media
main_rome_map	rom_media_magna_rhagau
main_rome_map	rom_mesopotamia_athura
main_rome_map	rom_mesopotamia_babylonia
main_rome_map	rom_mesopotamia_mesene
main_rome_map	rom_mesopotamia_osroene
main_rome_map	rom_nabataea_havilah
main_rome_map	rom_nabataea_iudaea
main_rome_map	rom_nabataea_jordan
main_rome_map	rom_nabataea_lihyan
main_rome_map	rom_pannonia_pannonia_inferior
main_rome_map	rom_pannonia_pannonia_superior
main_rome_map	rom_pannonia_transdanubia
main_rome_map	rom_parthia_astauene
main_rome_map	rom_parthia_hyrcania
main_rome_map	rom_parthia_parthia
main_rome_map	rom_parthia_traxiane
main_rome_map	rom_persis_elam
main_rome_map	rom_persis_lyan
main_rome_map	rom_persis_parsa
main_rome_map	rom_phazania_tidamensi
main_rome_map	rom_phazania_zinchecra
main_rome_map	rom_ponto_caspia_cimmeria
main_rome_map	rom_ponto_caspia_didoya
main_rome_map	rom_ponto_caspia_oium
main_rome_map	rom_ponto_caspia_zyx
