province	region
emp_galatia_et_cappadocia	emp_galatia_et_cappadocia_ancyra
emp_galatia_et_cappadocia	emp_galatia_et_cappadocia_iconium
emp_galatia_et_cappadocia	emp_galatia_et_cappadocia_mazaca
emp_galatia_et_cappadocia	emp_galatia_et_cappadocia_side
emp_gallia	emp_gallia_bibracte
emp_gallia	emp_gallia_cenabum
emp_gallia	emp_gallia_darioritum
emp_gallia	emp_gallia_iuliobana
emp_gedrosia	emp_gedrosia_oraea
emp_gedrosia	emp_gedrosia_phrada
emp_gedrosia	emp_gedrosia_pura
emp_germania_minor	emp_germania_minor_bavay
emp_germania_minor	emp_germania_minor_vesonto
emp_hercynia	emp_hercynia_bergium
emp_hercynia	emp_hercynia_budorgis
emp_hercynia	emp_hercynia_istros
emp_hispania	emp_hispania_ibossim
emp_hispania	emp_hispania_nova_carthago
emp_hispania	emp_hispania_numantia
emp_hispania	emp_hispania_saguntum
emp_illyricum	emp_illyricum_dyrrachium
emp_illyricum	emp_illyricum_narona
emp_illyricum	emp_illyricum_salona
emp_italia	emp_italia_beneventum
emp_italia	emp_italia_brundisium
emp_italia	emp_italia_cosentia
emp_judea	emp_judea_jerusalem
emp_judea	emp_judea_salamis
emp_judea	emp_judea_tyros
emp_latium	emp_latium_ariminium
emp_latium	emp_latium_arretium
emp_latium	emp_latium_asculum
emp_latium	emp_latium_roma
emp_libya	emp_libya_ammonium
emp_libya	emp_libya_augila
emp_libya	emp_libya_cyrene
emp_libya	emp_libya_paraitonion
emp_lugii	emp_lugii_arsenium
emp_lugii	emp_lugii_carrodunum
emp_lugii	emp_lugii_grinev
emp_lugii	emp_lugii_oblin
emp_lusitania	emp_lusitania_ebora
emp_lusitania	emp_lusitania_olisipo
emp_macedonia	emp_macedonia_apollonia
emp_macedonia	emp_macedonia_pharsalus
emp_macedonia	emp_macedonia_thessalonica
emp_magna_germania	emp_magna_germania_flevium
emp_magna_germania	emp_magna_germania_treva
emp_magna_germania	emp_magna_germania_tulifurdum
emp_mauretania	emp_mauretania_rutubis
emp_mauretania	emp_mauretania_siga
emp_mauretania	emp_mauretania_tingis
emp_media_magna	emp_media_magna_arsakia
emp_media_magna	emp_media_magna_ekbatana
emp_media_magna	emp_media_magna_gazaca
emp_media_magna	emp_media_magna_phraaspa
emp_mesopotamia	emp_mesopotamia_charax
emp_mesopotamia	emp_mesopotamia_ctesiphon
emp_mesopotamia	emp_mesopotamia_edessa
emp_mesopotamia	emp_mesopotamia_hatra
emp_nabataea	emp_nabataea_charmuthas
emp_nabataea	emp_nabataea_hegra
emp_nabataea	emp_nabataea_petra
emp_narbonensis	emp_narbonensis_massilia
emp_narbonensis	emp_narbonensis_narbo
emp_narbonensis	emp_narbonensis_tolosa
emp_numidia	emp_numidia_capsa
emp_numidia	emp_numidia_cirta
emp_numidia	emp_numidia_dimmidi
emp_numidia	emp_numidia_iol
emp_palmyra	emp_palmyra_dura
emp_palmyra	emp_palmyra_palmyra
emp_pannonia	emp_pannonia_aquincum
emp_pannonia	emp_pannonia_segestica
emp_pannonia	emp_pannonia_singidun
emp_parthia	emp_parthia_hekatompylos
emp_parthia	emp_parthia_nisa
emp_parthia	emp_parthia_susia
emp_parthia	emp_parthia_zadrakata
emp_persis	emp_persis_gor
emp_persis	emp_persis_persepolis
emp_persis	emp_persis_susa
emp_phazania	emp_phazania_cydamus
emp_phazania	emp_phazania_garama
emp_pretanic_isles	emp_pretanic_isles_eilodon
emp_pretanic_isles	emp_pretanic_isles_elbana
emp_pretanic_isles	emp_pretanic_isles_stanwick
emp_raetia_et_noricum	emp_raetia_et_noricum_kelheim
emp_raetia_et_noricum	emp_raetia_et_noricum_koria
emp_raetia_et_noricum	emp_raetia_et_noricum_noreia
emp_raetia_et_noricum	emp_raetia_et_noricum_octoduris
emp_sarmatia	emp_sarmatia_melgunov
emp_sarmatia	emp_sarmatia_olbia
emp_sarmatia	emp_sarmatia_solokha
emp_scythia	emp_scythia_gelonus
emp_scythia	emp_scythia_samandar
emp_scythia	emp_scythia_sarai
emp_scythia	emp_scythia_siracena
emp_sicily	emp_sicily_agrigentum
emp_sicily	emp_sicily_panormus
emp_sicily	emp_sicily_syracuse
emp_suebia	emp_suebia_calancorum
emp_suebia	emp_suebia_pelplin
emp_suebia	emp_suebia_setidava
emp_suebia	emp_suebia_virunium
emp_syria	emp_syria_antioch
emp_syria	emp_syria_samosata
emp_syria	emp_syria_tarsus
emp_syria	emp_syria_thapsacus
emp_tarraconensis	emp_tarraconensis_aracillum
emp_tarraconensis	emp_tarraconensis_brigantium
emp_tarraconensis	emp_tarraconensis_tarraco
emp_thracia	emp_thracia_antheia
emp_thracia	emp_thracia_naissos
emp_thracia	emp_thracia_odessos
emp_thracia	emp_thracia_pulpudeva
emp_transoxania	emp_transoxania_bukhara
emp_transoxania	emp_transoxania_maracanda
gaul_main_aquitania	gaul_aquitania_aquae_tarbellicae
gaul_main_aquitania	gaul_aquitania_burdigala
gaul_main_aquitania	gaul_aquitania_elimberris
gaul_main_aquitania	gaul_aquitania_sotium
gaul_main_arduenna_silva	gaul_arduenna_silva_divoduron
gaul_main_arduenna_silva	gaul_arduenna_silva_durocorteron
gaul_main_arduenna_silva	gaul_arduenna_silva_noviodunon
gaul_main_arduenna_silva	gaul_arduenna_silva_treverorum
gaul_main_aremorica	gaul_aremorica_condate
gaul_main_aremorica	gaul_aremorica_darioritum
gaul_main_aremorica	gaul_aremorica_namnetum
gaul_main_aremorica	gaul_aremorica_vorgion
gaul_main_britannia	gaul_britannia_durovernon
gaul_main_britannia	gaul_britannia_iska
gaul_main_britannia	gaul_britannia_venta_belgarum
gaul_main_gergovia	gaul_gergovia_avaricon
gaul_main_gergovia	gaul_gergovia_durotincon
gaul_main_gergovia	gaul_gergovia_nemossos
gaul_main_germania_inferior	gaul_germania_inferior_atuatuca
gaul_main_germania_inferior	gaul_germania_inferior_bagacum
gaul_main_helvetia	gaul_helvetia_octoduron
gaul_main_helvetia	gaul_helvetia_turicum
gaul_main_insubria	gaul_insubria_medhlan
gaul_main_insubria	gaul_insubria_vercelum
gaul_main_liguria	gaul_liguria_genua
gaul_main_liguria	gaul_liguria_pollentia
gaul_main_lugdunensis	gaul_lugdunensis_bibracte
gaul_main_lugdunensis	gaul_lugdunensis_vienna
gaul_main_lutetia	gaul_lutetia_cenabum
gaul_main_lutetia	gaul_lutetia_crociatonum
gaul_main_lutetia	gaul_lutetia_lexovion
gaul_main_lutetia	gaul_lutetia_suindinum
gaul_main_maxima_sequanorum	gaul_maxima_sequanorum_rauricon
gaul_main_maxima_sequanorum	gaul_maxima_sequanorum_vesontio
gaul_main_narbonensis	gaul_narbonensis_divona
gaul_main_narbonensis	gaul_narbonensis_narbo_martius
gaul_main_narbonensis	gaul_narbonensis_segodunum
gaul_main_narbonensis	gaul_narbonensis_tolosa
gaul_main_pictavis	gaul_pictavis_ambatia
gaul_main_pictavis	gaul_pictavis_lemonum
gaul_main_pictavis	gaul_pictavis_mediolanum_santonum
gaul_main_senonia	gaul_senonia_agedineum
gaul_main_senonia	gaul_senonia_alesia
gaul_main_senonia	gaul_senonia_lutetia
gaul_main_silva_carbonaria	gaul_silva_carbonaria_bratuspantion
gaul_main_silva_carbonaria	gaul_silva_carbonaria_gesoriacum
gaul_main_silva_carbonaria	gaul_silva_carbonaria_nemetocenna
gaul_main_silva_nigra	gaul_silva_nigra_argentorate
gaul_main_silva_nigra	gaul_silva_nigra_noviiomagos
gaul_main_silva_nigra	gaul_silva_nigra_uburzis
gaul_main_transalpina	gaul_transalpina_massalia
gaul_main_transalpina	gaul_transalpina_vasio
inv_apulia	inv_apulia_barion
inv_apulia	inv_apulia_herdonia
inv_apulia	inv_apulia_siponto
inv_apulia	inv_apulia_sylbion
inv_balaria	inv_balaria_alghero
inv_balaria	inv_balaria_nurra
inv_balaria	inv_balaria_olbia
inv_balaria	inv_balaria_sassari
inv_bruttium	inv_bruttium_consentia
inv_bruttium	inv_bruttium_croton
inv_bruttium	inv_bruttium_terina
inv_bruttium	inv_bruttium_thurii
inv_calabria	inv_calabria_brentesion
inv_calabria	inv_calabria_hydrus
inv_calabria	inv_calabria_manduria
inv_calabria	inv_calabria_taranto
inv_campania	inv_campania_capua
inv_campania	inv_campania_neapolis
inv_campania	inv_campania_pithecusae
inv_campania	inv_campania_poseidonia
inv_carthago	inv_carthago_carthago
inv_carthago	inv_carthago_kerkouane
inv_carthago	inv_carthago_utica
inv_corsica	inv_corsica_aethalia
inv_corsica	inv_corsica_aleria
inv_corsica	inv_corsica_mantinorum
inv_corsica	inv_corsica_pallas
inv_elymia	inv_elymia_agrigento
inv_elymia	inv_elymia_entella
inv_elymia	inv_elymia_motya
inv_elymia	inv_elymia_panormus
inv_etruria	inv_etruria_luna
inv_etruria	inv_etruria_pisa
inv_etruria	inv_etruria_sarsina
inv_etruria	inv_etruria_viesul
inv_frentania	inv_frentania_aesernia
inv_frentania	inv_frentania_histonium
inv_frentania	inv_frentania_teate
inv_gallia_cispadana	inv_gallia_cispadana_felsina
inv_gallia_cispadana	inv_gallia_cispadana_parma
inv_gallia_cispadana	inv_gallia_cispadana_placentia
inv_gallia_cispadana	inv_gallia_cispadana_ravenna
inv_gallia_transpadana	inv_gallia_transpadana_brixia
inv_gallia_transpadana	inv_gallia_transpadana_eporedia
inv_gallia_transpadana	inv_gallia_transpadana_mediolanum
inv_gallia_transpadana	inv_gallia_transpadana_vercelum
inv_ioleia	inv_ioleia_bosa
inv_ioleia	inv_ioleia_caralis
inv_ioleia	inv_ioleia_su_nuraxi
inv_ioleia	inv_ioleia_sulci
inv_italia	inv_italia_hipponion
inv_italia	inv_italia_locri
inv_italia	inv_italia_rhegion
inv_italia	inv_italia_skyllition
inv_latium	inv_latium_anagni
inv_latium	inv_latium_antium
inv_latium	inv_latium_casinum
inv_latium	inv_latium_fregellae
inv_lepontii	inv_lepontii_clavenna
inv_lepontii	inv_lepontii_comum
inv_lepontii	inv_lepontii_oscela
inv_liguria	inv_liguria_albingaunum
inv_liguria	inv_liguria_asta
inv_liguria	inv_liguria_retovium
inv_liguria	inv_liguria_stalia
inv_lucania	inv_lucania_aceruntia
inv_lucania	inv_lucania_elea
inv_lucania	inv_lucania_herakleia
inv_lucania	inv_lucania_potentia
inv_picenum	inv_picenum_ausculum
inv_picenum	inv_picenum_firmum
inv_picenum	inv_picenum_hadria
inv_raetia	inv_raetia_bergamum
inv_raetia	inv_raetia_feltria
inv_raetia	inv_raetia_sebatum
inv_raetia	inv_raetia_tridentum
inv_roma	inv_roma_ostia
inv_roma	inv_roma_roma
inv_sabinium	inv_sabinium_alba_fucens
inv_sabinium	inv_sabinium_cures
inv_sabinium	inv_sabinium_nursia
inv_sabinium	inv_sabinium_reate
inv_samnium	inv_samnium_bovianum
inv_samnium	inv_samnium_compsa
inv_samnium	inv_samnium_corfinium
inv_samnium	inv_samnium_terventum
inv_senonia	inv_senonia_ariminum
inv_senonia	inv_senonia_caesena
inv_senonia	inv_senonia_sena
inv_sicania	inv_sicania_agyrion
inv_sicania	inv_sicania_catana
inv_sicania	inv_sicania_cephaloidis
inv_sicania	inv_sicania_messene
inv_sikelia	inv_sikelia_gela
inv_sikelia	inv_sikelia_hybla_heraea
inv_sikelia	inv_sikelia_leontini
inv_sikelia	inv_sikelia_syracuse
inv_tarchuna	inv_tarchuna_fufluna
inv_tarchuna	inv_tarchuna_tarchuna
inv_tarchuna	inv_tarchuna_vatluna
inv_tarchuna	inv_tarchuna_velusna
inv_tuscia	inv_tuscia_aritim
inv_tuscia	inv_tuscia_clevsin
inv_tuscia	inv_tuscia_felathri
inv_tuscia	inv_tuscia_siena
inv_umbria	inv_umbria_iguvium
inv_umbria	inv_umbria_perusia
inv_umbria	inv_umbria_sestinum
inv_umbria	inv_umbria_spolettium
inv_vei	inv_vei_caere
inv_vei	inv_vei_vei
inv_venetia	inv_venetia_patavium
inv_venetia	inv_venetia_tarvisium
inv_venetia	inv_venetia_tegeste
inv_venetia	inv_venetia_vedinum
pel_aigian	pel_aigian_khios
pel_aigian	pel_aigian_mytilene
pel_aigian	pel_aigian_oinoi
pel_aigian	pel_aigian_samos
pel_aitolia	pel_aitolia_naupaktos
pel_aitolia	pel_aitolia_thermon
pel_ambrakia	pel_ambrakia_ambrakia
pel_ambrakia	pel_ambrakia_anaktorio
pel_ambrakia	pel_ambrakia_pronnoi
pel_amphipolis	pel_amphipolis_amphipolis
pel_amphipolis	pel_amphipolis_krinides
pel_argolis	pel_argolis_argos
pel_argolis	pel_argolis_korinthos
pel_argolis	pel_argolis_mantinea
pel_argolis	pel_argolis_melos
pel_attike	pel_attike_athenai
pel_attike	pel_attike_laviro
pel_attike	pel_attike_naxos
pel_attike	pel_attike_paros
pel_boiotia	pel_boiotia_delphi
pel_boiotia	pel_boiotia_lamia
pel_boiotia	pel_boiotia_opos
pel_boiotia	pel_boiotia_thebai
pel_dodekanisa	pel_dodekanisa_karpathos
pel_dodekanisa	pel_dodekanisa_kos
pel_dodekanisa	pel_dodekanisa_lindos
pel_dodekanisa	pel_dodekanisa_rodos
pel_elis	pel_elis_elis
pel_elis	pel_elis_olympia
pel_elis	pel_elis_patrai
pel_elis	pel_elis_zakynthos
pel_epeiros	pel_epeiros_antigonia
pel_epeiros	pel_epeiros_dodona
pel_epeiros	pel_epeiros_elaea
pel_epeiros	pel_epeiros_korkyra
pel_euboia	pel_euboia_andros
pel_euboia	pel_euboia_kalkis
pel_euboia	pel_euboia_karystos
pel_euboia	pel_euboia_oreos
pel_hellespontos	pel_hellespontos_byzantion
pel_hellespontos	pel_hellespontos_kypsela
pel_hellespontos	pel_hellespontos_perinthos
pel_hellespontos	pel_hellespontos_sestos
pel_ionia	pel_ionia_ephesos
pel_ionia	pel_ionia_halikarnassos
pel_ionia	pel_ionia_knidos
pel_ionia	pel_ionia_miletos
pel_kalkidike	pel_kalkidike_mende
pel_kalkidike	pel_kalkidike_olinthos
pel_kalkidike	pel_kalkidike_torone
pel_karia	pel_karia_kibyra
pel_karia	pel_karia_kolossai
pel_karia	pel_karia_phaselis
pel_karia	pel_karia_xanthos
pel_krete	pel_krete_gortyna
pel_krete	pel_krete_knossos
pel_krete	pel_krete_kydonia
pel_lakedaimon	pel_lakedaimon_kythera
pel_lakedaimon	pel_lakedaimon_messenia
pel_lakedaimon	pel_lakedaimon_pylos
pel_lakedaimon	pel_lakedaimon_sparta
pel_lydia	pel_lydia_sardeis
pel_lydia	pel_lydia_smyrna
pel_makedon	pel_makedon_aigai
pel_makedon	pel_makedon_argos_orestiko
pel_makedon	pel_makedon_arnisa
pel_makedon	pel_makedon_dion
pel_mysia	pel_mysia_ilion
pel_mysia	pel_mysia_kyzikos
pel_mysia	pel_mysia_myrina
pel_mysia	pel_mysia_pergamon
pel_thessaly	pel_thessaly_larisa
pel_thessaly	pel_thessaly_pharsalos
pel_thessaly	pel_thessaly_pherae
pel_thraike	pel_thraike_abdera
pel_thraike	pel_thraike_ainos
pel_thraike	pel_thraike_maroneia
pel_thraike	pel_thraike_thasos
rome_pro_campania	pro_campania_campania
rome_pro_campania	pro_campania_cilento
rome_pro_latium	pro_latium_latium
rome_pro_latium	pro_latium_volsci
rome_pro_magna_grecia	pro_magna_grecia_calabria
rome_pro_magna_grecia	pro_magna_grecia_italia
rome_pro_magna_grecia	pro_magna_grecia_lucania
rome_pro_samnium	pro_samnium_apulia
rome_pro_samnium	pro_samnium_irpinia
rome_pro_samnium	pro_samnium_pentria
rome_pro_samnium	pro_samnium_umbria
pun_main_africa	pun_africa_capsa
pun_main_africa	pun_africa_carthago
pun_main_africa	pun_africa_hadrumentum
pun_main_aquitania	pun_aquitania_burdigala
pun_main_aquitania	pun_aquitania_iruna
pun_main_celtiberia	pun_celtiberia_libisosa
pun_main_celtiberia	pun_celtiberia_numantia
pun_main_celtiberia	pun_celtiberia_toletum
pun_main_corsica_et_sardinia	pun_corsica_et_sardinia_alalia
pun_main_corsica_et_sardinia	pun_corsica_et_sardinia_karalis
pun_main_corsica_et_sardinia	pun_corsica_et_sardinia_olbia
pun_main_etruria	pun_etruria_arretium
pun_main_etruria	pun_etruria_pisae
pun_main_etruria	pun_etruria_tarquinii
pun_main_gallaecia	pun_gallaecia_asturica
pun_main_gallaecia	pun_gallaecia_lugos
pun_main_gallaecia	pun_gallaecia_pallantia
pun_main_gallaecia	pun_gallaecia_portus_amanum
pun_main_gallia_cisalpina	pun_gallia_cisalpina_genua
pun_main_gallia_cisalpina	pun_gallia_cisalpina_patavium
pun_main_gallia_cisalpina	pun_gallia_cisalpina_placentia
pun_main_gallia_cisalpina	pun_gallia_cisalpina_vercellae
pun_main_gallia_transalpina	pun_gallia_transalpina_lugdunum
pun_main_gallia_transalpina	pun_gallia_transalpina_massilia
pun_main_gallia_transalpina	pun_gallia_transalpina_nemausus
pun_main_gallia_transalpina	pun_gallia_transalpina_tolosa
pun_main_hispania_citerior	pun_hispania_citerior_cissis
pun_main_hispania_citerior	pun_hispania_citerior_emporiae
pun_main_hispania_citerior	pun_hispania_citerior_ilerda
pun_main_hispania_citerior	pun_hispania_citerior_salduba
pun_main_hispania_ulterior	pun_hispania_ulterior_carthago_nova
pun_main_hispania_ulterior	pun_hispania_ulterior_ibossim
pun_main_hispania_ulterior	pun_hispania_ulterior_ilici
pun_main_hispania_ulterior	pun_hispania_ulterior_saguntum
pun_main_latium_et_campania	pun_latium_et_campania_capua
pun_main_latium_et_campania	pun_latium_et_campania_roma
pun_main_latium_et_campania	pun_latium_et_campania_tarracina
pun_main_lusitania	pun_lusitania_ebora
pun_main_lusitania	pun_lusitania_helmantica
pun_main_lusitania	pun_lusitania_olisipo
pun_main_magna_graecia	pun_magna_graecia_buxentum
pun_main_magna_graecia	pun_magna_graecia_croton
pun_main_magna_graecia	pun_magna_graecia_tarentum
pun_main_magna_graecia	pun_magna_graecia_thurii
pun_main_mauretania	pun_mauretania_rutubis
pun_main_mauretania	pun_mauretania_siga
pun_main_mauretania	pun_mauretania_tingis
pun_main_mauretania	pun_mauretania_volubilis
pun_main_numidia	pun_numidia_cirta
pun_main_numidia	pun_numidia_hippo_regius
pun_main_numidia	pun_numidia_iol
pun_main_numidia	pun_numidia_sitifi
pun_main_samnium	pun_samnium_barium
pun_main_samnium	pun_samnium_beneventum
pun_main_samnium	pun_samnium_sipontum
pun_main_sicilia	pun_sicilia_lilybaeum
pun_main_sicilia	pun_sicilia_messana
pun_main_sicilia	pun_sicilia_syracuse
pun_main_tripolitana	pun_tripolitana_leptis_magna
pun_main_tripolitana	pun_tripolitana_tacapae
pun_main_tripolitana	pun_tripolitana_thenteos
pun_main_tripolitana	pun_tripolitana_turris_tamalleni
pun_main_turdetania	pun_turdetania_gades
pun_main_turdetania	pun_turdetania_kartuba
pun_main_umbria_et_picenum	pun_umbria_et_picenum_ancona
pun_main_umbria_et_picenum	pun_umbria_et_picenum_corfinium
pun_main_umbria_et_picenum	pun_umbria_et_picenum_pisaurum
pun_main_umbria_et_picenum	pun_umbria_et_picenum_spoletium
rome_main_aegyptos	rom_aegyptos_ta_abt
rome_main_aegyptos	rom_aegyptos_ta_ament
rome_main_aegyptos	rom_aegyptos_ta_mehu
rome_main_aegyptos	rom_aegyptos_ta_shemau
rome_main_africa	rom_africa_byzacium
rome_main_africa	rom_africa_syrtis
rome_main_africa	rom_africa_tripolis
rome_main_africa	rom_africa_zeugitana
rome_main_aithiops	rom_aithiops_ityopya
rome_main_aithiops	rom_aithiops_kush
rome_main_aithiops	rom_aithiops_medjay
rome_main_aquitania	rom_aquitania_aquitania
rome_main_aquitania	rom_aquitania_gergovia
rome_main_aquitania	rom_aquitania_pictavis
rome_main_arabia_felix	rom_arabia_felix_himyar
rome_main_arabia_felix	rom_arabia_felix_maka
rome_main_arabia_felix	rom_arabia_felix_saba
rome_main_arabia_magna	rom_arabia_magna_dilmun
rome_main_arabia_magna	rom_arabia_magna_kedar
rome_main_arabia_magna	rom_arabia_magna_lathrippa
rome_main_arachosia	rom_arachosia_arachosia
rome_main_arachosia	rom_arachosia_paropamisadae
rome_main_aria	rom_aria_aria
rome_main_aria	rom_aria_drangiana
rome_main_aria	rom_aria_margiana
rome_main_armenia	rom_armenia_armenia
rome_main_armenia	rom_armenia_corduene
rome_main_armenia	rom_armenia_sophene
rome_main_asia	rom_asia_lydia
rome_main_asia	rom_asia_mysia
rome_main_asia	rom_asia_phrygia
rome_main_asia	rom_asia_rhodes
rome_main_bactria	rom_bactria_baktria
rome_main_bactria	rom_bactria_tocharia
rome_main_baetica	rom_baetica_baeturia
rome_main_baetica	rom_baetica_turdetania
rome_main_belgica	rom_belgica_arduenna_silva
rome_main_belgica	rom_belgica_silva_carbonaria
rome_main_bithynia_et_pontus	rom_bithynia_et_pontus_bythynia
rome_main_bithynia_et_pontus	rom_bithynia_et_pontus_paphlagonia
rome_main_bithynia_et_pontus	rom_bithynia_et_pontus_pontos
rome_main_bithynia_et_pontus	rom_bithynia_et_pontus_riza
rome_main_bosporus	rom_bosporus_maeotia
rome_main_bosporus	rom_bosporus_sindica
rome_main_bosporus	rom_bosporus_taurica
rome_main_britannia	rom_britannia_brigantia
rome_main_britannia	rom_britannia_britannia
rome_main_britannia	rom_britannia_demetia
rome_main_britannia	rom_britannia_dumnonia
rome_main_caledonia_et_hibernia	rom_caledonia_et_hibernia_caledonia
rome_main_caledonia_et_hibernia	rom_caledonia_et_hibernia_hibernia
rome_main_carmania	rom_carmania_eremos_karmania
rome_main_carmania	rom_carmania_karmania
rome_main_cartaginensis	rom_cartaginensis_baleareis
rome_main_cartaginensis	rom_cartaginensis_bastetania
rome_main_cartaginensis	rom_cartaginensis_celtiberia
rome_main_cartaginensis	rom_cartaginensis_edetania
rome_main_caucasia	rom_caucasia_albania
rome_main_caucasia	rom_caucasia_colchis
rome_main_caucasia	rom_caucasia_iberia
rome_main_celtica	rom_celtica_aremorica
rome_main_celtica	rom_celtica_lugdunensis
rome_main_celtica	rom_celtica_lutetia
rome_main_chorasmia	rom_chorasmia_korasmia
rome_main_chorasmia	rom_chorasmia_transcaspia
rome_main_cilicia	rom_cilicia_cilicia
rome_main_cilicia	rom_cilicia_cyprus
rome_main_cilicia	rom_cilicia_pamphylia
rome_main_cisalpina	rom_cisalpina_insubria
rome_main_cisalpina	rom_cisalpina_liguria
rome_main_cisalpina	rom_cisalpina_venetia
rome_main_corsica_et_sardinia	rom_corsica_et_sardinia_corsica
rome_main_corsica_et_sardinia	rom_corsica_et_sardinia_sardinia
rome_main_dacia	rom_dacia_bastarnia
rome_main_dacia	rom_dacia_dacia_inferior
rome_main_dacia	rom_dacia_dacia_superior
rome_main_galatia_et_cappadocia	rom_galatia_et_cappadocia_cappadocia
rome_main_galatia_et_cappadocia	rom_galatia_et_cappadocia_commagene
rome_main_galatia_et_cappadocia	rom_galatia_et_cappadocia_galatia
rome_main_galatia_et_cappadocia	rom_galatia_et_cappadocia_lycaonia
rome_main_gedrosia	rom_gedrosia_gedrosia
rome_main_gedrosia	rom_gedrosia_rhambacia
rome_main_germania_minor	rom_germania_minor_germania_inferior
rome_main_germania_minor	rom_germania_minor_germania_superior
rome_main_hellas	rom_hellas_attiki
rome_main_hellas	rom_hellas_creta
rome_main_hellas	rom_hellas_peloponnesos
rome_main_hercynia	rom_hercynia_hercynia_silva
rome_main_hercynia	rom_hercynia_luna_silva
rome_main_illyria	rom_illyria_dalmatia
rome_main_illyria	rom_illyria_illyria
rome_main_illyria	rom_illyria_liburnia
rome_main_italia	rom_italia_etruria
rome_main_italia	rom_italia_latium
rome_main_italia	rom_italia_picenum
rome_main_italia	rom_italia_samnium
rome_main_libue	rom_libue_cyrenaica
rome_main_libue	rom_libue_marmarica
rome_main_libue	rom_libue_oases
rome_main_libue	rom_libue_siwa
rome_main_lusitania	rom_lusitania_celtica
rome_main_lusitania	rom_lusitania_lusitania
rome_main_macedonia	rom_macedonia_epeiros
rome_main_macedonia	rom_macedonia_makedonia
rome_main_macedonia	rom_macedonia_thessalia
rome_main_magna_germania	rom_magna_germania_frisia
rome_main_magna_germania	rom_magna_germania_silva_bacenis
rome_main_magna_germania	rom_magna_germania_silva_nigra
rome_main_magna_graecia	rom_magna_graecia_bruttium
rome_main_magna_graecia	rom_magna_graecia_calabria
rome_main_magna_graecia	rom_magna_graecia_lilybaion
rome_main_magna_graecia	rom_magna_graecia_sirako
rome_main_mauretania	rom_mauretania_atlas
rome_main_mauretania	rom_mauretania_gaetulia
rome_main_mauretania	rom_mauretania_numidia
rome_main_mauretania	rom_mauretania_tingitana
rome_main_media_magna	rom_media_magna_atropatene
rome_main_media_magna	rom_media_magna_media
rome_main_media_magna	rom_media_magna_rhagau
rome_main_mesopotamia	rom_mesopotamia_athura
