faction	general_unit	unit	siege_unit_attacker	siege_unit_defender
3c_sassanid	false	3c_Eas_Giant_Ballista	true	false
3c_armenia	false	3c_Eas_Hillmen	true	true
3c_armenia	false	3c_Eas_Large_Onager	true	false
3c_sassanid	false	3c_Eas_Large_Onager	true	false
3c_armenia	false	3c_Eas_Noble_Spearmen	true	true
3c_armenia	false	3c_Eas_Onager	true	false
3c_sassanid	false	3c_Eas_Onager	true	false
3c_sassanid	false	3c_Eas_Scorpion_Pot_Ballista	true	true
3c_gallicemp	false	3c_Gal_Armoured_Chariots	true	true
3c_gallicemp	true	3c_Gal_Armoured_Chariots	true	true
3c_gallicemp	false	3c_Gal_Artillery_Quenquereme	true	true
3c_gallicemp	false	3c_Gal_Assault_Bireme	true	true
3c_gallicemp	false	3c_Gal_Assault_Quadreme	true	true
3c_gallicemp	true	3c_Gal_Assault_Quadreme	true	true
3c_gallicemp	false	3c_Gal_Chariots	true	true
3c_gallicemp	false	3c_Gal_Cohors	true	true
3c_gallicemp	false	3c_Gal_Fire_Pot_Bireme	true	true
3c_gallicemp	false	3c_Gal_Gallic_Heavy_Skirmishers	true	true
3c_gallicemp	false	3c_Gal_Gallic_Imperial_Guard	true	true
3c_gallicemp	true	3c_Gal_Gallic_Imperial_Guard_commander	true	true
3c_gallicemp	false	3c_Gal_Gallic_Lanciarii	true	true
3c_gallicemp	false	3c_Gal_Gallic_Legionaries	true	true
3c_gallicemp	false	3c_Gal_Gallic_Legionary_Cavalry	true	true
3c_gallicemp	false	3c_Gal_Gallic_Light_Cavalry	true	true
3c_gallicemp	false	3c_Gal_Gallic_Warriors	true	true
3c_gallicemp	false	3c_Gal_Heavy_Gallic_Spearmen	true	true
3c_gallicemp	false	3c_Gal_Light_Artillery_Quinquereme	true	true
3c_gallicemp	false	3c_Gal_Longsword_Cohort	true	true
3c_gallicemp	false	3c_Gal_Missile_Trireme	true	true
3c_gallicemp	false	3c_Gal_Pursuit_Hemiolia	true	true
3c_gallicemp	false	3c_Gal_Raiding_Hemiolia	true	true
3c_gallicemp	false	3c_Gal_Scorpion_Trireme	true	true
3c_gallicemp	false	3c_Gal_Spear_Warriors	true	true
3c_gallicemp	false	3c_Gal_Taifali_Cavalry	true	true
3c_gallicemp	false	3c_Gal_Veteran_Gallic_Legionaries	true	true
3c_gothi	false	3c_Ger_Armoured_Germanic_Swordsmen	true	true
3c_marcomanni	false	3c_Ger_Armoured_Germanic_Swordsmen	true	true
3c_saxoni	false	3c_Ger_Armoured_Germanic_Swordsmen	true	true
3c_gothi	false	3c_Ger_Ballista	true	false
3c_marcomanni	false	3c_Ger_Ballista	true	false
3c_saxoni	false	3c_Ger_Ballista	true	false
3c_gothi	false	3c_Ger_Cheiroballistra	true	true
3c_marcomanni	false	3c_Ger_Cheiroballistra	true	true
3c_saxoni	false	3c_Ger_Cheiroballistra	true	true
3c_marcomanni	false	3c_Ger_Germanic_Axe_Warriors	true	true
3c_saxoni	false	3c_Ger_Germanic_Axe_Warriors	true	true
3c_gothi	false	3c_Ger_Germanic_Band	true	true
3c_marcomanni	false	3c_Ger_Germanic_Band	true	true
3c_gothi	false	3c_Ger_Germanic_Horse_Skirmishers	true	true
3c_marcomanni	false	3c_Ger_Germanic_Horse_Skirmishers	true	true
3c_saxoni	false	3c_Ger_Germanic_Horse_Skirmishers	true	true
3c_gothi	false	3c_Ger_Germanic_Horsemen	true	true
3c_marcomanni	false	3c_Ger_Germanic_Horsemen	true	true
3c_gothi	false	3c_Ger_Germanic_Hunters	true	true
3c_marcomanni	false	3c_Ger_Germanic_Hunters	true	true
3c_gothi	false	3c_Ger_Germanic_Hurlers	true	true
3c_marcomanni	false	3c_Ger_Germanic_Hurlers	true	true
3c_saxoni	false	3c_Ger_Germanic_Hurlers	true	true
3c_marcomanni	false	3c_Ger_Germanic_Lancers	true	true
3c_saxoni	false	3c_Ger_Germanic_Lancers	true	true
3c_gothi	false	3c_Ger_Germanic_Mounted_Warband	true	true
3c_marcomanni	false	3c_Ger_Germanic_Mounted_Warband	true	true
3c_saxoni	false	3c_Ger_Germanic_Mounted_Warband	true	true
3c_gothi	false	3c_Ger_Germanic_Pikes	true	true
3c_marcomanni	false	3c_Ger_Germanic_Pikes	true	true
3c_saxoni	false	3c_Ger_Germanic_Pikes	true	true
3c_marcomanni	false	3c_Ger_Germanic_Skirmishers	true	true
3c_saxoni	false	3c_Ger_Germanic_Skirmishers	true	true
3c_gothi	false	3c_Ger_Germanic_Spear_Masters	true	true
3c_marcomanni	false	3c_Ger_Germanic_Spear_Masters	true	true
3c_saxoni	false	3c_Ger_Germanic_Spear_Masters	true	true
3c_gothi	false	3c_Ger_Germanic_Spearmen	true	true
3c_marcomanni	false	3c_Ger_Germanic_Spearmen	true	true
3c_saxoni	false	3c_Ger_Germanic_Spearmen	true	true
3c_marcomanni	false	3c_Ger_Germanic_Swordsmen	true	true
3c_gothi	false	3c_Ger_Giant_Ballista	true	false
3c_marcomanni	false	3c_Ger_Giant_Ballista	true	false
3c_saxoni	false	3c_Ger_Giant_Ballista	true	false
3c_gothi	false	3c_Ger_Large_Onager	true	false
3c_marcomanni	false	3c_Ger_Large_Onager	true	false
3c_saxoni	false	3c_Ger_Large_Onager	true	false
3c_marcomanni	false	3c_Ger_Noble_Germanic_Horsemen	true	true
3c_gothi	false	3c_Ger_Onager	true	false
3c_marcomanni	false	3c_Ger_Onager	true	false
3c_saxoni	false	3c_Ger_Onager	true	false
3c_gothi	false	3c_Ger_Savage_Dogs	true	true
3c_marcomanni	false	3c_Ger_Savage_Dogs	true	true
3c_saxoni	false	3c_Ger_Savage_Dogs	true	true
3c_gothi	false	3c_Ger_Spear_Levy	true	true
3c_marcomanni	false	3c_Ger_Spear_Levy	true	true
3c_saxoni	false	3c_Ger_Spear_Levy	true	true
3c_gothi	false	3c_Goth_Assault_Raider	true	true
3c_gothi	false	3c_Goth_Elite_Gothic_Archers	true	true
3c_gothi	false	3c_Goth_Gothic_Archers	true	true
3c_gothi	false	3c_Goth_Gothic_Axe_Warriors	true	true
3c_gothi	false	3c_Goth_Gothic_Brigands	true	true
3c_gothi	false	3c_Goth_Gothic_Falxmen	true	true
3c_gothi	false	3c_Goth_Gothic_Lancers	true	true
3c_gothi	false	3c_Goth_Gothic_Mounted_Brigands	true	true
3c_gothi	false	3c_Goth_Gothic_Night_Riders	true	true
3c_gothi	false	3c_Goth_Gothic_Pikemen	true	true
3c_gothi	false	3c_Goth_Gothic_Slingers	true	true
3c_gothi	false	3c_Goth_Gothic_Spearwomen	true	true
3c_gothi	false	3c_Goth_Gothic_Warband	true	true
3c_gothi	false	3c_Goth_Greuthungi_Elite_Spears	true	true
3c_gothi	true	3c_Goth_Greuthungi_Elite_Spears	true	true
3c_gothi	false	3c_Goth_Greuthungi_Lancers	true	true
3c_gothi	true	3c_Goth_Greuthungi_Lancers	true	true
3c_gothi	false	3c_Goth_Greuthungi_Noble_Cavalry	true	true
3c_gothi	true	3c_Goth_Greuthungi_Noble_Cavalry	true	true
3c_gothi	false	3c_Goth_Heavy_Assault_Raider	true	true
3c_gothi	true	3c_Goth_Heavy_Assault_Raider	true	true
3c_gothi	false	3c_Goth_Medium_Assault_Raider	true	true
3c_gothi	false	3c_Goth_Medium_Missile_Raider	true	true
3c_gothi	true	3c_Goth_Medium_Missile_Raider	true	true
3c_gothi	false	3c_Goth_Missile_Raider	true	true
3c_gothi	false	3c_Goth_Tervingi_Oathsworn	true	true
3c_gothi	true	3c_Goth_Tervingi_Oathsworn	true	true
3c_gothi	false	3c_Goth_Tervingi_Warriors	true	true
3c_marcomanni	false	3c_Marc_Armoured_Germanic_Axe_Warriors	true	true
3c_marcomanni	false	3c_Marc_Assault_Raider	true	true
3c_marcomanni	false	3c_Marc_Berserkers	true	true
3c_marcomanni	false	3c_Marc_Club_Levy	true	true
3c_marcomanni	false	3c_Marc_Germanic_Noble_Guard	true	true
3c_marcomanni	true	3c_Marc_Germanic_Noble_Guard_commander	true	true
3c_marcomanni	false	3c_Marc_Germanic_Noblewomen_Archers	true	true
3c_marcomanni	false	3c_Marc_Heavy_Assault_Raider	true	true
3c_marcomanni	true	3c_Marc_Heavy_Assault_Raider	true	true
3c_marcomanni	false	3c_Marc_Horse_Hewers	true	true
3c_marcomanni	false	3c_Marc_Horse_Runners	true	true
3c_marcomanni	false	3c_Marc_Longbow_Hunters	true	true
3c_marcomanni	false	3c_Marc_Medium_Assault_Raider	true	true
3c_marcomanni	false	3c_Marc_Medium_Missile_Raider	true	true
3c_marcomanni	true	3c_Marc_Medium_Missile_Raider	true	true
3c_marcomanni	false	3c_Marc_Missile_Raider	true	true
3c_marcomanni	false	3c_Marc_Night_Hunters	true	true
3c_marcomanni	false	3c_Marc_Wodanaz_Spears	true	true
3c_marcomanni	true	3c_Marc_Wodanaz_Spears	true	true
3c_marcomanni	false	3c_Marc_Wolf_Warriors	true	true
3c_palmyra	false	3c_Pal_Armoured_Camels	true	true
3c_palmyra	false	3c_Pal_Armoured_Horse_Archers	true	true
3c_palmyra	false	3c_Pal_Armoured_Pikemen	true	true
3c_palmyra	false	3c_Pal_Armoured_Swordsmen	true	true
3c_palmyra	false	3c_Pal_Artillery_Penteres	true	true
3c_palmyra	false	3c_Pal_Assault_Dieres	true	true
3c_palmyra	false	3c_Pal_Assault_Hexeres	true	true
3c_palmyra	true	3c_Pal_Assault_Hexeres	true	true
3c_palmyra	false	3c_Pal_Assault_Octeres	true	true
3c_palmyra	false	3c_Pal_Fire_Pot_Dieres	true	true
3c_palmyra	false	3c_Pal_Hamian_Archers	true	true
3c_palmyra	false	3c_Pal_Heavy_Palmyrene_Skirmishers	true	true
3c_palmyra	false	3c_Pal_Heavy_Tower_Hepteres	true	true
3c_palmyra	false	3c_Pal_Heavy_Tower_Octeres	true	true
3c_palmyra	true	3c_Pal_Heavy_Tower_Octeres	true	true
3c_palmyra	false	3c_Pal_Hillmen	true	true
3c_palmyra	false	3c_Pal_Imperial_Palmyrene_Cataphracts	true	true
3c_palmyra	true	3c_Pal_Imperial_Palmyrene_Cataphracts_commander	true	true
3c_palmyra	false	3c_Pal_Imperial_Pikemen	true	true
3c_palmyra	true	3c_Pal_Imperial_Pikemen	true	true
3c_palmyra	false	3c_Pal_Light_Artillery_Penteres	true	true
3c_palmyra	false	3c_Pal_Missile_Hepteres	true	true
3c_palmyra	true	3c_Pal_Missile_Hepteres	true	true
3c_palmyra	false	3c_Pal_Missile_Penteres	true	true
3c_palmyra	false	3c_Pal_Missile_Trieres	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Cataphracts	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Cohors	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Lanciarii	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Legionaries	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Legionary_Cavalry	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Palace_Guard	true	true
3c_palmyra	true	3c_Pal_Palmyrene_Palace_Guard	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Skirmishers	true	true
3c_palmyra	false	3c_Pal_Palmyrene_Spearmen	true	true
3c_palmyra	false	3c_Pal_Peltasts	true	true
3c_palmyra	false	3c_Pal_Pursuit_Trihemiolia	true	true
3c_palmyra	false	3c_Pal_Raiding_Hemiolia	true	true
3c_palmyra	false	3c_Pal_Scorpion_Penteres	true	true
3c_palmyra	false	3c_Pal_Scorpion_Trieres	true	true
3c_palmyra	false	3c_Pal_Scythed_Chariots	true	true
3c_palmyra	true	3c_Pal_Scythed_Chariots	true	true
3c_palmyra	false	3c_Pal_Slingers	true	true
3c_palmyra	false	3c_Pal_Tower_Penteres	true	true
3c_palmyra	false	3c_Pal_Veteran_Palmyrene_Legionaries	true	true
3c_palmyra	false	3c_Pal_Vigiles	true	true
3c_armenia	false	3c_Per_Persian_Skirmishers	true	true
3c_rome	false	3c_Rom_Armoured_Archers	true	true
3c_rome	false	3c_Rom_Armoured_Horse_Skirmishers	true	true
3c_rome	false	3c_Rom_Artillery_Quenquereme	true	true
3c_rome	false	3c_Rom_Assault_Bireme	true	true
3c_rome	false	3c_Rom_Assault_Hexareme	true	true
3c_rome	false	3c_Rom_Assault_Quadreme	true	true
3c_gallicemp	false	3c_Rom_Balearic_Slingers	true	true
3c_rome	false	3c_Rom_Balearic_Slingers	true	true
3c_gallicemp	false	3c_Rom_Ballista	true	false
3c_palmyra	false	3c_Rom_Ballista	true	false
3c_rome	false	3c_Rom_Ballista	true	false
3c_gallicemp	false	3c_Rom_Cheiroballistra	true	true
3c_palmyra	false	3c_Rom_Cheiroballistra	true	true
3c_rome	false	3c_Rom_Cheiroballistra	true	true
3c_rome	false	3c_Rom_Cohors	true	true
3c_gallicemp	false	3c_Rom_Equites	true	true
3c_rome	false	3c_Rom_Equites	true	true
3c_rome	false	3c_Rom_Equites_Catafractarii	true	true
3c_rome	true	3c_Rom_Equites_Catafractarii_commander	true	true
3c_rome	false	3c_Rom_Equites_Dalmatarum	true	true
3c_gallicemp	false	3c_Rom_Equites_Promoti	true	true
3c_rome	false	3c_Rom_Equites_Promoti	true	true
3c_gallicemp	false	3c_Rom_Equites_Scutarii	true	true
3c_gallicemp	true	3c_Rom_Equites_Scutarii	true	true
3c_rome	false	3c_Rom_Equites_Scutarii	true	true
3c_rome	true	3c_Rom_Equites_Scutarii	true	true
3c_rome	false	3c_Rom_Evocati_Cohort	true	true
3c_rome	false	3c_Rom_Fire_Pot_Bireme	true	true
3c_gallicemp	false	3c_Rom_Giant_Ballista	true	false
3c_palmyra	false	3c_Rom_Giant_Ballista	true	false
3c_rome	false	3c_Rom_Giant_Ballista	true	false
3c_gallicemp	false	3c_Rom_Gladiators	true	true
3c_palmyra	false	3c_Rom_Gladiators	true	true
3c_rome	false	3c_Rom_Gladiators	true	true
3c_rome	false	3c_Rom_Herculianii	true	true
3c_gallicemp	false	3c_Rom_Horse_Archers	true	true
3c_rome	false	3c_Rom_Horse_Archers	true	true
3c_rome	false	3c_Rom_Jovianii	true	true
3c_gallicemp	false	3c_Rom_Large_Onager	true	false
3c_palmyra	false	3c_Rom_Large_Onager	true	false
3c_rome	false	3c_Rom_Large_Onager	true	false
3c_rome	false	3c_Rom_Light_Artillery_Quenquereme	true	true
3c_gallicemp	false	3c_Rom_Light_Roman_Skirmishers	true	true
3c_rome	false	3c_Rom_Light_Roman_Skirmishers	true	true
3c_rome	false	3c_Rom_Missile_Quinquereme	true	true
3c_rome	true	3c_Rom_Missile_Quinquereme	true	true
3c_rome	false	3c_Rom_Missile_Trireme	true	true
3c_gallicemp	false	3c_Rom_Onager	true	false
3c_palmyra	false	3c_Rom_Onager	true	false
3c_rome	false	3c_Rom_Onager	true	false
3c_gallicemp	false	3c_Rom_Pikemen	true	true
3c_palmyra	false	3c_Rom_Pikemen	true	true
3c_rome	false	3c_Rom_Pikemen	true	true
3c_gallicemp	false	3c_Rom_Polybolos	true	false
3c_palmyra	false	3c_Rom_Polybolos	true	false
3c_rome	false	3c_Rom_Polybolos	true	false
3c_rome	false	3c_Rom_Praetorian_Cavalry	true	true
3c_rome	true	3c_Rom_Praetorian_Cavalry	true	true
3c_rome	false	3c_Rom_Praetorian_Guard	true	true
3c_rome	false	3c_Rom_Pursuit_Trihemolia	true	true
3c_rome	false	3c_Rom_Raiding_Hemioloa	true	true
3c_rome	false	3c_Rom_Roman_Legionaries	true	true
3c_rome	false	3c_Rom_Roman_Legionary_Cavalry	true	true
3c_rome	false	3c_Rom_Roman_Levies	true	true
3c_rome	false	3c_Rom_Scorpion_Trireme	true	true
3c_rome	false	3c_Rom_Slingers	true	true
3c_gallicemp	false	3c_Rom_Spear_Gladiators	true	true
3c_palmyra	false	3c_Rom_Spear_Gladiators	true	true
3c_rome	false	3c_Rom_Spear_Gladiators	true	true
3c_rome	false	3c_Rom_Tower_Hexareme	true	true
3c_rome	true	3c_Rom_Tower_Hexareme	true	true
3c_gallicemp	false	3c_Rom_Vigiles	true	true
3c_rome	false	3c_Rom_Vigiles	true	true
3c_gallicemp	false	3c_Rom_War_Dogs	true	true
3c_rome	false	3c_Rom_War_Dogs	true	true
3c_sassanid	false	3c_Sas_Anatolian_Slingers	true	true
3c_sassanid	false	3c_Sas_Armoured_Camel_Archers	true	true
3c_sassanid	false	3c_Sas_Armoured_Indian_War_Elephants	true	true
3c_sassanid	true	3c_Sas_Armoured_Indian_War_Elephants	true	true
3c_sassanid	false	3c_Sas_Artillery_Penteres	true	true
3c_sassanid	false	3c_Sas_Assault_Dieres	true	true
3c_sassanid	false	3c_Sas_Assault_Hexeres	true	true
3c_sassanid	true	3c_Sas_Assault_Hexeres	true	true
3c_sassanid	false	3c_Sas_Assault_Tetreres	true	true
3c_palmyra	false	3c_Sas_Camel_Archers	true	true
3c_sassanid	false	3c_Sas_Camel_Archers	true	true
3c_sassanid	false	3c_Sas_Camel_Cataphracts	true	true
3c_palmyra	false	3c_Sas_Camel_Spearmen	true	true
3c_sassanid	false	3c_Sas_Camel_Spearmen	true	true
3c_sassanid	false	3c_Sas_Daylamite_Cavalry	true	true
3c_sassanid	false	3c_Sas_Daylamite_Infantry	true	true
3c_sassanid	false	3c_Sas_Eastern_Horse_Archers	true	true
3c_sassanid	false	3c_Sas_Eastern_Horse_Skirmishers	true	true
3c_sassanid	false	3c_Sas_Eastern_Scouts	true	true
3c_sassanid	false	3c_Sas_Elite_Savaran_Cavalry	true	true
3c_sassanid	false	3c_Sas_Fire_Pot_Dieres	true	true
3c_sassanid	false	3c_Sas_Grivpanvar_Cataphracts	true	true
3c_sassanid	false	3c_Sas_Gyan_Avspar	true	true
3c_sassanid	true	3c_Sas_Gyan_Avspar	true	true
3c_sassanid	false	3c_Sas_Hamspah_Infantry	true	true
3c_sassanid	false	3c_Sas_Immortal_Infantry	true	true
3c_sassanid	false	3c_Sas_Immortal_Infantry_Guard	true	true
3c_sassanid	false	3c_Sas_Immortal_Spear_Guard	true	true
3c_sassanid	false	3c_Sas_Immortal_Spears	true	true
3c_sassanid	false	3c_Sas_Indian_War_Elephants	true	true
3c_sassanid	false	3c_Sas_Kurdish_Archers	true	true
3c_sassanid	false	3c_Sas_Light_Artillery_Penteres	true	true
3c_sassanid	false	3c_Sas_Missile_Penteres	true	true
3c_sassanid	true	3c_Sas_Missile_Penteres	true	true
3c_sassanid	false	3c_Sas_Missile_Trieres	true	true
3c_sassanid	false	3c_Sas_Persian_Horse_Archers	true	true
3c_sassanid	false	3c_Sas_Persian_Light_Infantry	true	true
3c_sassanid	false	3c_Sas_Persian_Skirmishers	true	true
3c_sassanid	false	3c_Sas_Persian_Spearmen	true	true
3c_sassanid	false	3c_Sas_Pursuit_Trihemiolia	true	true
3c_sassanid	false	3c_Sas_Pushtighban_Cataphracts	true	true
3c_sassanid	false	3c_Sas_Raiding_Hemiolia	true	true
3c_sassanid	false	3c_Sas_Royal_Archers	true	true
3c_sassanid	false	3c_Sas_Royal_Sassanian_Archers	true	true
3c_sassanid	true	3c_Sas_Royal_Sassanian_Archers	true	true
3c_sassanid	false	3c_Sas_Sassanian_Levy_Spearmen	true	true
3c_sassanid	false	3c_Sas_Savaran_Cataphracts	true	true
3c_sassanid	false	3c_Sas_Savaran_Cavalry	true	true
3c_sassanid	false	3c_Sas_Scorpion_Penteres	true	true
3c_sassanid	false	3c_Sas_Scorpion_Trieres	true	true
3c_sassanid	false	3c_Sas_Tower_Hexeres	true	true
3c_sassanid	false	3c_Sas_Tower_Penteres	true	true
3c_sassanid	false	3c_Sas_Zhayedan_Immortals	true	true
3c_sassanid	true	3c_Sas_Zhayedan_Immortals	true	true
3c_saxoni	false	3c_Sax_Assault_Raider	true	true
3c_saxoni	false	3c_Sax_Assault_Raider_Geoguth	true	true
3c_saxoni	false	3c_Sax_Duguth_Spearmen	true	true
3c_saxoni	false	3c_Sax_Duguth_Swordsmen	true	true
3c_saxoni	false	3c_Sax_Elite_Saxon_Javelinmen	true	true
3c_saxoni	false	3c_Sax_Gedriht_Spearmen	true	true
3c_saxoni	true	3c_Sax_Gedriht_Spearmen	true	true
3c_saxoni	false	3c_Sax_Gedriht_Swordsmen	true	true
3c_saxoni	true	3c_Sax_Gedriht_Swordsmen	true	true
