political_party_key	faction_key
3c_politics_palmyra_ruler	3c_palmyra
3c_politics_rome_party2	3c_rome
3c_politics_rome_party3	3c_rome
3c_politics_rome_party4	3c_rome
3c_politics_rome_party5	3c_rome
3c_politics_rome_party6	3c_rome
3c_politics_rome_party7	3c_rome
3c_politics_rome_ruler	3c_rome
3c_politics_sassanid_party2	3c_sassanid
3c_politics_sassanid_party3	3c_sassanid
3c_politics_sassanid_party4	3c_sassanid
3c_politics_sassanid_party5	3c_sassanid
3c_politics_sassanid_party6	3c_sassanid
3c_politics_sassanid_party7	3c_sassanid
3c_politics_sassanid_ruler	3c_sassanid
3c_politics_saxones_party2	3c_saxoni
3c_politics_saxones_party3	3c_saxoni
3c_politics_saxones_party4	3c_saxoni
3c_politics_saxones_party5	3c_saxoni
3c_politics_saxones_party6	3c_saxoni
3c_politics_saxones_party7	3c_saxoni
3c_politics_saxones_ruler	3c_saxoni
emp_politics_rome_antony_council	emp_antony
emp_politics_rome_antony_libertini	emp_antony
emp_politics_rome_antony_proletarii	emp_antony
emp_politics_rome_antony_ruler	emp_antony
emp_politics_rome_antony_viri_egregii	emp_antony
emp_politics_rome_antony_viri_eminentissimi	emp_antony
emp_politics_rome_antony_viri_perfectissimi	emp_antony
emp_politics_rome_armenia_artsakh	emp_armenia
emp_politics_rome_armenia_ayrarat	emp_armenia
emp_politics_rome_armenia_council	emp_armenia
emp_politics_rome_armenia_ruler	emp_armenia
emp_politics_rome_armenia_tayk	emp_armenia
emp_politics_rome_armenia_turuberan	emp_armenia
emp_politics_rome_armenia_utik	emp_armenia
emp_politics_rome_dacia_bull	emp_dacia
emp_politics_rome_dacia_council	emp_dacia
emp_politics_rome_dacia_earth	emp_dacia
emp_politics_rome_dacia_golden_eagle	emp_dacia
emp_politics_rome_dacia_ruler	emp_dacia
emp_politics_rome_dacia_sky	emp_dacia
emp_politics_rome_dacia_sun	emp_dacia
emp_politics_rome_egypt_carthage	emp_egypt
emp_politics_rome_egypt_council	emp_egypt
emp_politics_rome_egypt_egyptian	emp_egypt
emp_politics_rome_egypt_indian	emp_egypt
emp_politics_rome_egypt_jewish	emp_egypt
emp_politics_rome_egypt_parthian	emp_egypt
emp_politics_rome_egypt_pretenders	emp_egypt
emp_politics_rome_egypt_ruler	emp_egypt
emp_politics_rome_iceni_angry_beast	emp_iceni
emp_politics_rome_iceni_council	emp_iceni
emp_politics_rome_iceni_hill_warriors	emp_iceni
emp_politics_rome_iceni_iron_axe	emp_iceni
emp_politics_rome_iceni_ruler	emp_iceni
emp_politics_rome_iceni_warhorse	emp_iceni
emp_politics_rome_iceni_wooden_shield	emp_iceni
emp_politics_rome_lepidus_council	emp_lepidus
emp_politics_rome_lepidus_libertini	emp_lepidus
emp_politics_rome_lepidus_proletarii	emp_lepidus
emp_politics_rome_lepidus_ruler	emp_lepidus
emp_politics_rome_lepidus_viri_egregii	emp_lepidus
emp_politics_rome_lepidus_viri_eminentissimi	emp_lepidus
emp_politics_rome_lepidus_viri_perfectissimi	emp_lepidus
emp_politics_rome_marcomanni_council	emp_marcomanni
emp_politics_rome_marcomanni_giant_deer	emp_marcomanni
emp_politics_rome_marcomanni_golden_beast	emp_marcomanni
emp_politics_rome_marcomanni_red_eagle	emp_marcomanni
emp_politics_rome_marcomanni_ruler	emp_marcomanni
emp_politics_rome_marcomanni_steppe_lords	emp_marcomanni
emp_politics_rome_marcomanni_wooden_bow	emp_marcomanni
emp_politics_rome_octavian_council	emp_octavian
emp_politics_rome_octavian_libertini	emp_octavian
emp_politics_rome_octavian_proletarii	emp_octavian
emp_politics_rome_octavian_ruler	emp_octavian
emp_politics_rome_octavian_viri_egregii	emp_octavian
emp_politics_rome_octavian_viri_eminentissimi	emp_octavian
emp_politics_rome_octavian_viri_perfectissimi	emp_octavian
emp_politics_rome_parthia_council	emp_parthia
emp_politics_rome_parthia_karen	emp_parthia
emp_politics_rome_parthia_mihran	emp_parthia
emp_politics_rome_parthia_ruler	emp_parthia
emp_politics_rome_parthia_spandiyadh	emp_parthia
emp_politics_rome_parthia_suren	emp_parthia
emp_politics_rome_parthia_varaz	emp_parthia
emp_politics_rome_pompey_council	emp_pompey
emp_politics_rome_pompey_libertini	emp_pompey
emp_politics_rome_pompey_proletarii	emp_pompey
emp_politics_rome_pompey_ruler	emp_pompey
emp_politics_rome_pompey_viri_egregii	emp_pompey
emp_politics_rome_pompey_viri_eminentissimi	emp_pompey
emp_politics_rome_pompey_viri_perfectissimi	emp_pompey
gaul_politics_arverni_ruler	gaul_arverni
gaul_politics_nervii_ruler	gaul_nervii
gaul_politics_rome_caesar	gaul_rome
gaul_politics_suebi_ruler	gaul_suebi
inv_politics_insubres_party2	inv_insubres
inv_politics_insubres_party3	inv_insubres
inv_politics_insubres_party4	inv_insubres
inv_politics_insubres_party5	inv_insubres
inv_politics_insubres_party6	inv_insubres
inv_politics_insubres_party7	inv_insubres
inv_politics_insubres_ruler	inv_insubres
inv_politics_iolei_party2	inv_iolei
inv_politics_iolei_party3	inv_iolei
inv_politics_iolei_party4	inv_iolei
inv_politics_iolei_party5	inv_iolei
inv_politics_iolei_party6	inv_iolei
inv_politics_iolei_party7	inv_iolei
inv_politics_iolei_ruler	inv_iolei
inv_politics_rome_party2	inv_rome
inv_politics_rome_party3	inv_rome
inv_politics_rome_party4	inv_rome
inv_politics_rome_party5	inv_rome
inv_politics_rome_party6	inv_rome
inv_politics_rome_party7	inv_rome
inv_politics_rome_party8	inv_rome
inv_politics_rome_ruler	inv_rome
inv_politics_samnites_party2	inv_samnites
inv_politics_samnites_party3	inv_samnites
inv_politics_samnites_party4	inv_samnites
inv_politics_samnites_party5	inv_samnites
inv_politics_samnites_party6	inv_samnites
inv_politics_samnites_party7	inv_samnites
inv_politics_samnites_ruler	inv_samnites
inv_politics_senones_party2	inv_senones
inv_politics_senones_party3	inv_senones
inv_politics_senones_party4	inv_senones
inv_politics_senones_party5	inv_senones
inv_politics_senones_party6	inv_senones
inv_politics_senones_party7	inv_senones
inv_politics_senones_ruler	inv_senones
inv_politics_syracuse_party2	inv_syracuse
inv_politics_syracuse_party3	inv_syracuse
inv_politics_syracuse_party4	inv_syracuse
inv_politics_syracuse_party5	inv_syracuse
inv_politics_syracuse_party6	inv_syracuse
inv_politics_syracuse_party7	inv_syracuse
inv_politics_syracuse_ruler	inv_syracuse
inv_politics_taranto_party2	inv_taranto
inv_politics_taranto_party3	inv_taranto
inv_politics_taranto_party4	inv_taranto
inv_politics_taranto_party5	inv_taranto
inv_politics_taranto_party6	inv_taranto
inv_politics_taranto_party7	inv_taranto
inv_politics_taranto_ruler	inv_taranto
inv_politics_tarchuna_party2	inv_tarchuna
inv_politics_tarchuna_party3	inv_tarchuna
inv_politics_tarchuna_party4	inv_tarchuna
inv_politics_tarchuna_party5	inv_tarchuna
inv_politics_tarchuna_party6	inv_tarchuna
inv_politics_tarchuna_party7	inv_tarchuna
inv_politics_tarchuna_party8	inv_tarchuna
inv_politics_tarchuna_ruler	inv_tarchuna
inv_politics_veneti_party2	inv_veneti
inv_politics_veneti_party3	inv_veneti
inv_politics_veneti_party4	inv_veneti
inv_politics_veneti_party5	inv_veneti
inv_politics_veneti_party6	inv_veneti
inv_politics_veneti_party7	inv_veneti
inv_politics_veneti_ruler	inv_veneti
pel_politics_athenai_alkmaionid	pel_athenai
pel_politics_athenai_apollo	pel_athenai
pel_politics_athenai_ares	pel_athenai
pel_politics_athenai_aristocratic	pel_athenai
pel_politics_athenai_athena	pel_athenai
pel_politics_athenai_philaedae	pel_athenai
pel_politics_athenai_populist	pel_athenai
pel_politics_boiotia_apollo	pel_boiotia
pel_politics_boiotia_ares	pel_boiotia
pel_politics_boiotia_athena	pel_boiotia
pel_politics_boiotia_orchomenos	pel_boiotia
pel_politics_boiotia_plataea	pel_boiotia
pel_politics_boiotia_thebai	pel_boiotia
pel_politics_boiotia_thespiae	pel_boiotia
pel_politics_korinthos_apollo	pel_korinthos
pel_politics_korinthos_ares	pel_korinthos
pel_politics_korinthos_athena	pel_korinthos
pel_politics_korinthos_autocratic	pel_korinthos
pel_politics_korinthos_conservative	pel_korinthos
pel_politics_korinthos_populist	pel_korinthos
pel_politics_korinthos_tyrannic	pel_korinthos
pel_politics_sparta_agiad	pel_sparta
pel_politics_sparta_apollo	pel_sparta
pel_politics_sparta_ares	pel_sparta
pel_politics_sparta_athena	pel_sparta
pel_politics_sparta_eurypontid	pel_sparta
pel_politics_sparta_hera	pel_sparta
pel_politics_sparta_poseidon	pel_sparta
pro_politics_rome_council	pro_rome
pun_politics_arevaci_angry_beast	pun_arevaci
pun_politics_arevaci_council	pun_arevaci
pun_politics_arevaci_hill_warriors	pun_arevaci
pun_politics_arevaci_iron_axe	pun_arevaci
pun_politics_arevaci_ruler	pun_arevaci
pun_politics_arevaci_warhorse	pun_arevaci
pun_politics_arevaci_wooden_shield	pun_arevaci
pun_politics_carthage_barcid	pun_carthage
pun_politics_carthage_council	pun_carthage
pun_politics_carthage_party3	pun_carthage
pun_politics_carthage_party4	pun_carthage
pun_politics_carthage_party5	pun_carthage
pun_politics_carthage_party6	pun_carthage
pun_politics_carthage_party7	pun_carthage
pun_politics_lusitani_angry_beast	pun_lusitani
pun_politics_lusitani_council	pun_lusitani
pun_politics_lusitani_hill_warriors	pun_lusitani
pun_politics_lusitani_iron_axe	pun_lusitani
pun_politics_lusitani_ruler	pun_lusitani
pun_politics_lusitani_warhorse	pun_lusitani
pun_politics_lusitani_wooden_shield	pun_lusitani
pun_politics_rome_claudia	pun_rome
pun_politics_rome_cornelia	pun_rome
pun_politics_rome_council	pun_rome
pun_politics_rome_fabia	pun_rome
pun_politics_rome_julia	pun_rome
pun_politics_rome_servilia	pun_rome
pun_politics_rome_valeria	pun_rome
pun_politics_syracuse_apollo	pun_syracuse
pun_politics_syracuse_ares	pun_syracuse
pun_politics_syracuse_athena	pun_syracuse
pun_politics_syracuse_council	pun_syracuse
pun_politics_syracuse_hera	pun_syracuse
pun_politics_syracuse_poseidon	pun_syracuse
pun_politics_syracuse_ruler	pun_syracuse
rom_politics_ardiaei_bull	rom_ardiaei
rom_politics_ardiaei_council	rom_ardiaei
rom_politics_ardiaei_earth	rom_ardiaei
rom_politics_ardiaei_golden_eagle	rom_ardiaei
rom_politics_ardiaei_ruler	rom_ardiaei
rom_politics_ardiaei_sky	rom_ardiaei
rom_politics_ardiaei_sun	rom_ardiaei
rom_politics_arevaci_angry_beast	rom_arevaci
rom_politics_arevaci_council	rom_arevaci
rom_politics_arevaci_hill_warriors	rom_arevaci
rom_politics_arevaci_iron_axe	rom_arevaci
rom_politics_arevaci_ruler	rom_arevaci
rom_politics_arevaci_warhorse	rom_arevaci
rom_politics_arevaci_wooden_shield	rom_arevaci
rom_politics_armenia_artsakh	rom_armenia
rom_politics_armenia_ayrarat	rom_armenia
rom_politics_armenia_council	rom_armenia
rom_politics_armenia_ruler	rom_armenia
rom_politics_armenia_tayk	rom_armenia
rom_politics_armenia_turuberan	rom_armenia
rom_politics_armenia_utik	rom_armenia
rom_politics_arverni_angry_beast	rom_arverni
rom_politics_arverni_council	rom_arverni
rom_politics_arverni_hill_warriors	rom_arverni
rom_politics_arverni_iron_axe	rom_arverni
rom_politics_arverni_ruler	rom_arverni
rom_politics_arverni_warhorse	rom_arverni
rom_politics_arverni_wooden_shield	rom_arverni
rom_politics_athens_apollo	rom_athens
rom_politics_athens_ares	rom_athens
rom_politics_athens_athena	rom_athens
rom_politics_athens_council	rom_athens
rom_politics_athens_hera	rom_athens
rom_politics_athens_poseidon	rom_athens
rom_politics_athens_ruler	rom_athens
rom_politics_baktria_carthage	rom_baktria
rom_politics_baktria_council	rom_baktria
rom_politics_baktria_egyptian	rom_baktria
rom_politics_baktria_indian	rom_baktria
rom_politics_baktria_jewish	rom_baktria
rom_politics_baktria_parthian	rom_baktria
rom_politics_baktria_ruler	rom_baktria
rom_politics_boii_council	rom_boii
rom_politics_boii_giant_deer	rom_boii
rom_politics_boii_golden_beast	rom_boii
rom_politics_boii_red_eagle	rom_boii
rom_politics_boii_ruler	rom_boii
rom_politics_boii_steppe_lords	rom_boii
rom_politics_boii_wooden_bow	rom_boii
rom_politics_carthage_barcid	rom_carthage
rom_politics_carthage_conservative	rom_carthage
rom_politics_carthage_council	rom_carthage
rom_politics_carthage_hannonid	rom_carthage
rom_politics_carthage_magonid	rom_carthage
rom_politics_carthage_maritime	rom_carthage
rom_politics_carthage_populist	rom_carthage
rom_politics_cimmeria_apollo	rom_cimmeria
rom_politics_cimmeria_ares	rom_cimmeria
rom_politics_cimmeria_athena	rom_cimmeria
rom_politics_cimmeria_council	rom_cimmeria
rom_politics_cimmeria_hera	rom_cimmeria
rom_politics_cimmeria_poseidon	rom_cimmeria
rom_politics_cimmeria_ruler	rom_cimmeria
rom_politics_colchis_amazon	rom_colchis
rom_politics_colchis_council	rom_colchis
rom_politics_colchis_descendants	rom_colchis
rom_politics_colchis_keepers	rom_colchis
rom_politics_colchis_medea	rom_colchis
rom_politics_colchis_ruler	rom_colchis
rom_politics_colchis_watchers	rom_colchis
rom_politics_egypt_carthage	rom_ptolemaics
rom_politics_egypt_council	rom_ptolemaics
rom_politics_egypt_egyptian	rom_ptolemaics
rom_politics_egypt_indian	rom_ptolemaics
rom_politics_egypt_jewish	rom_ptolemaics
rom_politics_egypt_parthian	rom_ptolemaics
rom_politics_egypt_ptolemaic	rom_ptolemaics
rom_politics_epirus_apollo	rom_epirus
rom_politics_epirus_ares	rom_epirus
rom_politics_epirus_athena	rom_epirus
rom_politics_epirus_council	rom_epirus
rom_politics_epirus_hera	rom_epirus
rom_politics_epirus_poseidon	rom_epirus
rom_politics_epirus_ruler	rom_epirus
rom_politics_galatia_angry_beast	rom_galatia
rom_politics_galatia_council	rom_galatia
rom_politics_galatia_hill_warriors	rom_galatia
rom_politics_galatia_iron_axe	rom_galatia
rom_politics_galatia_ruler	rom_galatia
rom_politics_galatia_warhorse	rom_galatia
rom_politics_galatia_wooden_shield	rom_galatia
rom_politics_getae_bull	rom_getae
rom_politics_getae_council	rom_getae
rom_politics_getae_earth	rom_getae
rom_politics_getae_golden_eagle	rom_getae
rom_politics_getae_ruler	rom_getae
rom_politics_getae_sky	rom_getae
rom_politics_getae_sun	rom_getae
rom_politics_iceni_angry_beast	rom_iceni
rom_politics_iceni_council	rom_iceni
rom_politics_iceni_hill_warriors	rom_iceni
rom_politics_iceni_iron_axe	rom_iceni
rom_politics_iceni_ruler	rom_iceni
rom_politics_iceni_warhorse	rom_iceni
rom_politics_iceni_wooden_shield	rom_iceni
rom_politics_kush_party2	rom_kush
rom_politics_kush_party3	rom_kush
rom_politics_kush_party4	rom_kush
rom_politics_kush_party5	rom_kush
rom_politics_kush_party6	rom_kush
rom_politics_kush_party7	rom_kush
rom_politics_kush_ruler	rom_kush
rom_politics_lusitani_angry_beast	rom_lusitani
rom_politics_lusitani_council	rom_lusitani
rom_politics_lusitani_hill_warriors	rom_lusitani
rom_politics_lusitani_iron_axe	rom_lusitani
rom_politics_lusitani_ruler	rom_lusitani
rom_politics_lusitani_warhorse	rom_lusitani
rom_politics_lusitani_wooden_shield	rom_lusitani
rom_politics_macedon_antigonid	rom_macedon
rom_politics_macedon_carthage	rom_macedon
rom_politics_macedon_council	rom_macedon
rom_politics_macedon_egyptian	rom_macedon
rom_politics_macedon_indian	rom_macedon
rom_politics_macedon_jewish	rom_macedon
rom_politics_macedon_parthian	rom_macedon
rom_politics_masaesyli_party2	rom_masaesyli
rom_politics_masaesyli_party3	rom_masaesyli
rom_politics_masaesyli_party4	rom_masaesyli
rom_politics_masaesyli_party5	rom_masaesyli
rom_politics_masaesyli_party6	rom_masaesyli
rom_politics_masaesyli_party7	rom_masaesyli
rom_politics_masaesyli_ruler	rom_masaesyli
rom_politics_massagetae_council	rom_massagetae
rom_politics_massagetae_giant_deer	rom_massagetae
rom_politics_massagetae_golden_beast	rom_massagetae
rom_politics_massagetae_red_eagle	rom_massagetae
rom_politics_massagetae_ruler	rom_massagetae
rom_politics_massagetae_steppe_lords	rom_massagetae
rom_politics_massagetae_wooden_bow	rom_massagetae
rom_politics_massalia_apollo	rom_massilia
rom_politics_massalia_ares	rom_massilia
rom_politics_massalia_athena	rom_massilia
rom_politics_massalia_council	rom_massilia
rom_politics_massalia_hera	rom_massilia
rom_politics_massalia_poseidon	rom_massilia
rom_politics_massalia_ruler	rom_massilia
rom_politics_nabatea_party2	rom_nabatea
rom_politics_nabatea_party3	rom_nabatea
rom_politics_nabatea_party4	rom_nabatea
rom_politics_nabatea_party5	rom_nabatea
rom_politics_nabatea_party6	rom_nabatea
rom_politics_nabatea_party7	rom_nabatea
rom_politics_nabatea_ruler	rom_nabatea
rom_politics_nervii_angry_beast	rom_nervii
rom_politics_nervii_council	rom_nervii
rom_politics_nervii_hill_warriors	rom_nervii
rom_politics_nervii_iron_axe	rom_nervii
rom_politics_nervii_ruler	rom_nervii
rom_politics_nervii_warhorse	rom_nervii
rom_politics_nervii_wooden_shield	rom_nervii
rom_politics_odrysia_bull	rom_odryssia
rom_politics_odrysia_council	rom_odryssia
rom_politics_odrysia_earth	rom_odryssia
rom_politics_odrysia_golden_eagle	rom_odryssia
rom_politics_odrysia_ruler	rom_odryssia
rom_politics_odrysia_sky	rom_odryssia
rom_politics_odrysia_sun	rom_odryssia
rom_politics_parthia_arsacid	rom_parthia
rom_politics_parthia_council	rom_parthia
rom_politics_parthia_karen	rom_parthia
rom_politics_parthia_mihran	rom_parthia
rom_politics_parthia_spandiyadh	rom_parthia
rom_politics_parthia_suren	rom_parthia
rom_politics_parthia_varaz	rom_parthia
rom_politics_pergammon_apollo	rom_pergamon
rom_politics_pergammon_ares	rom_pergamon
rom_politics_pergammon_athena	rom_pergamon
rom_politics_pergammon_council	rom_pergamon
rom_politics_pergammon_hera	rom_pergamon
rom_politics_pergammon_poseidon	rom_pergamon
rom_politics_pergammon_ruler	rom_pergamon
rom_politics_pontus_apollo	rom_pontus
rom_politics_pontus_ares	rom_pontus
rom_politics_pontus_athena	rom_pontus
rom_politics_pontus_council	rom_pontus
rom_politics_pontus_hera	rom_pontus
rom_politics_pontus_mithridatic	rom_pontus
rom_politics_pontus_poseidon	rom_pontus
rom_politics_rome_claudia	rom_rome
rom_politics_rome_cornelia	rom_rome
rom_politics_rome_council	rom_rome
rom_politics_rome_fabia	rom_rome
rom_politics_rome_julia	rom_rome
rom_politics_rome_junia	rom_rome
rom_politics_rome_servilia	rom_rome
rom_politics_roxolani_council	rom_roxolani
rom_politics_roxolani_giant_deer	rom_roxolani
rom_politics_roxolani_golden_beast	rom_roxolani
rom_politics_roxolani_red_eagle	rom_roxolani
rom_politics_roxolani_ruler	rom_roxolani
rom_politics_roxolani_steppe_lords	rom_roxolani
rom_politics_roxolani_wooden_bow	rom_roxolani
rom_politics_royal_scythian_council	rom_scythia
rom_politics_royal_scythian_giant_deer	rom_scythia
rom_politics_royal_scythian_golden_beast	rom_scythia
rom_politics_royal_scythian_red_eagle	rom_scythia
rom_politics_royal_scythian_ruler	rom_scythia
rom_politics_royal_scythian_steppe_lords	rom_scythia
rom_politics_royal_scythian_wooden_bow	rom_scythia
rom_politics_saba_party2	rom_saba
rom_politics_saba_party3	rom_saba
rom_politics_saba_party4	rom_saba
rom_politics_saba_party5	rom_saba
rom_politics_saba_party6	rom_saba
rom_politics_saba_party7	rom_saba
rom_politics_saba_ruler	rom_saba
rom_politics_seleucid_carthage	rom_seleucid
rom_politics_seleucid_council	rom_seleucid
rom_politics_seleucid_egyptian	rom_seleucid
rom_politics_seleucid_indian	rom_seleucid
rom_politics_seleucid_jewish	rom_seleucid
rom_politics_seleucid_parthian	rom_seleucid
rom_politics_seleucid_seleucids	rom_seleucid
rom_politics_sparta_apollo	rom_sparta
rom_politics_sparta_ares	rom_sparta
rom_politics_sparta_athena	rom_sparta
rom_politics_sparta_council	rom_sparta
rom_politics_sparta_hera	rom_sparta
rom_politics_sparta_poseidon	rom_sparta
rom_politics_sparta_ruler	rom_sparta
rom_politics_suebi_angry_beast	rom_suebi
rom_politics_suebi_council	rom_suebi
rom_politics_suebi_hill_warriors	rom_suebi
rom_politics_suebi_iron_axe	rom_suebi
rom_politics_suebi_ruler	rom_suebi
rom_politics_suebi_warhorse	rom_suebi
rom_politics_suebi_wooden_shield	rom_suebi
rom_politics_syracuse_apollo	rom_syracuse
rom_politics_syracuse_ares	rom_syracuse
rom_politics_syracuse_athena	rom_syracuse
rom_politics_syracuse_council	rom_syracuse
rom_politics_syracuse_hera	rom_syracuse
rom_politics_syracuse_poseidon	rom_syracuse
rom_politics_syracuse_ruler	rom_syracuse
rom_politics_tylis_angry_beast	rom_tylis
rom_politics_tylis_council	rom_tylis
rom_politics_tylis_hill_warriors	rom_tylis
rom_politics_tylis_iron_axe	rom_tylis
rom_politics_tylis_ruler	rom_tylis
rom_politics_tylis_warhorse	rom_tylis
rom_politics_tylis_wooden_shield	rom_tylis
