campaign_key	faction_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	3c_general_cunning_3_skilled_logistician		x	3
		1	3c_general_cunning_4_master_schemer		x	4
		1	3c_general_general_1_efficient_recruiter		x	1
		1	3c_general_general_2_infantry_commander		x	2
		1	3c_general_general_2_inspiring_general		x	2
		1	3c_general_general_3_cavalry_commander		x	3
		1	3c_general_general_3_marching_instructor		x	3
		1	3c_general_general_4_military_administrator		x	4
		1	3c_general_mastermind_1_strategist		x	1
		1	3c_general_mastermind_2_covert_expert		x	2
		1	3c_general_mastermind_2_mercenary_recruiter		x	2
		1	3c_general_mastermind_3_artillery_master		x	3
		1	3c_general_mastermind_3_skilled_logistician		x	3
		1	3c_general_mastermind_4_siege_master		x	4
		1	3c_general_soldier_1_master_attacker		x	1
		1	3c_general_soldier_2_master_defender		x	2
		1	3c_general_soldier_2_master_of_onslaught		x	2
		1	3c_general_soldier_3_leader_of_marskmen		x	3
		1	3c_general_soldier_3_vicious_despoiler		x	3
		1	3c_general_soldier_4_incarnation_of_dread		x	4
		1	3c_general_zeal_1_master_defender		x	1
		1	3c_general_zeal_1_warrior		x	1
		1	3c_general_zeal_2_master_attacker		x	2
		1	3c_general_zeal_2_master_of_onslaught		x	2
		1	3c_general_zeal_2_seasoned_marine		x	2
		1	3c_general_zeal_3_incarnation_of_dread		x	3
		1	3c_general_zeal_3_leader_of_marskmen		x	3
		1	3c_general_zeal_3_marching_instructor		x	3
		1	3c_general_zeal_3_maritime_archer		x	3
		1	3c_general_zeal_4_exemplary_soldier		x	4
		1	3c_navy_1_Destroyers		x	1
		1	3c_navy_1_Dread_Pirates		x	3
		1	3c_navy_1_Formidable_Marines		x	1
		1	3c_navy_1_Naval_Marksmen		x	1
		1	3c_navy_2_Blockade_Runners		x	2
		1	3c_navy_2_Intrepid_Escorts		x	2
		1	3c_navy_2_Ship_Defenders		x	2
		1	3c_navy_3_Able_Seamen		x	3
main_invasion	inv_tarchuna	1	3c_navy_3_Able_Seamen		x	3
		1	3c_navy_3_Master_Shipwrights		x	3
		1	3c_navy_3_Pirate_Hunters		x	3
		1	3c_navy_4_Masters_of_the_Sea		x	4
		1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_insubres	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_iolei	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_rome	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_samnites	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_senones	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_syracuse	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_taranto	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_tarchuna	1	3c_navy_4_Veteran_Fleet		x	4
main_invasion	inv_veneti	1	3c_navy_4_Veteran_Fleet		x	4
		1	age_agent_champion_authority_agitator		x	3
		1	age_agent_champion_authority_drill_sergeant		x	1
		1	age_agent_champion_authority_drunkard		x	3
		1	age_agent_champion_authority_efficient		x	5
		1	age_agent_champion_authority_evocatus		x	5
		1	age_agent_champion_authority_explorer		x	1
		1	age_agent_champion_authority_festive		x	3
		1	age_agent_champion_authority_guardian		x	3
		1	age_agent_champion_authority_historian		x	1
		1	age_agent_champion_authority_horsebreeder		x	3
		1	age_agent_champion_authority_inspirational		x	5
		1	age_agent_champion_authority_mentor		x	1
		1	age_agent_champion_authority_officer		x	3
		1	age_agent_champion_authority_officer_native_units		x	3
		1	age_agent_champion_authority_paedotribe		x	5
		1	age_agent_champion_authority_protector		x	3
		1	age_agent_champion_authority_renowned		x	5
		1	age_agent_champion_subterfuge_ageestigator		x	3
		1	age_agent_champion_subterfuge_harasser		x	3
		1	age_agent_champion_subterfuge_hunter		x	3
		1	age_agent_champion_subterfuge_interrogator		x	3
		1	age_agent_champion_subterfuge_intimidating		x	1
		1	age_agent_champion_subterfuge_murderous		x	5
		1	age_agent_champion_subterfuge_nocturnal		x	3
		1	age_agent_champion_subterfuge_resourceful		x	5
		1	age_agent_champion_subterfuge_siege_expert		x	1
		1	age_agent_champion_subterfuge_trapper		x	3
		1	age_agent_champion_subterfuge_wicked		x	1
		1	age_agent_champion_zeal_arsonist		x	1
		1	age_agent_champion_zeal_bloodlust		x	5
		1	age_agent_champion_zeal_centurion		x	1
		1	age_agent_champion_zeal_duelist		x	5
		1	age_agent_champion_zeal_eloquent		x	3
		1	age_agent_champion_zeal_frenzied		x	1
		1	age_agent_champion_zeal_heroic		x	5
		1	age_agent_champion_zeal_hoplite		x	1
		1	age_agent_champion_zeal_marksman		x	1
		1	age_agent_champion_zeal_militant		x	5
		1	age_agent_champion_zeal_praefectus		x	5
		1	age_agent_champion_zeal_raider		x	3
		1	age_agent_champion_zeal_resilient		x	3
		1	age_agent_champion_zeal_sadistic		x	3
		1	age_agent_champion_zeal_terrifying		x	3
		1	age_agent_dignitary_authority_advocatus		x	1
		1	age_agent_dignitary_authority_diplomatic		x	5
		1	age_agent_dignitary_authority_entertainer		x	1
		1	age_agent_dignitary_authority_financist		x	1
		1	age_agent_dignitary_authority_herder		x	3
		1	age_agent_dignitary_authority_lawful		x	1
		1	age_agent_dignitary_authority_officium		x	5
		1	age_agent_dignitary_authority_orator		x	1
		1	age_agent_dignitary_authority_persuasive		x	3
		1	age_agent_dignitary_authority_philosopher		x	1
		1	age_agent_dignitary_authority_political		x	1
		1	age_agent_dignitary_authority_slaver		x	3
		1	age_agent_dignitary_authority_supplier		x	1
		1	age_agent_dignitary_authority_tutor		x	5
		1	age_agent_dignitary_subterfuge_contractor		x	1
		1	age_agent_dignitary_subterfuge_dealer		x	5
		1	age_agent_dignitary_subterfuge_embezzler		x	3
		1	age_agent_dignitary_subterfuge_employer		x	3
		1	age_agent_dignitary_subterfuge_emporos		x	3
		1	age_agent_dignitary_subterfuge_fanatic		x	3
		1	age_agent_dignitary_subterfuge_generous		x	1
		1	age_agent_dignitary_subterfuge_greedy		x	1
		1	age_agent_dignitary_subterfuge_imperious		x	3
		1	age_agent_dignitary_subterfuge_mi'mar		x	1
		1	age_agent_dignitary_subterfuge_silver_tongue		x	5
		1	age_agent_dignitary_subterfuge_smuggler		x	5
		1	age_agent_dignitary_subterfuge_strict		x	1
		1	age_agent_dignitary_subterfuge_vower		x	3
		1	age_agent_dignitary_zeal_advisor		x	1
		1	age_agent_dignitary_zeal_azad		x	3
		1	age_agent_dignitary_zeal_chant		x	3
		1	age_agent_dignitary_zeal_corrupt		x	5
		1	age_agent_dignitary_zeal_leader		x	5
		1	age_agent_dignitary_zeal_magi		x	3
		1	age_agent_dignitary_zeal_motivator		x	3
		1	age_agent_dignitary_zeal_noble		x	3
		1	age_agent_dignitary_zeal_rhetoric		x	5
		1	age_agent_dignitary_zeal_romanizer		x	5
		1	age_agent_dignitary_zeal_sphagia		x	3
		1	age_agent_dignitary_zeal_underhanded		x	1
		1	age_agent_dignitary_zeal_warmonger		x	3
		1	age_agent_spy_authority_conspirator		x	5
		1	age_agent_spy_authority_despoiler		x	3
		1	age_agent_spy_authority_hunter		x	5
		1	age_agent_spy_authority_naturalist		x	1
		1	age_agent_spy_authority_network		x	1
		1	age_agent_spy_authority_pathfinder		x	5
		1	age_agent_spy_authority_spasaka		x	3
		1	age_agent_spy_authority_speculatore		x	5
		1	age_agent_spy_authority_studious		x	1
		1	age_agent_spy_authority_watchman		x	3
		1	age_agent_spy_subterfuge_actor		x	1
		1	age_agent_spy_subterfuge_assistant		x	1
		1	age_agent_spy_subterfuge_contacts		x	5
		1	age_agent_spy_subterfuge_coordinator		x	3
		1	age_agent_spy_subterfuge_deceiver		x	5
		1	age_agent_spy_subterfuge_discord		x	5
		1	age_agent_spy_subterfuge_hallucinogens		x	5
		1	age_agent_spy_subterfuge_hideout		x	1
		1	age_agent_spy_subterfuge_liar		x	3
		1	age_agent_spy_subterfuge_lookout		x	1
		1	age_agent_spy_subterfuge_mandrake		x	5
		1	age_agent_spy_subterfuge_thief		x	1
		1	age_agent_spy_subterfuge_toxic		x	5
		1	age_agent_spy_subterfuge_tracker		x	3
		1	age_agent_spy_zeal_animal_hater		x	3
		1	age_agent_spy_zeal_blight		x	1
		1	age_agent_spy_zeal_bookworm		x	3
		1	age_agent_spy_zeal_careful		x	1
		1	age_agent_spy_zeal_counterspy		x	1
		1	age_agent_spy_zeal_deadly		x	5
		1	age_agent_spy_zeal_looter		x	3
		1	age_agent_spy_zeal_menace		x	1
		1	age_agent_spy_zeal_military_espionage		x	3
		1	age_agent_spy_zeal_saboteur		x	5
		1	age_agent_spy_zeal_specialist		x	1
		1	agent_background_champion_athlete_generic		x	0
		1	agent_background_champion_athlete_hellenic_olympian		x	0
		1	agent_background_champion_avaricious_generic		x	0
		1	agent_background_champion_brute_generic		x	0
		1	agent_background_champion_brute_germanic_berserker		x	0
		1	agent_background_champion_commoner_generic		x	0
		1	agent_background_champion_contender_roman_gladiator		x	0
		1	agent_background_champion_guard_barbarian_sentinel		x	0
		1	agent_background_champion_guard_generic		x	0
		1	agent_background_champion_guard_roman_vigile		x	0
		1	agent_background_champion_martial_artist_eastern_pahlavani		x	0
		1	agent_background_champion_martial_artist_egyptian_sebekkha		x	0
		1	agent_background_champion_martial_artist_generic		x	0
		1	agent_background_champion_martial_artist_greco_roman_pankration		x	0
		1	agent_background_champion_military_engineer_generic		x	0
		1	agent_background_champion_officer_barbarian_warmaster		x	0
		1	agent_background_champion_officer_rome_tribune		x	0
		1	agent_background_champion_quartermaster_generic		x	0
		1	agent_background_champion_talented_generic		x	0
		1	agent_background_champion_warhero_barbarian_wardancer		x	0
		1	agent_background_champion_warhero_generic		x	0
		1	agent_background_dignitary_councillor_barbarian_elder		x	0
		1	agent_background_dignitary_councillor_generic		x	0
		1	agent_background_dignitary_councillor_roman_senator		x	0
		1	agent_background_dignitary_councillor_royal_courtier		x	0
		1	agent_background_dignitary_courtesan_greek_hetaera		x	0
		1	agent_background_dignitary_healer_generic		x	0
		1	agent_background_dignitary_merchant_generic		x	0
		1	agent_background_dignitary_merchant_hellenic_plutocrat		x	0
		1	agent_background_dignitary_merchant_roman_magnate		x	0
		1	agent_background_dignitary_militarist_barbarian_warmonger		x	0
		1	agent_background_dignitary_militarist_generic		x	0
		1	agent_background_dignitary_orator_barbarian_lore		x	0
		1	agent_background_dignitary_orator_egypt_chantress		x	0
		1	agent_background_dignitary_overseer_barbarian_arbiter		x	0
		1	agent_background_dignitary_overseer_carthaginian_landowner		x	0
		1	agent_background_dignitary_overseer_generic		x	0
		1	agent_background_dignitary_overseer_spartan_female_landowner		x	0
		1	agent_background_dignitary_physician_barbarian_healer		x	0
		1	agent_background_dignitary_sacrificer_generic		x	0
		1	agent_background_dignitary_scholar_barbarian_sage		x	0
		1	agent_background_dignitary_scholar_generic		x	0
		1	agent_background_dignitary_seer_carthaginian_kohanim		x	0
		1	agent_background_dignitary_seer_druidic_vates		x	0
		1	agent_background_dignitary_seer_eastern_astrologer		x	0
		1	agent_background_dignitary_seer_egyptian_hemet_netjer		x	0
		1	agent_background_dignitary_seer_generic		x	0
		1	agent_background_dignitary_seer_germanic_spakona		x	0
		1	agent_background_dignitary_seer_greek_female_oracle		x	0
		1	agent_background_dignitary_seer_greek_male_mantis		x	0
		1	agent_background_dignitary_seer_nomadic_shaman		x	0
		1	agent_background_dignitary_seer_roman_augur		x	0
		1	agent_background_dignitary_singer_generic		x	0
		1	agent_background_dignitary_talented_generic		x	0
		1	agent_background_dignitary_taxman_generic		x	0
		1	agent_background_dignitary_taxman_roman_publican		x	0
		1	agent_background_spy_alchemist_barbarian_herbalist		x	0
		1	agent_background_spy_attendant_eastern_scribe		x	0
		1	agent_background_spy_attendant_generic		x	0
		1	agent_background_spy_courier_generic		x	0
		1	agent_background_spy_courtesan_generic		x	0
		1	agent_background_spy_craftsman_generic		x	0
		1	agent_background_spy_criminal_generic		x	0
		1	agent_background_spy_farmer_generic		x	0
		1	agent_background_spy_handler_generic		x	0
		1	agent_background_spy_poet_celtic_bard		x	0
		1	agent_background_spy_poet_eastern_gosan		x	0
		1	agent_background_spy_poet_generic		x	0
		1	agent_background_spy_poet_germanic_scop		x	0
		1	agent_background_spy_scout_barbarian_hunter		x	0
		1	agent_background_spy_scout_generic		x	0
		1	agent_background_spy_scout_roman_explorator		x	0
		1	agent_background_spy_shadow_generic		x	0
		1	agent_background_spy_slave_generic		x	0
		1	agent_background_spy_talented_generic		x	0
		1	agent_champion_authority_1_paragon		x	1
		1	agent_champion_authority_2_unity		x	2
		1	agent_champion_authority_2_valour		x	2
		1	agent_champion_subterfuge_1_partisan		x	1
		1	agent_champion_subterfuge_2_artifice		x	2
		1	agent_champion_subterfuge_2_stratagem		x	2
		1	agent_champion_zeal_1_champion		x	1
		1	agent_champion_zeal_2_strength		x	2
		1	agent_champion_zeal_2_warfare		x	2
		1	agent_champion_zeal_3_audacity		x	3
		1	agent_champion_zeal_3_militancy		x	3
		1	agent_dignitary_authority_1_dignitary		x	1
		1	agent_dignitary_authority_2_philosophy		x	2
		1	agent_dignitary_authority_2_politics		x	2
		1	agent_dignitary_authority_3_demagogy		x	3
		1	agent_dignitary_authority_3_martial_philosophy		x	3
		1	agent_dignitary_subterfuge_1_conspirator		x	1
		1	agent_dignitary_subterfuge_2_intrigue		x	2
		1	agent_dignitary_subterfuge_2_treachery		x	2
		1	agent_dignitary_zeal_1_provocateur		x	1
		1	agent_dignitary_zeal_2_doom		x	2
		1	agent_dignitary_zeal_2_propaganda		x	2
		1	agent_spy_authority_1_agent		x	1
		1	agent_spy_authority_2_collaboration		x	2
		1	agent_spy_authority_2_disruption		x	2
		1	agent_spy_subterfuge_1_spy		x	1
		1	agent_spy_subterfuge_2_clandestinity		x	2
		1	agent_spy_subterfuge_2_reconnaisance		x	2
		1	agent_spy_subterfuge_3_infiltration		x	3
		1	agent_spy_subterfuge_3_mass_poison		x	3
		1	agent_spy_zeal_1_antagonist		x	1
		1	agent_spy_zeal_2_murder		x	2
		1	agent_spy_zeal_2_sabotage		x	2
		1	army_1_accomplished_archers		x	1
main_invasion	inv_iolei	1	army_1_accomplished_archers		x	1
		1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_insubres	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_iolei	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_rome	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_samnites	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_senones	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_syracuse	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_taranto	1	army_1_accomplished_skirmishers		x	1
main_invasion	inv_veneti	1	army_1_accomplished_skirmishers		x	2
		1	army_1_artillery_experts		x	2
main_invasion	inv_syracuse	1	army_1_artillery_experts		x	1
main_invasion	inv_taranto	1	army_1_artillery_experts		x	1
		1	army_1_dread_charioteers		x	1
main_rome	rom_kush	1	army_1_dread_charioteers		x	2
main_rome	rom_nabatea	1	army_1_dread_charioteers		x	2
		1	army_1_engineering_experts		x	1
main_rome	rom_kush	1	army_1_engineering_experts		x	2
main_rome	rom_masaesyli	1	army_1_engineering_experts		x	1
main_rome	rom_nabatea	1	army_1_engineering_experts		x	2
main_rome	rom_saba	1	army_1_engineering_experts		x	2
		1	army_1_formidable_fighters		x	1
main_invasion	inv_insubres	1	army_1_formidable_fighters		x	1
main_invasion	inv_iolei	1	army_1_formidable_fighters		x	1
main_invasion	inv_samnites	1	army_1_formidable_fighters		x	2
main_invasion	inv_senones	1	army_1_formidable_fighters		x	1
		1	army_1_formidable_fighters	sc_rom_barb_east	x	2
		1	army_1_formidable_spearmen		x	1
main_invasion	inv_syracuse	1	army_1_formidable_spearmen		x	1
main_invasion	inv_taranto	1	army_1_formidable_spearmen		x	1
		1	army_1_formidable_swordsmen		x	1
		1	army_1_siege_experts		x	1
main_invasion	inv_insubres	1	army_1_siege_experts		x	3
main_invasion	inv_rome	1	army_1_siege_experts		x	3
main_invasion	inv_syracuse	1	army_1_siege_experts		x	2
main_invasion	inv_taranto	1	army_1_siege_experts		x	2
main_invasion	inv_tarchuna	1	army_1_siege_experts		x	3
		1	army_1_siege_experts	sc_rom_african_arabian	x	3
		1	army_1_siege_experts	sc_rom_barb_east	x	3
		1	army_1_siege_experts	sc_rom_british	x	3
		1	army_1_siege_experts	sc_rom_celtiberian	x	3
		1	army_1_siege_experts	sc_rom_celtic	x	3
		1	army_1_siege_experts	sc_rom_daco_thracian	x	3
		1	army_1_siege_experts	sc_rom_eastern	x	2
		1	army_1_siege_experts	sc_rom_gaul	x	3
		1	army_1_siege_experts	sc_rom_germanic	x	3
		1	army_1_siege_experts	sc_rom_illyrian	x	3
		1	army_1_siege_experts	sc_rom_numidian	x	3
		1	army_1_siege_experts	sc_rom_parthian	x	2
		1	army_2_ambushers		x	2
main_invasion		1	army_2_ambushers_samnites		x	1
main_invasion	inv_iolei	1	army_2_ambushers		x	2
main_invasion	inv_samnites	1	army_2_ambushers		x	1
		1	army_2_ambushers	sc_rom_barb_east	x	1
		1	army_2_desert_ambushers		x	2
		1	army_2_forest_ambushers		x	1
main_invasion	inv_insubres	1	army_2_forest_ambushers		x	2
main_invasion	inv_iolei	1	army_2_forest_ambushers		x	3
main_invasion	inv_samnites	1	army_2_forest_ambushers		x	2
		1	army_2_furor_germanicus		x	2
		1	army_2_inexorable_conquerors		x	2
main_invasion	inv_senones	1	army_2_inexorable_conquerors		x	3
		1	army_2_inexorable_horde		x	2
		1	army_2_inexorable_horde	sc_rom_barb_east	x	1
		1	army_2_inexorable_horde	sc_rom_germanic	x	1
		1	army_2_keepers_of_peace		x	2
main_invasion	inv_insubres	1	army_2_keepers_of_peace		x	1
main_invasion	inv_tarchuna	1	army_2_keepers_of_peace		x	1
main_invasion	inv_veneti	1	army_2_keepers_of_peace		x	3
main_rome	rom_kush	1	army_2_keepers_of_peace		x	1
main_rome	rom_masaesyli	1	army_2_keepers_of_peace		x	2
main_rome	rom_nabatea	1	army_2_keepers_of_peace		x	1
main_rome	rom_saba	1	army_2_keepers_of_peace		x	1
		1	army_2_stalwart_defenders_barbarian		x	2
main_invasion	inv_insubres	1	army_2_stalwart_defenders_barbarian		x	2
main_invasion	inv_iolei	1	army_2_stalwart_defenders_barbarian		x	2
main_invasion	inv_senones	1	army_2_stalwart_defenders_barbarian		x	2
		1	army_2_stalwart_defenders_eastern		x	2
		1	army_2_stalwart_defenders_hellenic		x	2
main_invasion	inv_syracuse	1	army_2_stalwart_defenders_hellenic		x	2
main_invasion	inv_taranto	1	army_2_stalwart_defenders_hellenic		x	3
		1	army_2_stalwart_defenders_rome		x	2
main_invasion	inv_rome	1	army_2_stalwart_defenders_rome		x	1
main_invasion	inv_samnites	1	army_2_stalwart_defenders_rome		x	2
main_invasion	inv_tarchuna	1	army_2_stalwart_defenders_rome		x	1
main_invasion	inv_veneti	1	army_2_stalwart_defenders_rome		x	2
		1	army_2_unrelenting_force		x	2
main_invasion	inv_insubres	1	army_2_unrelenting_force		x	3
main_invasion	inv_iolei	1	army_2_unrelenting_force		x	4
main_invasion	inv_rome	1	army_2_unrelenting_force		x	2
main_invasion	inv_samnites	1	army_2_unrelenting_force		x	4
main_invasion	inv_senones	1	army_2_unrelenting_force		x	2
main_invasion	inv_taranto	1	army_2_unrelenting_force		x	3
main_invasion	inv_tarchuna	1	army_2_unrelenting_force		x	3
main_invasion	inv_veneti	1	army_2_unrelenting_force		x	3
		1	army_3_auxiliary_corps		x	3
main_invasion	inv_rome	1	army_3_auxiliary_corps		x	2
		1	army_3_barbarian_subjugators		x	3
		1	army_3_camp_following		x	3
main_invasion	inv_iolei	1	army_3_camp_following		x	3
main_invasion	inv_samnites	1	army_3_camp_following		x	1
main_invasion	inv_senones	1	army_3_camp_following		x	2
main_invasion	inv_syracuse	1	army_3_camp_following		x	4
main_invasion	inv_taranto	1	army_3_camp_following		x	4
		1	army_3_cavalry_masters		x	3
main_invasion	inv_taranto	1	army_3_cavalry_masters		x	2
main_invasion	inv_veneti	1	army_3_cavalry_masters		x	2
		1	army_3_companions		x	3
main_rome	rom_nabatea	1	army_3_companions		x	2
		1	army_3_dread_marauders		x	3
main_invasion	inv_samnites	1	army_3_dread_marauders		x	3
main_invasion	inv_senones	1	army_3_dread_marauders		x	3
		1	army_3_dread_marauders	sc_rom_barb_east	x	2
		1	army_3_immortals		x	3
main_invasion	inv_rome	1	army_3_indomitable_heavy_warriors		x	4
		1	army_3_indomitable_hoplites		x	3
main_invasion	inv_syracuse	1	army_3_indomitable_hoplites		x	4
		1	army_3_indomitable_infantry		x	3
main_invasion	inv_rome	1	army_3_indomitable_infantry		x	2
main_invasion	inv_syracuse	1	army_3_indomitable_infantry		x	3
main_invasion	inv_tarchuna	1	army_3_indomitable_infantry		x	2
		1	army_3_indomitable_legionaries		x	3
main_invasion	inv_rome	1	army_3_indomitable_legionaries		x	4
		1	army_3_light_cavalry_masters		x	3
main_invasion	inv_iolei	1	army_3_light_cavalry_masters		x	3
main_invasion	inv_veneti	1	army_3_light_cavalry_masters		x	1
main_rome	rom_kush	1	army_3_light_cavalry_masters		x	3
		1	army_3_light_cavalry_masters	sc_rom_barb_east	x	1
		1	army_3_light_cavalry_masters	sc_rom_daco_thracian	x	1
		1	army_3_light_cavalry_masters	sc_rom_eastern	x	1
		1	army_3_light_cavalry_masters	sc_rom_gaul	x	1
		1	army_3_light_cavalry_masters	sc_rom_illyrian	x	1
		1	army_3_light_cavalry_masters	sc_rom_numidian	x	1
		1	army_3_light_cavalry_masters	sc_rom_parthian	x	1
		1	army_3_mercenary_host		x	3
main_invasion	inv_samnites	1	army_3_mercenary_host		x	3
main_invasion	inv_syracuse	1	army_3_mercenary_host		x	2
main_invasion	inv_tarchuna	1	army_3_mercenary_host		x	3
		1	army_3_native_corps		x	2
main_invasion	inv_syracuse	1	army_3_native_corps		x	3
		1	army_3_strength_through_unity		x	4
main_invasion	inv_samnites	1	army_3_strength_through_unity		x	3
		1	army_3_unfettered_warriors		x	3
main_invasion	inv_insubres	1	army_3_unfettered_warriors		x	3
main_invasion	inv_iolei	1	army_3_unfettered_warriors		x	2
main_invasion	inv_senones	1	army_3_unfettered_warriors		x	1
main_invasion	inv_tarchuna	1	army_3_unfettered_warriors		x	2
main_invasion	inv_veneti	1	army_3_unfettered_warriors		x	1
		1	army_4_andraste_chosen		x	4
		1	army_4_battle_hardened		x	4
		1	army_4_caravan_guards		x	4
