key	flavour_text	male	optional_name	optional_name_source_faction	ui_image
rom_subject_hellenic_family_member_2_debt_own	rom_subject_hellenic_family_member_2_debt_own_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_family_member_3_promising	rom_subject_hellenic_family_member_3_promising_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_family_member_4_Agamemnon	rom_subject_hellenic_family_member_4_Agamemnon_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_hetaira_1	rom_subject_hellenic_hetaira_1_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_hetaira_2	rom_subject_hellenic_hetaira_2_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_hetaira_3	rom_subject_hellenic_hetaira_3_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_hetaira_4	rom_subject_hellenic_hetaira_4_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_magistrate_1_Barren_land	rom_subject_hellenic_magistrate_1_Barren_land_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_magistrate_2_Wine	rom_subject_hellenic_magistrate_2_Wine_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_magistrate_3_lack_slaves	rom_subject_hellenic_magistrate_3_lack_slaves_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_magistrate_4_plenty_slaves	rom_subject_hellenic_magistrate_4_plenty_slaves_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_magistrate_5_bad_wife	rom_subject_hellenic_magistrate_5_bad_wife_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_profession_1_Goldsmith	rom_subject_hellenic_profession_1_Goldsmith_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_druidic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_profession_2_Blacksmith	rom_subject_hellenic_profession_2_Blacksmith_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_profession_4_Priestess	rom_subject_hellenic_profession_4_Priestess_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_profession_5_Librarian	rom_subject_hellenic_profession_5_Librarian_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_profession_6_Slaver	rom_subject_hellenic_profession_6_Slaver_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_profession_7_Miner	rom_subject_hellenic_profession_7_Miner_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religions_1_Dodona	rom_subject_hellenic_religious_1_Dodona_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religious_2_Dodona	rom_subject_hellenic_religious_2_Dodona_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_religious_3_Chalcon	rom_subject_hellenic_religious_3_Chalcon_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religious_4_Delphoi	rom_subject_hellenic_religious_4_Delphoi_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religious_5_Epidaurus	rom_subject_hellenic_religious_5_Epidaurus_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religious_6_hedonistic	rom_subject_hellenic_religious_6_hedonistic_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_religious_7_Bura	rom_subject_hellenic_religious_7_Bura_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_slaves_1_secrets	rom_subject_hellenic_slaves_1_secrets_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_slaves_2_Thracian	rom_subject_hellenic_slaves_2_Thracian_flavour	false		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_female_hellenic_portrait.VariantMeshDefinition
rom_subject_hellenic_slaves_3_slavedriver	rom_subject_hellenic_slaves_3_slavedriver_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_trade_1_Silk	rom_subject_hellenic_trade_1_Silk_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_trade_2_Spices	rom_subject_hellenic_trade_2_Spices_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_hellenic_trade_3_Nisean	rom_subject_hellenic_trade_3_Nisean_flavour	true		rom_athens	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_hellenic_portrait_01.VariantMeshDefinition
rom_subject_roman_creature_dolphin	rom_subject_roman_creature_dolphin_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_creature_white_faun_1	rom_subject_roman_creature_white_faun_1_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_cult_1	rom_subject_roman_cult_1_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_family_member_1_blessed	rom_subject_roman_family_member_1_blessed_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_family_member_2_harlot	rom_subject_roman_family_member_2_harlot_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_family_member_3_long_lost	rom_subject_roman_family_member_3_long_lost_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_family_member_5_Child_mars	rom_subject_roman_family_member_5_Child_mars_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_family_member_6_pirates	rom_subject_roman_family_member_6_pirates_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_family_member_6_surgeon	rom_subject_roman_family_member_6_surgeon_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_family_member_vicious_wife_1	rom_subject_roman_family_member_4_Vicious_words_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_general_cloaka_maxima	rom_subject_roman_general_cloaka_maxima_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_guardian_1	rom_subject_roman_guardian_1_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_legate_1_Poisoner	rom_subject_roman_legate_1_Poisoner_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_legate_2_Horned	rom_subject_roman_legate_2_Horned_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_legate_3_Lack_slaves	rom_subject_roman_legate_3_Lack_slaves_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_legate_4_Plenty_slaves	rom_subject_roman_legate_4_Plenty_slaves_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_profession_1_Stranger	rom_subject_roman_profession_1_Stranger_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_profession_2_Lanista	rom_subject_roman_profession_2_Lanista_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_profession_3_Gladiator	rom_subject_roman_profession_3_Gladiator_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_profession_4_Charioteer	rom_subject_roman_profession_4_Charioteer_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_profession_5_Captain	rom_subject_roman_profession_5_Captain_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_religious_1_haruspay	rom_subject_roman_religious_1_haruspay_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_religious_2_chickens	rom_subject_roman_religious_2_chickens_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_religious_3_augres	rom_subject_roman_religious_3_augres_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_religious_4_vestal	rom_subject_roman_religious_4_vestal_flavour	false		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_spy_female_roman_portrait.VariantMeshDefinition
rom_subject_roman_trade_aventine_gang	rom_subject_roman_trade_aventine_gang_1_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_subject_roman_wrecking	rom_subject_roman_wrecking_flavour	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_temple_sacrilege	civ_temple_sacriledge	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
rom_young_challenger	civ_young_challenger	true		rom_rome	VariantMeshes\VariantMeshDefinitions\agent_dignitary_male_roman_portrait_01.VariantMeshDefinition
