key	building_path	display_building_key	is_slum	is_sieged	is_blockaded	state	destruction_additional_model	destruction_override_model	construction_additional_model	construction_override_model
10163	RigidModels\campaign\settlements\greek\slots\greek_temple_1.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_1	false	false	false					
10173	RigidModels\campaign\settlements\greek\wonders\ptolemaic.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_5_Temple_Complex	false	false	false					
10179	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_AmmonZeus_2	false	false	false					
10183	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_AmmonZeus_3	false	false	false					
10188	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_AmmonZeus_4	false	false	false					
10192	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_HathorMaat_2	false	false	false					
10199	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_HathorMaat_3	false	false	false					
10207	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_HathorMaat_4	false	false	false					
10215	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Horus_2	false	false	false					
1022	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_3.rigid_model_v2	rom_EASTERN_city_minor_limestone_4	false	false	false					
10224	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Horus_3	false	false	false					
10229	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Horus_4	false	false	false					
10231	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Imhotep_2	false	false	false					
1024	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_0.rigid_model_v2	rom_EASTERN_city_minor_marble_1	false	false	false					
10241	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Imhotep_3	false	false	false					
10244	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Imhotep_4	false	false	false					
10246	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_imperial_2	false	false	false					
10254	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_imperial_3	false	false	false					
10258	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_imperial_4	false	false	false					
10261	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Isis_2	false	false	false					
10267	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Isis_3	false	false	false					
10269	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Isis_4	false	false	false					
10277	RigidModels\campaign\settlements\greek\slots\greek_temple_2.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Serapis_2	false	false	false					
10278	RigidModels\campaign\settlements\greek\slots\greek_temple_3.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Serapis_3	false	false	false					
10279	RigidModels\campaign\settlements\greek\slots\greek_temple_4.rigid_model_v2	rom_HELLENIC_temple_ptolemaic_Serapis_4	false	false	false					
10280	RigidModels\campaign\settlements\eastern\slots\eastern_military_quartermaster_2.rigid_model_v2	rom_EASTERN_buff_melee_3	false	false	false					
10288	RigidModels\campaign\settlements\eastern\slots\eastern_military_quartermaster_1.rigid_model_v2	rom_EASTERN_buff_ranged_3	false	false	false					
10297	RigidModels\campaign\settlements\eastern\slots\eastern_military_quartermaster_2.rigid_model_v2	rom_EASTERN_buff_siege_3	false	false	false					
10298	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_1_anim.rigid_model_v2	rom_BARBARIAN_artisans_major_gold_2	false	false	false					
1030	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_1.rigid_model_v2	rom_EASTERN_city_minor_marble_2	false	false	false					
10305	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_2_anim.rigid_model_v2	rom_BARBARIAN_artisans_major_gold_3	false	false	false					
1031	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_2.rigid_model_v2	rom_EASTERN_city_minor_marble_3	false	false	false					
10311	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_3_anim.rigid_model_v2	rom_BARBARIAN_artisans_major_gold_4	false	false	false					
10312	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_1_anim.rigid_model_v2	rom_BARBARIAN_artisans_minor_wood_2	false	false	false					
10320	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_2_anim.rigid_model_v2	rom_BARBARIAN_artisans_minor_wood_3	false	false	false					
10322	RigidModels\campaign\settlements\barbarian\slots\building_barbarian_workshop_3_anim.rigid_model_v2	rom_BARBARIAN_artisans_minor_wood_4	false	false	false					
10328	RigidModels\campaign\siege\blockade_anim.rigid_model_v2	blockade_eastern	false	false	false					
1033	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_3.rigid_model_v2	rom_EASTERN_city_minor_marble_4	false	false	false					
10337	RigidModels\campaign\siege\blockade_anim.rigid_model_v2	blockade_greek	false	false	false					
10343	RigidModels\campaign\siege\blockade_barbarian_anim.rigid_model_v2	blockade_barbarian	false	false	false					
1052	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_0.rigid_model_v2	rom_EASTERN_city_minor_olives_1	false	false	false					
10526	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	greek_sea_sprawl_edge_12_lvl1	false	false	false					
10534	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	greek_sea_sprawl_edge_12_lvl2	false	false	false					
10538	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	greek_sea_sprawl_edge_12_lvl3	false	false	false					
10544	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	greek_sea_sprawl_edge_123_lvl1	false	false	false					
10553	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	greek_sea_sprawl_edge_123_lvl2	false	false	false					
10560	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	greek_sea_sprawl_edge_123_lvl3	false	false	false					
10565	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	greek_sea_sprawl_edge_123_lvl1	false	false	false					
1057	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_1.rigid_model_v2	rom_EASTERN_city_minor_olives_2	false	false	false					
10575	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	greek_sea_sprawl_edge_123_lvl2	false	false	false					
10584	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	greek_sea_sprawl_edge_123_lvl3	false	false	false					
10588	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl1	false	false	false					
10597	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl2	false	false	false					
10606	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl3	false	false	false					
10612	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl1	false	false	false					
10616	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl2	false	false	false					
10620	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	greek_sea_sprawl_edge_1234_lvl3	false	false	false					
1063	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_2.rigid_model_v2	rom_EASTERN_city_minor_olives_3	false	false	false					
10630	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl1	false	false	false					
10636	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl2	false	false	false					
10644	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl3	false	false	false					
10647	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl1	false	false	false					
10654	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl2	false	false	false					
10662	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	greek_sea_sprawl_edge_12345_lvl3	false	false	false					
1067	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_3.rigid_model_v2	rom_EASTERN_city_minor_olives_4	false	false	false					
10670	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	eastern_sea_sprawl_edge_12_lvl1	false	false	false					
10679	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	eastern_sea_sprawl_edge_12_lvl2	false	false	false					
10680	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	eastern_sea_sprawl_edge_12_lvl3	false	false	false					
10685	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl1	false	false	false					
10695	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl2	false	false	false					
10699	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl3	false	false	false					
10704	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl1	false	false	false					
10714	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl2	false	false	false					
10717	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	eastern_sea_sprawl_edge_123_lvl3	false	false	false					
10718	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl1	false	false	false					
10720	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl2	false	false	false					
10725	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl3	false	false	false					
10726	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl1	false	false	false					
10731	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl2	false	false	false					
10735	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	eastern_sea_sprawl_edge_1234_lvl3	false	false	false					
10739	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl1	false	false	false					
10743	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl2	false	false	false					
10744	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl3	false	false	false					
10746	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl1	false	false	false					
10752	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl2	false	false	false					
10753	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	eastern_sea_sprawl_edge_12345_lvl3	false	false	false					
10760	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	barbarian_sea_sprawl_edge_12_lvl1	false	false	false					
10773	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	barbarian_sea_sprawl_edge_12_lvl2	false	false	false					
10776	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12_a.rigid_model_v2	barbarian_sea_sprawl_edge_12_lvl3	false	false	false					
10784	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl1	false	false	false					
10787	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl2	false	false	false					
10791	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl3	false	false	false					
10792	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl1	false	false	false					
10793	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_b.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl2	false	false	false					
10796	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_123_a.rigid_model_v2	barbarian_sea_sprawl_edge_123_lvl3	false	false	false					
10803	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl1	false	false	false					
10804	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl2	false	false	false					
10813	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl3	false	false	false					
10816	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl1	false	false	false					
10825	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_b.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl2	false	false	false					
10832	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_1234_a.rigid_model_v2	barbarian_sea_sprawl_edge_1234_lvl3	false	false	false					
10841	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl1	false	false	false					
10849	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl2	false	false	false					
10852	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl3	false	false	false					
10858	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl1	false	false	false					
10867	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_b.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl2	false	false	false					
10875	RigidModels\campaign\settlements\roman\sea_sprawl\sea_sprawl_edge_12345_a.rigid_model_v2	barbarian_sea_sprawl_edge_12345_lvl3	false	false	false					
10885	RigidModels\campaign\settlements\greek\wonders\monument_of_leonidas.rigid_model_v2	rom_HELLENIC_agora_entertainment_Hero-Shrine_5	false	false	false					
10888	RigidModels\campaign\settlements\greek\wonders\acropolis.rigid_model_v2	rom_HELLENIC_temple_Acropolis_5	false	false	false					
10894	RigidModels\campaign\settlements\greek\wonders\oracle_of_dodona.rigid_model_v2	rom_HELLENIC_temple_Oracle_of_Dodona_5	false	false	false					
10915	RigidModels\campaign\siege\building_siege_catapult_anim.rigid_model_v2	siege_stakes_default	false	false	false					
10918	RigidModels\campaign\siege\siege_stakes.rigid_model_v2	siege_stakes_default	false	false	false					
10924	RigidModels\campaign\siege\siege_stakes.rigid_model_v2	siege_stakes_default	false	false	false					
10926	RigidModels\campaign\settlements\barbarian\wonders\nemeton.rigid_model_v2	rom_BARBARIAN_religious_celtic_iceni_5	false	false	false					
10933	RigidModels\campaign\settlements\greek\slots\greek_military_1.rigid_model_v2	rom_HELLENIC_military_main_PUNIC_1	false	false	false					
10942	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_1.rigid_model_v2	rom_HELLENIC_military_main_aux_PUNIC_2	false	false	false					
1095	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_0.rigid_model_v2	rom_EASTERN_city_minor_purple_dye_1	false	false	false					
10950	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_2.rigid_model_v2	rom_HELLENIC_military_main_aux_PUNIC_3	false	false	false					
10957	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_3.rigid_model_v2	rom_HELLENIC_military_main_aux_PUNIC_4	false	false	false					
10963	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_1.rigid_model_v2	rom_HELLENIC_military_main_heavy_PUNIC_2	false	false	false					
10968	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_2.rigid_model_v2	rom_HELLENIC_military_main_heavy_PUNIC_3	false	false	false					
10970	RigidModels\campaign\settlements\greek\slots\greek_military_recruitment_3.rigid_model_v2	rom_HELLENIC_military_main_heavy_PUNIC_4	false	false	false					
10972	RigidModels\campaign\settlements\construction\destroyed_slot.rigid_model_v2	default_ruined_slot_addition	false	false	false					
10981	RigidModels\campaign\settlements\construction\AP_dammaged_slot.rigid_model_v2	default_damaged_slot_addition	false	false	false					
10982	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Andraste_minor_2	false	false	false					
10987	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Andraste_minor_3	false	false	false					
10994	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Britannia_minor_2	false	false	false					
110	RigidModels\campaign\settlements\barbarian\slots\barbarian_minor_1.rigid_model_v2	rom_BARBARIAN_city_minor_fish_1	false	false	false					
11004	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Britannia_minor_3	false	false	false					
11006	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Cernunnos_minor_2	false	false	false					
11013	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Cernunnos_minor_3	false	false	false					
11021	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Epona_minor_2	false	false	false					
11029	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Epona_minor_3	false	false	false					
11034	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Gobannus_minor_2	false	false	false					
1104	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_1.rigid_model_v2	rom_EASTERN_city_minor_purple_dye_2	false	false	false					
11040	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Gobannus_minor_3	false	false	false					
11045	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_0.rigid_model_v2	rom_BARBARIAN_religious_celtic_minor_1	false	false	false					
11047	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Nodens_minor_2	false	false	false					
11049	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Nodens_minor_3	false	false	false					
11056	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Rosmerta_minor_2	false	false	false					
11060	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Rosmerta_minor_3	false	false	false					
11069	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_celtic_Tuotatis_minor_2	false	false	false					
11072	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_celtic_Tuotatis_minor_3	false	false	false					
11079	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_germanic_Austro_minor_2	false	false	false					
11089	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_2.rigid_model_v2	rom_BARBARIAN_religious_germanic_Austro_minor_3	false	false	false					
1109	RigidModels\campaign\settlements\eastern\slots\eastern_city_minor_2.rigid_model_v2	rom_EASTERN_city_minor_purple_dye_3	false	false	false					
11096	RigidModels\campaign\settlements\barbarian\slots\barbarian_holy_1.rigid_model_v2	rom_BARBARIAN_religious_germanic_Fraujaz_minor_2	false	false	false					
