child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position
agent_skills_champion_authority_2_valour	agent_skills_champion_authority_1_paragon	0	0	0
agent_skills_champion_subterfuge_2_artifice	agent_skills_champion_subterfuge_1_partisan	0	0	0
agent_skills_champion_subterfuge_2_stratagem	agent_skills_champion_subterfuge_1_partisan	0	0	0
agent_skills_champion_zeal_2_strength	agent_skills_champion_zeal_1_champion	0	0	0
agent_skills_champion_zeal_2_warfare	agent_skills_champion_zeal_1_champion	0	0	0
agent_skills_champion_zeal_3_audacity	agent_skills_champion_zeal_2_strength	0	0	0
agent_skills_champion_zeal_3_militancy	agent_skills_champion_zeal_2_warfare	0	0	0
agent_skills_dignitary_authority_2_philosophy	agent_skills_dignitary_authority_1_dignitary	0	0	0
agent_skills_dignitary_authority_2_politics	agent_skills_dignitary_authority_1_dignitary	0	0	0
agent_skills_dignitary_authority_3_martial_philosophy	agent_skills_dignitary_authority_2_philosophy	0	0	0
agent_skills_dignitary_authority_3_demagogy	agent_skills_dignitary_authority_2_politics	0	0	0
agent_skills_dignitary_subterfuge_2_intrigue	agent_skills_dignitary_subterfuge_1_conspirator	0	0	0
agent_skills_dignitary_subterfuge_2_treachery	agent_skills_dignitary_subterfuge_1_conspirator	0	0	0
agent_skills_dignitary_zeal_2_doom	agent_skills_dignitary_zeal_1_provocateur	0	0	0
agent_skills_dignitary_zeal_2_propaganda	agent_skills_dignitary_zeal_1_provocateur	0	0	0
agent_skills_spy_authority_2_collaboration	agent_skills_spy_authority_1_agent	0	0	0
agent_skills_spy_authority_2_disruption	agent_skills_spy_authority_1_agent	0	0	0
agent_skills_spy_subterfuge_2_clandestinity	agent_skills_spy_subterfuge_1_spy	0	0	0
agent_skills_spy_subterfuge_2_reconnaisance	agent_skills_spy_subterfuge_1_spy	0	0	0
agent_skills_spy_subterfuge_3_mass_poison	agent_skills_spy_subterfuge_2_clandestinity	0	0	0
agent_skills_spy_subterfuge_3_infiltration	agent_skills_spy_subterfuge_2_reconnaisance	0	0	0
agent_skills_spy_zeal_2_murder	agent_skills_spy_zeal_1_antagonist	0	0	0
agent_skills_spy_zeal_2_sabotage	agent_skills_spy_zeal_1_antagonist	0	0	0
general_skill_commander_2_admiral	general_skill_commander_1	0	0	0
general_skill_commander_2_general	general_skill_commander_1	0	0	0
general_skill_commander_3_artillery	general_skill_commander_1	0	0	0
general_skill_commander_3_cavalry	general_skill_commander_1	0	0	0
general_skill_commander_3_infantry	general_skill_commander_1	0	0	0
general_skill_commander_3_naval_assault	general_skill_commander_1	0	0	0
general_skill_commander_3_naval_support	general_skill_commander_1	0	0	0
general_skill_commander_4_great_leader	general_skill_commander_1	0	0	0
general_skill_strategist_2_navigator	general_skill_strategist_1	0	0	0
general_skill_strategist_2_tactician	general_skill_strategist_1	0	0	0
general_skill_strategist_3_administration	general_skill_strategist_1	0	0	0
general_skill_strategist_3_covert_action	general_skill_strategist_1	0	0	0
general_skill_strategist_3_logistics	general_skill_strategist_1	0	0	0
general_skill_strategist_3_mercenary	general_skill_strategist_1	0	0	0
general_skill_strategist_3_siegecraft	general_skill_strategist_1	0	0	0
general_skill_strategist_4_master_tactician	general_skill_strategist_1	0	0	0
general_skill_warmonger_2_marine	general_skill_warmonger_1	0	0	0
general_skill_warmonger_2_soldier	general_skill_warmonger_1	0	0	0
general_skill_warmonger_3_defence	general_skill_warmonger_1	0	0	0
general_skill_warmonger_3_despoil	general_skill_warmonger_1	0	0	0
general_skill_warmonger_3_dread	general_skill_warmonger_1	0	0	0
general_skill_warmonger_3_offense	general_skill_warmonger_1	0	0	0
general_skill_warmonger_3_virtue	general_skill_warmonger_1	0	0	0
general_skill_warmonger_4_fearless_warrior	general_skill_warmonger_1	0	0	0
ger_general_skillcommander_2_admiral	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_2_general	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_3_artillery	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_3_cavalry	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_3_infantry	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_3_naval_assault	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_3_naval_support	ger_general_skillcommander_1	0	0	0
ger_general_skillcommander_4_great_leader	ger_general_skillcommander_1	0	0	0
ger_general_skillstrategist_2_navigator	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_2_tactician	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_3_administration	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_3_covert_action	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_3_logistics	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_3_mercenary	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_3_siegecraft	ger_general_skillstrategist_1	0	0	0
ger_general_skillstrategist_4_master_tactician	ger_general_skillstrategist_1	0	0	0
ger_general_skillwarmonger_2_marine	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_2_soldier	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_3_defence	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_3_despoil	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_3_dread	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_3_offense	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_3_virtue	ger_general_skillwarmonger_1	0	0	0
ger_general_skillwarmonger_4_fearless_warrior	ger_general_skillwarmonger_1	0	0	0
pel_agent_skills_champion_authority_2_unity	pel_agent_skills_champion_authority_1_paragon	0	0	0
pel_agent_skills_champion_authority_2_valour	pel_agent_skills_champion_authority_1_paragon	0	0	0
pel_agent_skills_champion_subterfuge_2_artifice	pel_agent_skills_champion_subterfuge_1_partisan	0	0	0
pel_agent_skills_champion_subterfuge_2_stratagem	pel_agent_skills_champion_subterfuge_1_partisan	0	0	0
pel_agent_skills_champion_zeal_2_strength	pel_agent_skills_champion_zeal_1_champion	0	0	0
pel_agent_skills_champion_zeal_2_warfare	pel_agent_skills_champion_zeal_1_champion	0	0	0
pel_agent_skills_champion_zeal_3_audacity	pel_agent_skills_champion_zeal_2_strength	0	0	0
pel_agent_skills_champion_zeal_3_militancy	pel_agent_skills_champion_zeal_2_warfare	0	0	0
pel_general_commander_hegemon_4	pel_general_commander_commander_1	0	0	0
pel_general_commander_leader_2	pel_general_commander_commander_1	0	0	0
pel_general_commander_trainer_3	pel_general_commander_commander_1	0	0	0
pel_general_fighter_despoil_3	pel_general_fighter_fighter_1	0	0	0
pel_general_fighter_leads_the_charge_2	pel_general_fighter_fighter_1	0	0	0
pel_general_fighter_spirit_of_heracles_4	pel_general_fighter_fighter_1	0	0	0
pel_adminstration_3	pel_general_strategist_strategist_1	0	0	0
pel_general_strategist_master_strategos_4	pel_general_strategist_strategist_1	0	0	0
pel_general_strategist_pathfinder_2	pel_general_strategist_strategist_1	0	0	0
rom_afrara_general_commander_2	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_3	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_4	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_5	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_6	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_7	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_8	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_commander_9	rom_afrara_general_commander_1	0	0	0
rom_afrara_general_strategist_2	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_3	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_4	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_5	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_6	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_7	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_8	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_strategist_9	rom_afrara_general_strategist_1	0	0	0
rom_afrara_general_warmonger_10	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_2	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_3	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_4	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_5	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_6	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_7	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_8	rom_afrara_general_warmonger_1	0	0	0
rom_afrara_general_warmonger_9	rom_afrara_general_warmonger_1	0	0	0
rom_bri_general_bard_2	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_3	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_4	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_5	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_6	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_7	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_8	rom_bri_general_bard_1	0	0	0
rom_bri_general_bard_9	rom_bri_general_bard_1	0	0	0
rom_bri_general_strategist_10	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_2	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_3	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_4	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_5	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_6	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_7	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_8	rom_bri_general_strategist_1	0	0	0
rom_bri_general_strategist_9	rom_bri_general_strategist_1	0	0	0
rom_bri_general_warmonger_2	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_3	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_4	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_5	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_6	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_7	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_8	rom_bri_general_warmonger_1	0	0	0
rom_bri_general_warmonger_9	rom_bri_general_warmonger_1	0	0	0
rom_celt_general_bard_2	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_3	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_4	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_5	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_6	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_7	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_8	rom_celt_general_bard_1	0	0	0
rom_celt_general_bard_9	rom_celt_general_bard_1	0	0	0
rom_celt_general_strategist_10	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_2	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_3	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_4	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_5	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_6	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_7	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_8	rom_celt_general_strategist_1	0	0	0
rom_celt_general_strategist_9	rom_celt_general_strategist_1	0	0	0
rom_celt_general_warmonger_2	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_3	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_4	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_5	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_6	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_7	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_8	rom_celt_general_warmonger_1	0	0	0
rom_celt_general_warmonger_9	rom_celt_general_warmonger_1	0	0	0
rom_east_general_commander_10	rom_east_general_commander_1	0	0	0
rom_east_general_commander_11	rom_east_general_commander_1	0	0	0
rom_east_general_commander_2	rom_east_general_commander_1	0	0	0
rom_east_general_commander_3	rom_east_general_commander_1	0	0	0
rom_east_general_commander_4	rom_east_general_commander_1	0	0	0
rom_east_general_commander_5	rom_east_general_commander_1	0	0	0
rom_east_general_commander_6	rom_east_general_commander_1	0	0	0
rom_east_general_commander_7	rom_east_general_commander_1	0	0	0
rom_east_general_commander_8	rom_east_general_commander_1	0	0	0
rom_east_general_commander_9	rom_east_general_commander_1	0	0	0
rom_east_general_strategist_2	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_3	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_4	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_5	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_6	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_7	rom_east_general_strategist_1	0	0	0
rom_east_general_strategist_8	rom_east_general_strategist_1	0	0	0
rom_east_general_warmonger_2	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_3	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_4	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_5	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_6	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_7	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_8	rom_east_general_warmonger_1	0	0	0
rom_east_general_warmonger_9	rom_east_general_warmonger_1	0	0	0
rom_egy_general_commander_2	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_3	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_4	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_5	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_6	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_7	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_8	rom_egy_general_commander_1	0	0	0
rom_egy_general_commander_9	rom_egy_general_commander_1	0	0	0
rom_egy_general_philosopher_10	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_2	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_3	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_4	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_5	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_6	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_7	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_8	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_philosopher_9	rom_egy_general_philosopher_1	0	0	0
rom_egy_general_strategist_2	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_3	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_4	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_5	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_6	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_7	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_8	rom_egy_general_strategist_1	0	0	0
rom_egy_general_strategist_9	rom_egy_general_strategist_1	0	0	0
rom_etr_general_commander_2	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_3	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_4	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_5	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_6	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_7	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_8	rom_etr_general_commander_1	0	0	0
rom_etr_general_commander_9	rom_etr_general_commander_1	0	0	0
rom_etr_general_strategist_10	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_2	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_3	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_4	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_5	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_6	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_7	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_8	rom_etr_general_strategist_1	0	0	0
rom_etr_general_strategist_9	rom_etr_general_strategist_1	0	0	0
rom_etr_general_warmonger_2	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_3	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_4	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_5	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_6	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_7	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_8	rom_etr_general_warmonger_1	0	0	0
rom_etr_general_warmonger_9	rom_etr_general_warmonger_1	0	0	0
rom_gaul_general_bard_2	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_3	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_4	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_5	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_6	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_7	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_8	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_bard_9	rom_gaul_general_bard_1	0	0	0
rom_gaul_general_strategist_10	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_2	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_3	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_4	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_5	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_6	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_7	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_8	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_strategist_9	rom_gaul_general_strategist_1	0	0	0
rom_gaul_general_warmonger_2	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_3	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_4	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_5	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_6	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_7	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_8	rom_gaul_general_warmonger_1	0	0	0
rom_gaul_general_warmonger_9	rom_gaul_general_warmonger_1	0	0	0
rom_ger_general_bard_2	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_3	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_4	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_5	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_6	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_7	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_8	rom_ger_general_bard_1	0	0	0
rom_ger_general_bard_9	rom_ger_general_bard_1	0	0	0
rom_ger_general_strategist_10	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_2	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_3	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_4	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_5	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_6	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_7	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_8	rom_ger_general_strategist_1	0	0	0
rom_ger_general_strategist_9	rom_ger_general_strategist_1	0	0	0
rom_ger_general_warmonger_2	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_3	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_4	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_5	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_6	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_7	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_8	rom_ger_general_warmonger_1	0	0	0
rom_ger_general_warmonger_9	rom_ger_general_warmonger_1	0	0	0
rom_gre_general_commander_2	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_3	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_4	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_5	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_6	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_7	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_8	rom_gre_general_commander_1	0	0	0
rom_gre_general_commander_9	rom_gre_general_commander_1	0	0	0
rom_gre_general_philosopher_10	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_2	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_3	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_4	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_5	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_6	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_7	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_8	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_philosopher_9	rom_gre_general_philosopher_1	0	0	0
rom_gre_general_strategist_2	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_3	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_4	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_5	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_6	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_7	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_8	rom_gre_general_strategist_1	0	0	0
rom_gre_general_strategist_9	rom_gre_general_strategist_1	0	0	0
rom_iapy_general_commander_2	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_3	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_4	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_5	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_6	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_7	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_8	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_commander_9	rom_iapy_general_commander_1	0	0	0
rom_iapy_general_philosopher_10	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_2	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_3	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_4	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_5	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_6	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_7	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_8	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_philosopher_9	rom_iapy_general_philosopher_1	0	0	0
rom_iapy_general_strategist_2	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_3	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_4	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_5	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_6	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_7	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_8	rom_iapy_general_strategist_1	0	0	0
rom_iapy_general_strategist_9	rom_iapy_general_strategist_1	0	0	0
rom_ibe_general_bard_2	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_3	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_4	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_5	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_6	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_7	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_8	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_bard_9	rom_ibe_general_bard_1	0	0	0
rom_ibe_general_strategist_10	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_2	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_3	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_4	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_5	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_6	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_7	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_8	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_strategist_9	rom_ibe_general_strategist_1	0	0	0
rom_ibe_general_warmonger_2	rom_ibe_general_warmonger_1	0	0	0
rom_ibe_general_warmonger_3	rom_ibe_general_warmonger_1	0	0	0
