faction	mercenary_set
rom_boii_civil_war	rom_faction_pool_celtic
rom_boii_civil_war	rom_faction_pool_naval_boii
rom_boii	rom_faction_pool_celtic
rom_boii	rom_faction_pool_naval_boii
rom_breuci	rom_faction_pool_celtic
rom_breuci	rom_faction_pool_naval_balkan_celts
rom_brigantes	rom_faction_pool_briton
rom_brigantes	rom_faction_pool_naval_britons
rom_budini	rom_faction_pool_naval_scythian
rom_budini	rom_faction_pool_scythian_saka
rom_caledones	rom_faction_pool_briton
rom_caledones	rom_faction_pool_naval_britons
rom_cantabri	rom_faction_pool_iberian
rom_cantabri	rom_faction_pool_naval_celtiberian
rom_cappadocia	rom_faction_pool_assyrian
rom_cappadocia	rom_faction_pool_naval_persian
rom_carnutes	rom_faction_pool_gallic
rom_carnutes	rom_faction_pool_naval_gauls
rom_carthage_civil_war	rom_faction_pool_carthage
rom_carthage_civil_war	rom_faction_pool_naval_libyan
rom_carthage	rom_faction_pool_carthage
rom_carthage	rom_faction_pool_naval_libyan
rom_catiaroi	rom_faction_pool_naval_scythian
rom_catiaroi	rom_faction_pool_scythian_saka
rom_celtici	rom_faction_pool_iberian
rom_celtici	rom_faction_pool_naval_celtiberian
rom_cessetani	rom_faction_pool_iberian
rom_cessetani	rom_faction_pool_naval_iberian
rom_cherusci	rom_faction_pool_germanic
rom_cherusci	rom_faction_pool_naval_germanics
rom_cimbri	rom_faction_pool_germanic
rom_cimbri	rom_faction_pool_naval_germanics
rom_cimmeria	rom_faction_pool_naval_scythian
rom_cimmeria	rom_faction_pool_scythian_saka
rom_colchis	rom_faction_pool_assyrian
rom_colchis	rom_faction_pool_naval_caucasian
rom_cyprus	rom_faction_pool_egyptian
rom_cyprus	rom_faction_pool_naval_egyptian
rom_cyrenaica	rom_faction_pool_egyptian
rom_cyrenaica	rom_faction_pool_naval_egyptian
rom_dahae	rom_faction_pool_naval_saka
rom_dahae	rom_faction_pool_scythian_saka
rom_daorsi	rom_faction_pool_illyrian
rom_daorsi	rom_faction_pool_naval_illyrians
rom_delmatae	rom_faction_pool_illyrian
rom_delmatae	rom_faction_pool_naval_illyrians
rom_demetae	rom_faction_pool_briton
rom_demetae	rom_faction_pool_naval_britons
rom_drangiana	rom_faction_pool_naval_persian
rom_drangiana	rom_faction_pool_persian
rom_dumnonii	rom_faction_pool_briton
rom_dumnonii	rom_faction_pool_naval_britons
rom_ebdani	rom_faction_pool_briton
rom_ebdani	rom_faction_pool_naval_britons
rom_edetani	rom_faction_pool_iberian
rom_edetani	rom_faction_pool_naval_iberian
rom_epirus_civil_war	rom_faction_pool_epirus
rom_epirus_civil_war	rom_faction_pool_naval_greek
rom_epirus	rom_faction_pool_epirus
rom_epirus	rom_faction_pool_naval_greek
rom_eravisci	rom_faction_pool_celtic
rom_eravisci	rom_faction_pool_naval_boii
rom_etruscan	rom_faction_pool_italian
rom_etruscan	rom_faction_pool_naval_italian
rom_frisii	rom_faction_pool_germanic
rom_frisii	rom_faction_pool_naval_germanics
rom_gaetuli	rom_faction_pool_naval_numidian
rom_gaetuli	rom_faction_pool_north_african
rom_galatia_civil_war	rom_faction_pool_gallic
rom_galatia_civil_war	rom_faction_pool_naval_galatians
rom_galatia	rom_faction_pool_gallic
rom_galatia	rom_faction_pool_naval_galatians
rom_galleaci	rom_faction_pool_gallic
rom_galleaci	rom_faction_pool_naval_iberian
rom_garamantia	rom_faction_pool_naval_african
rom_garamantia	rom_faction_pool_north_african
rom_gerrhaea	rom_faction_pool_arabian
rom_gerrhaea	rom_faction_pool_naval_arabians
rom_getae_civil_war	rom_faction_pool_naval_dacians
rom_getae_civil_war	rom_faction_pool_thracian_dacian
rom_getae	rom_faction_pool_naval_dacians
rom_getae	rom_faction_pool_thracian_dacian
rom_gutones	rom_faction_pool_germanic
rom_gutones	rom_faction_pool_naval_germanics
rom_helvetii	rom_faction_pool_celtic
rom_helvetii	rom_faction_pool_naval_cisalpine_celts
rom_himyar	rom_faction_pool_arabian
rom_himyar	rom_faction_pool_naval_arabians
rom_iceni_civil_war	rom_faction_pool_briton
rom_iceni_civil_war	rom_faction_pool_naval_britons
rom_iceni	rom_faction_pool_briton
rom_iceni	rom_faction_pool_naval_britons
rom_insubres	rom_faction_pool_celtic
rom_insubres	rom_faction_pool_naval_cisalpine_celts
rom_kartli	rom_faction_pool_assyrian
rom_kartli	rom_faction_pool_naval_caucasian
rom_khorasmii	rom_faction_pool_naval_saka
rom_khorasmii	rom_faction_pool_scythian_saka
rom_knossos	rom_faction_pool_hellenic
rom_knossos	rom_faction_pool_naval_greek
rom_libya	rom_faction_pool_naval_libyan
rom_libya	rom_faction_pool_north_african
rom_liguria	rom_faction_pool_celtic
rom_liguria	rom_faction_pool_naval_cisalpine_celts
rom_lugii	rom_faction_pool_germanic
rom_lugii	rom_faction_pool_naval_germanics
rom_lusitani_civil_war	rom_faction_pool_iberian
rom_lusitani_civil_war	rom_faction_pool_naval_iberian
rom_lusitani	rom_faction_pool_iberian
rom_lusitani	rom_faction_pool_naval_iberian
rom_ma_in	rom_faction_pool_arabian
rom_ma_in	rom_faction_pool_naval_arabians
rom_macedon_civil_war	rom_faction_pool_hellenic
rom_macedon_civil_war	rom_faction_pool_naval_hellenic
rom_macedon	rom_faction_pool_hellenic
rom_macedon	rom_faction_pool_naval_hellenic
rom_marcomanni	rom_faction_pool_germanic
rom_marcomanni	rom_faction_pool_naval_germanics
rom_masaesyli_civil_war	rom_faction_pool_naval_numidian
rom_masaesyli_civil_war	rom_faction_pool_north_african
rom_masaesyli	rom_faction_pool_naval_numidian
rom_masaesyli	rom_faction_pool_north_african
rom_mascat	rom_faction_pool_arabian
rom_mascat	rom_faction_pool_naval_arabians
rom_massagetae_civil_war	rom_faction_pool_naval_saka
rom_massagetae_civil_war	rom_faction_pool_scythian_saka
rom_massagetae	rom_faction_pool_naval_saka
rom_massagetae	rom_faction_pool_scythian_saka
rom_massilia	rom_faction_pool_celtic
rom_massilia	rom_faction_pool_naval_hellenic
rom_media_atropatene	rom_faction_pool_naval_median
rom_media_atropatene	rom_faction_pool_persian
rom_media	rom_faction_pool_naval_median
rom_media	rom_faction_pool_persian
rom_meroe	rom_faction_pool_naval_aethiopian
rom_meroe	rom_faction_pool_sabaean
rom_nabatea_civil_war	rom_faction_pool_arabian
rom_nabatea_civil_war	rom_faction_pool_naval_arabians
rom_nabatea	rom_faction_pool_arabian
rom_nabatea	rom_faction_pool_naval_arabians
rom_namnetes	rom_faction_pool_gallic
rom_namnetes	rom_faction_pool_naval_gauls
rom_nasamones	rom_faction_pool_naval_african
rom_nasamones	rom_faction_pool_north_african
rom_nervii_civil_war	rom_faction_pool_gallic
rom_nervii_civil_war	rom_faction_pool_naval_belgae
rom_nervii	rom_faction_pool_gallic
rom_nervii	rom_faction_pool_naval_belgae
rom_nori	rom_faction_pool_celtic
rom_nori	rom_faction_pool_naval_cisalpine_celts
rom_nova_carthago	rom_faction_pool_naval_libyan
rom_nova_carthago	rom_faction_pool_north_african
rom_odryssia_civil_war	rom_faction_pool_naval_thracians
rom_odryssia_civil_war	rom_faction_pool_thracian_dacian
rom_odryssia	rom_faction_pool_naval_thracians
rom_odryssia	rom_faction_pool_thracian_dacian
rom_parthava	rom_faction_pool_naval_persian
rom_parthava	rom_faction_pool_parthian
rom_parthia_civil_war	rom_faction_pool_naval_parthian
rom_parthia_civil_war	rom_faction_pool_parthian
rom_parthia	rom_faction_pool_naval_parthian
rom_parthia	rom_faction_pool_parthian
rom_pergamon	rom_faction_pool_hellenic
rom_pergamon	rom_faction_pool_naval_greek
rom_persia	rom_faction_pool_naval_persian
rom_persia	rom_faction_pool_persian
rom_pictones	rom_faction_pool_gallic
rom_pictones	rom_faction_pool_naval_gauls
rom_pontus_civil_war	rom_faction_pool_assyrian
rom_pontus_civil_war	rom_faction_pool_naval_pontic
rom_pontus	rom_faction_pool_assyrian
rom_pontus	rom_faction_pool_naval_pontic
rom_ptolemaics_civil_war	rom_faction_pool_egyptian
rom_ptolemaics_civil_war	rom_faction_pool_naval_egyptian
rom_ptolemaics	rom_faction_pool_egyptian
rom_ptolemaics	rom_faction_pool_naval_egyptian
rom_qidri	rom_faction_pool_arabian
rom_qidri	rom_faction_pool_naval_arabians
rom_raeti	rom_faction_pool_celtic
rom_raeti	rom_faction_pool_naval_cisalpine_celts
rom_roxolani_civil_war	rom_faction_pool_naval_sarmatian
rom_roxolani_civil_war	rom_faction_pool_sarmatian
rom_roxolani	rom_faction_pool_naval_sarmatian
rom_roxolani	rom_faction_pool_sarmatian
rom_rugii	rom_faction_pool_germanic
rom_rugii	rom_faction_pool_naval_germanics
rom_saba_civil_war	rom_faction_pool_naval_arabians
rom_saba_civil_war	rom_faction_pool_sabaean
rom_saba	rom_faction_pool_naval_arabians
rom_saba	rom_faction_pool_sabaean
rom_sagartia	rom_faction_pool_naval_persian
rom_sagartia	rom_faction_pool_persian
rom_sardes	rom_faction_pool_assyrian
rom_sardes	rom_faction_pool_naval_persian
rom_scordisci	rom_faction_pool_celtic
rom_scordisci	rom_faction_pool_naval_balkan_celts
rom_scythia_civil_war	rom_faction_pool_naval_scythian
rom_scythia_civil_war	rom_faction_pool_scythian_saka
rom_scythia	rom_faction_pool_naval_scythian
rom_scythia	rom_faction_pool_scythian_saka
rom_seleucid_civil_war	rom_faction_pool_naval_persian
rom_seleucid_civil_war	rom_faction_pool_persian
rom_seleucid	rom_faction_pool_naval_persian
rom_seleucid	rom_faction_pool_persian
rom_sequani	rom_faction_pool_gallic
rom_sequani	rom_faction_pool_naval_gauls
rom_siraces	rom_faction_pool_naval_sarmatian
rom_siraces	rom_faction_pool_sarmatian
rom_sparta_civil_war	rom_faction_pool_hellenic
rom_sparta_civil_war	rom_faction_pool_naval_greek
rom_sparta	rom_faction_pool_hellenic
rom_sparta	rom_faction_pool_naval_greek
rom_suebi_civil_war	rom_faction_pool_germanic
rom_suebi_civil_war	rom_faction_pool_naval_germanics
rom_suebi	rom_faction_pool_germanic
rom_suebi	rom_faction_pool_naval_germanics
rom_syracuse_civil_war	rom_faction_pool_hellenic
rom_syracuse_civil_war	rom_faction_pool_naval_greek
rom_syracuse	rom_faction_pool_hellenic
rom_syracuse	rom_faction_pool_naval_greek
rom_thyssagetae	rom_faction_pool_naval_saka
rom_thyssagetae	rom_faction_pool_scythian_saka
rom_trapezos	rom_faction_pool_hellenic
rom_trapezos	rom_faction_pool_naval_hellenic
rom_treverii	rom_faction_pool_gallic
rom_treverii	rom_faction_pool_naval_gauls
rom_triballi	rom_faction_pool_celtic
rom_triballi	rom_faction_pool_naval_balkan_celts
rom_turdetani	rom_faction_pool_iberian
rom_turdetani	rom_faction_pool_naval_iberian
rom_tylis_civil_war	rom_faction_pool_celtic
rom_tylis_civil_war	rom_faction_pool_naval_balkan_celts
rom_tylis	rom_faction_pool_celtic
rom_tylis	rom_faction_pool_naval_balkan_celts
rom_veneti	rom_faction_pool_celtic
rom_veneti	rom_faction_pool_naval_balkan_celts
rom_vivisci	rom_faction_pool_gallic
rom_vivisci	rom_faction_pool_naval_gauls
rom_volcae	rom_faction_pool_gallic
rom_volcae	rom_faction_pool_naval_gauls
