id	incident_key	option_key	value
10699	disaster_earthquake	GEN_CND_REGION_ANY_OF	pun_lusitania_olisipo; pun_lusitania_ebora; pun_turdetania_kartuba; pun_turdetania_gades; pun_hispania_ulterior_carthago_nova; pun_hispania_ulterior_ilici; pun_hispania_ulterior_ibossim; pun_hispania_ulterior_saguntum; pun_celtiberia_libisosa; pun_mauretania_volubilis; pun_mauretania_siga; pun_numidia_iol; pun_numidia_sitifi; pun_numidia_cirta; pun_numidia_hippo_regius; pun_africa_capsa; pun_africa_hadrumentum; pun_africa_carthago; pun_corsica_et_sardinia_olbia; pun_corsica_et_sardinia_karalis; pun_corsica_et_sardinia_alalia; pun_hispania_citerior_emporiae; pun_hispania_citerior_cissis; pun_hispania_citerior_ilerda; pun_aquitania_iruna; pun_gallaecia_portus_amanum; pun_gallaecia_asturica; pun_gallaecia_lugos; pun_aquitania_burdigala; pun_gallia_transalpina_tolosa; pun_gallia_cisalpina_genua; pun_gallia_cisalpina_vercellae; pun_gallia_cisalpina_patavium; pun_gallia_cisalpina_placentia; pun_etruria_pisae; pun_umbria_et_picenum_pisaurum; pun_etruria_arretium; pun_umbria_et_picenum_ancona; pun_umbria_et_picenum_spoletium; pun_etruria_tarquinii; pun_latium_et_campania_roma; pun_umbria_et_picenum_corfinium; pun_samnium_beneventum; pun_latium_et_campania_capua; pun_latium_et_campania_tarracina; pun_samnium_sipontum; pun_samnium_barium; pun_magna_graecia_buxentum; pun_magna_graecia_tarentum; pun_magna_graecia_thurii; pun_magna_graecia_croton; pun_sicilia_messana; pun_sicilia_lilybaeum; pun_sicilia_syracuse
10704	disaster_fire	CND_CAMPAIGN	main_punic
10708	disaster_flood	GEN_CND_REGION_ANY_OF	pun_lusitania_olisipo; pun_lusitania_ebora; pun_turdetania_kartuba; pun_turdetania_gades; pun_hispania_ulterior_carthago_nova; pun_hispania_ulterior_ilici; pun_hispania_ulterior_ibossim; pun_hispania_ulterior_saguntum; pun_celtiberia_libisosa; pun_numidia_iol; pun_corsica_et_sardinia_olbia; pun_corsica_et_sardinia_karalis; pun_corsica_et_sardinia_alalia; pun_hispania_citerior_emporiae; pun_hispania_citerior_cissis; pun_hispania_citerior_ilerda; pun_aquitania_iruna; pun_gallaecia_portus_amanum; pun_gallaecia_asturica; pun_gallaecia_lugos; pun_aquitania_burdigala; pun_gallia_transalpina_tolosa; pun_gallia_cisalpina_genua; pun_gallia_cisalpina_vercellae; pun_gallia_cisalpina_patavium; pun_gallia_cisalpina_placentia; pun_etruria_pisae; pun_umbria_et_picenum_pisaurum; pun_etruria_arretium; pun_umbria_et_picenum_ancona; pun_umbria_et_picenum_spoletium; pun_etruria_tarquinii; pun_latium_et_campania_roma; pun_umbria_et_picenum_corfinium; pun_samnium_beneventum; pun_latium_et_campania_capua; pun_latium_et_campania_tarracina; pun_samnium_sipontum; pun_samnium_barium; pun_magna_graecia_buxentum; pun_magna_graecia_tarentum; pun_magna_graecia_thurii; pun_magna_graecia_croton; pun_sicilia_messana; pun_sicilia_lilybaeum; pun_sicilia_syracuse; pun_gallia_transalpina_nemausus; pun_gallia_transalpina_lugdunum; pun_gallia_transalpina_massilia; pun_gallia_transalpina_tolosa
10710	disaster_plague_spreads_army	CND_CAMPAIGN	main_punic
10718	disaster_plague_spreads_army_foreign	CND_CAMPAIGN	main_punic
10724	disaster_plague_spreads_region	CND_CAMPAIGN	main_punic
10729	disaster_plague_spreads_region_foreign	CND_CAMPAIGN	main_punic
10733	disaster_plague_starts_region	CND_CAMPAIGN	main_punic
10738	disaster_plague_starts_region_foreign	CND_CAMPAIGN	main_punic
10744	incident_all_trade_disruption	CND_CAMPAIGN	main_punic
10752	incident_greek_gift_of_dionysos	CND_CAMPAIGN	main_punic
10760	incident_piracy	CND_CAMPAIGN	main_punic
10770	incident_roman_gift_of_bacchus	CND_CAMPAIGN	main_punic
10777	incident_roman_triumph_1	CND_CAMPAIGN	main_punic
10786	incident_roman_triumph_2	CND_CAMPAIGN	main_punic
108	disaster_earthquake	GEN_TARGET_REGION	
10801	incident_roman_triumph_3	CND_CAMPAIGN	main_punic
10802	incident_roman_triumph_3	CND_RELIGION	rom_religion_latin
10805	incident_roman_urban_migration	CND_CAMPAIGN	main_punic
10812	setback_lost	CND_CAMPAIGN	main_rome
10820	setback_plague_spreads	CND_CAMPAIGN	main_punic
10821	setback_plague_spreads_foreign	CND_CAMPAIGN	main_punic
10826	setback_plague_starts	CND_CAMPAIGN	main_punic
10834	setback_plague_starts_foreign	CND_CAMPAIGN	main_punic
10844	setback_sandstorm	GEN_CND_REGION_ANY_OF	pun_mauretania_rutubis; pun_mauretania_volubilis; pun_mauretania_siga; pun_numidia_sitifi; pun_numidia_cirta; pun_africa_carthago; pun_africa_hadrumentum; pun_africa_capsa; pun_tripolitana_turris_tamalleni; pun_tripolitana_thenteos; pun_tripolitana_tacapae; pun_tripolitana_leptis_magna
10847	festival_ludi_romani	CND_RELIGION	rom_religion_latin
10923	festival_ludi_romani	VAR_CHANCE	100
10930	festival_ludi_romani	CND_ROUNDS_UNTIL_NEXT	24
1103	incident_roman_urban_migration	GEN_TARGET_REGION	
1108	incident_roman_urban_migration	GEN_CND_OWNS	
11167	festival_ludi_romani	GEN_TARGET_NONE	
11168	festival_ludi_plebeii	CND_RELIGION	rom_religion_latin
11172	festival_ludi_plebeii	VAR_CHANCE	100
11177	festival_ludi_plebeii	CND_ROUNDS_UNTIL_NEXT	24
11186	festival_ludi_plebeii	GEN_TARGET_NONE	
11188	festive_votive_offering	CND_RELIGION	rom_religion_balkan
11196	festive_votive_offering	VAR_CHANCE	2000
11199	festive_votive_offering	CND_ROUNDS_UNTIL_NEXT	24
112	disaster_earthquake	GEN_CND_OWNS	
11204	festive_votive_offering	GEN_TARGET_NONE	
11206	festive_votive_offering	CND_RELIGION	rom_religion_celtic
11208	festive_votive_offering	CND_RELIGION	rom_religion_germanic
11216	festive_votive_offering	CND_RELIGION	rom_religion_iberian
11226	festive_votive_offering	CND_RELIGION	rom_religion_nomadic
11229	festive_feast	CND_RELIGION	rom_religion_balkan
11239	festive_feast	VAR_CHANCE	2000
11249	festive_feast	CND_ROUNDS_UNTIL_NEXT	24
11257	festive_feast	GEN_TARGET_NONE	
11258	festive_feast	CND_RELIGION	rom_religion_celtic
11261	festive_feast	CND_RELIGION	rom_religion_germanic
11265	festive_feast	CND_RELIGION	rom_religion_iberian
11272	festive_feast	CND_RELIGION	rom_religion_nomadic
11280	festive_thesmophoria	CND_RELIGION	rom_religion_hellenic
11289	festive_thesmophoria	VAR_CHANCE	2000
11291	festive_thesmophoria	CND_ROUNDS_UNTIL_NEXT	24
11293	festive_thesmophoria	GEN_TARGET_NONE	
11302	festive_delphi	CND_RELIGION	rom_religion_hellenic
11304	festive_delphi	VAR_CHANCE	2000
11311	festive_delphi	CND_ROUNDS_UNTIL_NEXT	24
11320	festive_delphi	GEN_TARGET_NONE	
11323	festive_eleusis	CND_RELIGION	rom_religion_hellenic
11328	festive_eleusis	VAR_CHANCE	2000
11330	festive_eleusis	CND_ROUNDS_UNTIL_NEXT	24
11340	festive_eleusis	GEN_TARGET_NONE	
11349	festive_waters	CND_RELIGION	rom_religion_eastern
11356	festive_waters	VAR_CHANCE	2000
11357	festive_waters	CND_ROUNDS_UNTIL_NEXT	24
11364	festive_waters	GEN_TARGET_NONE	
11366	festive_fire	CND_RELIGION	rom_religion_eastern
11371	festive_fire	VAR_CHANCE	2000
11375	festive_fire	CND_ROUNDS_UNTIL_NEXT	24
11384	festive_fire	GEN_TARGET_NONE	
11385	disaster_fire	GEN_CND_REGION_NOT_BUILDING_CHAIN	rome_water
11390	disaster_fire	GEN_CND_REGION_NOT_BUILDING_CHAIN	greek_water
11394	disaster_fire	GEN_CND_REGION_NOT_BUILDING_CHAIN	east_water
11399	disaster_fire	GEN_CND_REGION_NOT_BUILDING_CHAIN	barb_water
11403	disaster_flood	CND_CAMPAIGN	main_punic
11413	disaster_plague_spreads_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	rome_water
11421	disaster_plague_spreads_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	greek_water
11430	disaster_plague_spreads_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	east_water
11437	disaster_plague_spreads_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	barb_water
11442	disaster_plague_spreads_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	rome_water
11443	disaster_plague_spreads_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	greek_water
11447	disaster_plague_spreads_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	east_water
11452	disaster_plague_starts_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	rome_water
11455	disaster_plague_starts_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	greek_water
11464	disaster_plague_starts_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	east_water
11472	disaster_plague_starts_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	rome_water
11473	disaster_plague_starts_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	greek_water
11483	disaster_plague_starts_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	east_water
11487	disaster_plague_spreads_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	barb_water
11494	disaster_plague_spreads_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	barb_water
11503	disaster_plague_starts_region_foreign	GEN_CND_REGION_NOT_BUILDING_CHAIN	barb_water
11505	incident_gaul_gift_of_braciaca	CND_CAMPAIGN	main_punic
11510	incident_gaul_gift_of_braciaca	CND_BUILDING_LEVEL	barb_commons_chieftan_2
11514	incident_gaul_gift_of_braciaca	CND_BUILDING_LEVEL	barb_commons_chieftan_4
11518	incident_gaul_gift_of_braciaca	CND_BUILDING_LEVEL	barb_commons_chieftan_3
11523	incident_greek_gift_of_dionysos	CND_BUILDING_LEVEL	greek_city_centre_wine_2
11525	incident_greek_gift_of_dionysos	CND_BUILDING_LEVEL	greek_city_centre_wine_3
11533	incident_greek_gift_of_dionysos	CND_BUILDING_LEVEL	greek_city_centre_wine_4
11538	incident_roman_gift_of_bacchus	CND_BUILDING_LEVEL	rome_city_centre_wine_2
11539	incident_roman_gift_of_bacchus	CND_BUILDING_LEVEL	rome_city_centre_wine_3
11544	incident_roman_gift_of_bacchus	CND_BUILDING_LEVEL	rome_city_centre_wine_4
11549	setback_lost	CND_CAMPAIGN	main_emperor
11557	setback_plague_starts	CND_CAMPAIGN	main_emperor
11558	disaster_plague_starts_region	CND_CAMPAIGN	main_emperor
11567	disaster_earthquake	CND_CAMPAIGN	main_emperor
11569	disaster_fire	CND_CAMPAIGN	main_emperor
11571	disaster_flood	CND_CAMPAIGN	main_emperor
11580	incident_gaul_gift_of_braciaca	CND_CAMPAIGN	main_emperor
11585	incident_greek_gift_of_dionysos	CND_CAMPAIGN	main_emperor
11593	incident_hellenic_resistance_to_hegemony	CND_CAMPAIGN	main_emperor
11594	incident_roman_gift_of_bacchus	CND_CAMPAIGN	main_emperor
11602	incident_roman_urban_migration	CND_CAMPAIGN	main_emperor
11607	incident_piracy	CND_CAMPAIGN	main_emperor
11609	setback_sandstorm	CND_CAMPAIGN	main_emperor
11616	setback_snowstorm	CND_CAMPAIGN	main_emperor
11623	setback_seastorm	CND_CAMPAIGN	main_emperor
11625	incident_greco_roman_description_of_asia	CND_CAMPAIGN	main_emperor
11633	incident_greco_roman_description_of_egypt	CND_CAMPAIGN	main_emperor
11641	incident_greco_roman_description_of_greece	CND_CAMPAIGN	main_emperor
11646	incident_all_trade_disruption	CND_CAMPAIGN	main_emperor
11656	incident_roman_triumph_1	CND_CAMPAIGN	main_emperor
11659	incident_roman_triumph_2	CND_CAMPAIGN	main_emperor
11665	incident_roman_triumph_3	CND_CAMPAIGN	main_emperor
11675	disaster_plague_spreads_army	CND_CAMPAIGN	main_emperor
11685	disaster_plague_spreads_army_foreign	CND_CAMPAIGN	main_emperor
11694	disaster_plague_spreads_region	CND_CAMPAIGN	main_emperor
11697	disaster_plague_spreads_region_foreign	CND_CAMPAIGN	main_emperor
11707	disaster_plague_starts_region_foreign	CND_CAMPAIGN	main_emperor
11708	setback_plague_spreads	CND_CAMPAIGN	main_emperor
11715	setback_plague_spreads_foreign	CND_CAMPAIGN	main_emperor
11719	setback_plague_starts_foreign	CND_CAMPAIGN	main_emperor
11724	setback_lost	CND_CAMPAIGN	main_emperor
11729	festival_lemuria	CND_RELIGION	rom_religion_latin
11731	olympics_celebratory_games	VAR_CHANCE	100
11737	festival_lemuria	VAR_CHANCE	100
11739	olympics_games	VAR_CHANCE	100
11740	olympics_successful_games	VAR_CHANCE	100
11742	festival_lemuria	GEN_TARGET_NONE	
11750	olympics_unhappy_games	VAR_CHANCE	100
11756	olympics_unsuccessful_games	VAR_CHANCE	100
11758	olympics_winner_432	VAR_CHANCE	100
11767	olympics_celebratory_games	GEN_TARGET_PARENT	
11770	olympics_games	GEN_TARGET_PARENT	
11779	olympics_successful_games	GEN_TARGET_PARENT	
11782	olympics_unhappy_games	GEN_TARGET_PARENT	
11790	olympics_unsuccessful_games	GEN_TARGET_PARENT	
11793	olympics_winner_432	GEN_TARGET_PARENT	
11798	disaster_pel_earthquake	VAR_CHANCE	20
11804	disaster_pel_earthquake	CND_ROUNDS_UNTIL_NEXT	12
11811	disaster_pel_earthquake	CND_CAMPAIGN	main_greek
11821	disaster_pel_earthquake	GEN_TARGET_REGION	
11823	disaster_pel_earthquake	GEN_CND_OWNS	
11840	disaster_pel_plague_athens	CND_CAMPAIGN	main_greek
11841	disaster_pel_plague_athens	CND_FIRST_ROUND	10
11846	disaster_pel_plague_athens	CND_ROUNDS_UNTIL_NEXT	12
11849	disaster_pel_plague_athens	VAR_CHANCE	2500
11859	disaster_pel_plague_athens	GEN_TARGET_REGION	
11870	disaster_pel_plague_athens	GEN_CND_REGION	pel_attike_athenai
11880	pel_festival_dionysos_athenai	VAR_CHANCE	10
11884	pel_festival_dionysos_athenai	CND_ROUNDS_UNTIL_NEXT	47
11890	pel_festival_dionysos_athenai	GEN_TARGET_NONE	
11895	pel_festival_dionysos_athenai	CND_FIRST_ROUND	26
11902	pel_festival_salamis	VAR_CHANCE	10
11907	pel_festival_salamis	CND_ROUNDS_UNTIL_NEXT	47
11916	pel_festival_salamis	GEN_TARGET_NONE	
11925	pel_festival_salamis	CND_FIRST_ROUND	3
11926	pel_festival_apollo	VAR_CHANCE	10
11936	pel_festival_apollo	CND_ROUNDS_UNTIL_NEXT	23
11937	pel_festival_apollo	GEN_TARGET_NONE	
11944	pel_festival_apollo	CND_FIRST_ROUND	19
11954	pel_festival_women	VAR_CHANCE	10
11958	pel_festival_women	CND_ROUNDS_UNTIL_NEXT	47
11967	pel_festival_women	GEN_TARGET_NONE	
11971	pel_festival_women	CND_FIRST_ROUND	44
11976	pel_festival_dionysos_athenai	CND_FACTION	pel_athenai
11979	pel_festival_salamis	CND_FACTION	pel_athenai
11988	pel_festival_salamis	CND_FACTION	pel_boiotia
11991	pel_festival_salamis	CND_FACTION	pel_korinthos
11997	pel_festival_apollo	CND_FACTION	pel_athenai
12006	pel_festival_athena	VAR_CHANCE	10
12014	pel_festival_athena	CND_ROUNDS_UNTIL_NEXT	23
12024	pel_festival_athena	GEN_TARGET_NONE	
12031	pel_festival_athena	CND_FIRST_ROUND	17
12039	pel_festival_athena	CND_FACTION	pel_athenai
12041	pel_festival_women	CND_FACTION	pel_athenai
12042	pel_festival_women	CND_FACTION	pel_boiotia
12046	pel_festival_women	CND_FACTION	pel_korinthos
12055	pel_festival_bronze_workers	VAR_CHANCE	10
12064	pel_festival_bronze_workers	CND_ROUNDS_UNTIL_NEXT	47
12074	pel_festival_bronze_workers	GEN_TARGET_NONE	
12076	pel_festival_bronze_workers	CND_FIRST_ROUND	9
12085	pel_festival_bronze_workers	CND_FACTION	pel_athenai
12093	pel_festival_gods	VAR_CHANCE	10
12096	pel_festival_gods	CND_ROUNDS_UNTIL_NEXT	23
12106	pel_festival_gods	GEN_TARGET_NONE	
12111	pel_festival_gods	CND_FIRST_ROUND	23
12113	pel_festival_gods	CND_FACTION	pel_athenai
12114	pel_festival_gods	CND_FACTION	pel_boiotia
12124	pel_festival_gods	CND_FACTION	pel_korinthos
12130	pel_festival_zeus	VAR_CHANCE	100
12137	pel_festival_zeus	CND_ROUNDS_UNTIL_NEXT	47
12138	pel_festival_zeus	GEN_TARGET_NONE	
12140	pel_festival_zeus	CND_FIRST_ROUND	26
12146	pel_festival_zeus	CND_FACTION	pel_boiotia
12155	pel_festival_zeus	CND_FACTION	pel_korinthos
12160	pel_festival_herakles	VAR_CHANCE	10
12166	pel_festival_herakles	CND_ROUNDS_UNTIL_NEXT	23
12170	pel_festival_herakles	GEN_TARGET_NONE	
12172	pel_festival_herakles	CND_FIRST_ROUND	17
12181	pel_festival_herakles	CND_FACTION	pel_boiotia
12189	pel_festival_herakles	CND_FACTION	pel_korinthos
12194	pel_festival_dionysos	VAR_CHANCE	10
12195	pel_festival_dionysos	CND_ROUNDS_UNTIL_NEXT	47
12201	pel_festival_dionysos	GEN_TARGET_NONE	
12205	pel_festival_dionysos	CND_FIRST_ROUND	9
12213	pel_festival_dionysos	CND_FACTION	pel_boiotia
12219	pel_festival_dionysos	CND_FACTION	pel_korinthos
12228	pel_festival_adonis	VAR_CHANCE	10
12231	pel_festival_adonis	CND_ROUNDS_UNTIL_NEXT	23
12236	pel_festival_adonis	GEN_TARGET_NONE	
12238	pel_festival_adonis	CND_FIRST_ROUND	15
12239	pel_festival_adonis	CND_FACTION	pel_athenai
12244	pel_festival_adonis	CND_FACTION	pel_boiotia
12246	pel_festival_adonis	CND_FACTION	pel_korinthos
12251	pel_festival_panathenaic_games	VAR_CHANCE	10
12258	pel_festival_panathenaic_games	CND_ROUNDS_UNTIL_NEXT	47
12260	pel_festival_panathenaic_games	GEN_TARGET_NONE	
12268	pel_festival_panathenaic_games	CND_FIRST_ROUND	28
12275	pel_festival_panathenaic_games	CND_FACTION	pel_athenai
12279	pel_festival_helen	VAR_CHANCE	10
12284	pel_festival_helen	CND_ROUNDS_UNTIL_NEXT	11
12288	pel_festival_helen	GEN_TARGET_NONE	
12297	pel_festival_helen	CND_FIRST_ROUND	3
12305	pel_festival_helen	CND_FACTION	pel_sparta
12310	pel_festival_naked_youths	VAR_CHANCE	10
12315	pel_festival_naked_youths	CND_ROUNDS_UNTIL_NEXT	23
12323	pel_festival_naked_youths	GEN_TARGET_NONE	
12331	pel_festival_naked_youths	CND_FIRST_ROUND	4
12341	pel_festival_naked_youths	CND_FACTION	pel_sparta
12345	pel_festival_helots	VAR_CHANCE	10
12353	pel_festival_helots	CND_ROUNDS_UNTIL_NEXT	11
12356	pel_festival_helots	GEN_TARGET_NONE	
12358	pel_festival_helots	CND_FIRST_ROUND	7
12363	pel_festival_helots	CND_FACTION	pel_sparta
12367	isthmian_winner_401	VAR_CHANCE	100
12371	isthmian_winner_403	VAR_CHANCE	100
12374	isthmian_winner_405	VAR_CHANCE	100
12376	isthmian_winner_407	VAR_CHANCE	100
12379	isthmian_winner_409	VAR_CHANCE	100
12389	isthmian_winner_411	VAR_CHANCE	100
12390	isthmian_winner_413	VAR_CHANCE	100
12399	isthmian_winner_415	VAR_CHANCE	100
12401	isthmian_winner_417	VAR_CHANCE	100
12411	isthmian_winner_419	VAR_CHANCE	100
12421	isthmian_winner_421	VAR_CHANCE	100
12429	isthmian_winner_423	VAR_CHANCE	100
12438	isthmian_winner_425	VAR_CHANCE	100
12444	isthmian_winner_427	VAR_CHANCE	100
12452	isthmian_winner_429	VAR_CHANCE	100
12453	isthmian_winner_431	VAR_CHANCE	100
12460	nemean_winner_401	VAR_CHANCE	100
12470	nemean_winner_403	VAR_CHANCE	100
12474	nemean_winner_405	VAR_CHANCE	100
12479	nemean_winner_407	VAR_CHANCE	100
12482	nemean_winner_409	VAR_CHANCE	100
12486	nemean_winner_411	VAR_CHANCE	100
12490	nemean_winner_413	VAR_CHANCE	100
12493	nemean_winner_415	VAR_CHANCE	100
12495	nemean_winner_417	VAR_CHANCE	100
12497	nemean_winner_419	VAR_CHANCE	100
12504	nemean_winner_421	VAR_CHANCE	100
12509	nemean_winner_423	VAR_CHANCE	100
12511	nemean_winner_425	VAR_CHANCE	100
12512	nemean_winner_427	VAR_CHANCE	100
12518	nemean_winner_429	VAR_CHANCE	100
12526	nemean_winner_431	VAR_CHANCE	100
12534	olympics_winner_400	VAR_CHANCE	100
12540	olympics_winner_404	VAR_CHANCE	100
12547	olympics_winner_408	VAR_CHANCE	100
12548	olympics_winner_412	VAR_CHANCE	100
12555	olympics_winner_416	VAR_CHANCE	100
12562	olympics_winner_420	VAR_CHANCE	100
12571	olympics_winner_424	VAR_CHANCE	100
12577	olympics_winner_428	VAR_CHANCE	100
12587	pythian_winner_402	VAR_CHANCE	100
12590	pythian_winner_406	VAR_CHANCE	100
12594	pythian_winner_410	VAR_CHANCE	100
12603	pythian_winner_414	VAR_CHANCE	100
12608	pythian_winner_418	VAR_CHANCE	100
12616	pythian_winner_422	VAR_CHANCE	100
12626	pythian_winner_426	VAR_CHANCE	100
12630	pythian_winner_430	VAR_CHANCE	100
12631	isthmian_celebratory_games	VAR_CHANCE	100
12635	isthmian_games	VAR_CHANCE	100
12643	isthmian_successful_games	VAR_CHANCE	100
12649	isthmian_unhappy_games	VAR_CHANCE	100
12657	isthmian_unsuccessful_games	VAR_CHANCE	100
12663	nemean_celebratory_games	VAR_CHANCE	100
12672	nemean_games	VAR_CHANCE	100
12679	nemean_successful_games	VAR_CHANCE	100
12683	nemean_unhappy_games	VAR_CHANCE	100
12685	nemean_unsuccessful_games	VAR_CHANCE	100
12695	pythian_celebratory_games	VAR_CHANCE	100
12702	pythian_games	VAR_CHANCE	100
12704	pythian_successful_games	VAR_CHANCE	100
12712	pythian_unhappy_games	VAR_CHANCE	100
12721	pythian_unsuccessful_games	VAR_CHANCE	100
12729	isthmian_winner_401	GEN_TARGET_PARENT	
12733	isthmian_winner_403	GEN_TARGET_PARENT	
12741	isthmian_winner_405	GEN_TARGET_PARENT	
12747	isthmian_winner_407	GEN_TARGET_PARENT	
12748	isthmian_winner_409	GEN_TARGET_PARENT	
12751	isthmian_winner_411	GEN_TARGET_PARENT	
12760	isthmian_winner_413	GEN_TARGET_PARENT	
12762	isthmian_winner_415	GEN_TARGET_PARENT	
12769	isthmian_winner_417	GEN_TARGET_PARENT	
12778	isthmian_winner_419	GEN_TARGET_PARENT	
12779	isthmian_winner_421	GEN_TARGET_PARENT	
12789	isthmian_winner_423	GEN_TARGET_PARENT	
12792	isthmian_winner_425	GEN_TARGET_PARENT	
12798	isthmian_winner_427	GEN_TARGET_PARENT	
12803	isthmian_winner_429	GEN_TARGET_PARENT	
12804	isthmian_winner_431	GEN_TARGET_PARENT	
12809	nemean_winner_401	GEN_TARGET_PARENT	
12816	nemean_winner_403	GEN_TARGET_PARENT	
12824	nemean_winner_405	GEN_TARGET_PARENT	
12827	nemean_winner_407	GEN_TARGET_PARENT	
12834	nemean_winner_409	GEN_TARGET_PARENT	
12835	nemean_winner_411	GEN_TARGET_PARENT	
12840	nemean_winner_413	GEN_TARGET_PARENT	
12849	nemean_winner_415	GEN_TARGET_PARENT	
12859	nemean_winner_417	GEN_TARGET_PARENT	
12865	nemean_winner_419	GEN_TARGET_PARENT	
12873	nemean_winner_421	GEN_TARGET_PARENT	
12877	nemean_winner_423	GEN_TARGET_PARENT	
12878	nemean_winner_425	GEN_TARGET_PARENT	
12881	nemean_winner_427	GEN_TARGET_PARENT	
12888	nemean_winner_429	GEN_TARGET_PARENT	
12895	nemean_winner_431	GEN_TARGET_PARENT	
12896	olympics_winner_400	GEN_TARGET_PARENT	
12903	olympics_winner_404	GEN_TARGET_PARENT	
12904	olympics_winner_408	GEN_TARGET_PARENT	
12908	olympics_winner_412	GEN_TARGET_PARENT	
12909	olympics_winner_416	GEN_TARGET_PARENT	
12918	olympics_winner_420	GEN_TARGET_PARENT	
12920	olympics_winner_424	GEN_TARGET_PARENT	
12929	olympics_winner_428	GEN_TARGET_PARENT	
12933	pythian_winner_402	GEN_TARGET_PARENT	
12939	pythian_winner_406	GEN_TARGET_PARENT	
12946	pythian_winner_410	GEN_TARGET_PARENT	
12947	pythian_winner_414	GEN_TARGET_PARENT	
12951	pythian_winner_418	GEN_TARGET_PARENT	
12960	pythian_winner_422	GEN_TARGET_PARENT	
12966	pythian_winner_426	GEN_TARGET_PARENT	
12970	pythian_winner_430	GEN_TARGET_PARENT	
12980	isthmian_celebratory_games	GEN_TARGET_PARENT	
12986	isthmian_games	GEN_TARGET_PARENT	
12996	isthmian_successful_games	GEN_TARGET_PARENT	
12999	isthmian_unhappy_games	GEN_TARGET_PARENT	
13	setback_lost	CND_ROUNDS_UNTIL_NEXT	12
13003	isthmian_unsuccessful_games	GEN_TARGET_PARENT	
13008	nemean_celebratory_games	GEN_TARGET_PARENT	
13014	nemean_games	GEN_TARGET_PARENT	
13022	nemean_successful_games	GEN_TARGET_PARENT	
13028	nemean_unhappy_games	GEN_TARGET_PARENT	
13035	nemean_unsuccessful_games	GEN_TARGET_PARENT	
13037	pythian_celebratory_games	GEN_TARGET_PARENT	
13044	pythian_games	GEN_TARGET_PARENT	
13049	pythian_successful_games	GEN_TARGET_PARENT	
13057	pythian_unhappy_games	GEN_TARGET_PARENT	
13066	pythian_unsuccessful_games	GEN_TARGET_PARENT	
13068	disaster_pel_plague_athens	CND_LAST_ROUND	88
13077	incident_greek_gift_of_dionysos	CND_CAMPAIGN	main_greek
13078	disaster_fire	CND_CAMPAIGN	main_greek
13079	disaster_plague_spreads_army	CND_CAMPAIGN	main_greek
13082	disaster_plague_spreads_army_foreign	CND_CAMPAIGN	main_greek
13085	disaster_plague_spreads_region	CND_CAMPAIGN	main_greek
13086	disaster_plague_spreads_region_foreign	CND_CAMPAIGN	main_greek
13090	disaster_plague_starts_region	GEN_CND_REGION_NOT_BUILDING_CHAIN	main_greek
13097	disaster_plague_starts_region_foreign	CND_CAMPAIGN	main_greek
13102	incident_all_trade_disruption	CND_CAMPAIGN	main_greek
13103	incident_piracy	CND_CAMPAIGN	main_greek
13104	setback_lost	CND_CAMPAIGN	main_greek
13108	setback_plague_spreads	CND_CAMPAIGN	main_greek
