key	advice_level_lookup	persistant	show_instant	show_on_navigate	is_header	navigation_order
CiG.Excerpt.Faction.gaul_suessiones.Info	2139663713	false	false	true	false	0
CiG.Excerpt.Faction.gaul_tulingi.Info	2139663723	false	false	true	false	0
CiG.Excerpt.Faction.gaul_veneti.Info	2139663725	false	false	true	false	0
CiG.Excerpt.Faction.gaul_vocontii.Info	2139663727	false	false	true	false	0
CiG.Excerpt.Faction.gaul_volcae.Info	2139663729	false	false	true	false	0
CiG.Excerpt.Province.Aquitania.Info	2139663738	false	false	true	false	0
CiG.Excerpt.Province.Britannia.Info	2139663739	false	false	true	false	0
CiG.Excerpt.Province.Eburones.Info	2139663747	false	false	true	false	0
CiG.Excerpt.Province.Senonia.Info	2139663745	false	false	true	false	0
Rom.Pro.Camp1.Info.001	2139658989	false	false	true	true	0
Rom.Pro.Camp1.Info.002	2139658989	false	false	true	false	1
Rom.Pro.Camp1.Info.003	2139658989	false	false	true	false	2
Rom.Pro.Camp1.Info.004	2139658997	true	false	true	true	0
Rom.Pro.Camp1.Info.005	2139658997	true	false	true	false	1
Rom.Pro.Camp1.Info.006	2139658997	true	false	true	false	2
Rom.Pro.Camp1.Info.007	2139659005	true	false	true	true	0
Rom.Pro.Camp1.Info.008	2139659005	true	false	true	false	1
Rom.Pro.Camp1.Info.009	2139659005	true	false	true	false	2
Rom.Pro.Camp1.Info.010	2139659005	true	false	true	false	3
Rom.Pro.Camp1.Info.011	2139659040	false	false	true	true	0
Rom.Pro.Camp1.Info.012	2139659040	false	false	true	false	1
Rom.Pro.Camp1.Info.013	2139659040	false	false	true	false	2
Rom.Pro.Camp1.Info.014	2139659040	false	false	true	false	3
Rom.Pro.Camp1.Info.015	2139659040	false	false	false	false	-1
Rom.Pro.Camp1.Info.016	2139659040	false	false	true	false	4
Rom.Pro.Camp1.Info.017	2139659040	false	false	true	false	5
Rom.Pro.Camp1.Info.018	2139659048	false	false	true	true	0
Rom.Pro.Camp1.Info.019	2139659048	false	false	true	false	1
Rom.Pro.Camp1.Info.020	2139659048	false	false	true	false	2
Rom.Pro.Camp1.Info.021	2139659048	false	false	true	true	3
Rom.Pro.Camp1.Info.022	2139659048	false	false	true	false	4
Rom.Pro.Camp1.Info.023	2139659057	true	false	true	true	0
Rom.Pro.Camp1.Info.024	2139659057	true	false	true	false	1
Rom.Pro.Camp1.Info.025	2139659057	true	false	false	false	-1
Rom.Pro.Camp1.Info.026	2139659057	true	false	true	false	2
Rom.Pro.Camp1.Info.027	2139659057	true	false	false	false	-1
Rom.Pro.Camp1.Info.028	2139659057	true	false	true	false	3
Rom.Pro.Camp1.Info.030	2139659061	false	false	true	true	0
Rom.Pro.Camp1.Info.031	2139659061	false	false	true	false	1
Rom.Pro.Camp1.Info.032	2139659061	false	false	true	false	2
Rom.Pro.Camp1.Info.100	2139663175	false	false	true	true	0
Rom.Pro.Camp1.Info.101	2139663175	false	false	true	false	1
Rom.Pro.Camp1.Info.102	2139663175	false	false	true	false	2
Rom.Pro.Camp1.Info.103	2139663175	false	false	true	false	3
Rom.Pro.Camp1.Info.104	2139659069	true	false	true	true	0
Rom.Pro.Camp1.Info.105	2139659069	true	false	true	false	1
Rom.Pro.Camp1.Info.106	2139659069	true	false	true	false	2
Rom.Pro.Camp1.Info.107	2139659069	true	false	true	false	3
Rom.Pro.Camp1.Info.108	2139659069	true	false	true	false	4
Rom.Pro.Camp1.Info.200	2139659105	false	false	true	true	0
Rom.Pro.Camp1.Info.201	2139659105	false	false	true	false	1
Rom.Pro.Camp1.Info.202	2139659105	false	false	true	false	2
Rom.Pro.Camp1.Info.203	2139659105	false	false	true	false	3
Rom.Pro.Camp1.Info.204	2139659105	false	false	false	false	-1
Rom.Pro.Camp1.Info.205	2139659105	false	false	true	false	4
Rom.Pro.Camp1.Info.206	2139659113	true	false	true	true	0
Rom.Pro.Camp1.Info.207	2139659113	true	false	true	false	1
Rom.Pro.Camp1.Info.208	2139659113	true	false	false	false	-1
Rom.Pro.Camp1.Info.209	2139659113	true	false	false	false	-1
Rom.Pro.Camp1.Info.210	2139659113	true	false	true	false	3
Rom.Pro.Camp1.Info.211	2139659115	false	false	true	true	0
Rom.Pro.Camp1.Info.212	2139659115	false	false	true	false	1
Rom.Pro.Camp1.Info.213	2139659115	false	false	true	false	2
Rom.Pro.Camp1.Info.214	2139659115	false	false	true	false	3
Rom.Pro.Camp2.Info.001	2139659736	false	false	true	true	0
Rom.Pro.Camp2.Info.002	2139659736	false	false	true	false	1
Rom.Pro.Camp2.Info.003	2139659736	false	false	true	false	2
Rom.Pro.Camp2.Info.010	2139659738	true	false	true	true	0
Rom.Pro.Camp2.Info.011	2139659738	true	false	true	false	1
Rom.Pro.Camp2.Info.012	2139659738	true	false	true	false	2
Rom.Pro.Camp2.Info.013	2139659738	true	false	true	true	3
Rom.Pro.Camp2.Info.014	2139659738	true	false	true	false	4
Rom.Pro.Camp2.Info.015	2139659738	true	false	true	false	5
Rom.Pro.Camp2.Info.101	2139659775	false	false	true	true	0
Rom.Pro.Camp2.Info.102	2139659775	false	false	true	false	1
Rom.Pro.Camp2.Info.103	2139659775	false	false	true	false	2
Rom.Pro.Camp2.Info.104	2139659775	false	false	true	false	3
Rom.Pro.Camp2.Info.200	2139659794	true	false	true	true	0
Rom.Pro.Camp2.Info.201	2139659794	true	false	true	false	1
Rom.Pro.Camp2.Info.202	2139659794	true	false	true	false	2
Rom.Pro.Camp2.Info.203	2139659794	true	false	false	false	-1
Rom.Pro.Camp2.Info.204	2139659794	true	false	true	false	3
Rom.Pro.Camp2.Info.205	2139659794	true	false	true	false	4
Rom.Pro.Camp2.Info.210	2139659800	false	false	true	true	0
Rom.Pro.Camp2.Info.211	2139659800	false	false	true	false	1
Rom.Pro.Camp2.Info.212	2139659800	false	false	true	false	2
Rom.Pro.Camp2.Info.213	2139659800	false	false	true	false	3
Rom.Pro.Camp2.Info.214	2139659800	false	false	true	false	4
Rom.Pro.Camp2.Info.220	2139659809	false	false	true	true	0
Rom.Pro.Camp2.Info.221	2139659809	false	false	true	false	1
Rom.Pro.Camp2.Info.222	2139659809	false	false	true	false	2
Rom.Pro.Camp2.Info.225	2139660626	false	false	true	true	0
Rom.Pro.Camp2.Info.226	2139660626	false	false	true	false	1
Rom.Pro.Camp2.Info.227	2139660626	false	false	true	false	2
Rom.Pro.Camp2.Info.230	2139659814	true	false	true	true	0
Rom.Pro.Camp2.Info.231	2139659814	true	false	true	false	1
Rom.Pro.Camp2.Info.232	2139659814	true	false	true	false	2
Rom.Pro.Camp2.Info.233	2139659814	true	false	true	false	3
Rom.Pro.Camp2.Info.234	2139659814	true	false	true	false	4
Rom.Pro.Camp2.Info.235	2139659814	true	false	false	false	-1
Rom.Pro.Camp2.Info.236	2139659814	true	false	true	false	5
Rom.Pro.Camp2.Info.240	2139659837	false	false	true	true	0
Rom.Pro.Camp2.Info.241	2139659837	false	false	true	false	1
Rom.Pro.Camp2.Info.242	2139659837	false	false	true	false	2
Rom.Pro.Camp2.Info.243	2139659837	false	false	true	false	3
Rom.Pro.Camp2.Info.250	2139659847	false	false	true	true	0
Rom.Pro.Camp2.Info.251	2139659847	false	false	true	false	1
Rom.Pro.Camp2.Info.252	2139659847	false	false	true	false	2
Rom.Pro.Camp2.Info.253	2139659847	false	false	true	false	3
Rom.Pro.Camp2.Info.254	2139659847	false	false	true	false	4
Rom.Pro.Camp2.Info.260	2139660632	false	false	true	true	0
Rom.Pro.Camp2.Info.261	2139660632	false	false	true	false	1
Rom.Pro.Camp2.Info.262	2139660632	false	false	true	false	2
Rom.Pro.Camp2.Info.263	2139660632	false	false	true	false	3
Rom.Pro.Camp2.Info.264	2139660632	false	false	false	false	-1
Rom.Pro.Camp2.Info.265	2139659863	false	false	true	true	0
Rom.Pro.Camp2.Info.266	2139659863	false	false	true	false	1
Rom.Pro.Camp2.Info.267	2139659863	false	false	true	false	2
Rom.Pro.Camp2.Info.268	2139659863	false	false	false	false	-1
Rom.Pro.Camp2.Info.270	2139659871	false	false	true	true	0
Rom.Pro.Camp2.Info.271	2139659871	false	false	true	false	1
Rom.Pro.Camp2.Info.272	2139659871	false	false	true	false	2
Rom.Pro.Camp2.Info.273	2139659871	false	false	true	false	3
Rom.Pro.Camp2.Info.280	2139659871	false	false	false	true	0
Rom.Pro.Camp2.Info.281	2139659871	false	false	false	false	1
Rom.Pro.Camp2.Info.282	2139659871	false	false	false	false	2
Rom.Pro.Camp2.Info.290	2139663287	false	false	false	true	0
Rom.Pro.Camp2.Info.291	2139663287	false	false	false	false	1
Rom.Pro.Camp2.Info.292	2139663287	false	false	false	false	2
Rom.Pro.Camp2.Info.293	2139663287	false	false	false	false	3
Rom.Pro.Camp2.Info.294	2139663287	false	false	false	false	4
Rom.Pro.Camp2.Info.295	2139663287	false	false	false	false	-1
Rom.Pro.Camp2.Info.296	2139663287	false	false	false	false	-1
Rom.Pro.Camp2.Info.301	2139659884	false	false	true	true	0
Rom.Pro.Camp2.Info.302	2139659884	false	false	true	false	1
Rom.Pro.Camp2.Info.310	2139659947	true	false	true	true	0
Rom.Pro.Camp2.Info.311	2139659947	true	false	true	false	1
Rom.Pro.Camp2.Info.313	2139659947	true	false	true	false	2
Rom.Pro.Camp2.Info.314	2139659947	true	false	true	false	3
Rom.Pro.Camp2.Info.315	2139659947	true	false	true	false	4
Rom.Pro.Camp2.Info.320	2139663143	false	false	true	true	0
Rom.Pro.Camp2.Info.321	2139663143	false	false	true	false	1
Rom.Pro.Camp2.Info.322	2139663143	false	false	true	false	2
Rom.Pro.Camp2.Info.323	2139663143	false	false	true	false	3
Rom.Pro.Camp2.Info.324	2139663143	false	false	false	false	-1
Rom.Pro.Camp2.Info.330	2139663153	false	false	true	true	0
Rom.Pro.Camp2.Info.331	2139663153	false	false	true	false	1
Rom.Pro.Camp2.Info.332	2139663153	false	false	true	false	2
Rom.Pro.Camp2.Info.333	2139663153	false	false	true	false	3
Rom.Pro.Camp2.Info.334	2139663153	false	false	true	false	4
Rom.Pro.Camp2.Info.340	2139663212	false	false	true	true	0
Rom.Pro.Camp2.Info.341	2139663212	false	false	true	false	1
Rom.Pro.Camp2.Info.342	2139663212	false	false	true	false	2
Rom.Pro.Camp2.Info.350	2139663221	false	false	true	true	0
Rom.Pro.Camp2.Info.351	2139663221	false	false	true	false	1
Rom.Pro.Camp2.Info.352	2139663221	false	false	true	false	2
Rom.Pro.Camp2.Info.353	2139663221	false	false	true	false	3
Rom.Pro.Camp2.Info.354	2139663221	false	false	true	false	4
Rom.Pro.Camp2.Info.360	2139663298	false	false	true	true	0
Rom.Pro.Camp2.Info.361	2139663298	false	false	true	false	1
Rom.Pro.Camp2.Info.362	2139663298	false	false	true	false	2
Rom.Pro.Camp2.Info.363	2139663298	false	false	true	false	3
Rom.Pro.Camp2.Info.370	2139663305	false	false	true	true	0
Rom.Pro.Camp2.Info.371	2139663305	false	false	true	false	1
Rom.Pro.Camp2.Info.372	2139663305	false	false	true	false	2
Rom.Pro.Camp2.Info.380	2139663316	false	false	true	true	0
Rom.Pro.Camp2.Info.381	2139663316	false	false	true	false	1
Rom.Pro.Camp2.Info.381b	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.382	2139663316	false	false	true	false	2
Rom.Pro.Camp2.Info.383	2139663316	false	false	true	false	3
Rom.Pro.Camp2.Info.384	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.385	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.386	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.387	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.388	2139663316	false	false	false	false	-1
Rom.Pro.Camp2.Info.395	2139663323	false	false	true	true	0
Rom.Pro.Camp2.Info.396	2139663323	false	false	true	false	1
Rom.Pro.Camp2.Info.397	2139663323	false	false	true	false	2
Rom.Pro.Camp2.Info.398	2139663323	false	false	true	false	3
Rom.Pro.Camp2.Info.399	2139663323	false	false	true	false	4
Rom.Pro.Camp2.Info.400	2139663356	false	false	true	true	0
Rom.Pro.Camp2.Info.401	2139663356	false	false	true	false	1
Rom.Pro.Camp2.Info.402	2139663356	false	false	true	false	2
Rom.Pro.Camp2.Info.403	2139663356	false	false	true	false	3
Rom.Pro.Camp2.Info.410	2139663358	false	false	true	true	0
Rom.Pro.Camp2.Info.411	2139663358	false	false	true	false	1
Rom.Pro.Camp2.Info.412	2139663358	false	false	true	false	2
Rom.Pro.Camp2.Info.413	2139663358	false	false	true	false	3
Rom.Pro.Camp2.Info.414	2139663358	false	false	true	false	4
Rom.Pro.Camp2.Info.420	2139663364	false	false	true	true	0
Rom.Pro.Camp2.Info.421	2139663364	false	false	true	false	1
Rom.Pro.Camp2.Info.422	2139663364	false	false	true	false	2
Rom.Pro.Camp2.Info.423	2139663364	false	false	true	false	3
Rom.Pro.Camp2.Info.424	2139663364	false	false	true	false	4
Rom.Pro.Camp2.Info.430	2139663369	false	false	true	true	0
Rom.Pro.Camp2.Info.431	2139663369	false	false	true	false	1
Rom.Pro.Camp2.Info.432	2139663369	false	false	true	false	2
Rom.Pro.Camp2.Info.433	2139663369	false	false	true	false	3
Rom.Pro.Camp2.Info.434	2139663369	false	false	false	false	-1
Rom.Pro.Camp2.Info.435	2139663369	false	false	true	false	4
Rom.Pro.Camp2.Info.440	2139663409	false	false	true	true	0
Rom.Pro.Camp2.Info.441	2139663409	false	false	true	false	1
Rom.Pro.Camp2.Info.442	2139663409	false	false	true	false	2
Rom.Pro.Camp2.Info.450	2139663509	false	false	true	true	0
Rom.Pro.Camp2.Info.451	2139663509	false	false	true	false	1
Rom.Pro.Camp2.Info.452	2139663509	false	false	true	false	2
Rom.Pro.Camp2.Info.460	2139660049	false	false	true	true	0
Rom.Pro.Camp2.Info.461	2139660049	false	false	true	false	1
Rom.Pro.Camp2.Info.462	2139660049	false	false	true	false	2
Rom.Pro.Camp2.Info.463	2139660049	false	false	true	false	3
Rom.Pro.Camp2.Info.464	2139660049	false	false	true	false	4
Rom.Pro.Camp2.Info.465	2139660049	false	false	true	false	5
Rom.Pro.Camp2.Info.470	2139663397	false	false	true	true	0
Rom.Pro.Camp2.Info.471	2139663397	false	false	true	false	1
Rom.Pro.Camp2.Info.472	2139663397	false	false	true	false	2
Rom.Pro.Camp2.Info.473	2139663397	false	false	true	false	3
Rom.Pro.Camp2.Info.480	2139663399	false	false	true	true	0
Rom.Pro.Camp2.Info.481	2139663399	false	false	true	false	1
Rom.Pro.Camp2.Info.482	2139663399	false	false	true	false	2
Rom.Pro.Camp2.Info.483	2139663399	false	false	true	false	3
Rom.Pro.Camp2.Info.484	2139663399	false	false	true	false	4
Rom.Pro.Camp2.Info.490	2139663525	false	false	true	true	0
Rom.Pro.Camp2.Info.491	2139663525	false	false	true	false	1
Rom.Pro.Camp2.Info.492	2139663525	false	false	true	false	2
Rom.Pro.Camp2.Info.500	2139663428	false	false	true	true	0
Rom.Pro.Camp2.Info.501	2139663428	false	false	true	false	1
Rom.Pro.Camp2.Info.502	2139663428	false	false	true	false	2
Rom.Pro.Camp2.Info.503	2139663428	false	false	true	false	3
Rom.Pro.Camp2.Info.510	2139663448	false	false	true	true	0
Rom.Pro.Camp2.Info.511	2139663448	false	false	true	false	1
Rom.Pro.Camp2.Info.512	2139663448	false	false	true	false	2
Rom.Pro.Camp2.Info.513	2139663448	false	false	true	false	3
Rom.Pro.Capua.Info.000	2139658753	true	false	false	false	-1
Rom.Pro.Capua.Info.001	2139658753	true	false	true	true	0
Rom.Pro.Capua.Info.002	2139658753	true	false	true	false	1
Rom.Pro.Capua.Info.003	2139658753	true	false	true	false	2
Rom.Pro.Capua.Info.004	2139658753	true	false	true	false	3
Rom.Pro.Capua.Info.005	2139658765	true	false	true	true	0
Rom.Pro.Capua.Info.006	2139658765	true	false	true	false	1
Rom.Pro.Capua.Info.007	2139658765	true	false	true	false	2
Rom.Pro.Capua.Info.008	2139658780	true	false	true	true	0
Rom.Pro.Capua.Info.009	2139658780	true	false	true	false	1
Rom.Pro.Capua.Info.010	2139658780	true	false	true	false	2
Rom.Pro.Capua.Info.011	2139658780	true	false	true	false	3
Rom.Pro.Capua.Info.012	2139658780	true	false	true	false	4
Rom.Pro.Capua.Info.013	2139658799	false	false	true	true	0
Rom.Pro.Capua.Info.014	2139658799	false	false	true	false	1
Rom.Pro.Capua.Info.015	2139658799	false	false	true	false	2
Rom.Pro.Capua.Info.016	2139658799	false	false	true	false	3
Rom.Pro.Capua.Info.017	2139658803	false	false	true	true	0
Rom.Pro.Capua.Info.018	2139658803	false	false	true	false	1
Rom.Pro.Capua.Info.019	2139658803	false	false	true	false	2
Rom.Pro.Capua.Info.020	2139658805	false	false	true	true	0
Rom.Pro.Capua.Info.021	2139658805	false	false	true	false	1
Rom.Pro.Capua.Info.022	2139658805	false	false	true	false	2
Rom.Pro.Capua.Info.024	2139658805	false	false	true	false	3
Rom.Pro.Capua.Info.024b	2139658805	false	false	true	false	4
Rom.Pro.Capua.Info.025	2139658808	false	false	true	true	0
Rom.Pro.Capua.Info.026	2139658808	false	false	true	false	1
Rom.Pro.Capua.Info.027	2139658808	false	false	true	false	2
Rom.Pro.Capua.Info.028	2139658808	false	false	true	false	3
Rom.Pro.Capua.Info.029	2139658808	false	false	true	false	4
Rom.Pro.Capua.Info.030	2139658753	true	false	true	false	4
Rom.Pro.Capua.Info.050	2139663536	false	false	true	true	0
Rom.Pro.Capua.Info.051	2139663536	false	false	true	false	1
Rom.Pro.Capua.Info.052	2139663536	false	false	true	false	2
Rom.Pro.Capua.Info.100	2139658856	false	false	true	true	0
Rom.Pro.Capua.Info.101	2139658856	false	false	true	false	1
Rom.Pro.Capua.Info.102	2139658856	false	false	true	false	2
Rom.Pro.Capua.Info.103	2139658856	false	false	true	false	3
Rom.Pro.Capua.Info.104	2139658856	false	false	true	false	4
Rom.Pro.Capua.Info.105	2139658863	false	false	true	true	0
Rom.Pro.Capua.Info.106	2139658863	false	false	true	false	1
Rom.Pro.Capua.Info.107	2139658863	false	false	true	false	2
Rom.Pro.Capua.Info.108	2139658863	false	false	true	false	3
Rom.Pro.Capua.Info.109	2139658863	false	false	true	false	4
Rom.Pro.Capua.Info.110	2139658873	false	false	true	true	0
Rom.Pro.Capua.Info.111	2139658873	false	false	true	false	1
Rom.Pro.Capua.Info.112	2139658873	false	false	true	false	2
Rom.Pro.Capua.Info.113	2139658873	false	false	true	false	3
Rom.Pro.Capua.Info.114	2139658880	false	false	true	true	0
Rom.Pro.Capua.Info.115	2139658880	false	false	true	false	1
Rom.Pro.Capua.Info.116	2139658880	false	false	true	false	2
Rom.Pro.Capua.Info.200	2139658914	false	false	true	false	2
Rom.Pro.Capua.Info.201	2139658920	false	false	true	true	0
Rom.Pro.Capua.Info.202	2139658920	false	false	true	false	1
Rom.Pro.Capua.Info.203	2139658920	false	false	true	false	2
Rom.Pro.Capua.Info.204	2139658920	false	false	true	false	3
Rom.Pro.Capua.Info.205	2139658920	false	false	true	false	4
Rom.Pro.Capua.Info.206	2139658928	true	false	true	false	1
Rom.Pro.Capua.Info.207	2139658928	true	false	true	false	4
Rom.Pro.Capua.Info.208	2139658931	false	false	true	true	0
Rom.Pro.Capua.Info.209	2139658931	false	false	true	false	1
Rom.Pro.Capua.Info.210	2139658931	false	false	true	false	2
Rom.Pro.Capua.Info.211	2139658931	false	false	true	false	3
Rom.Pro.Capua.Info.212	2139658931	false	false	true	false	4
Rom.Pro.Capua.Info.213	2139658979	false	false	true	false	1
Rom.Pro.Capua.Info.214	2139658928	true	false	true	true	0
Rom.Pro.Capua.Info.215	2139658928	true	false	true	false	2
Rom.Pro.Capua.Info.216	2139658928	true	false	true	false	3
Rom.Pro.Capua.Info.217	2139658914	false	false	true	true	0
Rom.Pro.Capua.Info.218	2139658914	false	false	true	false	1
Rom.Pro.Capua.Info.219	2139658904	false	false	true	true	0
Rom.Pro.Capua.Info.220	2139658904	false	false	true	false	1
Rom.Pro.Capua.Info.221	2139658904	false	false	true	false	2
Rom.Pro.Capua.Info.222	2139658979	false	false	true	true	0
Rom.Pro.Vesuvius.Info.001	2139659652	false	false	true	true	0
Rom.Pro.Vesuvius.Info.002	2139659652	false	false	true	false	1
Rom.Pro.Vesuvius.Info.003	2139659652	false	false	true	false	2
Rom.Pro.Vesuvius.Info.004	2139659652	false	false	true	false	3
Rom.Pro.Vesuvius.Info.005	2139659662	false	false	true	true	0
Rom.Pro.Vesuvius.Info.006	2139659662	false	false	true	false	1
Rom.Pro.Vesuvius.Info.007	2139659662	false	false	true	false	2
Rom.Pro.Vesuvius.Info.008	2139659663	false	false	true	true	0
Rom.Pro.Vesuvius.Info.009	2139659663	false	false	true	false	1
Rom.Pro.Vesuvius.Info.010	2139659663	false	false	true	false	2
Rom.Pro.Vesuvius.Info.011	2139659669	false	false	true	true	0
Rom.Pro.Vesuvius.Info.012	2139659669	false	false	true	false	1
Rom.Pro.Vesuvius.Info.013	2139659669	false	false	true	false	2
Rom.Pro.Vesuvius.Info.014	2139659669	false	false	true	false	3
Rom.Pro.Vesuvius.Info.015	2139659669	false	false	true	false	4
Rom.Pro.Vesuvius.Info.016	2139659676	false	false	true	true	0
Rom.Pro.Vesuvius.Info.017	2139659676	false	false	true	false	1
Rom.Pro.Vesuvius.Info.018	2139659676	false	false	true	false	2
Rom.Pro.Vesuvius.Info.019	2139659676	false	false	true	false	3
Rom.Pro.Vesuvius.Info.020	2139659676	false	false	true	false	4
Rom.Pro.Vesuvius.Info.021	2139659684	false	false	true	true	0
Rom.Pro.Vesuvius.Info.022	2139659684	false	false	true	false	1
Rom.Pro.Vesuvius.Info.023	2139659684	false	false	true	false	2
Rom.Pro.Vesuvius.Info.024	2139659684	false	false	true	false	3
Rom.Pro.Vesuvius.Info.025	2139659698	false	false	true	true	0
Rom.Pro.Vesuvius.Info.026	2139659698	false	false	true	false	1
Rom.Pro.Vesuvius.Info.027	2139659698	false	false	true	false	2
Rom.Pro.Vesuvius.Info.028	2139659698	false	false	true	true	0
Rom.Pro.Vesuvius.Info.029	2139659698	false	false	true	false	1
Rom.Pro.Vesuvius.Info.030	2139659698	false	false	true	false	2
Rom.Pro.Vesuvius.Info.031	2139659714	false	false	true	true	0
Rom.Pro.Vesuvius.Info.032	2139659714	false	false	true	false	1
Rom.Pro.Vesuvius.Info.033	2139659714	false	false	true	false	2
Rom.Pro.Vesuvius.Info.034	2139659714	false	false	true	false	3
Rom.Pro.Vesuvius.Info.035	2139659714	false	false	true	false	4
Rom.Pro.Vesuvius.Info.040	2139663192	false	false	true	true	0
Rom.Pro.Vesuvius.Info.041	2139663192	false	false	true	false	1
Rom.Pro.Vesuvius.Info.042	2139663192	false	false	true	false	2
Rom.Pro.Vesuvius.Info.043	2139663192	false	false	false	false	-1
Rom.Pro.Vesuvius.Info.044	2139663303	false	false	true	true	0
Rom.Pro.Vesuvius.Info.045	2139663303	false	false	true	false	1
Rom.Pro.Vesuvius.Info.046	2139663303	false	false	true	false	2
pel_region_pel_aigian_khios_info	2139664094	false	false	true	false	0
pel_region_pel_aigian_mytilene_info	2139664103	false	false	true	false	0
pel_region_pel_aigian_oinoi_info	2139664111	false	false	true	false	0
pel_region_pel_aigian_samos_info	2139664116	false	false	true	false	0
pel_region_pel_aitolia_naupaktos_info	2139664117	false	false	true	false	0
pel_region_pel_aitolia_thermon_info	2139664122	false	false	true	false	0
pel_region_pel_ambrakia_ambrakia_info	2139664130	false	false	true	false	0
pel_region_pel_ambrakia_anaktorio_info	2139664137	false	false	true	false	0
pel_region_pel_ambrakia_pronnoi_info	2139664147	false	false	true	false	0
pel_region_pel_amphipolis_amphipolis_info	2139664156	false	false	true	false	0
pel_region_pel_amphipolis_krinides_info	2139664164	false	false	true	false	0
pel_region_pel_argolis_argos_info	2139664166	false	false	true	false	0
pel_region_pel_argolis_korinthos_info	2139664168	false	false	true	false	0
pel_region_pel_argolis_mantinea_info	2139664170	false	false	true	false	0
pel_region_pel_argolis_melos_info	2139664176	false	false	true	false	0
pel_region_pel_attike_athenai_info	2139664177	false	false	true	false	0
pel_region_pel_attike_laviro_info	2139664182	false	false	true	false	0
pel_region_pel_attike_naxos_info	2139664188	false	false	true	false	0
pel_region_pel_attike_paros_info	2139664192	false	false	true	false	0
pel_region_pel_boiotia_delphi_info	2139664199	false	false	true	false	0
pel_region_pel_boiotia_lamia_info	2139664208	false	false	true	false	0
pel_region_pel_boiotia_opos_info	2139664218	false	false	true	false	0
pel_region_pel_boiotia_thebai_info	2139664226	false	false	true	false	0
pel_region_pel_dodekanisa_karpathos_info	2139664234	false	false	true	false	0
pel_region_pel_dodekanisa_kos_info	2139664237	false	false	true	false	0
pel_region_pel_dodekanisa_lindos_info	2139664240	false	false	true	false	0
pel_region_pel_dodekanisa_rodos_info	2139664242	false	false	true	false	0
pel_region_pel_elis_elis_info	2139664243	false	false	true	false	0
pel_region_pel_elis_olympia_info	2139664244	false	false	true	false	0
pel_region_pel_elis_patrai_info	2139664253	false	false	true	false	0
pel_region_pel_elis_zakynthos_info	2139664258	false	false	true	false	0
pel_region_pel_epeiros_antigonia_info	2139664265	false	false	true	false	0
pel_region_pel_epeiros_dodona_info	2139664275	false	false	true	false	0
pel_region_pel_epeiros_elaea_info	2139664280	false	false	true	false	0
pel_region_pel_epeiros_korkyra_info	2139664287	false	false	true	false	0
pel_region_pel_euboia_andros_info	2139664292	false	false	true	false	0
pel_region_pel_euboia_kalkis_info	2139664295	false	false	true	false	0
pel_region_pel_euboia_karystos_info	2139664300	false	false	true	false	0
pel_region_pel_euboia_oreos_info	2139664303	false	false	true	false	0
pel_region_pel_hellespontos_byzantion_info	2139664310	false	false	true	false	0
pel_region_pel_hellespontos_kypsela_info	2139664320	false	false	true	false	0
