key	generate	ui_icon	ui_image	prioritised
3c_Faction_Leader_Cannabaudes_2_i_D	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_3_i_A	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_3_i_B	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_3_i_C	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_3_i_D	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_4_i_A	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_4_i_B	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_4_i_C	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_4_i_D	false	rom_event_document.png	3c_barb_cannabaudes.png	true
3c_Faction_Leader_Cannabaudes_intro	true	rom_event_document.png	barb_festive_celebration.png	true
3c_Faction_Leader_Cannabaudes_outro	true	rom_event_document.png	barb_land_victory.png	true
3c_Faction_Leader_Hormizd_1_i_A	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_1_i_B	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_1_i_C	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_1_i_D	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_2_i_A	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_2_i_B	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_2_i_C	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_2_i_D	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_3_i_A	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_3_i_B	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_3_i_C	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_3_i_D	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_4_i_A	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_4_i_B	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_4_i_C	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_4_i_D	false	rom_event_document.png	3c_east_hormizd.png	true
3c_Faction_Leader_Hormizd_intro	true	rom_event_document.png	east_politics.png	true
3c_Faction_Leader_Hormizd_outro	true	rom_event_document.png	east_celebration.png	true
3c_Faction_Leader_Tetricus_1_i_A	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_1_i_B	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_1_i_C	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_1_i_D	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_2_i_A	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_2_i_B	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_2_i_C	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_2_i_D	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_3_i_A	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_3_i_B	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_3_i_C	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_3_i_D	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_4_i_A	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_4_i_B	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_4_i_C	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_4_i_D	false	rom_event_document.png	3c_rom_tetricus.png	true
3c_Faction_Leader_Tetricus_intro	true	rom_event_document.png	rom_faction.png	true
3c_Faction_Leader_Tetricus_outro	true	rom_event_document.png	3c_rom_political_resolution.png	true
3c_Faction_Leader_Zenobia_1_i_A	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_1_i_B	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_1_i_C	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_1_i_D	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_2_i_A	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_2_i_B	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_2_i_C	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_2_i_D	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_3_i_A	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_3_i_B	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_3_i_C	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_3_i_D	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_4_i_A	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_4_i_B	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_4_i_C	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_4_i_D	false	rom_event_document.png	3c_rom_zenobia.png	true
3c_Faction_Leader_Zenobia_intro	true	rom_event_document.png	greek_funeral.png	true
3c_Faction_Leader_Zenobia_outro_A	true	rom_event_document.png	rom_celebration.png	true
3c_Faction_Leader_Zenobia_outro_G	true	rom_event_document.png	rom_celebration.png	true
3c_Faction_Leader_Zenobia_outro_S	true	rom_event_document.png	rom_celebration.png	true
3c_Faction_Leader_Zenobia_outro_Z	true	rom_event_document.png	rom_celebration.png	true
3c_Intro_Banditry	false	rom_event_document.png	3c_banditry_missing_money.png	false
3c_Intro_Cults	true	rom_event_document.png	3c_christian_cult.png	true
3c_Intro_Plague	false	rom_event_document.png	3c_plague.png	false
3c_alani_mystic_dreams_i_A	false	rom_event_document.png	nomad_faction.png	true
3c_alani_mystic_dreams_i_B	false	rom_event_document.png	nomad_politics.png	true
3c_alani_mystic_dreams_i_C	false	rom_event_document.png	nomad_settlement_lost.png	true
3c_alani_mystic_dreams_i_D	false	rom_event_document.png	nomad_generic.png	true
3c_alani_smoke_visions_i_A	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_alani_smoke_visions_i_B	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_alani_smoke_visions_i_C	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_alani_smoke_visions_i_D	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_caledoni_druidic_order_i_A	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_caledoni_druidic_order_i_B	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_caledoni_druidic_order_i_C	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_caledoni_druidic_order_i_D	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_cult_christianity_christmas	true	rom_event_document.png	3c_christian_cult.png	true
3c_cult_christianity_easter	true	rom_event_document.png	3c_christian_cult.png	true
3c_cult_existing_manichaeism	true	rom_event_document.png	3c_manichean_cult.png	true
3c_cult_existing_mithraism	true	rom_event_document.png	3c_mithraism_cult.png	true
3c_cult_existing_sol_invictus	true	rom_event_document.png	rom_celebration.png	true
3c_disaster_earthquake	true	rom_event_document.png	disaster_earthquake.png	false
3c_disaster_fire	true	rom_event_document.png	agent_raid.png	false
3c_disaster_flood	true	rom_event_document.png	disaster_flood.png	false
3c_east_ardashir_testament_i_A	false	rom_event_document.png	east_politics.png	true
3c_east_ardashir_testament_i_B	false	rom_event_document.png	east_politics.png	true
3c_east_ardashir_testament_i_C	false	rom_event_document.png	east_politics.png	true
3c_east_ardashir_testament_i_D	false	rom_event_document.png	east_politics.png	true
3c_east_magi_council_i_A	false	rom_event_document.png	3c_east_magi_council.png	true
3c_east_magi_council_i_B	false	rom_event_document.png	3c_east_magi_council.png	true
3c_east_magi_council_i_C	false	rom_event_document.png	3c_east_magi_council.png	true
3c_east_magi_council_i_D	false	rom_event_document.png	3c_east_magi_council.png	true
3c_east_royal_crown_i_A	false	rom_event_document.png	east_politics.png	true
3c_east_royal_crown_i_B	false	rom_event_document.png	east_celebration.png	true
3c_east_royal_crown_i_C	false	rom_event_document.png	east_army_up.png	true
3c_east_royal_crown_i_D	false	rom_event_document.png	east_festive_celebration.png	true
3c_east_sassanian_sculptor_i_A	false	rom_event_document.png	east_politics.png	true
3c_east_sassanian_sculptor_i_B	false	rom_event_document.png	east_politics.png	true
3c_east_sassanian_sculptor_i_C	false	rom_event_document.png	east_politics.png	true
3c_east_sassanian_sculptor_i_D	false	rom_event_document.png	east_politics.png	true
3c_gothi_casting_the_lots_i_A	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_A_fail	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_B	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_B_fail	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_C	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_C_fail	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_D	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_gothi_casting_the_lots_i_D_fail	false	rom_event_document.png	3c_barb_mystical_visions.png	true
3c_rat_infestation_i_A	false	rom_event_document.png	3c_rat_infestation.png	true
3c_rat_infestation_i_B	false	rom_event_document.png	3c_rat_infestation.png	true
3c_rat_infestation_i_C	false	rom_event_document.png	3c_rat_infestation.png	true
3c_rat_infestation_i_D	false	rom_event_document.png	3c_rat_infestation.png	true
3c_rat_infestation_i_Start	true	rom_event_document.png	3c_rat_infestation.png	true
3c_rom_Sibylline_Books_i_A1	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_A2	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_A3	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_B1	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_B2	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_B3	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_Burned	false	rom_event_document.png	rom_faction.png	true
3c_rom_Sibylline_Books_i_C1	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_C2	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_C3	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_D1	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_D2	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_Sibylline_Books_i_D3	false	rom_event_document.png	3c_rom_sibylline_books.png	true
3c_rom_pax_romana	true	rom_event_document.png	3c_rom_pax_romana.png	false
3c_rom_revolt_of_Felicissimus	true	rom_event_document.png	rom_generic.png	true
3c_rom_revolt_of_the_mint_workers	true	rom_event_document.png	rom_generic.png	true
3c_rom_revolt_of_the_mint_workers_follow_up	true	rom_event_document.png	rom_faction.png	false
3c_rom_stolen_eagle_i_A	false	rom_event_document.png	rom_army_up.png	true
3c_rom_stolen_eagle_i_B	false	rom_event_document.png	rom_army_up.png	true
3c_rom_stolen_eagle_i_C	false	rom_event_document.png	rom_army_up.png	true
3c_rom_stolen_eagle_i_D	false	rom_event_document.png	agent_path_blocked.png	true
3c_rom_stolen_eagle_i_Start	true	rom_event_document.png	rom_army_up.png	true
3c_ships_at_the_port_i_A	false	rom_event_document.png	3c_squalor_incident.png	true
3c_ships_at_the_port_i_B	false	rom_event_document.png	3c_ships_at_the_port.png	true
3c_ships_at_the_port_i_C	false	rom_event_document.png	3c_ships_at_the_port.png	true
3c_ships_at_the_port_i_D	false	rom_event_document.png	3c_ships_at_the_port.png	true
3c_spring	true	rom_event_document.png	3c_sanitation.png	true
3c_squalor_incident	true	rom_event_document.png	3c_squalor_incident.png	true
REPLACE_ME_114112	false	REPLACE_ME_114112	REPLACE_ME_114112	false
bar_banditry	true	rom_event_document.png	agent_assault.png	false
bar_benevolent_ruler	true	rom_event_document.png	barb_celebration.png	false
bar_cursed_leader	true	rom_event_document.png	barb_generic.png	false
bar_enemy_at_gates	true	rom_event_document.png	barb_under_siege.png	false
bar_great_peace	true	rom_event_document.png	barb_diplomacy.png	false
bar_growing_bureaucracy	true	rom_event_document.png	barb_generic.png	false
bar_lands_open_enemy	true	rom_event_document.png	barb_settlement_lost.png	false
bar_political_scandal	true	rom_event_document.png	barb_politics.png	false
bar_ravaged_land	true	rom_event_document.png	agent_raid.png	false
bar_rival_killed	true	rom_event_document.png	barb_male_agent_killed.png	false
bar_settled_dispute	true	rom_event_document.png	barb_diplomacy.png	false
bar_slave_riots	true	rom_event_document.png	rom_revolt.png	false
bar_slaves_escaped	true	rom_event_document.png	agent_rally_slaves.png	false
bar_trade_master	true	rom_event_document.png	barb_trade.png	false
bar_warmongers	true	rom_event_document.png	barb_land_victory.png	false
barb_hostile_dispute_A	false	rom_event_document.png	barb_generic.png	false
barb_hostile_dispute_B	false	rom_event_document.png	barb_generic.png	false
barb_hostile_dispute_C	false	rom_event_document.png	barb_generic.png	false
barb_hostile_dispute_D	false	rom_event_document.png	barb_generic.png	false
barb_hostile_governor_A	false	rom_event_document.png	barb_generic.png	false
barb_hostile_governor_B	false	rom_event_document.png	barb_generic.png	false
barb_hostile_governor_C	false	rom_event_document.png	barb_generic.png	false
barb_hostile_governor_D	false	rom_event_document.png	barb_generic.png	false
barb_my_sword_A	false	rom_event_document.png	barb_generic.png	false
barb_my_sword_B	false	rom_event_document.png	barb_generic.png	false
barb_my_sword_C	false	rom_event_document.png	barb_generic.png	false
barb_secret_meetings_A	false	rom_event_document.png	barb_generic.png	false
barb_secret_meetings_B	false	rom_event_document.png	barb_generic.png	false
barb_secret_meetings_C	false	rom_event_document.png	barb_generic.png	false
barb_secret_meetings_D	false	rom_event_document.png	barb_generic.png	false
barb_trading_enemy_A	false	rom_event_document.png	barb_generic.png	false
barb_trading_enemy_B	false	rom_event_document.png	barb_generic.png	false
barb_tribal_loyalty_A	false	rom_event_document.png	barb_generic.png	false
barb_tribal_loyalty_B	false	rom_event_document.png	barb_generic.png	false
barb_tribal_loyalty_C	false	rom_event_document.png	barb_generic.png	false
barb_tribal_loyalty_D	false	rom_event_document.png	barb_generic.png	false
barb_young_challenger_A	false	rom_event_document.png	barb_generic.png	false
barb_young_challenger_B	false	rom_event_document.png	barb_generic.png	false
barb_young_challenger_C	false	rom_event_document.png	barb_generic.png	false
barb_young_challenger_D	false	rom_event_document.png	barb_generic.png	false
chain_all_gold_tolosa_2_find_not	false	rom_event_document.png	rom_generic.png	false
chain_bar_gold_tolosa_3_returned	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_4_bandit_stolen	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_4_barcid_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_4_hannonid_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_4_magonid_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_4_returned	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_bandit_stolen_accusation_barcid	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_bandit_stolen_accusation_hannonid	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_bandit_stolen_accusation_magonid	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_barcid_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_hannonid_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_car_gold_tolosa_5_magonid_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_civ_gold_tolosa_3_returned	false	rom_event_document.png	rom_generic.png	false
chain_egypt_tomb_robbers_2_caught_out_disrespect	false	rom_event_document.png	rom_generic.png	false
chain_egypt_tomb_robbers_2_large_hoard	false	rom_event_document.png	rom_generic.png	false
chain_egypt_tomb_robbers_2_not_capture	false	rom_event_document.png	rom_generic.png	false
chain_egypt_tomb_robbers_2_popular_respect	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_4_bandit_stolen	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_4_claudia_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_4_julia_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_4_junia_appropriated	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_4_returned	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_bandit_stolen_accusation_claudia	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_bandit_stolen_accusation_julia	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_bandit_stolen_accusation_junia	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_claudia_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_julia_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_rom_gold_tolosa_5_junia_appropriated_accusation	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_2_faction_leader_oracle_disappoint	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_2_faction_leader_oracle_impress	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_2_not_faction_leader_oracle_disappoint	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_2_not_faction_leader_oracle_impress	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_3_faction_leader_gain_influence	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_3_faction_leader_loss_influence	false	rom_event_document.png	rom_generic.png	false
chain_successor_heir_of_zeus_3_not_faction_leader_loss_influence	false	rom_event_document.png	rom_generic.png	false
disaster_earthquake	true	rom_event_document.png	disaster_earthquake.png	false
disaster_fire	true	rom_event_document.png	agent_raid.png	false
disaster_flood	true	rom_event_document.png	disaster_flood.png	false
disaster_pel_earthquake	true	rom_event_document.png	disaster_earthquake.png	false
disaster_pel_plague_athens	true	rom_event_document.png	attrition_disease.png	false
disaster_plague_spreads_army	true	rom_event_document.png	attrition_disease.png	true
disaster_plague_spreads_army_foreign	true	rom_event_document.png	attrition_disease.png	true
disaster_plague_spreads_region	true	rom_event_document.png	attrition_disease.png	true
disaster_plague_spreads_region_foreign	true	rom_event_document.png	attrition_disease.png	true
disaster_plague_starts_region	true	rom_event_document.png	attrition_disease.png	false
disaster_plague_starts_region_beseiged	false	rom_event_document.png	attrition_disease.png	false
disaster_plague_starts_region_foreign	true	rom_event_document.png	attrition_disease.png	false
dk_business_venture_A1	false	rom_event_document.png	dk_incense_trade.png	true
dk_business_venture_A2	false	rom_event_document.png	dk_incense_trade.png	true
dk_business_venture_B1	false	rom_event_document.png	dk_incense_trade.png	true
dk_business_venture_B2	false	rom_event_document.png	dk_incense_trade.png	true
dk_business_venture_C	false	rom_event_document.png	dk_incense_trade.png	true
dk_camel_disease_A	false	rom_event_document.png	dk_camel_gathering.png	true
dk_camel_disease_B	false	rom_event_document.png	dk_camel_gathering.png	true
dk_camel_disease_C	false	rom_event_document.png	dk_camel_gathering.png	true
dk_dig_A1	false	rom_event_document.png	dk_saba_canals.png	true
dk_dig_A2	false	rom_event_document.png	dk_saba_canals.png	true
dk_dig_B	false	rom_event_document.png	dk_saba_canals.png	true
dk_glorious_past_A	false	rom_event_document.png	dk_sand_storm.png	true
dk_glorious_past_B	false	rom_event_document.png	dk_sand_storm.png	true
dk_glorious_past_C	false	rom_event_document.png	dk_sand_storm.png	true
dk_historical_queen_01	true	rom_event_document.png	egypt_female_civil.png	true
dk_historical_queen_02	true	rom_event_document.png	egypt_female_civil.png	true
dk_historical_queen_03	true	rom_event_document.png	egypt_female_civil.png	true
dk_historical_queen_04	true	rom_event_document.png	egypt_female_civil.png	true
dk_historical_queen_05	true	rom_event_document.png	greek_female_civil.png	true
dk_historical_queen_06	true	rom_event_document.png	greek_female_civil.png	true
dk_historical_queen_07	true	rom_event_document.png	rom_greek_female_matron.png	true
dk_historical_queen_08	true	rom_event_document.png	greek_female_civil.png	true
dk_historical_queen_09	true	rom_event_document.png	east_female_civil_2.png	true
dk_historical_queen_10	true	rom_event_document.png	east_female_civil_2.png	true
dk_historical_queen_11	true	rom_event_document.png	desert_female_general_2.png	true
dk_historical_queen_12	true	rom_event_document.png	kush_queen.png	true
dk_kush_nile_A_B_normal	false	rom_event_document.png	dk_great_river.png	true
dk_kush_nile_A_draught	false	rom_event_document.png	dk_great_river.png	true
dk_kush_nile_A_flood	false	rom_event_document.png	dk_great_river.png	true
dk_kush_nile_B_draught	false	rom_event_document.png	dk_great_river.png	true
dk_kush_nile_B_flood	false	rom_event_document.png	dk_great_river.png	true
dk_kush_priests_suicide_A	false	rom_event_document.png	dk_kush_priests.png	true
dk_kush_priests_suicide_B	false	rom_event_document.png	dk_kush_priests.png	true
dk_locusts_A	false	rom_event_document.png	dk_incense_trade.png	true
dk_locusts_B	false	rom_event_document.png	dk_incense_trade.png	true
dk_lost_caravan_A	false	rom_event_document.png	dk_sand_storm.png	true
dk_lost_caravan_B	false	rom_event_document.png	dk_sand_storm.png	true
dk_mercernaries_A	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_mercernaries_B	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_merchants_plea_A	false	rom_event_document.png	dk_exotic_market.png	true
dk_merchants_plea_B	false	rom_event_document.png	dk_exotic_market.png	true
dk_merchants_plea_C	false	rom_event_document.png	dk_exotic_market.png	true
dk_monster_A	false	rom_event_document.png	dk_great_river.png	true
dk_monster_B	false	rom_event_document.png	dk_kush_priests.png	true
dk_monster_C	false	rom_event_document.png	dk_kush_priests.png	true
dk_monster_D	false	rom_event_document.png	dk_great_river.png	true
dk_numidia_dreams_A	false	rom_event_document.png	dk_numidia_divination.png	true
dk_numidia_dreams_B	false	rom_event_document.png	dk_numidia_divination.png	true
dk_numidia_dreams_C	false	rom_event_document.png	dk_numidia_divination.png	true
dk_numidia_dreams_D	false	rom_event_document.png	dk_numidia_divination.png	true
dk_numidia_raid_A1	false	rom_event_document.png	dk_numidia_envoy.png	true
dk_numidia_raid_A2	false	rom_event_document.png	dk_numidia_envoy.png	true
dk_numidia_raid_B1	false	rom_event_document.png	dk_numidia_envoy.png	true
dk_numidia_raid_B2	false	rom_event_document.png	dk_numidia_envoy.png	true
dk_sand_storm_A	false	rom_event_document.png	dk_sand_storm.png	true
dk_sand_storm_B	false	rom_event_document.png	dk_sand_storm.png	true
dk_slavers_ship_A	false	rom_event_document.png	dk_great_river.png	true
dk_slavers_ship_B	false	rom_event_document.png	dk_exotic_market.png	true
dk_slavers_ship_C	false	rom_event_document.png	dk_great_river.png	true
dk_survivors_A	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_survivors_B	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_survivors_C	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_survivors_D	false	rom_event_document.png	dk_numidia_nomads.png	true
dk_suspicious_merchant_A1	false	rom_event_document.png	dk_exotic_market.png	true
dk_suspicious_merchant_A2	false	rom_event_document.png	dk_exotic_market.png	true
dk_suspicious_merchant_B	false	rom_event_document.png	dk_exotic_market.png	true
dk_unhappy_workers_A	false	rom_event_document.png	dk_saba_canals.png	true
dk_unhappy_workers_B	false	rom_event_document.png	dk_saba_canals.png	true
eas_agrarian_agitator_A	false	rom_event_document.png	east_generic.png	false
eas_agrarian_agitator_B	false	rom_event_document.png	east_generic.png	false
eas_agrarian_agitator_C	false	rom_event_document.png	east_generic.png	false
eas_agrarian_agitator_D	false	rom_event_document.png	east_generic.png	false
