id	building_path	construction_type	display_building_key	phase
10214	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_military_main_aux_3	0
10216	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_military_main_aux_4	0
10224	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_military_main_heavy_2	0
10225	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_military_main_heavy_3	0
10229	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_military_main_heavy_4	0
10239	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_1	0
10245	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_industry_2	0
10250	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_industry_3	0
10260	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_industry_4	0
10268	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_pottery_2	0
10270	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_pottery_3	0
10278	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_outskirts_pottery_4	0
10282	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_1	0
10290	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_food_2	0
10300	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_food_3	0
10308	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_food_4	0
10312	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_large_military_2	0
10319	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_large_military_3	0
10328	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_large_military_4	0
10333	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_minor_1	0
10336	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_small_military_2	0
10342	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_small_military_3	0
10348	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_small_military_4	0
10352	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_trade_2	0
10354	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_trade_3	0
10356	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_port_trade_4	0
10364	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_1	0
10365	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_5_Temple_Complex	0
10367	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Zeus_2	0
10369	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Zeus_3	0
10378	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Zeus_4	0
10388	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Ares_2	0
10391	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Ares_3	0
10398	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Ares_4	0
10407	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hermes_2	0
10409	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hermes_3	0
10415	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hermes_4	0
10421	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Athene_2	0
10429	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Athene_3	0
10435	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Athene_4	0
10436	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Poseidon_2	0
10442	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Poseidon_3	0
10444	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Poseidon_4	0
10449	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Nymphs_2	0
10452	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Nymphs_3	0
10457	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Nymphs_4	0
10462	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hephaistos_2	0
10469	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hephaistos_3	0
10472	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_temple_Hephaistos_4	0
10473	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_1	0
10477	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_bath_2	0
10481	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_bath_3	0
10486	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_bath_4	0
10494	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_firefighter_2	0
10504	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_firefighter_3	0
10505	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_HELLENIC_water_firefighter_4	0
10514	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_major_1	0
10517	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_major_2	0
10521	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_major_3	0
10529	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_major_4	0
10530	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_fish_1	0
10538	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_fish_2	0
10542	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_fish_3	0
10546	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_fish_4	0
10547	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_glass_1	0
10553	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_glass_2	0
10560	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_glass_3	0
10563	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_glass_4	0
10568	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_gold_1	0
10575	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_gold_2	0
10585	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_gold_3	0
10586	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_gold_4	0
10588	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_grain_1	0
10597	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_grain_2	0
10604	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_grain_3	0
10613	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_grain_4	0
10619	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_hides_1	0
10629	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_hides_2	0
10634	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_hides_3	0
10640	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_hides_4	0
10641	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_iron_1	0
10648	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_iron_2	0
10649	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_iron_3	0
10653	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_iron_4	0
10662	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_limestone_1	0
10664	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_limestone_2	0
10667	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_limestone_3	0
10675	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_limestone_4	0
10681	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_marble_1	0
10684	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_marble_2	0
10694	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_marble_3	0
10702	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_marble_4	0
10703	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_olives_1	0
10711	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_olives_2	0
10715	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_olives_3	0
10724	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_olives_4	0
10730	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_purple_dye_1	0
10732	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_purple_dye_2	0
10737	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_purple_dye_3	0
10741	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_purple_dye_4	0
10745	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silk_1	0
10746	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silk_2	0
10751	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silk_3	0
10752	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silk_4	0
10761	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silver_1	0
10767	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silver_2	0
10771	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silver_3	0
10777	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_silver_4	0
10785	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_timber_1	0
10786	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_timber_2	0
10795	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_timber_3	0
10803	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_timber_4	0
10813	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_township_1	0
10823	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_township_2	0
10824	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_township_3	0
10832	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_township_4	0
10837	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_wine_1	0
10847	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_wine_2	0
10857	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_wine_3	0
10863	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_city_minor_wine_4	0
10867	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_1	0
10875	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_entertainment_2	0
10884	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_entertainment_3	0
10891	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_entertainment_4	0
10900	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_entertainment_5_B	0
10901	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_entertainment_5_D	0
10907	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_food_2	0
10908	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_food_3	0
10914	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_food_4	0
10919	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_public_2	0
10924	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_public_3	0
10928	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_public_4	0
10937	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_research_2	0
10943	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_research_3	0
10953	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_research_4	0
10963	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_slave_2	0
10965	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_slave_3	0
10967	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_trade_2	0
10969	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_trade_3	0
10979	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_forum_trade_4	0
10981	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_1	0
10990	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_aux_2	0
11000	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_aux_3	0
11009	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_aux_4	0
11012	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_cav_2	0
11015	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_cav_3	0
11019	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_cav_4	0
11028	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_attack_2	0
11038	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_attack_3	0
11043	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_attack_4	0
11048	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_defence_2	0
11051	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_defence_3	0
11054	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_buff_inf_defence_4	0
11055	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_1	0
11063	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_armour_2	0
11071	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_armour_3	0
11080	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_siege_2	0
11086	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_siege_3	0
11090	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_weapon_2	0
11098	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_equipment_weapon_3	0
11099	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_1	0
11108	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_aux_2	0
11117	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_aux_3	0
11125	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_aux_4	0
11132	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_heavy_2	0
11141	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_heavy_3	0
11145	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_military_main_heavy_4	0
11151	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_1	0
11154	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_industry_2	0
11160	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_industry_3	0
11164	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_industry_4	0
11166	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_pottery_2	0
11169	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_pottery_3	0
11171	RigidModels/campaign/settlements/construction/building_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_outskirts_pottery_4	0
11174	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_1	0
11183	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_food_2	0
11189	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_food_3	0
11192	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_food_4	0
11200	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_large_military_2	0
11207	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_large_military_3	0
11215	RigidModels\campaign\settlements\construction\port_construction_anim.rigid_model_v2	dismantle	rom_ROMAN_port_large_military_4	0
