faction_key	unit_key
3c_galatia	3c_Rom_Armoured_Archers
3c_galatia	3c_Rom_Cohors
3c_galatia	3c_Rom_Equites
3c_galatia	3c_Rom_Evocati_Cohort
3c_galatia	3c_Rom_Horse_Archers
3c_galatia	3c_Rom_Light_Roman_Skirmishers
3c_galatia	3c_Rom_Pikemen
3c_galatia	3c_Rom_Roman_Legionaries
3c_galatia	3c_Rom_Roman_Legionary_Cavalry
3c_galatia	3c_Rom_Roman_Levies
3c_galatia	3c_Rom_Slingers
3c_galatia	3c_Rom_Vigiles
3c_galatia	3c_Rom_War_Dogs
3c_gallicemp	3c_Rom_Armoured_Archers
3c_gallicemp	3c_Rom_Cohors
3c_gallicemp	3c_Rom_Equites
3c_gallicemp	3c_Rom_Evocati_Cohort
3c_gallicemp	3c_Rom_Horse_Archers
3c_gallicemp	3c_Rom_Light_Roman_Skirmishers
3c_gallicemp	3c_Rom_Pikemen
3c_gallicemp	3c_Rom_Roman_Legionaries
3c_gallicemp	3c_Rom_Roman_Legionary_Cavalry
3c_gallicemp	3c_Rom_Roman_Levies
3c_gallicemp	3c_Rom_Slingers
3c_gallicemp	3c_Rom_Vigiles
3c_gallicemp	3c_Rom_War_Dogs
3c_gothi	3c_Ger_Armoured_Germanic_Swordsmen
3c_gothi	3c_Ger_Germanic_Axe_Warriors
3c_gothi	3c_Ger_Germanic_Band
3c_gothi	3c_Ger_Germanic_Horse_Skirmishers
3c_gothi	3c_Ger_Germanic_Horsemen
3c_gothi	3c_Ger_Germanic_Hunters
3c_gothi	3c_Ger_Germanic_Hurlers
3c_gothi	3c_Ger_Germanic_Lancers
3c_gothi	3c_Ger_Germanic_Mounted_Warband
3c_gothi	3c_Ger_Germanic_Nobles
3c_gothi	3c_Ger_Germanic_Pikes
3c_gothi	3c_Ger_Germanic_Skirmishers
3c_gothi	3c_Ger_Germanic_Spear_Masters
3c_gothi	3c_Ger_Germanic_Spearmen
3c_gothi	3c_Ger_Germanic_Swordsmen
3c_gothi	3c_Ger_Noble_Germanic_Horsemen
3c_gothi	3c_Ger_Savage_Dogs
3c_gothi	3c_Ger_Spear_Levy
3c_hispania	3c_Rom_Armoured_Archers
3c_hispania	3c_Rom_Cohors
3c_hispania	3c_Rom_Equites
3c_hispania	3c_Rom_Evocati_Cohort
3c_hispania	3c_Rom_Horse_Archers
3c_hispania	3c_Rom_Light_Roman_Skirmishers
3c_hispania	3c_Rom_Pikemen
3c_hispania	3c_Rom_Roman_Legionaries
3c_hispania	3c_Rom_Roman_Legionary_Cavalry
3c_hispania	3c_Rom_Roman_Levies
3c_hispania	3c_Rom_Slingers
3c_hispania	3c_Rom_Vigiles
3c_hispania	3c_Rom_War_Dogs
3c_lusitania	3c_Rom_Armoured_Archers
3c_lusitania	3c_Rom_Cohors
3c_lusitania	3c_Rom_Equites
3c_lusitania	3c_Rom_Evocati_Cohort
3c_lusitania	3c_Rom_Horse_Archers
3c_lusitania	3c_Rom_Light_Roman_Skirmishers
3c_lusitania	3c_Rom_Pikemen
3c_lusitania	3c_Rom_Roman_Legionaries
3c_lusitania	3c_Rom_Roman_Legionary_Cavalry
3c_lusitania	3c_Rom_Roman_Levies
3c_lusitania	3c_Rom_Slingers
3c_lusitania	3c_Rom_Vigiles
3c_lusitania	3c_Rom_War_Dogs
3c_lydia	3c_Rom_Armoured_Archers
3c_lydia	3c_Rom_Cohors
3c_lydia	3c_Rom_Equites
3c_lydia	3c_Rom_Evocati_Cohort
3c_lydia	3c_Rom_Horse_Archers
3c_lydia	3c_Rom_Light_Roman_Skirmishers
3c_lydia	3c_Rom_Pikemen
3c_lydia	3c_Rom_Roman_Legionaries
3c_lydia	3c_Rom_Roman_Legionary_Cavalry
3c_lydia	3c_Rom_Roman_Levies
3c_lydia	3c_Rom_Slingers
3c_lydia	3c_Rom_Vigiles
3c_lydia	3c_Rom_War_Dogs
3c_marcomanni	3c_Ger_Armoured_Germanic_Swordsmen
3c_marcomanni	3c_Ger_Germanic_Axe_Warriors
3c_marcomanni	3c_Ger_Germanic_Band
3c_marcomanni	3c_Ger_Germanic_Horse_Skirmishers
3c_marcomanni	3c_Ger_Germanic_Horsemen
3c_marcomanni	3c_Ger_Germanic_Hunters
3c_marcomanni	3c_Ger_Germanic_Hurlers
3c_marcomanni	3c_Ger_Germanic_Lancers
3c_marcomanni	3c_Ger_Germanic_Mounted_Warband
3c_marcomanni	3c_Ger_Germanic_Nobles
3c_marcomanni	3c_Ger_Germanic_Pikes
3c_marcomanni	3c_Ger_Germanic_Skirmishers
3c_marcomanni	3c_Ger_Germanic_Spear_Masters
3c_marcomanni	3c_Ger_Germanic_Spearmen
3c_marcomanni	3c_Ger_Germanic_Swordsmen
3c_marcomanni	3c_Ger_Noble_Germanic_Horsemen
3c_marcomanni	3c_Ger_Savage_Dogs
3c_marcomanni	3c_Ger_Spear_Levy
3c_numidia	3c_Rom_Armoured_Archers
3c_numidia	3c_Rom_Cohors
3c_numidia	3c_Rom_Equites
3c_numidia	3c_Rom_Evocati_Cohort
3c_numidia	3c_Rom_Horse_Archers
3c_numidia	3c_Rom_Light_Roman_Skirmishers
3c_numidia	3c_Rom_Pikemen
3c_numidia	3c_Rom_Roman_Legionaries
3c_numidia	3c_Rom_Roman_Legionary_Cavalry
3c_numidia	3c_Rom_Roman_Levies
3c_numidia	3c_Rom_Slingers
3c_numidia	3c_Rom_Vigiles
3c_numidia	3c_Rom_War_Dogs
3c_palmyra	3c_Eas_Eastern_Armoured_Cavalry
3c_palmyra	3c_Eas_Eastern_Axe_Warriors
3c_palmyra	3c_Eas_Eastern_Bowmen
3c_palmyra	3c_Eas_Eastern_Cataphracts
3c_palmyra	3c_Eas_Eastern_Cavalry
3c_palmyra	3c_Eas_Eastern_Horse_Archers
3c_palmyra	3c_Eas_Eastern_Horse_Skirmishers
3c_palmyra	3c_Eas_Eastern_Infantry
3c_palmyra	3c_Eas_Eastern_Javelinmen
3c_palmyra	3c_Eas_Eastern_Nobles
3c_palmyra	3c_Eas_Eastern_Pikemen
3c_palmyra	3c_Eas_Eastern_Slingers
3c_palmyra	3c_Eas_Eastern_Spearmen
3c_palmyra	3c_Eas_Hillmen
3c_palmyra	3c_Eas_Noble_Spearmen
3c_palmyra	3c_Per_Persian_Archers
3c_palmyra	3c_Per_Persian_Armoured_Cavalry
3c_palmyra	3c_Per_Persian_Cataphracts
3c_palmyra	3c_Per_Persian_Cavalry
3c_palmyra	3c_Per_Persian_Horse_Archers
3c_palmyra	3c_Per_Persian_Horse_Skirmishers
3c_palmyra	3c_Per_Persian_Levy
3c_palmyra	3c_Per_Persian_Light_Infantry
3c_palmyra	3c_Per_Persian_Nobles
3c_palmyra	3c_Per_Persian_Skirmishers
3c_palmyra	3c_Per_Persian_Slingers
3c_palmyra	3c_Per_Persian_Spearmen
3c_palmyra	3c_Per_Persian_Swordsmen
3c_palmyra	3c_Rom_Armoured_Archers
3c_palmyra	3c_Rom_Cohors
3c_palmyra	3c_Rom_Equites
3c_palmyra	3c_Rom_Evocati_Cohort
3c_palmyra	3c_Rom_Horse_Archers
3c_palmyra	3c_Rom_Light_Roman_Skirmishers
3c_palmyra	3c_Rom_Pikemen
3c_palmyra	3c_Rom_Roman_Legionaries
3c_palmyra	3c_Rom_Roman_Legionary_Cavalry
3c_palmyra	3c_Rom_Roman_Levies
3c_palmyra	3c_Rom_Slingers
3c_palmyra	3c_Rom_Vigiles
3c_palmyra	3c_Rom_War_Dogs
3c_rebel_african	3c_Num_Numidian_Cavalry
3c_rebel_african	3c_Num_Numidian_Infantry
3c_rebel_african	3c_Num_Numidian_Javelinmen
3c_rebel_african	3c_Num_Numidian_Noble_Cavalry
3c_rebel_african	3c_Num_Numidian_Slingers
3c_rebel_african	3c_Num_Numidian_Swordsmen
3c_rebel_celtic	3c_Cel_Celtic_Archers
3c_rebel_celtic	3c_Cel_Celtic_Horse_Skirmishers
3c_rebel_celtic	3c_Cel_Celtic_Horsemen
3c_rebel_celtic	3c_Cel_Celtic_Levy
3c_rebel_celtic	3c_Cel_Celtic_Nobles
3c_rebel_celtic	3c_Cel_Celtic_Skirmishers
3c_rebel_celtic	3c_Cel_Celtic_Spearmen
3c_rebel_celtic	3c_Cel_Celtic_Sword_Band
3c_rebel_celtic	3c_Cel_Celtic_Swordsmen
3c_rebel_celtic	3c_Cel_Celtic_Warhounds
3c_rebel_celtic	3c_Cel_Chariots
3c_rebel_celtic	3c_Cel_Chosen_Sword_Band
3c_rebel_celtic	3c_Cel_Painted_Warriors
3c_rebel_eastern	3c_Eas_Eastern_Armoured_Cavalry
3c_rebel_eastern	3c_Eas_Eastern_Axe_Warriors
3c_rebel_eastern	3c_Eas_Eastern_Bowmen
3c_rebel_eastern	3c_Eas_Eastern_Cataphracts
3c_rebel_eastern	3c_Eas_Eastern_Cavalry
3c_rebel_eastern	3c_Eas_Eastern_Horse_Archers
3c_rebel_eastern	3c_Eas_Eastern_Horse_Skirmishers
3c_rebel_eastern	3c_Eas_Eastern_Infantry
3c_rebel_eastern	3c_Eas_Eastern_Javelinmen
3c_rebel_eastern	3c_Eas_Eastern_Nobles
3c_rebel_eastern	3c_Eas_Eastern_Pikemen
3c_rebel_eastern	3c_Eas_Eastern_Slingers
3c_rebel_eastern	3c_Eas_Eastern_Spearmen
3c_rebel_eastern	3c_Eas_Hillmen
3c_rebel_eastern	3c_Eas_Noble_Spearmen
3c_rebel_germanic	3c_Ger_Armoured_Germanic_Swordsmen
3c_rebel_germanic	3c_Ger_Germanic_Axe_Warriors
3c_rebel_germanic	3c_Ger_Germanic_Band
3c_rebel_germanic	3c_Ger_Germanic_Horse_Skirmishers
3c_rebel_germanic	3c_Ger_Germanic_Horsemen
3c_rebel_germanic	3c_Ger_Germanic_Hunters
3c_rebel_germanic	3c_Ger_Germanic_Hurlers
3c_rebel_germanic	3c_Ger_Germanic_Lancers
3c_rebel_germanic	3c_Ger_Germanic_Mounted_Warband
3c_rebel_germanic	3c_Ger_Germanic_Nobles
3c_rebel_germanic	3c_Ger_Germanic_Pikes
3c_rebel_germanic	3c_Ger_Germanic_Skirmishers
3c_rebel_germanic	3c_Ger_Germanic_Spear_Masters
3c_rebel_germanic	3c_Ger_Germanic_Spearmen
3c_rebel_germanic	3c_Ger_Germanic_Swordsmen
3c_rebel_germanic	3c_Ger_Noble_Germanic_Horsemen
3c_rebel_germanic	3c_Ger_Savage_Dogs
3c_rebel_germanic	3c_Ger_Spear_Levy
3c_rebel_latin	3c_Rom_Armoured_Archers
3c_rebel_latin	3c_Rom_Cohors
3c_rebel_latin	3c_Rom_Equites
3c_rebel_latin	3c_Rom_Evocati_Cohort
3c_rebel_latin	3c_Rom_Horse_Archers
3c_rebel_latin	3c_Rom_Light_Roman_Skirmishers
3c_rebel_latin	3c_Rom_Pikemen
3c_rebel_latin	3c_Rom_Roman_Legionaries
3c_rebel_latin	3c_Rom_Roman_Legionary_Cavalry
3c_rebel_latin	3c_Rom_Roman_Levies
3c_rebel_latin	3c_Rom_Slingers
3c_rebel_latin	3c_Rom_Vigiles
3c_rebel_latin	3c_Rom_War_Dogs
3c_rebel_nomadic	3c_Ala_Steppe_Cavalry
3c_rebel_nomadic	3c_Ste_Sarmatian_Horse_Archers
3c_rebel_nomadic	3c_Ste_Sarmatian_Light_Cavalry
3c_rebel_nomadic	3c_Ste_Steppe_Nobles
3c_rebel_nomadic	3c_Ste_Steppe_Slingers
3c_rebel_nomadic	3c_Ste_Steppe_Spearmen
3c_rebel_nomadic	3c_Ste_Steppe_Warriors
3c_rome	3c_Rom_Armoured_Archers
3c_rome	3c_Rom_Cohors
3c_rome	3c_Rom_Equites
3c_rome	3c_Rom_Evocati_Cohort
3c_rome	3c_Rom_Horse_Archers
3c_rome	3c_Rom_Light_Roman_Skirmishers
3c_rome	3c_Rom_Pikemen
3c_rome	3c_Rom_Roman_Legionaries
3c_rome	3c_Rom_Roman_Legionary_Cavalry
3c_rome	3c_Rom_Roman_Levies
3c_rome	3c_Rom_Slingers
3c_rome	3c_Rom_Vigiles
3c_rome	3c_Rom_War_Dogs
3c_sassanid	3c_Eas_Eastern_Armoured_Cavalry
3c_sassanid	3c_Eas_Eastern_Axe_Warriors
3c_sassanid	3c_Eas_Eastern_Bowmen
3c_sassanid	3c_Eas_Eastern_Cataphracts
3c_sassanid	3c_Eas_Eastern_Cavalry
3c_sassanid	3c_Eas_Eastern_Horse_Archers
3c_sassanid	3c_Eas_Eastern_Horse_Skirmishers
3c_sassanid	3c_Eas_Eastern_Infantry
3c_sassanid	3c_Eas_Eastern_Javelinmen
3c_sassanid	3c_Eas_Eastern_Nobles
3c_sassanid	3c_Eas_Eastern_Pikemen
3c_sassanid	3c_Eas_Eastern_Slingers
3c_sassanid	3c_Eas_Eastern_Spearmen
3c_sassanid	3c_Eas_Hillmen
3c_sassanid	3c_Eas_Noble_Spearmen
3c_sassanid	3c_Per_Persian_Archers
3c_sassanid	3c_Per_Persian_Armoured_Cavalry
3c_sassanid	3c_Per_Persian_Cataphracts
3c_sassanid	3c_Per_Persian_Cavalry
3c_sassanid	3c_Per_Persian_Horse_Archers
3c_sassanid	3c_Per_Persian_Horse_Skirmishers
3c_sassanid	3c_Per_Persian_Levy
3c_sassanid	3c_Per_Persian_Light_Infantry
3c_sassanid	3c_Per_Persian_Nobles
3c_sassanid	3c_Per_Persian_Skirmishers
3c_sassanid	3c_Per_Persian_Slingers
3c_sassanid	3c_Per_Persian_Spearmen
3c_sassanid	3c_Per_Persian_Swordsmen
3c_saxoni	3c_Ger_Armoured_Germanic_Swordsmen
3c_saxoni	3c_Ger_Germanic_Axe_Warriors
3c_saxoni	3c_Ger_Germanic_Band
3c_saxoni	3c_Ger_Germanic_Horse_Skirmishers
3c_saxoni	3c_Ger_Germanic_Horsemen
3c_saxoni	3c_Ger_Germanic_Hunters
3c_saxoni	3c_Ger_Germanic_Hurlers
3c_saxoni	3c_Ger_Germanic_Lancers
3c_saxoni	3c_Ger_Germanic_Mounted_Warband
3c_saxoni	3c_Ger_Germanic_Nobles
3c_saxoni	3c_Ger_Germanic_Pikes
3c_saxoni	3c_Ger_Germanic_Skirmishers
3c_saxoni	3c_Ger_Germanic_Spear_Masters
3c_saxoni	3c_Ger_Germanic_Spearmen
3c_saxoni	3c_Ger_Germanic_Swordsmen
3c_saxoni	3c_Ger_Noble_Germanic_Horsemen
3c_saxoni	3c_Ger_Savage_Dogs
3c_saxoni	3c_Ger_Spear_Levy
emp_alani	Ste_Archers
emp_alani	Ste_Armour_Horse_Archers
emp_alani	Ste_Armoured_Lancers
emp_alani	Ste_Horse_Archers
emp_alani	Ste_Horse_Skirm
emp_alani	Ste_Lancers
emp_alani	Ste_Spear
emp_alani	Ste_Tribesmen
emp_alani	Ste_Young_Axes
emp_antony	Emp_Rom_Legionaries
emp_antony	Emp_Rom_Vigiles
emp_antony	Rom_Gladiator_Spear
emp_antony	Rom_Gladiators
emp_antony	Rom_Legionary_Cav
emp_antony	Rom_Velites
emp_antony_civil_war	Emp_Rom_Legionaries
emp_antony_civil_war	Emp_Rom_Vigiles
emp_antony_civil_war	Rom_Gladiator_Spear
emp_antony_civil_war	Rom_Gladiators
emp_antony_civil_war	Rom_Legionary_Cav
emp_antony_civil_war	Rom_Velites
emp_aorsoi	Ste_Archers
emp_aorsoi	Ste_Armour_Horse_Archers
emp_aorsoi	Ste_Armoured_Lancers
emp_aorsoi	Ste_Horse_Archers
emp_aorsoi	Ste_Lancers
emp_aorsoi	Ste_Spear
emp_aorsoi	Ste_Tribesmen
emp_aorsoi	Ste_Young_Axes
emp_ardhan	Eas_Archers
emp_ardhan	Eas_Axemen
emp_ardhan	Eas_Hillmen
emp_ardhan	Eas_Horse_Archers
emp_ardhan	Eas_Horse_Skirm
emp_ardhan	Eas_Javelinmen
emp_ardhan	Eas_Kartli_Axemen
emp_ardhan	Eas_Mob
emp_ardhan	Eas_Noble_Blood_Cav
emp_ardhan	Eas_Slingers
emp_ardhan	Eas_Spear
emp_arii	Ger_Bloodsworn
emp_arii	Ger_Club_Levy
emp_arii	Ger_Longbow_Hunters
emp_arii	Ger_Night_Hunters
emp_arii	Ger_Scout_Riders
emp_arii	Ger_Slingers
emp_arii	Ger_Spear_Brothers
emp_arii	Ger_Spear_Levy
emp_arii	Ger_Tribesmen
emp_arii	Ger_Wodanaz_Spears
emp_arii	Ger_Youths
emp_armenia	Eas_Archers
emp_armenia	Eas_Armour_Horse_Archers
emp_armenia	Eas_Axemen
emp_armenia	Eas_Hillmen
emp_armenia	Eas_Horse_Archers
emp_armenia	Eas_Horse_Skirm
emp_armenia	Eas_Javelinmen
emp_armenia	Eas_Mob
emp_armenia	Eas_Noble_Blood_Cav
emp_armenia	Eas_Slingers
emp_armenia	Eas_Spear
emp_armenia_civil_war	Eas_Archers
emp_armenia_civil_war	Eas_Armour_Horse_Archers
emp_armenia_civil_war	Eas_Axemen
emp_armenia_civil_war	Eas_Hillmen
emp_armenia_civil_war	Eas_Horse_Archers
emp_armenia_civil_war	Eas_Horse_Skirm
emp_armenia_civil_war	Eas_Javelinmen
emp_armenia_civil_war	Eas_Mob
emp_armenia_civil_war	Eas_Noble_Blood_Cav
emp_armenia_civil_war	Eas_Slingers
emp_armenia_civil_war	Eas_Spear
emp_axum	Aet_Cav
emp_axum	Aet_Sword
emp_axum	Afr_Archers
emp_axum	Afr_Javelinmen
emp_axum	Afr_Levy_Spear
emp_axum	Afr_Tribal_Slingers
emp_axum	Afr_Tribesmen
emp_bastarnae	Cel_Bowmen
emp_bastarnae	Cel_Light_Horse
emp_bastarnae	Cel_Skirm
emp_bastarnae	Cel_Slingers
emp_bastarnae	Cel_Spear_Warriors
emp_bastarnae	Cel_Tribesmen
emp_bastarnae	Cel_Warriors
emp_bastarnae	Ger_Spear_Levy
emp_belgae	Cel_Levy_Freemen
emp_belgae	Cel_Light_Horse
emp_belgae	Cel_Skirm
emp_belgae	Cel_Slingers
emp_belgae	Cel_Tribesmen
emp_belgae	Cel_Warriors
emp_blemmyes	Aet_Cav
emp_blemmyes	Aet_Sword
emp_blemmyes	Afr_Archers
emp_blemmyes	Afr_Javelinmen
emp_blemmyes	Afr_Levy_Spear
emp_blemmyes	Afr_Tribal_Slingers
emp_blemmyes	Afr_Tribesmen
emp_boii	Cel_Bowmen
emp_boii	Cel_Heavy_Horse
emp_boii	Cel_Levy_Freemen
emp_boii	Cel_Light_Horse
emp_boii	Cel_Skirm
emp_boii	Cel_Slingers
emp_boii	Cel_Spear_Warriors
emp_boii	Cel_Tribesmen
emp_boii	Cel_Warriors
emp_breuci	Cel_Bowmen
emp_breuci	Cel_Levy_Freemen
emp_breuci	Cel_Light_Horse
emp_breuci	Cel_Skirm
emp_breuci	Cel_Slingers
emp_breuci	Cel_Spear_Warriors
emp_breuci	Cel_Tribesmen
emp_breuci	Cel_Warriors
emp_brigantes	Bri_Ambushers
emp_brigantes	Bri_Chosen_Spear_Band
emp_brigantes	Bri_Chosen_Sword_Band
emp_brigantes	Bri_Farmers
emp_brigantes	Bri_Scout_Riders
emp_brigantes	Bri_Skirm
emp_brigantes	Bri_Slingers
emp_brigantes	Bri_Spear_Band
emp_brigantes	Bri_Sword_Band
emp_brigantes	Bri_Veteran_Riders
emp_buri	Ger_Bloodsworn
emp_buri	Ger_Club_Levy
emp_buri	Ger_Longbow_Hunters
emp_buri	Ger_Night_Hunters
emp_buri	Ger_Scout_Riders
emp_buri	Ger_Slingers
emp_buri	Ger_Spear_Brothers
emp_buri	Ger_Spear_Levy
emp_buri	Ger_Tribesmen
emp_buri	Ger_Wodanaz_Spears
emp_buri	Ger_Youths
emp_caledones	Bri_Ambushers
emp_caledones	Bri_Chosen_Spear_Band
emp_caledones	Bri_Chosen_Sword_Band
emp_caledones	Bri_Farmers
emp_caledones	Bri_Scout_Riders
emp_caledones	Bri_Skirm
emp_caledones	Bri_Slingers
emp_caledones	Bri_Spear_Band
emp_caledones	Bri_Sword_Band
emp_caledones	Bri_Veteran_Riders
emp_cantabri	Ibe_Cav
emp_cantabri	Ibe_Guerilla_Warriors
emp_cantabri	Ibe_Scut_Spear
emp_cantabri	Ibe_Scutarii
emp_cantabri	Ibe_Skirm
emp_cantabri	Ibe_Slingers
emp_cantabri	Ibe_Spear
emp_cantabri	Ibe_Sword
emp_cantabri	Ibe_Tribesmen
emp_cappadocia	Eas_Archers
emp_cappadocia	Eas_Hillmen
emp_cappadocia	Eas_Horse_Skirm
emp_cappadocia	Eas_Javelinmen
emp_cappadocia	Eas_Mob
emp_cappadocia	Eas_Slingers
emp_cappadocia	Eas_Spear
emp_characene	Eas_Garrison_Spear
emp_characene	Eas_Hillmen
emp_characene	Eas_Horse_Skirm
emp_characene	Eas_Javelinmen
emp_characene	Eas_Median_Cav
emp_characene	Eas_Mob
emp_characene	Eas_Persian_Light_Archers
emp_characene	Eas_Slingers
emp_cherusci	Ger_Bloodsworn
emp_cherusci	Ger_Club_Levy
emp_cherusci	Ger_Longbow_Hunters
emp_cherusci	Ger_Night_Hunters
emp_cherusci	Ger_Scout_Riders
emp_cherusci	Ger_Slingers
emp_cherusci	Ger_Spear_Brothers
emp_cherusci	Ger_Spear_Levy
emp_cherusci	Ger_Tribesmen
emp_cherusci	Ger_Wodanaz_Spears
emp_cherusci	Ger_Youths
emp_cimbri	Ger_Bloodsworn
emp_cimbri	Ger_Club_Levy
emp_cimbri	Ger_Longbow_Hunters
emp_cimbri	Ger_Night_Hunters
emp_cimbri	Ger_Scout_Riders
emp_cimbri	Ger_Slingers
emp_cimbri	Ger_Spear_Brothers
emp_cimbri	Ger_Spear_Levy
emp_cimbri	Ger_Tribesmen
emp_cimbri	Ger_Wodanaz_Spears
emp_cimbri	Ger_Youths
emp_corieltauvi	Bri_Ambushers
emp_corieltauvi	Bri_Chosen_Spear_Band
emp_corieltauvi	Bri_Chosen_Sword_Band
emp_corieltauvi	Bri_Farmers
emp_corieltauvi	Bri_Scout_Riders
emp_corieltauvi	Bri_Skirm
emp_corieltauvi	Bri_Slingers
emp_corieltauvi	Bri_Spear_Band
emp_corieltauvi	Bri_Sword_Band
emp_corieltauvi	Bri_Veteran_Riders
emp_dacia	Dac_Armoured_Spears
emp_dacia	Dac_Bow_Horsemen
emp_dacia	Dac_Bowmen
emp_dacia	Dac_Falxmen
emp_dacia	Dac_Heavy_Spears
emp_dacia	Dac_Skirm
emp_dacia	Dac_Spear_Horsemen
emp_dacia	Dac_Spear_Warriors
emp_dacia	Dac_Spears
emp_dacia	Dac_Tribesmen
emp_dacia_civil_war	Dac_Armoured_Spears
emp_dacia_civil_war	Dac_Bow_Horsemen
emp_dacia_civil_war	Dac_Bowmen
emp_dacia_civil_war	Dac_Falxmen
emp_dacia_civil_war	Dac_Heavy_Spears
emp_dacia_civil_war	Dac_Skirm
emp_dacia_civil_war	Dac_Spear_Horsemen
emp_dacia_civil_war	Dac_Spear_Warriors
emp_dacia_civil_war	Dac_Spears
emp_dacia_civil_war	Dac_Tribesmen
emp_dahae	Ste_Archers
emp_dahae	Ste_Armour_Horse_Archers
emp_dahae	Ste_Armoured_Lancers
emp_dahae	Ste_Horse_Archers
emp_dahae	Ste_Horse_Skirm
emp_dahae	Ste_Lancers
emp_dahae	Ste_Spear
emp_dahae	Ste_Tribesmen
emp_dahae	Ste_Young_Axes
emp_demetae	Bri_Ambushers
emp_demetae	Bri_Chosen_Spear_Band
emp_demetae	Bri_Chosen_Sword_Band
emp_demetae	Bri_Farmers
emp_demetae	Bri_Scout_Riders
emp_demetae	Bri_Skirm
emp_demetae	Bri_Slingers
emp_demetae	Bri_Spear_Band
emp_demetae	Bri_Sword_Band
emp_demetae	Bri_Veteran_Riders
emp_drangiana	Eas_Garrison_Spear
emp_drangiana	Eas_Hillmen
emp_drangiana	Eas_Horse_Skirm
emp_drangiana	Eas_Javelinmen
emp_drangiana	Eas_Median_Cav
emp_drangiana	Eas_Mob
emp_drangiana	Eas_Persian_Light_Archers
emp_drangiana	Eas_Slingers
emp_dumonii	Bri_Ambushers
emp_dumonii	Bri_Chosen_Spear_Band
emp_dumonii	Bri_Chosen_Sword_Band
emp_dumonii	Bri_Farmers
emp_dumonii	Bri_Scout_Riders
emp_dumonii	Bri_Skirm
emp_dumonii	Bri_Slingers
emp_dumonii	Bri_Spear_Band
emp_dumonii	Bri_Sword_Band
emp_dumonii	Bri_Veteran_Riders
emp_ebdani	Bri_Ambushers
emp_ebdani	Bri_Chosen_Spear_Band
emp_ebdani	Bri_Chosen_Sword_Band
emp_ebdani	Bri_Farmers
emp_ebdani	Bri_Scout_Riders
emp_ebdani	Bri_Skirm
emp_ebdani	Bri_Slingers
emp_ebdani	Bri_Spear_Band
emp_ebdani	Bri_Sword_Band
emp_ebdani	Bri_Veteran_Riders
emp_egypt	Ara_Camel_Archers
emp_egypt	Ara_Camel_Spear
emp_egypt	Egy_Archers
emp_egypt	Egy_Cav
emp_egypt	Egy_Galatian_Sword
emp_egypt	Egy_Infantry
emp_egypt	Egy_Javelinmen
emp_egypt	Egy_Karian_Axemen
emp_egypt	Egy_Mob
emp_egypt	Egy_Nubian_Bowmen
emp_egypt	Egy_Nubian_Spear
emp_egypt	Egy_Pike
emp_egypt	Egy_Slingers
emp_egypt	Gre_Citizen_Cav
