id	choice_key	dilemma_key	payload_key	value
1080	FOURTH	rom_subject_hellenic_profession_6_Slaver	rom_payload_resolution	DURATION[1];GLOBAL
1085	SECOND	rom_subject_hellenic_profession_6_Slaver	rom_payload_resolution	DURATION[1];GLOBAL
1094	FIRST	rom_subject_hellenic_profession_7_Miner	rom_payload_resolution	DURATION[1];GLOBAL
1096	FIRST	rom_subject_hellenic_religions_1_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1103	SECOND	rom_subject_hellenic_religions_1_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1106	THIRD	rom_subject_hellenic_religions_1_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1114	FIRST	rom_subject_hellenic_religious_2_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1121	SECOND	rom_subject_hellenic_religious_2_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1122	THIRD	rom_subject_hellenic_religious_2_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1129	FIRST	rom_subject_hellenic_religious_3_Chalcon	rom_payload_resolution	DURATION[1];GLOBAL
1135	SECOND	rom_subject_hellenic_religious_3_Chalcon	rom_payload_resolution	DURATION[1];GLOBAL
114	THIRD	dilemma_all_martial_priorities	rom_payload_naval_recruitment	DURATION[4];GLOBAL
1142	THIRD	rom_subject_hellenic_religious_3_Chalcon	rom_payload_resolution	DURATION[1];GLOBAL
1150	FIRST	rom_subject_hellenic_religious_4_Delphoi	rom_payload_resolution	DURATION[1];GLOBAL
1158	SECOND	rom_subject_hellenic_religious_4_Delphoi	rom_payload_resolution	DURATION[1];GLOBAL
1163	THIRD	rom_subject_hellenic_religious_4_Delphoi	rom_payload_resolution	DURATION[1];GLOBAL
1170	FIRST	rom_subject_hellenic_religious_5_Epidaurus	rom_payload_resolution	DURATION[1];GLOBAL
1178	SECOND	rom_subject_hellenic_religious_5_Epidaurus	rom_payload_resolution	DURATION[1];GLOBAL
1183	THIRD	rom_subject_hellenic_religious_5_Epidaurus	rom_payload_resolution	DURATION[1];GLOBAL
1192	FIRST	rom_subject_hellenic_religious_6_hedonistic	rom_payload_resolution	DURATION[1];GLOBAL
1199	SECOND	rom_subject_hellenic_religious_6_hedonistic	rom_payload_resolution	DURATION[1];GLOBAL
12	SECOND	dilemma_hellenic_xenophon_cavalry	rom_payload_cavalry_command	DURATION[8];GLOBAL
120	FIRST	dilemma_barbarian_lost_legionaries	rom_payload_military_experience	DURATION[2];GLOBAL
1206	FIRST	rom_subject_hellenic_religious_7_Bura	rom_payload_resolution	DURATION[1];GLOBAL
1207	SECOND	rom_subject_hellenic_religious_7_Bura	rom_payload_resolution	DURATION[1];GLOBAL
121	SECOND	dilemma_barbarian_lost_legionaries	rom_payload_servitude	DURATION[4];GLOBAL
1216	THIRD	rom_subject_hellenic_religious_7_Bura	rom_payload_resolution	DURATION[1];GLOBAL
122	THIRD	dilemma_civilised_acculturation	rom_payload_culture_suppression	DURATION[3];GLOBAL
1226	FIRST	rom_subject_hellenic_slaves_1_secrets	rom_payload_resolution	DURATION[1];GLOBAL
1235	SECOND	rom_subject_hellenic_slaves_1_secrets	rom_payload_resolution	DURATION[1];GLOBAL
1236	FIRST	rom_subject_hellenic_slaves_2_Thracian	rom_payload_resolution	DURATION[1];GLOBAL
1238	SECOND	rom_subject_hellenic_slaves_2_Thracian	rom_payload_resolution	DURATION[1];GLOBAL
1246	FIRST	rom_subject_hellenic_slaves_3_slavedriver	rom_payload_resolution	DURATION[1];GLOBAL
1248	SECOND	rom_subject_hellenic_slaves_3_slavedriver	rom_payload_resolution	DURATION[1];GLOBAL
1256	FIRST	rom_subject_hellenic_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
1266	SECOND	rom_subject_hellenic_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
1276	THIRD	rom_subject_hellenic_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
128	SECOND	dilemma_civilised_acculturation	rom_payload_culture_integration	DURATION[3];GLOBAL
1282	FIRST	rom_subject_hellenic_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
1283	SECOND	rom_subject_hellenic_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
1287	THIRD	rom_subject_hellenic_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
1297	FIRST	rom_subject_hellenic_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
13	FIRST	dilemma_hellenic_philosophy_of_management	rom_payload_agrarian_purpose	DURATION[4];GLOBAL
130	FIRST	dilemma_civilised_acculturation	rom_payload_culture_understanding	DURATION[3];GLOBAL
1301	SECOND	rom_subject_hellenic_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
131	FOURTH	dilemma_roman_comet	rom_payload_religion_rom_jupiter_will	DURATION[4];GLOBAL
1310	THIRD	rom_subject_hellenic_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
1315	FIRST	rom_subject_roman_creature_dolphin	rom_payload_resolution	DURATION[1];GLOBAL
1318	SECOND	rom_subject_roman_creature_dolphin	rom_payload_resolution	DURATION[1];GLOBAL
1324	FIRST	rom_subject_roman_creature_white_faun_1	rom_payload_resolution	DURATION[1];GLOBAL
1327	SECOND	rom_subject_roman_creature_white_faun_1	rom_payload_resolution	DURATION[1];GLOBAL
1328	THIRD	rom_subject_roman_creature_white_faun_1	rom_payload_resolution	DURATION[1];GLOBAL
1335	FIRST	rom_subject_roman_cult_1	rom_payload_resolution	DURATION[1];GLOBAL
1342	SECOND	rom_subject_roman_cult_1	rom_payload_resolution	DURATION[1];GLOBAL
1347	FIRST	rom_subject_roman_family_member_1_blessed	rom_payload_resolution	DURATION[1];GLOBAL
1354	SECOND	rom_subject_roman_family_member_1_blessed	rom_payload_resolution	DURATION[1];GLOBAL
1359	FIRST	rom_subject_roman_family_member_2_harlot	rom_payload_resolution	DURATION[1];GLOBAL
1363	SECOND	rom_subject_roman_family_member_2_harlot	rom_payload_resolution	DURATION[1];GLOBAL
1366	FIRST	rom_subject_roman_family_member_3_long_lost	rom_payload_resolution	DURATION[1];GLOBAL
1374	SECOND	rom_subject_roman_family_member_3_long_lost	rom_payload_resolution	DURATION[1];GLOBAL
1380	FIRST	rom_subject_roman_family_member_4_Vicious_words	rom_payload_resolution	DURATION[1];GLOBAL
1381	SECOND	rom_subject_roman_family_member_4_Vicious_words	rom_payload_resolution	DURATION[1];GLOBAL
1390	FIRST	rom_subject_roman_family_member_5_Child_mars	rom_payload_resolution	DURATION[1];GLOBAL
1396	SECOND	rom_subject_roman_family_member_5_Child_mars	rom_payload_resolution	DURATION[1];GLOBAL
1399	FIRST	rom_subject_roman_family_member_6_pirates	rom_payload_resolution	DURATION[1];GLOBAL
1403	FIRST	rom_subject_roman_family_member_6_surgeon	rom_payload_resolution	DURATION[1];GLOBAL
141	FIRST	dilemma_roman_comet	rom_payload_religion_rom_mars_wrath	DURATION[4];GLOBAL
1412	SECOND	rom_subject_roman_family_member_6_surgeon	rom_payload_resolution	DURATION[1];GLOBAL
1422	FIRST	rom_subject_roman_general_cloaka_maxima	rom_payload_resolution	DURATION[1];GLOBAL
1425	SECOND	rom_subject_roman_general_cloaka_maxima	rom_payload_resolution	DURATION[1];GLOBAL
1427	FIRST	rom_subject_roman_guardian_1	rom_payload_resolution	DURATION[1];GLOBAL
1433	SECOND	rom_subject_roman_guardian_1	rom_payload_resolution	DURATION[1];GLOBAL
1437	THIRD	rom_subject_roman_guardian_1	rom_payload_resolution	DURATION[1];GLOBAL
1446	FIRST	rom_subject_roman_guardian_1_followup	rom_payload_resolution	DURATION[1];GLOBAL
145	THIRD	dilemma_roman_comet	rom_payload_religion_rom_vulcan_hammer	DURATION[4];GLOBAL
1451	SECOND	rom_subject_roman_guardian_1_followup	rom_payload_resolution	DURATION[1];GLOBAL
1453	FIRST	rom_subject_roman_legate_1_Poisoner	rom_payload_resolution	DURATION[1];GLOBAL
1461	SECOND	rom_subject_roman_legate_1_Poisoner	rom_payload_resolution	DURATION[1];GLOBAL
1468	FIRST	rom_subject_roman_legate_2_Horned	rom_payload_resolution	DURATION[1];GLOBAL
1478	SECOND	rom_subject_roman_legate_2_Horned	rom_payload_resolution	DURATION[1];GLOBAL
1480	FIRST	rom_subject_roman_legate_3_Lack_slaves	rom_payload_resolution	DURATION[1];GLOBAL
1481	SECOND	rom_subject_roman_legate_3_Lack_slaves	rom_payload_resolution	DURATION[1];GLOBAL
1486	FIRST	rom_subject_roman_legate_4_Plenty_slaves	rom_payload_resolution	DURATION[1];GLOBAL
1489	SECOND	rom_subject_roman_legate_4_Plenty_slaves	rom_payload_resolution	DURATION[1];GLOBAL
1497	FIRST	rom_subject_roman_profession_1_Stranger	rom_payload_resolution	DURATION[1];GLOBAL
150	SECOND	dilemma_roman_comet	rom_payload_religion_rom_mercury_way	DURATION[4];GLOBAL
1504	SECOND	rom_subject_roman_profession_1_Stranger	rom_payload_resolution	DURATION[1];GLOBAL
1510	FIRST	rom_subject_roman_profession_2_Lanista	rom_payload_resolution	DURATION[1];GLOBAL
1519	SECOND	rom_subject_roman_profession_2_Lanista	rom_payload_resolution	DURATION[1];GLOBAL
1526	FIRST	rom_subject_roman_profession_3_Gladiator	rom_payload_resolution	DURATION[1];GLOBAL
153	FIRST	dilemma_sparta_laconophilia	rom_payload_decline_global	DURATION[4];GLOBAL
1535	SECOND	rom_subject_roman_profession_3_Gladiator	rom_payload_resolution	DURATION[1];GLOBAL
1540	THIRD	rom_subject_roman_profession_3_Gladiator	rom_payload_resolution	DURATION[1];GLOBAL
1549	FIRST	rom_subject_roman_profession_4_Charioteer	rom_payload_resolution	DURATION[1];GLOBAL
1550	SECOND	rom_subject_roman_profession_4_Charioteer	rom_payload_resolution	DURATION[1];GLOBAL
1556	FIRST	rom_subject_roman_profession_5_Captain	rom_payload_resolution	DURATION[1];GLOBAL
1557	SECOND	rom_subject_roman_profession_5_Captain	rom_payload_resolution	DURATION[1];GLOBAL
1559	THIRD	rom_subject_roman_profession_5_Captain	rom_payload_resolution	DURATION[1];GLOBAL
1563	FIRST	rom_subject_roman_religious_1_haruspay	rom_payload_resolution	DURATION[1];GLOBAL
1571	SECOND	rom_subject_roman_religious_1_haruspay	rom_payload_resolution	DURATION[1];GLOBAL
1576	THIRD	rom_subject_roman_religious_1_haruspay	rom_payload_resolution	DURATION[1];GLOBAL
158	FIRST	dilemma_sparta_laconophilia	rom_payload_inspired_endeavours_global	DURATION[4];GLOBAL
1581	FOURTH	rom_subject_roman_religious_2_chickens	rom_payload_resolution	DURATION[1];GLOBAL
1591	SECOND	rom_subject_roman_religious_2_chickens	rom_payload_resolution	DURATION[1];GLOBAL
1593	THIRD	rom_subject_roman_religious_2_chickens	rom_payload_resolution	DURATION[1];GLOBAL
1603	FIRST	rom_subject_roman_religious_3_augres	rom_payload_resolution	DURATION[1];GLOBAL
1613	SECOND	rom_subject_roman_religious_3_augres	rom_payload_resolution	DURATION[1];GLOBAL
1618	THIRD	rom_subject_roman_religious_3_augres	rom_payload_resolution	DURATION[1];GLOBAL
1621	FIRST	rom_subject_roman_religious_4_vestal	rom_payload_resolution	DURATION[1];GLOBAL
1623	SECOND	rom_subject_roman_religious_4_vestal	rom_payload_resolution	DURATION[1];GLOBAL
1629	THIRD	rom_subject_roman_religious_4_vestal	rom_payload_resolution	DURATION[1];GLOBAL
1635	FIRST	rom_subject_roman_trade_aventine_gang_1	rom_payload_resolution	DURATION[1];GLOBAL
1645	SECOND	rom_subject_roman_trade_aventine_gang_1	rom_payload_resolution	DURATION[1];GLOBAL
1654	THIRD	rom_subject_roman_trade_aventine_gang_1	rom_payload_resolution	DURATION[1];GLOBAL
1662	FIRST	rom_subject_roman_wrecking	rom_payload_resolution	DURATION[1];GLOBAL
1668	SECOND	rom_subject_roman_wrecking	rom_payload_resolution	DURATION[1];GLOBAL
167	SECOND	dilemma_sparta_laconophilia	rom_payload_prosperity_global	DURATION[4];GLOBAL
1675	FIRST	dilemma_all_lack_of_cavalry	rom_payload_cavalry_recruitment	DURATION[4];GLOBAL
1682	SECOND	dilemma_all_lack_of_cavalry	rom_payload_cavalry_training	DURATION[4];GLOBAL
1690	FIRST	political_event_adoption	rom_payload_political_adoption_accepted	DURATION[1];GLOBAL
1696	FOURTH	rom_subject_barb_trade_4_Wine	rom_payload_resolution	DURATION[1];GLOBAL
1700	THIRD	rom_subject_barb_britons_sacred_sword	rom_payload_resolution	DURATION[1];GLOBAL
1708	FOURTH	rom_subject_barb_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
1717	FOURTH	rom_subject_barb_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
1718	FOURTH	rom_subject_barb_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
1724	THIRD	rom_subject_barb_trade_5_tyrian_purple	rom_payload_resolution	DURATION[1];GLOBAL
1731	THIRD	rom_subject_eastern_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
1739	THIRD	rom_subject_eastern_trade_2_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
1748	FOURTH	rom_subject_hellenic_trade_1_Silk	rom_payload_resolution	DURATION[1];GLOBAL
1756	FOURTH	rom_subject_hellenic_trade_2_Spices	rom_payload_resolution	DURATION[1];GLOBAL
176	SECOND	dilemma_sparta_laconophilia	rom_payload_disaffection_global	DURATION[4];GLOBAL
1761	FOURTH	rom_subject_hellenic_trade_3_Nisean	rom_payload_resolution	DURATION[1];GLOBAL
1764	FOURTH	rom_subject_roman_trade_aventine_gang_1	rom_payload_resolution	DURATION[1];GLOBAL
1767	FIRST	rom_subject_roman_trade_aventine_gang_followup	rom_payload_wait_and_see	DURATION[1];GLOBAL
1776	SECOND	rom_subject_roman_trade_aventine_gang_followup	rom_payload_wait_and_see	DURATION[1];GLOBAL
1779	THIRD	rom_subject_roman_trade_aventine_gang_followup	rom_payload_wait_and_see	DURATION[1];GLOBAL
1787	FOURTH	rom_subject_roman_trade_aventine_gang_followup	rom_payload_wait_and_see	DURATION[1];GLOBAL
1797	THIRD	rom_subject_hellenic_profession_6_Slaver	rom_payload_resolution	DURATION[1];GLOBAL
180	FIRST	dilemma_roman_governor_corruption	TREASURY	AMOUNT[1000]
1821	THIRD	rom_subject_eastern_profession_3_caravans	rom_payload_resolution	DURATION[1];GLOBAL
1827	FIRST	rom_subject_eastern_profession_3_caravans	TREASURY	AMOUNT[-1500]
1829	THIRD	rom_subject_barb_profession_1_chariot	rom_payload_resolution	DURATION[1];GLOBAL
1831	SECOND	rom_subject_barb_profession_1_chariot	TREASURY	AMOUNT[-2000]
1838	SECOND	rom_subject_roman_trade_aventine_gang_1	TREASURY	AMOUNT[-3000]
1845	SECOND	rom_subject_roman_trade_aventine_gang_followup	TREASURY	AMOUNT[-3000]
1850	SECOND	rom_subject_roman_profession_2_Lanista	TREASURY	AMOUNT[-3000]
1859	THIRD	rom_subject_roman_profession_2_Lanista	rom_payload_resolution	DURATION[1];GLOBAL
1862	THIRD	rom_subject_eastern_profession_2_rhyton	rom_payload_resolution	DURATION[1];GLOBAL
1867	SECOND	rom_subject_eastern_profession_2_rhyton	TREASURY	AMOUNT[-500]
1879	THIRD	rom_subject_hellenic_profession_2_Blacksmith	rom_payload_resolution	DURATION[1];GLOBAL
1886	SECOND	rom_subject_hellenic_profession_2_Blacksmith	TREASURY	AMOUNT[-500]
1888	FIRST	rom_subject_hellenic_profession_6_Slaver	TREASURY	AMOUNT[-1500]
189	SECOND	dilemma_roman_governor_corruption	rom_payload_inspired_endeavours_global	DURATION[4];GLOBAL
1898	SECOND	rom_subject_hellenic_profession_6_Slaver	TREASURY	AMOUNT[-1500]
19	SECOND	dilemma_hellenic_philosophy_of_management	rom_payload_inspired_endeavours_global	DURATION[4];GLOBAL
1900	THIRD	rom_subject_hellenic_profession_6_Slaver	TREASURY	AMOUNT[-3000]
1905	THIRD	rom_subject_barb_religious_1_looters	rom_payload_resolution	DURATION[1];GLOBAL
1909	THIRD	rom_subject_barb_religious_2_talking_head	rom_payload_resolution	DURATION[1];GLOBAL
1919	THIRD	rom_subject_barb_religious_3_drought	rom_payload_resolution	DURATION[1];GLOBAL
1926	THIRD	rom_subject_barb_religious_4_hag	rom_payload_resolution	DURATION[1];GLOBAL
1932	THIRD	rom_subject_barb_religious_5_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
1941	THIRD	rom_subject_barb_the_hunt	rom_payload_resolution	DURATION[1];GLOBAL
1950	FIRST	rom_subject_barb_religious_1_looters	TREASURY	AMOUNT[-1000]
1953	SECOND	rom_subject_barb_religious_1_looters	TREASURY	AMOUNT[-1000]
1958	SECOND	rom_subject_barb_religious_2_talking_head	TREASURY	AMOUNT[-1000]
1968	FIRST	rom_subject_barb_religious_3_drought	TREASURY	AMOUNT[-500]
1974	FOURTH	rom_subject_hellenic_religions_1_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1977	FOURTH	rom_subject_hellenic_religious_2_Dodona	rom_payload_resolution	DURATION[1];GLOBAL
1985	FOURTH	rom_subject_hellenic_religious_3_Chalcon	rom_payload_resolution	DURATION[1];GLOBAL
1990	FOURTH	rom_subject_hellenic_religious_4_Delphoi	rom_payload_resolution	DURATION[1];GLOBAL
2	FIRST	dilemma_hellenic_xenophon_cavalry	rom_payload_cavalry_training	DURATION[4];GLOBAL
2000	FOURTH	rom_subject_hellenic_religious_5_Epidaurus	rom_payload_resolution	DURATION[1];GLOBAL
2013	FOURTH	rom_subject_hellenic_religious_7_Bura	rom_payload_resolution	DURATION[1];GLOBAL
2018	FOURTH	rom_subject_roman_religious_1_haruspay	rom_payload_resolution	DURATION[1];GLOBAL
2019	FIRST	rom_subject_roman_religious_2_chickens	rom_payload_resolution	DURATION[1];GLOBAL
2022	FOURTH	rom_subject_roman_religious_3_augres	rom_payload_resolution	DURATION[1];GLOBAL
2030	FOURTH	rom_subject_roman_religious_4_vestal	rom_payload_resolution	DURATION[1];GLOBAL
2036	THIRD	rom_subject_roman_cult_1	rom_payload_resolution	DURATION[1];GLOBAL
2037	SECOND	rom_subject_eastern_religious_2_dark_dreams	rom_payload_resolution	DURATION[1];GLOBAL
204	FIRST	dilemma_civilised_rampant_piracy	rom_payload_pirate_hunting	DURATION[4];GLOBAL
2041	FIRST	rom_subject_eastern_religious_2_dark_dreams_followup	rom_payload_resolution	DURATION[1];GLOBAL
2043	SECOND	rom_subject_eastern_religious_2_dark_dreams_followup	rom_payload_resolution	DURATION[1];GLOBAL
2052	THIRD	rom_subject_eastern_religious_2_dark_dreams_followup	rom_payload_resolution	DURATION[1];GLOBAL
2056	THIRD	rom_subject_eastern_religious_3_star_prosperity	rom_payload_resolution	DURATION[1];GLOBAL
2066	THIRD	rom_subject_eastern_religious_4_star_baby	rom_payload_resolution	DURATION[1];GLOBAL
2073	FIRST	rom_subject_eastern_religious_4_star_baby_followup	rom_payload_resolution	DURATION[1];GLOBAL
2079	SECOND	rom_subject_eastern_religious_4_star_baby_followup	rom_payload_resolution	DURATION[1];GLOBAL
2089	THIRD	rom_subject_eastern_religious_4_star_baby_followup	rom_payload_resolution	DURATION[1];GLOBAL
2099	FOURTH	rom_subject_eastern_religious_4_star_baby_followup	rom_payload_resolution	DURATION[1];GLOBAL
21	THIRD	dilemma_hellenic_philosophy_of_management	rom_payload_servitude	DURATION[4];GLOBAL
2104	THIRD	rom_subject_eastern_archon_1_death	rom_payload_resolution	DURATION[1];GLOBAL
211	FIRST	dilemma_civilised_rampant_piracy	TREASURY	AMOUNT[-500]
2114	FOURTH	rom_subject_eastern_archon_2_plenty_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2120	THIRD	rom_subject_eastern_archon_3_lack_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2125	THIRD	rom_subject_eastern_archon_4_evil_eye	rom_payload_resolution	DURATION[1];GLOBAL
2126	FOURTH	rom_subject_eastern_archon_5_Barren_land	rom_payload_resolution	DURATION[1];GLOBAL
2135	FIRST	rom_subject_eastern_archon_3_lack_slaves	TREASURY	AMOUNT[-1500]
2140	FOURTH	rom_subject_hellenic_magistrate_1_Barren_land	rom_payload_resolution	DURATION[1];GLOBAL
2149	SECOND	rom_subject_hellenic_magistrate_2_Wine	rom_payload_resolution	DURATION[1];GLOBAL
2154	THIRD	rom_subject_hellenic_magistrate_3_lack_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2155	THIRD	rom_subject_hellenic_magistrate_4_plenty_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2160	THIRD	rom_subject_hellenic_magistrate_5_bad_wife	rom_payload_resolution	DURATION[1];GLOBAL
2161	FIRST	rom_subject_hellenic_magistrate_3_lack_slaves	TREASURY	AMOUNT[-1500]
2168	FIRST	rom_subject_roman_legate_3_Lack_slaves	TREASURY	AMOUNT[-1500]
2169	THIRD	rom_subject_roman_legate_3_Lack_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2171	THIRD	rom_subject_roman_legate_4_Plenty_slaves	rom_payload_resolution	DURATION[1];GLOBAL
2173	THIRD	rom_subject_barb_witchcraft	rom_payload_resolution	DURATION[1];GLOBAL
2182	THIRD	rom_subject_roman_legate_1_Poisoner	rom_payload_resolution	DURATION[1];GLOBAL
2184	THIRD	rom_subject_roman_legate_2_Horned	rom_payload_resolution	DURATION[1];GLOBAL
2189	FIRST	rom_subject_roman_legate_1_Poisoner_followup	rom_payload_resolution	DURATION[1];GLOBAL
219	SECOND	dilemma_civilised_rampant_piracy	rom_payload_call_sea	DURATION[4];GLOBAL
2191	SECOND	rom_subject_roman_legate_1_Poisoner_followup	rom_payload_resolution	DURATION[1];GLOBAL
2199	THIRD	rom_subject_roman_legate_1_Poisoner_followup	rom_payload_resolution	DURATION[1];GLOBAL
22	FOURTH	dilemma_hellenic_philosophy_of_management	rom_payload_research_thirst_for_knowledge	DURATION[4];GLOBAL
2201	FOURTH	rom_subject_hellenic_hetaira_1	rom_payload_resolution	DURATION[1];GLOBAL
2203	FOURTH	rom_subject_hellenic_hetaira_2	rom_payload_resolution	DURATION[1];GLOBAL
2207	FOURTH	rom_subject_hellenic_hetaira_3	rom_payload_resolution	DURATION[1];GLOBAL
2209	THIRD	rom_subject_hellenic_hetaira_4	rom_payload_resolution	DURATION[1];GLOBAL
2215	FIRST	rom_subject_hellenic_hetaira_1	TREASURY	AMOUNT[-2000]
2224	THIRD	rom_subject_hellenic_hetaira_2	TREASURY	AMOUNT[-2000]
2234	SECOND	rom_subject_hellenic_hetaira_3	TREASURY	AMOUNT[-2000]
2240	THIRD	rom_subject_hellenic_slaves_2_Thracian	rom_payload_resolution	DURATION[1];GLOBAL
2245	THIRD	rom_subject_hellenic_slaves_3_slavedriver	rom_payload_resolution	DURATION[1];GLOBAL
2249	THIRD	rom_subject_hellenic_slaves_1_secrets	rom_payload_resolution	DURATION[1];GLOBAL
2254	FIRST	rom_subject_hellenic_slaves_2_Thracian	TREASURY	AMOUNT[-1500]
2258	SECOND	rom_subject_hellenic_slaves_1_secrets	TREASURY	AMOUNT[-1500]
2266	THIRD	rom_subject_eastern_concubine_1_foreign_beauty	rom_payload_resolution	DURATION[1];GLOBAL
227	SECOND	dilemma_civilised_rampant_piracy	TREASURY	AMOUNT[-500]
2272	THIRD	rom_subject_eastern_concubine_2_killer_queen	rom_payload_resolution	DURATION[1];GLOBAL
2276	THIRD	rom_subject_eastern_concubine_3_plots	rom_payload_resolution	DURATION[1];GLOBAL
2285	FIRST	rom_subject_eastern_concubine_1_foreign_beauty_followup	rom_payload_resolution	DURATION[1];GLOBAL
2287	FOURTH	rom_subject_eastern_concubine_1_foreign_beauty_followup	rom_payload_resolution	DURATION[1];GLOBAL
2296	SECOND	rom_subject_eastern_concubine_1_foreign_beauty_followup	rom_payload_resolution	DURATION[1];GLOBAL
2297	THIRD	rom_subject_eastern_concubine_1_foreign_beauty_followup	rom_payload_resolution	DURATION[1];GLOBAL
2303	FIRST	rom_subject_eastern_concubine_3_plots_followup	rom_payload_resolution	DURATION[1];GLOBAL
2307	SECOND	rom_subject_eastern_concubine_3_plots_followup	rom_payload_resolution	DURATION[1];GLOBAL
2311	THIRD	rom_subject_eastern_concubine_3_plots_followup	rom_payload_resolution	DURATION[1];GLOBAL
2319	SECOND	rom_subject_eastern_concubine_1_foreign_beauty_followup	TREASURY	AMOUNT[-2000]
2322	THIRD	rom_subject_barb_family_member_1_brotherly_love	rom_payload_resolution	DURATION[1];GLOBAL
2325	THIRD	rom_subject_barb_family_member_3_kidnapped	rom_payload_resolution	DURATION[1];GLOBAL
233	THIRD	dilemma_civilised_rampant_piracy	rom_payload_rampant_piracy	DURATION[4];GLOBAL
2330	FIRST	rom_subject_barb_family_member_3_kidnapped_followup	rom_payload_resolution	DURATION[1];GLOBAL
2332	SECOND	rom_subject_barb_family_member_3_kidnapped_followup	rom_payload_resolution	DURATION[1];GLOBAL
2339	THIRD	rom_subject_barb_family_member_3_kidnapped_followup	rom_payload_resolution	DURATION[1];GLOBAL
234	FIRST	dilemma_roman_provincial_migration	rom_payload_thriving_trade	DURATION[4];GLOBAL
2340	THIRD	rom_subject_barb_family_member_5_long_lost_flavour	rom_payload_resolution	DURATION[1];GLOBAL
2348	THIRD	rom_subject_barb_family_member_6_unfaithful_woman	rom_payload_resolution	DURATION[1];GLOBAL
235	SECOND	dilemma_roman_provincial_migration	rom_payload_tribute	DURATION[4];GLOBAL
2357	THIRD	rom_subject_barb_family_member_7_hares	rom_payload_resolution	DURATION[1];GLOBAL
2364	FIRST	rom_subject_barb_family_member_3_kidnapped	TREASURY	AMOUNT[-3000]
2372	FIRST	rom_subject_eastern_family_member_4_kidnapped	TREASURY	AMOUNT[-3000]
