language	subtitle_field	text_section	foreign_key	end	script_id	start	text_id
cz	1686093551	10	invasion_intro	3080	23	2978	vo_fmv_texts_text_invasion_intro
cz	1686093551	10	punic_wars_intro	2092	17	1983	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	10	wrath_of_sparta_intro	2358	21	2250	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	11	empire_divided_intro	1873	22	1764	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	11	imp_aug_intro	1820	20	1735	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	11	punic_wars_intro	2351	17	2195	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	11	wrath_of_sparta_intro	2458	21	2393	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	12	empire_divided_intro	2009	22	1887	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	12	imp_aug_intro	1882	20	1825	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	12	punic_wars_intro	2448	17	2379	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	12	wrath_of_sparta_intro	2530	21	2463	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	13	empire_divided_intro	2237	22	2207	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	13	imp_aug_intro	1961	20	1890	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	13	punic_wars_intro	2605	17	2458	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	13	wrath_of_sparta_intro	2708	21	2586	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	14	empire_divided_intro	2321	22	2246	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	14	imp_aug_intro	2132	20	2030	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	14	punic_wars_intro	2849	17	2659	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	15	imp_aug_intro	2251	20	2142	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	15	punic_wars_intro	2952	17	2870	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	16	imp_aug_intro	2368	20	2259	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	16	punic_wars_intro	3078	17	3037	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	17	imp_aug_intro	2497	20	2430	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	18	imp_aug_intro	2605	20	2505	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	19	imp_aug_intro	2685	20	2610	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	1	civil_war_end_barbarianrom_Barbarian	345	3	230	vo_fmv_texts_text_civil_war_end_barbarianrom_Barbarian
cz	1686093551	1	civil_war_end_easternrom_Eastern	400	4	260	vo_fmv_texts_text_civil_war_end_easternrom_Eastern
cz	1686093551	1	civil_war_end_egyptrom_Eastern	360	5	235	vo_fmv_texts_text_civil_war_end_egyptrom_Eastern
cz	1686093551	1	civil_war_end_hellenicrom_Hellenistic	340	6	235	vo_fmv_texts_text_civil_war_end_hellenicrom_Hellenistic
cz	1686093551	1	civil_war_end_romerom_Roman	335	7	230	vo_fmv_texts_text_civil_war_end_romerom_Roman
cz	1686093551	1	empire_divided_intro	225	22	186	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	1	imp_aug_intro	665	20	560	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	1	invasion_intro	770	23	665	vo_fmv_texts_text_invasion_intro
cz	1686093551	1	punic_wars_intro	379	17	317	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	1	slave_uprising_begins_barbarianrom_Barbarian	725	1	530	vo_fmv_texts_text_slave_uprising_begins_barbarianrom_Barbarian
cz	1686093551	1	slave_uprising_begins_east_egyptrom_Eastern	580	8	385	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
cz	1686093551	1	slave_uprising_begins_rome_hellenicrom_Hellenistic	805	9	605	vo_fmv_texts_text_slave_uprising_begins_rome_hellenicrom_Hellenistic
cz	1686093551	1	slave_uprising_ends_barbarianrom_Barbarian	385	10	230	vo_fmv_texts_text_slave_uprising_ends_barbarianrom_Barbarian
cz	1686093551	1	slave_uprising_ends_east_egyptrom_Eastern	385	11	225	vo_fmv_texts_text_slave_uprising_ends_east_egyptrom_Eastern
cz	1686093551	1	slave_uprising_ends_rome_hellenicrom_Hellenistic	385	12	220	vo_fmv_texts_text_slave_uprising_ends_rome_hellenicrom_Hellenistic
cz	1686093551	1	wrath_of_sparta_intro	968	21	633	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	20	imp_aug_intro	3040	20	2916	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	2	empire_divided_intro	336	22	257	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	2	imp_aug_intro	720	20	680	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	2	invasion_intro	1010	23	872	vo_fmv_texts_text_invasion_intro
cz	1686093551	2	punic_wars_intro	487	17	426	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	2	slave_uprising_begins_east_egyptrom_Eastern	804	8	595	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
cz	1686093551	2	wrath_of_sparta_intro	1330	21	984	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	3	empire_divided_intro	687	22	659	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	3	imp_aug_intro	895	20	730	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	3	invasion_intro	1316	23	1220	vo_fmv_texts_text_invasion_intro
cz	1686093551	3	punic_wars_intro	635	17	555	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	3	wrath_of_sparta_intro	1440	21	1331	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	4	empire_divided_intro	816	22	696	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	4	imp_aug_intro	960	20	900	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	4	invasion_intro	1580	23	1469	vo_fmv_texts_text_invasion_intro
cz	1686093551	4	punic_wars_intro	1143	17	1097	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	4	wrath_of_sparta_intro	1570	21	1443	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	5	empire_divided_intro	870	22	824	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	5	imp_aug_intro	1085	20	1010	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	5	invasion_intro	2180	23	2036	vo_fmv_texts_text_invasion_intro
cz	1686093551	5	punic_wars_intro	1256	17	1173	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	5	wrath_of_sparta_intro	1692	21	1599	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	6	empire_divided_intro	1148	22	1114	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	6	imp_aug_intro	1115	20	1090	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	6	invasion_intro	2360	23	2240	vo_fmv_texts_text_invasion_intro
cz	1686093551	6	punic_wars_intro	1302	17	1258	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	6	wrath_of_sparta_intro	1798	21	1766	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	7	empire_divided_intro	1241	22	1156	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	7	imp_aug_intro	1283	20	1125	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	7	invasion_intro	2624	23	2528	vo_fmv_texts_text_invasion_intro
cz	1686093551	7	punic_wars_intro	1435	17	1303	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	7	wrath_of_sparta_intro	1918	21	1814	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	8	empire_divided_intro	1358	22	1246	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	8	imp_aug_intro	1402	20	1300	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	8	invasion_intro	2780	23	2660	vo_fmv_texts_text_invasion_intro
cz	1686093551	8	punic_wars_intro	1563	17	1448	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	8	wrath_of_sparta_intro	2042	21	1984	vo_fmv_texts_text_wrath_of_sparta_intro
cz	1686093551	9	empire_divided_intro	1455	22	1430	vo_fmv_texts_text_empire_divided_intro
cz	1686093551	9	imp_aug_intro	1569	20	1466	vo_fmv_texts_text_imp_aug_intro
cz	1686093551	9	invasion_intro	2930	23	2852	vo_fmv_texts_text_invasion_intro
cz	1686093551	9	punic_wars_intro	1975	17	1876	vo_fmv_texts_text_punic_wars_intro
cz	1686093551	9	wrath_of_sparta_intro	2176	21	2130	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	0	caesar_in_gaul_intro	282	16	245	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	0	civil_war_begin_all	350	2	152	vo_fmv_texts_text_civil_war_begin_all
de	1686093551	0	civil_war_end_barbarianrom_Barbarian	213	3	45	vo_fmv_texts_text_civil_war_end_barbarianrom_Barbarian
de	1686093551	0	civil_war_end_easternrom_Eastern	240	4	30	vo_fmv_texts_text_civil_war_end_easternrom_Eastern
de	1686093551	0	civil_war_end_egyptrom_Eastern	225	5	30	vo_fmv_texts_text_civil_war_end_egyptrom_Eastern
de	1686093551	0	civil_war_end_hellenicrom_Hellenistic	215	6	35	vo_fmv_texts_text_civil_war_end_hellenicrom_Hellenistic
de	1686093551	0	civil_war_end_romerom_Roman	212	7	35	vo_fmv_texts_text_civil_war_end_romerom_Roman
de	1686093551	0	empire_divided_intro	175	22	140	vo_fmv_texts_text_empire_divided_intro
de	1686093551	0	imp_aug_intro	359	20	224	vo_fmv_texts_text_imp_aug_intro
de	1686093551	0	invasion_intro	500	23	440	vo_fmv_texts_text_invasion_intro
de	1686093551	0	punic_wars_intro	291	17	224	vo_fmv_texts_text_punic_wars_intro
de	1686093551	0	slave_uprising_begins_barbarianrom_Barbarian	410	1	195	vo_fmv_texts_text_slave_uprising_begins_barbarianrom_Barbarian
de	1686093551	0	slave_uprising_begins_east_egyptrom_Eastern	261	8	140	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
de	1686093551	0	slave_uprising_begins_rome_hellenicrom_Hellenistic	447	9	265	vo_fmv_texts_text_slave_uprising_begins_rome_hellenicrom_Hellenistic
de	1686093551	0	slave_uprising_ends_barbarianrom_Barbarian	212	10	125	vo_fmv_texts_text_slave_uprising_ends_barbarianrom_Barbarian
de	1686093551	0	slave_uprising_ends_east_egyptrom_Eastern	212	11	130	vo_fmv_texts_text_slave_uprising_ends_east_egyptrom_Eastern
de	1686093551	0	slave_uprising_ends_rome_hellenicrom_Hellenistic	210	12	130	vo_fmv_texts_text_slave_uprising_ends_rome_hellenicrom_Hellenistic
de	1686093551	0	wrath_of_sparta_intro	626	21	432	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	10	empire_divided_intro	1526	22	1463	vo_fmv_texts_text_empire_divided_intro
de	1686093551	10	imp_aug_intro	1727	20	1630	vo_fmv_texts_text_imp_aug_intro
de	1686093551	10	invasion_intro	3080	23	2978	vo_fmv_texts_text_invasion_intro
de	1686093551	10	punic_wars_intro	2141	17	1996	vo_fmv_texts_text_punic_wars_intro
de	1686093551	10	wrath_of_sparta_intro	2358	21	2250	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	11	empire_divided_intro	1873	22	1764	vo_fmv_texts_text_empire_divided_intro
de	1686093551	11	imp_aug_intro	1820	20	1737	vo_fmv_texts_text_imp_aug_intro
de	1686093551	11	punic_wars_intro	2334	17	2189	vo_fmv_texts_text_punic_wars_intro
de	1686093551	11	wrath_of_sparta_intro	2458	21	2393	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	12	empire_divided_intro	2009	22	1887	vo_fmv_texts_text_empire_divided_intro
de	1686093551	12	imp_aug_intro	1867	20	1830	vo_fmv_texts_text_imp_aug_intro
de	1686093551	12	punic_wars_intro	2492	17	2341	vo_fmv_texts_text_punic_wars_intro
de	1686093551	12	wrath_of_sparta_intro	2530	21	2463	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	13	empire_divided_intro	2237	22	2207	vo_fmv_texts_text_empire_divided_intro
de	1686093551	13	imp_aug_intro	1942	20	1897	vo_fmv_texts_text_imp_aug_intro
de	1686093551	13	punic_wars_intro	2665	17	2502	vo_fmv_texts_text_punic_wars_intro
de	1686093551	13	wrath_of_sparta_intro	2708	21	2586	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	14	empire_divided_intro	2321	22	2246	vo_fmv_texts_text_empire_divided_intro
de	1686093551	14	imp_aug_intro	2130	20	2049	vo_fmv_texts_text_imp_aug_intro
de	1686093551	14	punic_wars_intro	2888	17	2670	vo_fmv_texts_text_punic_wars_intro
de	1686093551	15	imp_aug_intro	2244	20	2144	vo_fmv_texts_text_imp_aug_intro
de	1686093551	15	punic_wars_intro	2976	17	2894	vo_fmv_texts_text_punic_wars_intro
de	1686093551	16	imp_aug_intro	2371	20	2263	vo_fmv_texts_text_imp_aug_intro
de	1686093551	16	punic_wars_intro	3074	17	3031	vo_fmv_texts_text_punic_wars_intro
de	1686093551	17	imp_aug_intro	2505	20	2440	vo_fmv_texts_text_imp_aug_intro
de	1686093551	18	imp_aug_intro	2590	20	2518	vo_fmv_texts_text_imp_aug_intro
de	1686093551	19	imp_aug_intro	2675	20	2600	vo_fmv_texts_text_imp_aug_intro
de	1686093551	1	caesar_in_gaul_intro	485	16	315	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	1	civil_war_begin_all	750	2	453	vo_fmv_texts_text_civil_war_begin_all
de	1686093551	1	civil_war_end_barbarianrom_Barbarian	345	3	230	vo_fmv_texts_text_civil_war_end_barbarianrom_Barbarian
de	1686093551	1	civil_war_end_easternrom_Eastern	400	4	260	vo_fmv_texts_text_civil_war_end_easternrom_Eastern
de	1686093551	1	civil_war_end_egyptrom_Eastern	360	5	235	vo_fmv_texts_text_civil_war_end_egyptrom_Eastern
de	1686093551	1	civil_war_end_hellenicrom_Hellenistic	340	6	235	vo_fmv_texts_text_civil_war_end_hellenicrom_Hellenistic
de	1686093551	1	civil_war_end_romerom_Roman	335	7	230	vo_fmv_texts_text_civil_war_end_romerom_Roman
de	1686093551	1	empire_divided_intro	225	22	186	vo_fmv_texts_text_empire_divided_intro
de	1686093551	1	imp_aug_intro	670	20	556	vo_fmv_texts_text_imp_aug_intro
de	1686093551	1	invasion_intro	770	23	665	vo_fmv_texts_text_invasion_intro
de	1686093551	1	punic_wars_intro	369	17	326	vo_fmv_texts_text_punic_wars_intro
de	1686093551	1	slave_uprising_begins_barbarianrom_Barbarian	725	1	530	vo_fmv_texts_text_slave_uprising_begins_barbarianrom_Barbarian
de	1686093551	1	slave_uprising_begins_east_egyptrom_Eastern	580	8	385	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
de	1686093551	1	slave_uprising_begins_rome_hellenicrom_Hellenistic	805	9	605	vo_fmv_texts_text_slave_uprising_begins_rome_hellenicrom_Hellenistic
de	1686093551	1	slave_uprising_ends_barbarianrom_Barbarian	385	10	230	vo_fmv_texts_text_slave_uprising_ends_barbarianrom_Barbarian
de	1686093551	1	slave_uprising_ends_east_egyptrom_Eastern	385	11	225	vo_fmv_texts_text_slave_uprising_ends_east_egyptrom_Eastern
de	1686093551	1	slave_uprising_ends_rome_hellenicrom_Hellenistic	385	12	220	vo_fmv_texts_text_slave_uprising_ends_rome_hellenicrom_Hellenistic
de	1686093551	1	wrath_of_sparta_intro	968	21	633	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	20	imp_aug_intro	3024	20	2927	vo_fmv_texts_text_imp_aug_intro
de	1686093551	2	caesar_in_gaul_intro	1011	16	739	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	2	empire_divided_intro	336	22	257	vo_fmv_texts_text_empire_divided_intro
de	1686093551	2	imp_aug_intro	731	20	688	vo_fmv_texts_text_imp_aug_intro
de	1686093551	2	invasion_intro	1010	23	872	vo_fmv_texts_text_invasion_intro
de	1686093551	2	punic_wars_intro	508	17	414	vo_fmv_texts_text_punic_wars_intro
de	1686093551	2	slave_uprising_begins_east_egyptrom_Eastern	804	8	595	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
de	1686093551	2	wrath_of_sparta_intro	1330	21	984	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	3	caesar_in_gaul_intro	1411	16	1114	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	3	empire_divided_intro	687	22	659	vo_fmv_texts_text_empire_divided_intro
de	1686093551	3	imp_aug_intro	895	20	739	vo_fmv_texts_text_imp_aug_intro
de	1686093551	3	invasion_intro	1316	23	1220	vo_fmv_texts_text_invasion_intro
de	1686093551	3	punic_wars_intro	612	17	543	vo_fmv_texts_text_punic_wars_intro
de	1686093551	3	wrath_of_sparta_intro	1440	21	1331	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	4	caesar_in_gaul_intro	1555	16	1490	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	4	empire_divided_intro	816	22	696	vo_fmv_texts_text_empire_divided_intro
de	1686093551	4	imp_aug_intro	950	20	910	vo_fmv_texts_text_imp_aug_intro
de	1686093551	4	invasion_intro	1580	23	1469	vo_fmv_texts_text_invasion_intro
de	1686093551	4	punic_wars_intro	1158	17	1096	vo_fmv_texts_text_punic_wars_intro
de	1686093551	4	wrath_of_sparta_intro	1570	21	1443	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	5	caesar_in_gaul_intro	1742	16	1668	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	5	empire_divided_intro	870	22	824	vo_fmv_texts_text_empire_divided_intro
de	1686093551	5	imp_aug_intro	1093	20	1015	vo_fmv_texts_text_imp_aug_intro
de	1686093551	5	invasion_intro	2180	23	2036	vo_fmv_texts_text_invasion_intro
de	1686093551	5	punic_wars_intro	1277	17	1176	vo_fmv_texts_text_punic_wars_intro
de	1686093551	5	wrath_of_sparta_intro	1692	21	1599	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	6	caesar_in_gaul_intro	2038	16	1975	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	6	empire_divided_intro	1148	22	1114	vo_fmv_texts_text_empire_divided_intro
de	1686093551	6	imp_aug_intro	1125	20	1099	vo_fmv_texts_text_imp_aug_intro
de	1686093551	6	invasion_intro	2360	23	2240	vo_fmv_texts_text_invasion_intro
de	1686093551	6	punic_wars_intro	1306	17	1278	vo_fmv_texts_text_punic_wars_intro
de	1686093551	6	wrath_of_sparta_intro	1798	21	1766	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	7	caesar_in_gaul_intro	2086	16	2060	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	7	empire_divided_intro	1241	22	1156	vo_fmv_texts_text_empire_divided_intro
de	1686093551	7	imp_aug_intro	1267	20	1130	vo_fmv_texts_text_imp_aug_intro
de	1686093551	7	invasion_intro	2624	23	2528	vo_fmv_texts_text_invasion_intro
de	1686093551	7	punic_wars_intro	1440	17	1307	vo_fmv_texts_text_punic_wars_intro
de	1686093551	7	wrath_of_sparta_intro	1918	21	1814	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	8	caesar_in_gaul_intro	2136	16	2106	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	8	empire_divided_intro	1358	22	1246	vo_fmv_texts_text_empire_divided_intro
de	1686093551	8	imp_aug_intro	1391	20	1300	vo_fmv_texts_text_imp_aug_intro
de	1686093551	8	invasion_intro	2780	23	2660	vo_fmv_texts_text_invasion_intro
de	1686093551	8	punic_wars_intro	1582	17	1451	vo_fmv_texts_text_punic_wars_intro
de	1686093551	8	wrath_of_sparta_intro	2042	21	1984	vo_fmv_texts_text_wrath_of_sparta_intro
de	1686093551	9	caesar_in_gaul_intro	2258	16	2171	vo_fmv_texts_text_caesar_in_gaul_intro
de	1686093551	9	empire_divided_intro	1455	22	1430	vo_fmv_texts_text_empire_divided_intro
de	1686093551	9	imp_aug_intro	1605	20	1465	vo_fmv_texts_text_imp_aug_intro
de	1686093551	9	invasion_intro	2930	23	2852	vo_fmv_texts_text_invasion_intro
de	1686093551	9	punic_wars_intro	1980	17	1882	vo_fmv_texts_text_punic_wars_intro
de	1686093551	9	wrath_of_sparta_intro	2176	21	2130	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	0	CiG_uprising_barbarianrom_Barbarian	95	14	25	vo_fmv_texts_text_CiG_uprising_barbarianrom_Barbarian
en	1686093551	0	caesar_in_gaul_intro	283	16	242	vo_fmv_texts_text_caesar_in_gaul_intro
en	1686093551	0	civil_war_begin_all	296	2	152	vo_fmv_texts_text_civil_war_begin_all
en	1686093551	0	civil_war_end_barbarianrom_Barbarian	213	3	45	vo_fmv_texts_text_civil_war_end_barbarianrom_Barbarian
en	1686093551	0	civil_war_end_easternrom_Eastern	240	4	30	vo_fmv_texts_text_civil_war_end_easternrom_Eastern
en	1686093551	0	civil_war_end_egyptrom_Eastern	225	5	30	vo_fmv_texts_text_civil_war_end_egyptrom_Eastern
en	1686093551	0	civil_war_end_hellenicrom_Hellenistic	215	6	35	vo_fmv_texts_text_civil_war_end_hellenicrom_Hellenistic
en	1686093551	0	civil_war_end_romerom_Roman	212	7	35	vo_fmv_texts_text_civil_war_end_romerom_Roman
en	1686093551	0	empire_divided_intro	175	22	140	vo_fmv_texts_text_empire_divided_intro
en	1686093551	0	imp_aug_intro	355	20	215	vo_fmv_texts_text_imp_aug_intro
en	1686093551	0	invasion_intro	500	23	440	vo_fmv_texts_text_invasion_intro
en	1686093551	0	punic_wars_intro	257	17	224	vo_fmv_texts_text_punic_wars_intro
en	1686093551	0	slave_uprising_begins_barbarianrom_Barbarian	410	1	195	vo_fmv_texts_text_slave_uprising_begins_barbarianrom_Barbarian
en	1686093551	0	slave_uprising_begins_east_egyptrom_Eastern	261	8	140	vo_fmv_texts_text_slave_uprising_begins_east_egyptrom_Eastern
en	1686093551	0	slave_uprising_begins_rome_hellenicrom_Hellenistic	447	9	265	vo_fmv_texts_text_slave_uprising_begins_rome_hellenicrom_Hellenistic
en	1686093551	0	slave_uprising_ends_barbarianrom_Barbarian	212	10	125	vo_fmv_texts_text_slave_uprising_ends_barbarianrom_Barbarian
en	1686093551	0	slave_uprising_ends_east_egyptrom_Eastern	212	11	130	vo_fmv_texts_text_slave_uprising_ends_east_egyptrom_Eastern
en	1686093551	0	slave_uprising_ends_rome_hellenicrom_Hellenistic	210	12	130	vo_fmv_texts_text_slave_uprising_ends_rome_hellenicrom_Hellenistic
en	1686093551	0	wrath_of_sparta_intro	626	21	432	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	10	empire_divided_intro	1526	22	1463	vo_fmv_texts_text_empire_divided_intro
en	1686093551	10	imp_aug_intro	1730	20	1580	vo_fmv_texts_text_imp_aug_intro
en	1686093551	10	invasion_intro	3080	23	2978	vo_fmv_texts_text_invasion_intro
en	1686093551	10	punic_wars_intro	2092	17	1983	vo_fmv_texts_text_punic_wars_intro
en	1686093551	10	wrath_of_sparta_intro	2358	21	2250	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	11	empire_divided_intro	1873	22	1764	vo_fmv_texts_text_empire_divided_intro
en	1686093551	11	imp_aug_intro	1820	20	1735	vo_fmv_texts_text_imp_aug_intro
en	1686093551	11	punic_wars_intro	2351	17	2195	vo_fmv_texts_text_punic_wars_intro
en	1686093551	11	wrath_of_sparta_intro	2458	21	2393	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	12	empire_divided_intro	2009	22	1887	vo_fmv_texts_text_empire_divided_intro
en	1686093551	12	imp_aug_intro	1882	20	1825	vo_fmv_texts_text_imp_aug_intro
en	1686093551	12	punic_wars_intro	2448	17	2379	vo_fmv_texts_text_punic_wars_intro
en	1686093551	12	wrath_of_sparta_intro	2530	21	2463	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	13	empire_divided_intro	2237	22	2207	vo_fmv_texts_text_empire_divided_intro
en	1686093551	13	imp_aug_intro	1961	20	1890	vo_fmv_texts_text_imp_aug_intro
en	1686093551	13	punic_wars_intro	2605	17	2458	vo_fmv_texts_text_punic_wars_intro
en	1686093551	13	wrath_of_sparta_intro	2708	21	2586	vo_fmv_texts_text_wrath_of_sparta_intro
en	1686093551	14	empire_divided_intro	2321	22	2246	vo_fmv_texts_text_empire_divided_intro
en	1686093551	14	imp_aug_intro	2132	20	2030	vo_fmv_texts_text_imp_aug_intro
en	1686093551	14	punic_wars_intro	2849	17	2659	vo_fmv_texts_text_punic_wars_intro
en	1686093551	15	imp_aug_intro	2251	20	2142	vo_fmv_texts_text_imp_aug_intro
en	1686093551	15	punic_wars_intro	2952	17	2870	vo_fmv_texts_text_punic_wars_intro
en	1686093551	16	imp_aug_intro	2368	20	2259	vo_fmv_texts_text_imp_aug_intro
en	1686093551	16	punic_wars_intro	3078	17	3037	vo_fmv_texts_text_punic_wars_intro
en	1686093551	17	imp_aug_intro	2497	20	2430	vo_fmv_texts_text_imp_aug_intro
en	1686093551	18	imp_aug_intro	2605	20	2505	vo_fmv_texts_text_imp_aug_intro
en	1686093551	19	imp_aug_intro	2685	20	2610	vo_fmv_texts_text_imp_aug_intro
