path_key	technology_key	priority
inv_civil_buildings_late	3c_gothi_civil_governance_intimidate_the_opposition	1
inv_civil_buildings_late	3c_gothi_civil_governance_proclaim_legendary_reikdom	1
inv_civil_buildings_late	3c_gothi_civil_governance_promise_glory	1
inv_civil_buildings_late	3c_marcomanni_civil_culture_worship_wodanaz	1
inv_civil_buildings_late	3c_marcomanni_civil_governance_proclaim_legendary_kingdom	1
inv_civil_buildings_late	3c_palmyra_civil_governance_become_augusta	1
inv_civil_buildings_late	3c_palmyra_civil_governance_gain_favors	1
inv_civil_buildings_late	3c_rome_civil_culture_dies_natalis_solis_invicti	1
inv_civil_buildings_late	3c_rome_civil_culture_elevate_roman_culture	1
inv_civil_buildings_late	3c_rome_civil_culture_establish_sol_invictus	1
inv_civil_buildings_late	3c_rome_civil_culture_organize_religious_prosecution	1
inv_civil_buildings_late	3c_rome_civil_culture_promote_roman_traditions	1
inv_civil_buildings_late	3c_rome_civil_governance_consolidate_power	1
inv_civil_buildings_late	3c_rome_civil_governance_defend_the_empire	1
inv_civil_buildings_late	3c_rome_civil_governance_expand_city_planning	1
inv_civil_buildings_late	3c_rome_civil_governance_ogranize_construction_projects	1
inv_civil_buildings_late	3c_rome_civil_governance_prosecute_official_misconduct	1
inv_civil_buildings_late	3c_sassanid_civil_culture_institute_festival_fire	1
inv_civil_buildings_late	3c_sassanid_civil_culture_restructure_order_magi	1
inv_civil_buildings_late	3c_sassanid_civil_governance_compile_your_code_of_laws	1
inv_civil_buildings_late	3c_sassanid_civil_governance_control_your_urban_development	1
inv_civil_buildings_late	3c_sassanid_civil_governance_demand_zealous_labour	1
inv_civil_buildings_late	3c_sassanid_civil_governance_establish_vigorous_administration	1
inv_civil_buildings_late	3c_sassanid_civil_governance_extend_peasant_class_rights	1
inv_civil_buildings_late	3c_sassanid_civil_governance_glorify_illoustrous_lineage	1
inv_civil_buildings_late	3c_sassanid_civil_governance_promote_your_trusted_councillors	1
inv_civil_buildings_late	3c_sassanid_civil_governance_shahanshah_irean_ud_aneran	1
inv_civil_buildings_late	3c_saxoni_civil_culture_venerate_the_irminsul	1
inv_civil_buildings_late	inv_insubres_civil_piety_healing_of_body_and_soul	1
inv_civil_buildings_late	inv_insubres_civil_piety_honouring_the_waters	1
inv_civil_buildings_late	inv_insubres_civil_piety_our_memory_the_druids	1
inv_civil_buildings_late	inv_insubres_civil_propserity_speakers_of_many_tongues	1
inv_civil_buildings_late	inv_insubres_civil_prosperity_appoint_lawgivers	1
inv_civil_buildings_late	inv_insubres_civil_prosperity_feasts	1
inv_civil_buildings_late	inv_insubres_civil_prosperity_raised_amidst_the_water	1
inv_civil_buildings_late	inv_insubres_civil_prosperity_songs_for_joy_songs_for_remembrance	1
inv_civil_buildings_late	inv_iolei_civil_piety_holy_wells	1
inv_civil_buildings_late	inv_iolei_civil_piety_honouring_the_waters	1
inv_civil_buildings_late	inv_iolei_civil_piety_nuraghe_and_the_divine	1
inv_civil_buildings_late	inv_iolei_civil_piety_preserve_accabadora_legacy	1
inv_civil_buildings_late	inv_iolei_civil_prosperity_feasts	1
inv_civil_buildings_late	inv_iolei_civil_prosperity_nuraghe_and_the_art_of_construction	1
inv_civil_buildings_late	inv_iolei_civil_prosperity_wine_the_tester_of_character	1
inv_civil_buildings_late	inv_rome_civil_via_labos_modern_cities	1
inv_civil_buildings_late	inv_rome_civil_via_labos_the_miracle_of_the_crane	1
inv_civil_buildings_late	inv_rome_civil_via_magisterium_patricians_and_plebeians	1
inv_civil_buildings_late	inv_rome_civil_via_magisterium_plebeians_in_the_government	1
inv_civil_buildings_late	inv_rome_civil_via_magisterium_the_legend_of_camillus	1
inv_civil_buildings_late	inv_rome_civil_via_magisterium_the_legend_of_cincinnatus	1
inv_civil_buildings_late	inv_rome_civil_via_vitae_distribution_of_ager_publicus	1
inv_civil_buildings_late	inv_rome_civil_via_vitae_new_tribes	1
inv_civil_buildings_late	inv_samnites_civil_via_magisterium_changing_loyalties	1
inv_civil_buildings_late	inv_samnites_civil_via_magisterium_feasts	1
inv_civil_buildings_late	inv_samnites_civil_via_magisterium_the_sacred_hunt	1
inv_civil_buildings_late	inv_samnites_civil_via_magisterium_wine_and_divinity	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_imported_etruscan_pottery	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_influenced_by_etruscans	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_influenced_by_the_greeks	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_jupiter_optimus_maximus	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_libri_fatales	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_shrine_medicine	1
inv_civil_buildings_late	inv_samnites_civil_via_vitae_the_miracle_of_the_crane	1
inv_civil_buildings_late	inv_senones_civil_piety_healing_of_body_and_soul	1
inv_civil_buildings_late	inv_senones_civil_piety_honouring_the_waters	1
inv_civil_buildings_late	inv_senones_civil_piety_our_judges_the_druids	1
inv_civil_buildings_late	inv_senones_civil_piety_our_memory_the_druids	1
inv_civil_buildings_late	inv_senones_civil_prosperity_dry_stone_construction	1
inv_civil_buildings_late	inv_senones_civil_prosperity_legendary_leader	1
inv_civil_buildings_late	inv_senones_civil_prosperity_raised_amidst_the_water	1
inv_civil_buildings_late	inv_syracuse_civil_diacheirisy_a_man_of_the_people	1
inv_civil_buildings_late	inv_syracuse_civil_diacheirisy_changing_loyalties	1
inv_civil_buildings_late	inv_syracuse_civil_diacheirisy_consolidation_of_power	1
inv_civil_buildings_late	inv_syracuse_civil_ergasia_literature_teaches_medicine	1
inv_civil_buildings_late	inv_syracuse_civil_ergasia_wine_and_life	1
inv_civil_buildings_late	inv_syracuse_civil_vios_modern_cities	1
inv_civil_buildings_late	inv_syracuse_civil_vios_the_miracle_of_the_crane	1
inv_civil_buildings_late	inv_taranto_civil_diacheirisy_changing_loyalties	1
inv_civil_buildings_late	inv_taranto_civil_diacheirisy_legendary_leader	1
inv_civil_buildings_late	inv_taranto_civil_ergasia_literature_teaches_medicine	1
inv_civil_buildings_late	inv_taranto_civil_ergasia_wine_and_life	1
inv_civil_buildings_late	inv_taranto_civil_vios_like_father_like_son	1
inv_civil_buildings_late	inv_taranto_civil_vios_modern_cities	1
inv_civil_buildings_late	inv_taranto_civil_vios_the_miracle_of_the_crane	1
inv_civil_buildings_late	inv_tarchuna_civil_piety_the_miracle_of_the_crane	1
inv_civil_buildings_late	inv_tarchuna_civil_piety_urban_development	1
inv_civil_buildings_late	inv_tarchuna_civil_productivity_etruscan_quality_pottery	1
inv_civil_buildings_late	inv_tarchuna_civil_productivity_etruscan_sculptures	1
inv_civil_buildings_late	inv_tarchuna_civil_productivity_its_all_mines	1
inv_civil_buildings_late	inv_tarchuna_civil_productivity_wood_and_timber	1
inv_civil_buildings_late	inv_veneti_civil_piety_feasts	1
inv_civil_buildings_late	inv_veneti_civil_piety_wine_and_divinity	1
inv_civil_buildings_late	inv_veneti_civil_productivity_dry_stone_construction	1
inv_civil_buildings_late	inv_veneti_civil_productivity_imported_etruscan_pottery	1
inv_civil_buildings_late	inv_veneti_civil_productivity_influenced_by_the_greeks	1
inv_civil_buildings_late	inv_veneti_civil_productivity_libri_fatales	1
inv_civil_buildings_late	inv_veneti_civil_productivity_she_of_the_sacred_grove	1
inv_civil_buildings_late	inv_veneti_civil_productivity_shrine_medicine	1
inv_civil_buildings_late	inv_veneti_civil_productivity_the_miracle_of_the_crane	1
inv_civil_early	3c_alani_civil_top_gather_herdsmen	1
inv_civil_early	3c_armenia_civil_culture_adhere_tenets_zoroaster	1
inv_civil_early	3c_armenia_civil_economy_hire_roman_translators	1
inv_civil_early	3c_armenia_civil_economy_order_land_reclamation	1
inv_civil_early	3c_armenia_civil_governance_assume_the_crown_authority	1
inv_civil_early	3c_armenia_civil_top_honor_sassanian_mandate	1
inv_civil_early	3c_caledoni_civil_top_instil_dilligence	1
inv_civil_early	3c_gallicemp_civil_top_gain_political_support	1
inv_civil_early	3c_gothi_civil_culture_organize_feasts	1
inv_civil_early	3c_gothi_civil_economy_allocate_land	1
inv_civil_early	3c_gothi_civil_economy_oversee_natural_economy	1
inv_civil_early	3c_gothi_civil_governance_gain_recognition	1
inv_civil_early	3c_gothi_civil_top_organize_the_tribe	1
inv_civil_early	3c_marcomanni_civil_top_integrate_slaves	1
inv_civil_early	3c_palmyra_civil_top_become_regent	1
inv_civil_early	3c_rome_civil_culture_appease_the_masses	1
inv_civil_early	3c_rome_civil_economy_focus_on_local_production	1
inv_civil_early	3c_rome_civil_economy_restore_markets	1
inv_civil_early	3c_rome_civil_governance_assume_power	1
inv_civil_early	3c_rome_civil_top_restore_imperial_rule	1
inv_civil_early	3c_sassanid_civil_culture_preserve_zendavesta	1
inv_civil_early	3c_sassanid_civil_economy_hire_roman_translators	1
inv_civil_early	3c_sassanid_civil_economy_reclaim_your_desert	1
inv_civil_early	3c_sassanid_civil_governance_claim_your_crown	1
inv_civil_early	3c_sassanid_civil_top_oversee_trade	1
inv_civil_early	3c_saxoni_civil_top_adopt_way_of_sea	1
inv_civil_early	inv_insubres_civil_piety_celtic_calendar	1
inv_civil_early	inv_insubres_civil_piety_reading_the_stars	1
inv_civil_early	inv_insubres_civil_prosperity_dry_stone_construction	1
inv_civil_early	inv_insubres_civil_prosperity_wise_leaders	1
inv_civil_early	inv_insubres_civil_top_she_of_the_sacred_grove	1
inv_civil_early	inv_iolei_civil_piety_sardus_pater	1
inv_civil_early	inv_iolei_civil_piety_the_sacred_hunt	1
inv_civil_early	inv_iolei_civil_productivity_improved_hoe	1
inv_civil_early	inv_iolei_civil_prosperity_dry_stone_construction	1
inv_civil_early	inv_iolei_civil_prosperity_speakers_of_many_tongues	1
inv_civil_early	inv_iolei_civil_prosperity_wise_leaders	1
inv_civil_early	inv_iolei_civil_top_this_ancient_land_of_ours	1
inv_civil_early	inv_rome_civil_top_the_story_of_romulus_and_remus	1
inv_civil_early	inv_rome_civil_via_labos_a_regional_market_capital	1
inv_civil_early	inv_rome_civil_via_labos_kitchen_gardens	1
inv_civil_early	inv_rome_civil_via_magisterium_republican_values	1
inv_civil_early	inv_rome_civil_via_magisterium_the_legend_of_brutus_and_collatinus	1
inv_civil_early	inv_rome_civil_via_vitae_jupiter_optimus_maximus	1
inv_civil_early	inv_samnites_civil_top_blessed_children_of_our_land	1
inv_civil_early	inv_samnites_civil_via_labos_animal_husbandry	1
inv_civil_early	inv_samnites_civil_via_labos_crop_rotation	1
inv_civil_early	inv_samnites_civil_via_magisterium_wise_leaders	1
inv_civil_early	inv_senones_civil_piety_celtic_calendar	1
inv_civil_early	inv_senones_civil_piety_reading_the_stars	1
inv_civil_early	inv_senones_civil_piety_the_sacred_hunt	1
inv_civil_early	inv_senones_civil_productivity_crop_rotation	1
inv_civil_early	inv_senones_civil_productivity_improved_hoe	1
inv_civil_early	inv_senones_civil_top_she_of_the_sacred_grove	1
inv_civil_early	inv_syracuse_civil_diacheirisy_embrace_tyranny	1
inv_civil_early	inv_syracuse_civil_ergasia_fertile_lands	1
inv_civil_early	inv_syracuse_civil_ergasia_temple_medicine	1
inv_civil_early	inv_syracuse_civil_top_history_of_the_peloponnesian_war	1
inv_civil_early	inv_syracuse_civil_vios_like_father_like_son	1
inv_civil_early	inv_taranto_civil_diacheirisy_embrace_spartan_tradition	1
inv_civil_early	inv_taranto_civil_diacheirisy_leaders_of_the_italiote_league	1
inv_civil_early	inv_taranto_civil_ergasia_fertile_lands	1
inv_civil_early	inv_taranto_civil_ergasia_temple_medicine	1
inv_civil_early	inv_tarchuna_civil_piety_libri_fatales	1
inv_civil_early	inv_tarchuna_civil_productivity_fertile_lands	1
inv_civil_early	inv_tarchuna_civil_productivity_libri_rituales	1
inv_civil_early	inv_tarchuna_civil_prosperity_politics_of_change	1
inv_civil_early	inv_tarchuna_civil_top_disciplina_etrusca	1
inv_civil_early	inv_veneti_civil_piety_wise_leaders	1
inv_civil_early	inv_veneti_civil_productivity_influenced_by_etruscans	1
inv_civil_early	inv_veneti_civil_productivity_influenced_by_the_celts	1
inv_civil_early	inv_veneti_civil_prosperity_animal_husbandry	1
inv_civil_early	inv_veneti_civil_top_she_of_the_sacred_grove	1
inv_civil_food_late	3c_alani_civil_economy_focus_on_husbandry	1
inv_civil_food_late	3c_alani_civil_economy_improve_sheep_selection	1
inv_civil_food_late	3c_armenia_civil_economy_implement_terraced_fields	1
inv_civil_food_late	3c_armenia_civil_economy_plan_grand_canals	1
inv_civil_food_late	3c_armenia_civil_economy_plan_irrigation_infrastructure	1
inv_civil_food_late	3c_caledoni_civil_economy_concentrate_on_agriculture	1
inv_civil_food_late	3c_gothi_civil_economy_encourage_crafts_specialization	1
inv_civil_food_late	3c_gothi_civil_economy_focus_on_agriculture	1
inv_civil_food_late	3c_gothi_civil_economy_improve_infrastructure	1
inv_civil_food_late	3c_gothi_civil_economy_select_workers	1
inv_civil_food_late	3c_palmyra_civil_economy_commence_grand_construction	1
inv_civil_food_late	3c_rome_civil_economy_extend_labour_facilities	1
inv_civil_food_late	3c_rome_civil_economy_procure_egyptian_grain	1
inv_civil_food_late	3c_rome_civil_economy_restrict_the_coloni	1
inv_civil_food_late	3c_sassanid_civil_economy_implenet_your_terraced_fields	1
inv_civil_food_late	3c_sassanid_civil_economy_plan_your_grand_canals	1
inv_civil_food_late	3c_sassanid_civil_economy_plan_your_irrigation_infrastructure	1
inv_civil_food_late	3c_saxoni_civil_economy_expand_food_storages	1
inv_civil_food_late	inv_insubres_civil_piety_our_judges_the_druids	1
inv_civil_food_late	inv_insubres_civil_piety_the_sacred_hunt	1
inv_civil_food_late	inv_insubres_civil_productivity_animal_husbandry	1
inv_civil_food_late	inv_insubres_civil_productivity_crop_rotation	1
inv_civil_food_late	inv_insubres_civil_productivity_grain_kiln	1
inv_civil_food_late	inv_insubres_civil_productivity_improved_hoe	1
inv_civil_food_late	inv_iolei_civil_productivity_animal_husbandry	1
inv_civil_food_late	inv_iolei_civil_productivity_crop_rotation	1
inv_civil_food_late	inv_iolei_civil_productivity_grain_kiln	1
inv_civil_food_late	inv_rome_civil_via_labos_a_pig_in_honour_of_ceres	1
inv_civil_food_late	inv_rome_civil_via_labos_crop_rotation	1
inv_civil_food_late	inv_rome_civil_via_labos_livestock_and_pastures	1
inv_civil_food_late	inv_samnites_civil_via_labos_kitchen_gardens	1
inv_civil_food_late	inv_samnites_civil_via_labos_livestock_and_pastures	1
inv_civil_food_late	inv_samnites_civil_via_vitae_a_pig_in_honour_of_ceres	1
inv_civil_food_late	inv_senones_civil_productivity_animal_husbandry	1
inv_civil_food_late	inv_senones_civil_productivity_grain_kiln	1
inv_civil_food_late	inv_syracuse_civil_diacheirisy_a_sea_faring_nation	1
inv_civil_food_late	inv_syracuse_civil_diacheirisy_children_of_aphrodite	1
inv_civil_food_late	inv_syracuse_civil_diacheirisy_poseidon_host_of_the_sea	1
inv_civil_food_late	inv_syracuse_civil_diacheirisy_sicily_the_beautiful	1
inv_civil_food_late	inv_syracuse_civil_diacheirisy_wine_and_divinity	1
inv_civil_food_late	inv_syracuse_civil_ergasia_corn_sweet_corn	1
inv_civil_food_late	inv_syracuse_civil_ergasia_wine_and_prosperity	1
inv_civil_food_late	inv_taranto_civil_diacheirisy_children_of_aphrodite	1
inv_civil_food_late	inv_taranto_civil_ergasia_corn_sweet_corn	1
inv_civil_food_late	inv_taranto_civil_ergasia_wine_and_prosperity	1
inv_civil_food_late	inv_tarchuna_civil_piety_amulets_for_good_and_evil	1
inv_civil_food_late	inv_tarchuna_civil_piety_funerary_art	1
inv_civil_food_late	inv_tarchuna_civil_piety_libri_acherontici	1
inv_civil_food_late	inv_tarchuna_civil_piety_wall_painting	1
inv_civil_food_late	inv_tarchuna_civil_productivity_improved_land_cultivation	1
inv_civil_food_late	inv_tarchuna_civil_productivity_libri_haruspicini	1
inv_civil_food_late	inv_tarchuna_civil_productivity_livestock_and_pastures	1
inv_civil_food_late	inv_veneti_civil_prosperity_crop_rotation	1
inv_civil_food_late	inv_veneti_civil_prosperity_grain_kiln	1
inv_civil_food_late	inv_veneti_civil_prosperity_livestock_and_pastures	1
inv_civil_food_late	inv_veneti_civil_prosperity_superior_horses	1
inv_civil_food_late	inv_veneti_civil_prosperity_the_sacred_hunt	1
inv_civil_wealth_late	3c_alani_civil_culture_establish_ennaree_council	1
inv_civil_wealth_late	3c_alani_civil_culture_gather_ennaree_shamans	1
inv_civil_wealth_late	3c_alani_civil_culture_gather_royal_storytellers	1
inv_civil_wealth_late	3c_alani_civil_culture_invoke_blood_ties	1
inv_civil_wealth_late	3c_alani_civil_culture_pay_respect_ancestors	1
inv_civil_wealth_late	3c_alani_civil_culture_restore_scythian_traditions	1
inv_civil_wealth_late	3c_alani_civil_economy_send_trade_envoys	1
inv_civil_wealth_late	3c_armenia_civil_culture_accept_christian_refuges	1
inv_civil_wealth_late	3c_armenia_civil_culture_develop_natural_sciences	1
inv_civil_wealth_late	3c_armenia_civil_culture_hire_royal_medicinemen	1
inv_civil_wealth_late	3c_armenia_civil_culture_honor_sassanian_influence	1
inv_civil_wealth_late	3c_armenia_civil_culture_support_christianity	1
inv_civil_wealth_late	3c_armenia_civil_culture_welcome_latin_influence	1
inv_civil_wealth_late	3c_armenia_civil_economy_control_silk_roads	1
inv_civil_wealth_late	3c_armenia_civil_economy_create_royal_bazaars	1
inv_civil_wealth_late	3c_armenia_civil_economy_extend_royal_benevolence	1
inv_civil_wealth_late	3c_armenia_civil_economy_tax_the_nobility	1
inv_civil_wealth_late	3c_caledoni_civil_culture_adopt_civilization	1
inv_civil_wealth_late	3c_caledoni_civil_culture_embrace_civilization	1
inv_civil_wealth_late	3c_caledoni_civil_culture_promote_druidic_traditions	1
inv_civil_wealth_late	3c_caledoni_civil_culture_ressurect_druidic_order	1
inv_civil_wealth_late	3c_caledoni_civil_culture_seek_ancient_knowledge	1
inv_civil_wealth_late	3c_caledoni_civil_culture_seek_out_sacred_places	1
inv_civil_wealth_late	3c_caledoni_civil_economy_finance_merchantmen	1
inv_civil_wealth_late	3c_gallicemp_civil_culture_facilitate_urbanization	1
inv_civil_wealth_late	3c_gallicemp_civil_culture_hire_winemakers	1
inv_civil_wealth_late	3c_gallicemp_civil_culture_pacify_the_chieftains	1
inv_civil_wealth_late	3c_gallicemp_civil_economy_invest_in_agriculture	1
inv_civil_wealth_late	3c_gothi_civil_culture_expand_elder_futhark	1
inv_civil_wealth_late	3c_gothi_civil_culture_expand_the_cult_of_gaut	1
inv_civil_wealth_late	3c_gothi_civil_culture_incite_the_tribes	1
inv_civil_wealth_late	3c_gothi_civil_culture_revive_bardic_traditions	1
inv_civil_wealth_late	3c_gothi_civil_culture_sanction_religious_processions	1
inv_civil_wealth_late	3c_gothi_civil_culture_send_out_traveling_bards	1
