id	mission_key	payload_key	status_key	value
1149	diplomatic_hel_attack_in_defence_army_5	TREASURY	SUCCESS	AMOUNT[500]
1152	diplomatic_hel_attack_in_defence_navy_1	TREASURY	SUCCESS	AMOUNT[500]
1160	diplomatic_hel_attack_in_defence_navy_2	TREASURY	SUCCESS	AMOUNT[500]
1166	diplomatic_hel_attack_in_defence_navy_3	TREASURY	SUCCESS	AMOUNT[500]
1167	diplomatic_hel_attack_in_defence_navy_4	TREASURY	SUCCESS	AMOUNT[500]
1174	diplomatic_hel_attack_in_defence_navy_5	TREASURY	SUCCESS	AMOUNT[500]
1181	diplomatic_hel_attack_navy_1	TREASURY	SUCCESS	AMOUNT[500]
1190	diplomatic_hel_attack_navy_2	TREASURY	SUCCESS	AMOUNT[500]
1198	diplomatic_hel_attack_navy_3	TREASURY	SUCCESS	AMOUNT[500]
1207	diplomatic_hel_attack_navy_4	TREASURY	SUCCESS	AMOUNT[500]
121	senate_spa_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
1213	diplomatic_hel_attack_navy_5	TREASURY	SUCCESS	AMOUNT[500]
1216	diplomatic_hel_attack_navy_6	TREASURY	SUCCESS	AMOUNT[500]
1222	diplomatic_hel_attack_settlement_landlocked_1	TREASURY	SUCCESS	AMOUNT[500]
1225	diplomatic_hel_attack_settlement_landlocked_2	TREASURY	SUCCESS	AMOUNT[500]
1227	diplomatic_hel_attack_settlement_landlocked_3	TREASURY	SUCCESS	AMOUNT[500]
1236	diplomatic_hel_attack_settlement_landlocked_4	TREASURY	SUCCESS	AMOUNT[500]
124	senate_bri_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1241	diplomatic_hel_attack_settlement_landlocked_5	TREASURY	SUCCESS	AMOUNT[500]
1244	diplomatic_hel_attack_settlement_landlocked_6	TREASURY	SUCCESS	AMOUNT[500]
1247	diplomatic_hel_attack_settlement_port_1	TREASURY	SUCCESS	AMOUNT[500]
125	senate_car_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1253	diplomatic_hel_attack_settlement_port_2	TREASURY	SUCCESS	AMOUNT[500]
1262	diplomatic_hel_attack_settlement_port_3	TREASURY	SUCCESS	AMOUNT[500]
1268	diplomatic_hel_attack_settlement_port_4	TREASURY	SUCCESS	AMOUNT[500]
1270	diplomatic_hel_attack_settlement_port_5	TREASURY	SUCCESS	AMOUNT[500]
1275	diplomatic_hel_attack_settlement_port_6	TREASURY	SUCCESS	AMOUNT[500]
1285	diplomatic_hel_attack_trade_route_raider_1	TREASURY	SUCCESS	AMOUNT[500]
1293	diplomatic_hel_attack_trade_route_raider_2	TREASURY	SUCCESS	AMOUNT[500]
1298	diplomatic_hel_attack_trade_route_raider_3	TREASURY	SUCCESS	AMOUNT[500]
1304	diplomatic_hel_attack_trade_route_raider_4	TREASURY	SUCCESS	AMOUNT[500]
1305	diplomatic_hel_kill_character_female_1	TREASURY	SUCCESS	AMOUNT[500]
1306	diplomatic_hel_kill_character_female_2	TREASURY	SUCCESS	AMOUNT[500]
1308	diplomatic_hel_kill_character_male_1	TREASURY	SUCCESS	AMOUNT[500]
1310	diplomatic_hel_kill_character_male_2	TREASURY	SUCCESS	AMOUNT[500]
1311	diplomatic_hel_kill_character_male_3	TREASURY	SUCCESS	AMOUNT[500]
1312	diplomatic_hel_raid_trade_route_faction_1	TREASURY	SUCCESS	AMOUNT[500]
1320	diplomatic_hel_raid_trade_route_faction_2	TREASURY	SUCCESS	AMOUNT[500]
1328	diplomatic_hel_raid_trade_route_faction_3	TREASURY	SUCCESS	AMOUNT[500]
1332	diplomatic_hel_raid_trade_route_faction_4	TREASURY	SUCCESS	AMOUNT[500]
134	senate_egy_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1342	diplomatic_hel_raid_trade_route_province_1	TREASURY	SUCCESS	AMOUNT[500]
1348	diplomatic_hel_raid_trade_route_province_2	TREASURY	SUCCESS	AMOUNT[500]
1354	diplomatic_rom_attack_army_1	TREASURY	SUCCESS	AMOUNT[500]
1358	diplomatic_rom_attack_army_2	TREASURY	SUCCESS	AMOUNT[500]
1364	diplomatic_rom_attack_army_3	TREASURY	SUCCESS	AMOUNT[500]
1370	diplomatic_rom_attack_army_4	TREASURY	SUCCESS	AMOUNT[500]
1376	diplomatic_rom_attack_army_5	TREASURY	SUCCESS	AMOUNT[500]
1384	diplomatic_rom_attack_army_6	TREASURY	SUCCESS	AMOUNT[500]
1392	diplomatic_rom_attack_in_defence_army_1	TREASURY	SUCCESS	AMOUNT[500]
1397	diplomatic_rom_attack_in_defence_army_2	TREASURY	SUCCESS	AMOUNT[500]
14	senate_car_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
1400	diplomatic_rom_attack_in_defence_army_3	TREASURY	SUCCESS	AMOUNT[500]
1401	diplomatic_rom_attack_in_defence_army_4	TREASURY	SUCCESS	AMOUNT[500]
1407	diplomatic_rom_attack_in_defence_army_5	TREASURY	SUCCESS	AMOUNT[500]
1414	diplomatic_rom_attack_in_defence_navy_1	TREASURY	SUCCESS	AMOUNT[500]
142	senate_gal_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1420	diplomatic_rom_attack_in_defence_navy_2	TREASURY	SUCCESS	AMOUNT[500]
1422	diplomatic_rom_attack_in_defence_navy_3	TREASURY	SUCCESS	AMOUNT[500]
1426	diplomatic_rom_attack_in_defence_navy_4	TREASURY	SUCCESS	AMOUNT[500]
143	senate_ger_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1434	diplomatic_rom_attack_in_defence_navy_5	TREASURY	SUCCESS	AMOUNT[500]
1438	diplomatic_rom_attack_navy_1	TREASURY	SUCCESS	AMOUNT[500]
1444	diplomatic_rom_attack_navy_2	TREASURY	SUCCESS	AMOUNT[500]
1448	diplomatic_rom_attack_navy_3	TREASURY	SUCCESS	AMOUNT[500]
1453	diplomatic_rom_attack_navy_4	TREASURY	SUCCESS	AMOUNT[500]
1457	diplomatic_rom_attack_navy_5	TREASURY	SUCCESS	AMOUNT[500]
1467	diplomatic_rom_attack_navy_6	TREASURY	SUCCESS	AMOUNT[500]
1472	diplomatic_rom_attack_settlement_landlocked_1	TREASURY	SUCCESS	AMOUNT[500]
1474	diplomatic_rom_attack_settlement_landlocked_2	TREASURY	SUCCESS	AMOUNT[500]
1480	diplomatic_rom_attack_settlement_landlocked_3	TREASURY	SUCCESS	AMOUNT[500]
1485	diplomatic_rom_attack_settlement_landlocked_4	TREASURY	SUCCESS	AMOUNT[500]
1486	diplomatic_rom_attack_settlement_landlocked_5	TREASURY	SUCCESS	AMOUNT[500]
1488	diplomatic_rom_attack_settlement_landlocked_6	TREASURY	SUCCESS	AMOUNT[500]
1492	diplomatic_rom_attack_settlement_port_1	TREASURY	SUCCESS	AMOUNT[500]
1496	diplomatic_rom_attack_settlement_port_2	TREASURY	SUCCESS	AMOUNT[500]
1505	diplomatic_rom_attack_settlement_port_3	TREASURY	SUCCESS	AMOUNT[500]
151	senate_hel_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1515	diplomatic_rom_attack_settlement_port_4	TREASURY	SUCCESS	AMOUNT[500]
1520	diplomatic_rom_attack_settlement_port_5	TREASURY	SUCCESS	AMOUNT[500]
1526	diplomatic_rom_attack_settlement_port_6	TREASURY	SUCCESS	AMOUNT[500]
1530	diplomatic_rom_attack_trade_route_raider_1	TREASURY	SUCCESS	AMOUNT[500]
1535	diplomatic_rom_attack_trade_route_raider_2	TREASURY	SUCCESS	AMOUNT[500]
1542	diplomatic_rom_attack_trade_route_raider_3	TREASURY	SUCCESS	AMOUNT[500]
1547	diplomatic_rom_attack_trade_route_raider_4	TREASURY	SUCCESS	AMOUNT[500]
1551	diplomatic_rom_kill_character_female_1	TREASURY	SUCCESS	AMOUNT[500]
1561	diplomatic_rom_kill_character_female_2	TREASURY	SUCCESS	AMOUNT[500]
1565	diplomatic_rom_kill_character_female_3	TREASURY	SUCCESS	AMOUNT[500]
1574	diplomatic_rom_kill_character_male_1	TREASURY	SUCCESS	AMOUNT[500]
1579	diplomatic_rom_kill_character_male_2	TREASURY	SUCCESS	AMOUNT[500]
1586	diplomatic_rom_kill_character_male_3	TREASURY	SUCCESS	AMOUNT[500]
159	senate_mac_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1594	diplomatic_rom_kill_character_male_4	TREASURY	SUCCESS	AMOUNT[500]
1603	diplomatic_rom_raid_trade_route_faction_1	TREASURY	SUCCESS	AMOUNT[500]
1605	diplomatic_rom_raid_trade_route_faction_2	TREASURY	SUCCESS	AMOUNT[500]
1612	diplomatic_rom_raid_trade_route_faction_3	TREASURY	SUCCESS	AMOUNT[500]
1620	diplomatic_rom_raid_trade_route_faction_4	TREASURY	SUCCESS	AMOUNT[500]
1630	diplomatic_rom_raid_trade_route_province_1	TREASURY	SUCCESS	AMOUNT[500]
1640	diplomatic_rom_raid_trade_route_province_2	TREASURY	SUCCESS	AMOUNT[500]
1644	senate_bar_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1651	senate_car_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
166	senate_par_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1661	senate_eas_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1665	senate_egy_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1666	senate_hel_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1672	senate_mac_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1681	senate_rom_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1687	senate_spa_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1691	senate_bar_naval_supremacy	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
17	senate_egy_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
1700	senate_eas_naval_supremacy	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1706	senate_med_naval_supremacy	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1714	senate_rom_naval_supremacy	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1722	senate_bar_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1732	senate_car_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1734	senate_eas_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1735	senate_egy_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1740	senate_hel_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1748	senate_mac_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1756	senate_spa_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1759	senate_rom_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
176	senate_pon_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1763	senate_bar_military_might	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1772	senate_eas_military_might	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1775	senate_med_military_might	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
178	senate_rom_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1780	senate_rom_military_might	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1785	senate_rom_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1787	senate_spa_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1796	senate_mac_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1798	senate_hel_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1804	senate_egy_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1809	senate_eas_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1816	senate_car_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1821	senate_bar_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1825	senate_rom_naval_supremacy	TREASURY	SUCCESS	AMOUNT[500]
1835	senate_med_naval_supremacy	TREASURY	SUCCESS	AMOUNT[500]
1842	senate_eas_naval_supremacy	TREASURY	SUCCESS	AMOUNT[500]
1845	senate_bar_naval_supremacy	TREASURY	SUCCESS	AMOUNT[500]
1846	senate_spa_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
185	senate_spa_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
1851	senate_rom_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1859	senate_mac_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1863	senate_hel_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1869	senate_egy_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
187	senate_bar_capture_region_random_enemy	rom_payload_war_fervour	SUCCESS	DURATION[2];GLOBAL
1879	senate_eas_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
188	senate_eas_capture_region_random_enemy	rom_payload_war_fervour	SUCCESS	DURATION[2];GLOBAL
1887	senate_car_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1892	senate_bar_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1896	senate_bar_military_might	TREASURY	SUCCESS	AMOUNT[500]
1901	senate_eas_military_might	TREASURY	SUCCESS	AMOUNT[500]
1909	senate_med_military_might	TREASURY	SUCCESS	AMOUNT[500]
191	senate_med_capture_region_random_enemy	rom_payload_war_fervour	SUCCESS	DURATION[2];GLOBAL
1911	senate_rom_military_might	TREASURY	SUCCESS	AMOUNT[500]
1914	senate_mas_defend_aktau	TREASURY	SUCCESS	AMOUNT[500]
1919	senate_mas_defend_aktau	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
1922	senate_mas_recapture_aktau	TREASURY	SUCCESS	AMOUNT[500]
1928	senate_mas_recapture_aktau	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
1931	senate_nom_capture_region_random_enemy	rom_payload_war_fervour	SUCCESS	DURATION[2];GLOBAL
1938	senate_nom_capture_region_random_enemy	TREASURY	SUCCESS	AMOUNT[500]
1939	senate_nom_military_might	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
1947	senate_nom_military_might	TREASURY	SUCCESS	AMOUNT[500]
1957	senate_nom_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
196	senate_rom_capture_region_random_enemy	rom_payload_war_fervour	SUCCESS	DURATION[2];GLOBAL
1966	senate_nom_muster_army	TREASURY	SUCCESS	AMOUNT[500]
1973	senate_nom_naval_supremacy	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1976	senate_nom_naval_supremacy	TREASURY	SUCCESS	AMOUNT[500]
1979	senate_nom_raise_fleet	rom_payload_call_sea	SUCCESS	DURATION[4];GLOBAL
1985	senate_nom_raise_fleet	TREASURY	SUCCESS	AMOUNT[500]
1992	senate_nom_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
2001	senate_nom_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
2007	senate_nom_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
201	senate_bar_capture_region_random_enemy	TREASURY	SUCCESS	AMOUNT[500]
2016	senate_nom_research_civil_construction	rom_payload_public_works_global	SUCCESS	DURATION[4];GLOBAL
2021	senate_nom_research_civil_economy	rom_payload_prosperity_global	SUCCESS	DURATION[4];GLOBAL
2026	senate_nom_research_civil_philosophy	rom_payload_culture_understanding	SUCCESS	DURATION[4];GLOBAL
2028	senate_nom_research_military_management	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
2038	senate_nom_research_military_siege	rom_payload_siegecraft	SUCCESS	DURATION[4];GLOBAL
2039	senate_nom_research_military_tactics	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2049	senate_rox_defende_gelonus	TREASURY	SUCCESS	AMOUNT[500]
2058	senate_rox_defende_gelonus	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
2064	senate_rox_recapture_gelonus	TREASURY	SUCCESS	AMOUNT[500]
2066	senate_rox_recapture_gelonus	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2072	senate_scy_defend_solokha	TREASURY	SUCCESS	AMOUNT[500]
2078	senate_scy_defend_solokha	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
2088	senate_scy_recapture_solokha	TREASURY	SUCCESS	AMOUNT[500]
2094	senate_scy_recapture_solokha	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2097	senate_sel_defend_antioch	TREASURY	SUCCESS	AMOUNT[500]
210	senate_eas_capture_region_random_enemy	TREASURY	SUCCESS	AMOUNT[500]
2107	senate_sel_defend_antioch	rom_payload_inspired_endeavours_global	SUCCESS	DURATION[4];GLOBAL
2112	senate_sel_recapture_antioch	TREASURY	SUCCESS	AMOUNT[500]
2118	senate_sel_recapture_antioch	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2120	gaul_senate_gal_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
2128	gaul_senate_rom_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
213	senate_med_capture_region_random_enemy	TREASURY	SUCCESS	AMOUNT[500]
2136	gaul_senate_sue_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
2137	gaul_senate_gal_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
2145	gaul_senate_rom_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
215	senate_rom_capture_region_random_enemy	TREASURY	SUCCESS	AMOUNT[500]
2153	gaul_senate_sue_recruit_spy	rom_payload_agent_spy_success	SUCCESS	DURATION[6];GLOBAL
2160	gaul_senate_gal_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
2170	gaul_senate_rom_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
2172	gaul_senate_sue_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
2175	gaul_senate_gal_capture_region	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2184	gaul_senate_gal_capture_region	TREASURY	SUCCESS	AMOUNT[1000]
2192	gaul_senate_rom_capture_region	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2194	gaul_senate_rom_capture_region	TREASURY	SUCCESS	AMOUNT[1000]
2204	gaul_senate_sue_capture_region	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2213	gaul_senate_sue_capture_region	TREASURY	SUCCESS	AMOUNT[1000]
222	senate_bar_research_military_management	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
2222	gaul_senate_gal_kill_agent	TREASURY	SUCCESS	AMOUNT[1250]
2229	gaul_senate_gal_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[6];GLOBAL
2236	gaul_senate_gal_muster_army	TREASURY	SUCCESS	AMOUNT[500]
2246	gaul_senate_rom_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[6];GLOBAL
225	senate_bar_research_military_siege	rom_payload_siegecraft	SUCCESS	DURATION[4];GLOBAL
2256	gaul_senate_rom_muster_army	TREASURY	SUCCESS	AMOUNT[500]
2264	gaul_senate_sue_muster_army	rom_payload_call_to_arms_global	SUCCESS	DURATION[6];GLOBAL
2265	gaul_senate_sue_muster_army	TREASURY	SUCCESS	AMOUNT[500]
2270	gaul_senate_rom_kill_agent	TREASURY	SUCCESS	AMOUNT[1250]
2278	gaul_senate_sue_kill_agent	TREASURY	SUCCESS	AMOUNT[1250]
229	senate_bar_research_military_tactics	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
2294	gaul_senate_gal_attack_force	TREASURY	SUCCESS	AMOUNT[750]
2297	gaul_senate_gal_attack_force	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2307	gaul_senate_rom_attack_force	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2312	gaul_senate_rom_attack_force	TREASURY	SUCCESS	AMOUNT[750]
232	senate_eas_research_military_management	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
2320	gaul_senate_sue_attack_force	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2321	gaul_senate_sue_attack_force	TREASURY	SUCCESS	AMOUNT[750]
2324	senate_car_recruit_dignitary	rom_payload_agent_dignitary_success	SUCCESS	DURATION[6];GLOBAL
2328	senate_briton_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2338	senate_celtic_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2345	senate_gaul_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
235	senate_eas_research_military_siege	rom_payload_siegecraft	SUCCESS	DURATION[4];GLOBAL
2350	senate_celtiberian_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2355	senate_germanic_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2365	senate_daco_thracian_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2370	senate_illyrian_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2373	senate_gre_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2374	senate_eas_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2382	senate_nom_common_interest	TREASURY	SUCCESS	AMOUNT[1250]
2389	3c_senate_bar_research_military_army	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2393	3c_senate_eas_research_military_army	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2397	3c_senate_nom_research_military_army	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
2398	3c_senate_rom_research_military_army	rom_payload_military_experience	SUCCESS	DURATION[4];GLOBAL
245	senate_eas_research_military_tactics	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
255	senate_med_research_military_management	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
257	senate_med_research_military_siege	rom_payload_siegecraft	SUCCESS	DURATION[4];GLOBAL
26	senate_gal_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
266	senate_med_research_military_tactics	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
275	senate_rom_research_military_management	rom_payload_call_to_arms_global	SUCCESS	DURATION[4];GLOBAL
277	senate_rom_research_military_siege	rom_payload_siegecraft	SUCCESS	DURATION[4];GLOBAL
287	senate_rom_research_military_tactics	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
290	senate_arv_recapture_nemossos	TREASURY	SUCCESS	AMOUNT[500]
291	senate_ath_recapture_athens	TREASURY	SUCCESS	AMOUNT[500]
295	senate_car_recapture_carthage	TREASURY	SUCCESS	AMOUNT[500]
298	senate_egy_recapture_alexandria	TREASURY	SUCCESS	AMOUNT[500]
301	senate_epi_recapture_apollonia	TREASURY	SUCCESS	AMOUNT[500]
305	senate_ice_recapture_camulodunon	TREASURY	SUCCESS	AMOUNT[500]
310	senate_mac_recapture_pella	TREASURY	SUCCESS	AMOUNT[500]
319	senate_par_recapture_nisa	TREASURY	SUCCESS	AMOUNT[500]
320	senate_pon_recapture_amaseia	TREASURY	SUCCESS	AMOUNT[500]
325	senate_rom_recapture_rome	TREASURY	SUCCESS	AMOUNT[500]
33	senate_ger_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
335	senate_spa_recapture_sparta	TREASURY	SUCCESS	AMOUNT[500]
345	senate_sue_recapture_lupfurdum	TREASURY	SUCCESS	AMOUNT[500]
355	senate_arv_recapture_nemossos	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
364	senate_ath_recapture_athens	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
366	senate_car_recapture_carthage	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
368	senate_egy_recapture_alexandria	rom_payload_war_fervour	SUCCESS	DURATION[4];GLOBAL
37	senate_hel_recruit_champion	rom_payload_agent_champion_success	SUCCESS	DURATION[6];GLOBAL
