event	optional_campaign_key	culture	optional_subculture	text	image	icon	sound_event
agent_their_any_kill_character_fail		rom_Barbarian		roman_agent_their_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_kill_character_fail		rom_Eastern		roman_agent_their_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_kill_character_fail		rom_Hellenistic		roman_agent_their_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_kill_character_fail		rom_Roman		roman_agent_their_any_kill_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_kill_character_success		rom_Barbarian		roman_agent_their_any_kill_character_success	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_kill_character_success		rom_Barbarian	sc_rom_barb_east	roman_agent_their_any_kill_character_success	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_kill_character_success		rom_Eastern		roman_agent_their_any_kill_character_success	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_kill_character_success		rom_Hellenistic		roman_agent_their_any_kill_character_success	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_kill_character_success		rom_Roman		roman_agent_their_any_kill_character_success	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_kill_character_wound		rom_Barbarian		roman_agent_their_any_kill_character_wound	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_kill_character_wound		rom_Barbarian	sc_rom_barb_east	roman_agent_their_any_kill_character_wound	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_kill_character_wound		rom_Eastern		roman_agent_their_any_kill_character_wound	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_kill_character_wound		rom_Hellenistic		roman_agent_their_any_kill_character_wound	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_kill_character_wound		rom_Roman		roman_agent_their_any_kill_character_wound	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_fail		rom_Barbarian		roman_agent_their_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_steal_character_fail		rom_Eastern		roman_agent_their_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_steal_character_fail		rom_Hellenistic		roman_agent_their_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_steal_character_fail		rom_Roman		roman_agent_their_any_steal_character_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_any_steal_character_kill		rom_Barbarian		roman_agent_their_any_steal_character_kill	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_steal_character_kill		rom_Barbarian	sc_rom_barb_east	roman_agent_their_any_steal_character_kill	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_steal_character_kill		rom_Eastern		roman_agent_their_any_steal_character_kill	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_steal_character_kill		rom_Hellenistic		roman_agent_their_any_steal_character_kill	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_steal_character_kill		rom_Roman		roman_agent_their_any_steal_character_kill	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_any_steal_character_stop		rom_Barbarian		roman_agent_their_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_stop		rom_Eastern		roman_agent_their_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_stop		rom_Hellenistic		roman_agent_their_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_stop		rom_Roman		roman_agent_their_any_steal_character_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_success		rom_Barbarian		roman_agent_their_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_success		rom_Eastern		roman_agent_their_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_success		rom_Hellenistic		roman_agent_their_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_any_steal_character_success		rom_Roman		roman_agent_their_any_steal_character_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_authority_success		rom_Barbarian		roman_agent_their_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_authority_success		rom_Eastern		roman_agent_their_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_authority_success		rom_Hellenistic		roman_agent_their_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_authority_success		rom_Roman		roman_agent_their_champion_anti_army_authority_success	agent_combat.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_fail		rom_Barbarian		roman_agent_their_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_army_fail		rom_Eastern		roman_agent_their_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_army_fail		rom_Hellenistic		roman_agent_their_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_army_fail		rom_Roman		roman_agent_their_champion_anti_army_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_army_subterfuge_success		rom_Barbarian		roman_agent_their_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_subterfuge_success		rom_Eastern		roman_agent_their_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_subterfuge_success		rom_Hellenistic		roman_agent_their_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_subterfuge_success		rom_Roman		roman_agent_their_champion_anti_army_subterfuge_success	agent_wreck_supplies.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_zeal_success		rom_Barbarian		roman_agent_their_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_zeal_success		rom_Eastern		roman_agent_their_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_zeal_success		rom_Hellenistic		roman_agent_their_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_army_zeal_success		rom_Roman		roman_agent_their_champion_anti_army_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_authority_success		rom_Barbarian		roman_agent_their_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_authority_success		rom_Eastern		roman_agent_their_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_authority_success		rom_Hellenistic		roman_agent_their_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_authority_success		rom_Roman		roman_agent_their_champion_anti_settlement_authority_success	agent_rally_slaves.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_fail		rom_Barbarian		roman_agent_their_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_settlement_fail		rom_Eastern		roman_agent_their_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_settlement_fail		rom_Hellenistic		roman_agent_their_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_settlement_fail		rom_Roman		roman_agent_their_champion_anti_settlement_fail	agent_hire.png	rom_event_civil.png	campaign_ui_message_positive
agent_their_champion_anti_settlement_subterfuge_success		rom_Barbarian		roman_agent_their_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_subterfuge_success		rom_Eastern		roman_agent_their_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_subterfuge_success		rom_Hellenistic		roman_agent_their_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_subterfuge_success		rom_Roman		roman_agent_their_champion_anti_settlement_subterfuge_success	agent_raid.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_zeal_success		rom_Barbarian		roman_agent_their_spy_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_zeal_success		rom_Eastern		roman_agent_their_spy_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_zeal_success		rom_Hellenistic		roman_agent_their_spy_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_anti_settlement_zeal_success		rom_Roman		roman_agent_their_spy_anti_settlement_zeal_success	agent_assault.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_success		rom_Barbarian		roman_agent_their_champion_kill_character_authority_success	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_success		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_authority_success	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_success		rom_Eastern		roman_agent_their_champion_kill_character_authority_success	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_success		rom_Hellenistic		roman_agent_their_champion_kill_character_authority_success	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_success		rom_Roman		roman_agent_their_champion_kill_character_authority_success	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_wound		rom_Barbarian		roman_agent_their_champion_kill_character_authority_wound	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_wound		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_authority_wound	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_wound		rom_Eastern		roman_agent_their_champion_kill_character_authority_wound	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_wound		rom_Hellenistic		roman_agent_their_champion_kill_character_authority_wound	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_authority_wound		rom_Roman		roman_agent_their_champion_kill_character_authority_wound	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_success		rom_Barbarian		roman_agent_their_champion_kill_character_subterfuge_success	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_success		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_subterfuge_success	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_success		rom_Eastern		roman_agent_their_champion_kill_character_subterfuge_success	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_success		rom_Hellenistic		roman_agent_their_champion_kill_character_subterfuge_success	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_success		rom_Roman		roman_agent_their_champion_kill_character_subterfuge_success	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_wound		rom_Barbarian		roman_agent_their_champion_kill_character_subterfuge_wound	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_wound		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_subterfuge_wound	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_wound		rom_Eastern		roman_agent_their_champion_kill_character_subterfuge_wound	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_wound		rom_Hellenistic		roman_agent_their_champion_kill_character_subterfuge_wound	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_subterfuge_wound		rom_Roman		roman_agent_their_champion_kill_character_subterfuge_wound	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_success		rom_Barbarian		roman_agent_their_champion_kill_character_zeal_success	barb_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_success		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_zeal_success	nomad_male_agent_wounded.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_success		rom_Eastern		roman_agent_their_champion_kill_character_zeal_success	east_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_success		rom_Hellenistic		roman_agent_their_champion_kill_character_zeal_success	greek_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_success		rom_Roman		roman_agent_their_champion_kill_character_zeal_success	rom_male_agent_killed.png	rom_event_death.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_wound		rom_Barbarian		roman_agent_their_champion_kill_character_zeal_wound	barb_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_wound		rom_Barbarian	sc_rom_barb_east	roman_agent_their_champion_kill_character_zeal_wound	nomad_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_wound		rom_Eastern		roman_agent_their_champion_kill_character_zeal_wound	east_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_wound		rom_Hellenistic		roman_agent_their_champion_kill_character_zeal_wound	greek_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_kill_character_zeal_wound		rom_Roman		roman_agent_their_champion_kill_character_zeal_wound	rom_male_agent_wounded.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_stop		rom_Barbarian		roman_agent_their_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_stop		rom_Eastern		roman_agent_their_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_stop		rom_Hellenistic		roman_agent_their_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_stop		rom_Roman		roman_agent_their_any_steal_character_authority_stop	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_success		rom_Barbarian		roman_agent_their_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_success		rom_Eastern		roman_agent_their_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_success		rom_Hellenistic		roman_agent_their_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
agent_their_champion_steal_character_authority_success		rom_Roman		roman_agent_their_any_steal_character_authority_success	agent_hire.png	rom_event_civil.png	campaign_ui_message_negative
