effect_bundle	province	season	default	weighting
gaul_season_autumn_bad	gaul_main_liguria	season_autumn	false	1
gaul_season_autumn_good	gaul_main_liguria	season_autumn	false	2
gaul_season_autumn	gaul_main_lugdunensis	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_lugdunensis	season_autumn	false	1
gaul_season_autumn_good	gaul_main_lugdunensis	season_autumn	false	2
gaul_season_autumn	gaul_main_lutetia	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_lutetia	season_autumn	false	1
gaul_season_autumn_good	gaul_main_lutetia	season_autumn	false	2
gaul_season_autumn	gaul_main_maxima_sequanorum	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_maxima_sequanorum	season_autumn	false	1
gaul_season_autumn_good	gaul_main_maxima_sequanorum	season_autumn	false	2
gaul_season_autumn	gaul_main_narbonensis	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_narbonensis	season_autumn	false	1
gaul_season_autumn_good	gaul_main_narbonensis	season_autumn	false	2
gaul_season_autumn	gaul_main_pictavis	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_pictavis	season_autumn	false	1
gaul_season_autumn_good	gaul_main_pictavis	season_autumn	false	2
gaul_season_autumn	gaul_main_senonia	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_senonia	season_autumn	false	1
gaul_season_autumn_good	gaul_main_senonia	season_autumn	false	2
gaul_season_autumn	gaul_main_silva_carbonaria	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_silva_carbonaria	season_autumn	false	1
gaul_season_autumn_good	gaul_main_silva_carbonaria	season_autumn	false	2
gaul_season_autumn	gaul_main_silva_nigra	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_silva_nigra	season_autumn	false	1
gaul_season_autumn_good	gaul_main_silva_nigra	season_autumn	false	2
gaul_season_autumn	gaul_main_transalpina	season_autumn	true	7
gaul_season_autumn_bad	gaul_main_transalpina	season_autumn	false	1
gaul_season_autumn_good	gaul_main_transalpina	season_autumn	false	2
pel_season_autumn	pel_aigian	season_autumn	true	1
pel_season_autumn	pel_aitolia	season_autumn	true	1
pel_season_autumn	pel_ambrakia	season_autumn	true	1
pel_season_autumn	pel_amphipolis	season_autumn	true	1
pel_season_autumn	pel_argolis	season_autumn	true	1
pel_season_autumn	pel_attike	season_autumn	true	1
pel_season_autumn	pel_boiotia	season_autumn	true	1
pel_season_autumn	pel_dodekanisa	season_autumn	true	1
pel_season_autumn	pel_elis	season_autumn	true	1
pel_season_autumn	pel_epeiros	season_autumn	true	1
pel_season_autumn	pel_euboia	season_autumn	true	1
pel_season_autumn	pel_hellespontos	season_autumn	true	1
pel_season_autumn	pel_ionia	season_autumn	true	1
pel_season_autumn	pel_kalkidike	season_autumn	true	1
pel_season_autumn	pel_karia	season_autumn	true	1
pel_season_autumn	pel_krete	season_autumn	true	1
pel_season_autumn	pel_lakedaimon	season_autumn	true	1
pel_season_autumn	pel_lydia	season_autumn	true	1
pel_season_autumn	pel_makedon	season_autumn	true	1
pel_season_autumn	pel_mysia	season_autumn	true	1
pel_season_autumn	pel_thessaly	season_autumn	true	1
pel_season_autumn	pel_thraike	season_autumn	true	1
pun_season_autumn	pun_main_africa	season_autumn	true	7
pun_season_autumn_early	pun_main_africa	season_autumn	false	3
pun_season_autumn_late	pun_main_africa	season_autumn	false	1
pun_season_autumn	pun_main_aquitania	season_autumn	true	7
pun_season_autumn_early	pun_main_aquitania	season_autumn	false	1
pun_season_autumn_late	pun_main_aquitania	season_autumn	false	2
pun_season_autumn	pun_main_celtiberia	season_autumn	true	7
pun_season_autumn_dry	pun_main_celtiberia	season_autumn	false	3
pun_season_autumn	pun_main_corsica_et_sardinia	season_autumn	true	7
pun_season_autumn_early	pun_main_corsica_et_sardinia	season_autumn	false	3
pun_season_autumn_late	pun_main_corsica_et_sardinia	season_autumn	false	1
pun_season_autumn	pun_main_etruria	season_autumn	true	7
pun_season_autumn_early	pun_main_etruria	season_autumn	false	3
pun_season_autumn_late	pun_main_etruria	season_autumn	false	1
pun_season_autumn	pun_main_gallaecia	season_autumn	true	7
pun_season_autumn_early	pun_main_gallaecia	season_autumn	false	1
pun_season_autumn_late	pun_main_gallaecia	season_autumn	false	2
pun_season_autumn	pun_main_gallia_cisalpina	season_autumn	true	7
pun_season_autumn_early	pun_main_gallia_cisalpina	season_autumn	false	3
pun_season_autumn_late	pun_main_gallia_cisalpina	season_autumn	false	1
pun_season_autumn	pun_main_gallia_transalpina	season_autumn	true	7
pun_season_autumn_early	pun_main_gallia_transalpina	season_autumn	false	3
pun_season_autumn_late	pun_main_gallia_transalpina	season_autumn	false	1
pun_season_autumn	pun_main_hispania_citerior	season_autumn	true	7
pun_season_autumn_early	pun_main_hispania_citerior	season_autumn	false	3
pun_season_autumn_late	pun_main_hispania_citerior	season_autumn	false	1
pun_season_autumn	pun_main_hispania_ulterior	season_autumn	true	7
pun_season_autumn_dry	pun_main_hispania_ulterior	season_autumn	false	3
pun_season_autumn	pun_main_latium_et_campania	season_autumn	true	7
pun_season_autumn_early	pun_main_latium_et_campania	season_autumn	false	3
pun_season_autumn_late	pun_main_latium_et_campania	season_autumn	false	1
pun_season_autumn	pun_main_lusitania	season_autumn	true	7
pun_season_autumn_dry	pun_main_lusitania	season_autumn	false	3
pun_season_autumn	pun_main_magna_graecia	season_autumn	true	7
pun_season_autumn_early	pun_main_magna_graecia	season_autumn	false	3
pun_season_autumn_late	pun_main_magna_graecia	season_autumn	false	1
pun_season_autumn	pun_main_mauretania	season_autumn	true	7
pun_season_autumn_early	pun_main_mauretania	season_autumn	false	3
pun_season_autumn_late	pun_main_mauretania	season_autumn	false	1
pun_season_autumn	pun_main_numidia	season_autumn	true	7
pun_season_autumn_early	pun_main_numidia	season_autumn	false	3
pun_season_autumn_late	pun_main_numidia	season_autumn	false	1
pun_season_autumn	pun_main_samnium	season_autumn	true	7
pun_season_autumn_early	pun_main_samnium	season_autumn	false	3
pun_season_autumn_late	pun_main_samnium	season_autumn	false	1
pun_season_autumn	pun_main_sicilia	season_autumn	true	6
pun_season_autumn_early	pun_main_sicilia	season_autumn	false	5
pun_season_autumn_late	pun_main_sicilia	season_autumn	false	1
pun_season_autumn_dry	pun_main_tripolitana	season_autumn	true	7
pun_season_autumn_early	pun_main_tripolitana	season_autumn	false	2
pun_season_autumn	pun_main_turdetania	season_autumn	true	7
pun_season_autumn_early	pun_main_turdetania	season_autumn	false	3
pun_season_autumn_late	pun_main_turdetania	season_autumn	false	1
pun_season_autumn	pun_main_umbria_et_picenum	season_autumn	true	7
pun_season_autumn_early	pun_main_umbria_et_picenum	season_autumn	false	3
pun_season_autumn_late	pun_main_umbria_et_picenum	season_autumn	false	1
pun_season_autumn_late	rome_main_aegyptos	season_autumn	true	1
pun_season_autumn_late	rome_main_africa	season_autumn	true	1
pun_season_autumn_dry	rome_main_aithiops	season_autumn	true	1
pun_season_autumn	rome_main_aquitania	season_autumn	true	1
pun_season_autumn_dry	rome_main_arabia_felix	season_autumn	true	1
pun_season_autumn_dry	rome_main_arabia_magna	season_autumn	true	1
pun_season_autumn	rome_main_arachosia	season_autumn	true	1
pun_season_autumn	rome_main_aria	season_autumn	true	1
pun_season_autumn	rome_main_armenia	season_autumn	true	1
pun_season_summer	rome_main_asia	season_autumn	true	1
pun_season_autumn	rome_main_bactria	season_autumn	true	1
pun_season_autumn	rome_main_baetica	season_autumn	true	1
pun_season_autumn	rome_main_belgica	season_autumn	true	1
pun_season_autumn	rome_main_bithynia_et_pontus	season_autumn	true	1
pun_season_autumn	rome_main_bosporus	season_autumn	true	1
pun_season_autumn_early	rome_main_britannia	season_autumn	true	1
pun_season_autumn_early	rome_main_caledonia_et_hibernia	season_autumn	true	1
pun_season_autumn	rome_main_carmania	season_autumn	true	1
pun_season_autumn	rome_main_cartaginensis	season_autumn	true	1
pun_season_autumn	rome_main_caucasia	season_autumn	true	1
pun_season_autumn	rome_main_celtica	season_autumn	true	1
pun_season_autumn	rome_main_chorasmia	season_autumn	true	1
pun_season_autumn	rome_main_cilicia	season_autumn	true	1
pun_season_autumn	rome_main_cisalpina	season_autumn	true	1
pun_season_autumn	rome_main_corsica_et_sardinia	season_autumn	true	1
pun_season_autumn	rome_main_dacia	season_autumn	true	1
pun_season_autumn	rome_main_galatia_et_cappadocia	season_autumn	true	1
pun_season_autumn_dry	rome_main_gedrosia	season_autumn	true	1
pun_season_autumn	rome_main_germania_minor	season_autumn	true	1
pun_season_autumn	rome_main_hellas	season_autumn	true	1
pun_season_autumn	rome_main_hercynia	season_autumn	true	1
pun_season_autumn	rome_main_illyria	season_autumn	true	1
pun_season_autumn	rome_main_italia	season_autumn	true	1
pun_season_autumn_dry	rome_main_libue	season_autumn	true	1
pun_season_autumn	rome_main_lusitania	season_autumn	true	1
pun_season_autumn	rome_main_macedonia	season_autumn	true	1
pun_season_autumn_early	rome_main_magna_germania	season_autumn	true	1
pun_season_autumn_late	rome_main_magna_graecia	season_autumn	true	1
pun_season_autumn_dry	rome_main_mauretania	season_autumn	true	1
pun_season_autumn	rome_main_media_magna	season_autumn	true	1
pun_season_autumn	rome_main_mesopotamia	season_autumn	true	1
pun_season_autumn_dry	rome_main_nabataea	season_autumn	true	1
pun_season_autumn	rome_main_pannonia	season_autumn	true	1
pun_season_autumn	rome_main_parthia	season_autumn	true	1
pun_season_autumn	rome_main_persis	season_autumn	true	1
pun_season_autumn_dry	rome_main_phazania	season_autumn	true	1
pun_season_autumn	rome_main_ponto_caspia	season_autumn	true	1
pun_season_autumn	rome_main_provincia	season_autumn	true	1
pun_season_autumn	rome_main_raetia_et_noricum	season_autumn	true	1
pun_season_autumn_early	rome_main_sarmatia	season_autumn	true	1
pun_season_autumn	rome_main_scythia	season_autumn	true	1
pun_season_autumn	rome_main_silesia	season_autumn	true	1
pun_season_autumn_early	rome_main_suebia	season_autumn	true	1
pun_season_autumn	rome_main_syria	season_autumn	true	1
pun_season_autumn	rome_main_tarraconensis	season_autumn	true	1
pun_season_autumn	rome_main_thracia	season_autumn	true	1
pun_season_autumn	rome_main_transoxania	season_autumn	true	1
pun_season_spring	emp_achaia	season_spring	true	7
pun_season_spring	emp_aegyptos	season_spring	true	7
pun_season_spring	emp_aethiopia	season_spring	true	6
pun_season_spring	emp_africa	season_spring	true	7
pun_season_spring	emp_aquitania	season_spring	true	6
pun_season_spring	emp_arabia_felix	season_spring	true	6
pun_season_spring	emp_arabia_magna	season_spring	true	6
pun_season_spring	emp_aria	season_spring	true	7
pun_season_spring	emp_armenia	season_spring	true	6
pun_season_spring	emp_asia	season_spring	true	7
pun_season_spring	emp_bactria	season_spring	true	7
pun_season_spring	emp_baetica	season_spring	true	7
pun_season_spring	emp_belgica	season_spring	true	7
pun_season_spring	emp_bithynia_et_pontus	season_spring	true	7
pun_season_spring	emp_bosporus	season_spring	true	7
pun_season_spring	emp_britannia	season_spring	true	7
pun_season_spring	emp_carmania	season_spring	true	7
pun_season_spring	emp_caucasia	season_spring	true	7
pun_season_spring	emp_chorasmia	season_spring	true	7
pun_season_spring	emp_cisalpina	season_spring	true	7
pun_season_spring	emp_corsica_et_sardinia	season_spring	true	7
pun_season_spring	emp_dacia	season_spring	true	7
pun_season_spring	emp_galatia_et_cappadocia	season_spring	true	7
pun_season_spring	emp_gallia	season_spring	true	6
pun_season_spring	emp_gedrosia	season_spring	true	7
pun_season_spring	emp_germania_minor	season_spring	true	7
pun_season_spring	emp_hercynia	season_spring	true	7
pun_season_spring	emp_hispania	season_spring	true	7
pun_season_spring	emp_illyricum	season_spring	true	7
pun_season_spring	emp_italia	season_spring	true	7
pun_season_spring	emp_judea	season_spring	true	7
pun_season_spring	emp_latium	season_spring	true	7
pun_season_spring	emp_libya	season_spring	true	6
pun_season_spring	emp_lugii	season_spring	true	5
pun_season_spring	emp_lusitania	season_spring	true	7
pun_season_spring	emp_macedonia	season_spring	true	7
pun_season_spring	emp_magna_germania	season_spring	true	7
pun_season_spring	emp_mauretania	season_spring	true	7
pun_season_spring	emp_media_magna	season_spring	true	7
pun_season_spring	emp_mesopotamia	season_spring	true	7
pun_season_spring	emp_nabataea	season_spring	true	6
pun_season_spring	emp_narbonensis	season_spring	true	7
pun_season_spring	emp_numidia	season_spring	true	7
pun_season_spring	emp_palmyra	season_spring	true	7
pun_season_spring	emp_pannonia	season_spring	true	6
pun_season_spring	emp_parthia	season_spring	true	7
pun_season_spring	emp_persis	season_spring	true	7
pun_season_spring	emp_phazania	season_spring	true	6
pun_season_spring	emp_pretanic_isles	season_spring	true	7
pun_season_spring	emp_raetia_et_noricum	season_spring	true	7
pun_season_spring	emp_sarmatia	season_spring	true	7
pun_season_spring	emp_scythia	season_spring	true	7
pun_season_spring	emp_sicily	season_spring	true	7
pun_season_spring	emp_suebia	season_spring	true	7
pun_season_spring	emp_syria	season_spring	true	7
pun_season_spring	emp_tarraconensis	season_spring	true	6
pun_season_spring	emp_thracia	season_spring	true	6
pun_season_spring	emp_transoxania	season_spring	true	7
gaul_season_spring	gaul_main_aquitania	season_spring	true	7
gaul_season_spring_bad	gaul_main_aquitania	season_spring	false	1
gaul_season_spring_good	gaul_main_aquitania	season_spring	false	2
gaul_season_spring	gaul_main_arduenna_silva	season_spring	true	7
gaul_season_spring_bad	gaul_main_arduenna_silva	season_spring	false	1
gaul_season_spring_good	gaul_main_arduenna_silva	season_spring	false	2
gaul_season_spring	gaul_main_aremorica	season_spring	true	7
gaul_season_spring_bad	gaul_main_aremorica	season_spring	false	1
gaul_season_spring_good	gaul_main_aremorica	season_spring	false	2
gaul_season_spring	gaul_main_britannia	season_spring	true	7
gaul_season_spring_bad	gaul_main_britannia	season_spring	false	1
gaul_season_spring_good	gaul_main_britannia	season_spring	false	2
gaul_season_spring	gaul_main_francium	season_spring	true	7
gaul_season_spring_bad	gaul_main_francium	season_spring	false	1
gaul_season_spring_good	gaul_main_francium	season_spring	false	2
gaul_season_spring	gaul_main_gergovia	season_spring	true	7
gaul_season_spring_bad	gaul_main_gergovia	season_spring	false	1
gaul_season_spring_good	gaul_main_gergovia	season_spring	false	2
gaul_season_spring	gaul_main_germania_inferior	season_spring	true	7
gaul_season_spring_bad	gaul_main_germania_inferior	season_spring	false	1
gaul_season_spring_good	gaul_main_germania_inferior	season_spring	false	2
gaul_season_spring	gaul_main_helvetia	season_spring	true	7
gaul_season_spring_bad	gaul_main_helvetia	season_spring	false	1
gaul_season_spring_good	gaul_main_helvetia	season_spring	false	2
gaul_season_spring	gaul_main_insubria	season_spring	true	7
gaul_season_spring_bad	gaul_main_insubria	season_spring	false	1
gaul_season_spring_good	gaul_main_insubria	season_spring	false	2
gaul_season_spring	gaul_main_latium	season_spring	true	7
gaul_season_spring_bad	gaul_main_latium	season_spring	false	1
gaul_season_spring_good	gaul_main_latium	season_spring	false	2
gaul_season_spring	gaul_main_liguria	season_spring	true	7
gaul_season_spring_bad	gaul_main_liguria	season_spring	false	1
gaul_season_spring_good	gaul_main_liguria	season_spring	false	2
gaul_season_spring	gaul_main_lugdunensis	season_spring	true	7
gaul_season_spring_bad	gaul_main_lugdunensis	season_spring	false	1
gaul_season_spring_good	gaul_main_lugdunensis	season_spring	false	2
gaul_season_spring	gaul_main_lutetia	season_spring	true	7
gaul_season_spring_bad	gaul_main_lutetia	season_spring	false	1
gaul_season_spring_good	gaul_main_lutetia	season_spring	false	2
gaul_season_spring	gaul_main_maxima_sequanorum	season_spring	true	7
gaul_season_spring_bad	gaul_main_maxima_sequanorum	season_spring	false	1
gaul_season_spring_good	gaul_main_maxima_sequanorum	season_spring	false	2
gaul_season_spring	gaul_main_narbonensis	season_spring	true	7
gaul_season_spring_bad	gaul_main_narbonensis	season_spring	false	1
gaul_season_spring_good	gaul_main_narbonensis	season_spring	false	2
gaul_season_spring	gaul_main_pictavis	season_spring	true	7
gaul_season_spring_bad	gaul_main_pictavis	season_spring	false	1
gaul_season_spring_good	gaul_main_pictavis	season_spring	false	2
gaul_season_spring	gaul_main_senonia	season_spring	true	7
gaul_season_spring_bad	gaul_main_senonia	season_spring	false	1
gaul_season_spring_good	gaul_main_senonia	season_spring	false	2
gaul_season_spring	gaul_main_silva_carbonaria	season_spring	true	7
gaul_season_spring_bad	gaul_main_silva_carbonaria	season_spring	false	1
gaul_season_spring_good	gaul_main_silva_carbonaria	season_spring	false	2
gaul_season_spring	gaul_main_silva_nigra	season_spring	true	7
gaul_season_spring_bad	gaul_main_silva_nigra	season_spring	false	1
gaul_season_spring_good	gaul_main_silva_nigra	season_spring	false	2
gaul_season_spring	gaul_main_transalpina	season_spring	true	7
gaul_season_spring_bad	gaul_main_transalpina	season_spring	false	1
gaul_season_spring_good	gaul_main_transalpina	season_spring	false	2
pel_season_spring	pel_aigian	season_spring	true	1
pel_season_spring	pel_aitolia	season_spring	true	1
pel_season_spring	pel_ambrakia	season_spring	true	1
pel_season_spring	pel_amphipolis	season_spring	true	1
pel_season_spring	pel_argolis	season_spring	true	1
pel_season_spring	pel_attike	season_spring	true	1
pel_season_spring	pel_boiotia	season_spring	true	1
pel_season_spring	pel_dodekanisa	season_spring	true	1
pel_season_spring	pel_elis	season_spring	true	1
pel_season_spring	pel_epeiros	season_spring	true	1
pel_season_spring	pel_euboia	season_spring	true	1
pel_season_spring	pel_hellespontos	season_spring	true	1
pel_season_spring	pel_ionia	season_spring	true	1
pel_season_spring	pel_kalkidike	season_spring	true	1
pel_season_spring	pel_karia	season_spring	true	1
pel_season_spring	pel_krete	season_spring	true	1
pel_season_spring	pel_lakedaimon	season_spring	true	1
pel_season_spring	pel_lydia	season_spring	true	1
pel_season_spring	pel_makedon	season_spring	true	1
pel_season_spring	pel_mysia	season_spring	true	1
pel_season_spring	pel_thessaly	season_spring	true	1
pel_season_spring	pel_thraike	season_spring	true	1
pun_season_spring	pun_main_africa	season_spring	true	7
pun_season_spring_early	pun_main_africa	season_spring	false	2
pun_season_spring_late	pun_main_africa	season_spring	false	1
pun_season_spring	pun_main_aquitania	season_spring	true	6
pun_season_spring_early	pun_main_aquitania	season_spring	false	2
pun_season_spring_late	pun_main_aquitania	season_spring	false	2
pun_season_spring	pun_main_celtiberia	season_spring	true	7
pun_season_spring_early	pun_main_celtiberia	season_spring	false	2
pun_season_spring_late	pun_main_celtiberia	season_spring	false	1
pun_season_spring	pun_main_corsica_et_sardinia	season_spring	true	7
pun_season_spring_early	pun_main_corsica_et_sardinia	season_spring	false	2
pun_season_spring_late	pun_main_corsica_et_sardinia	season_spring	false	1
pun_season_spring	pun_main_etruria	season_spring	true	7
pun_season_spring_early	pun_main_etruria	season_spring	false	2
pun_season_spring_late	pun_main_etruria	season_spring	false	1
pun_season_spring	pun_main_gallaecia	season_spring	true	6
pun_season_spring_early	pun_main_gallaecia	season_spring	false	2
pun_season_spring_late	pun_main_gallaecia	season_spring	false	2
pun_season_spring	pun_main_gallia_cisalpina	season_spring	true	7
pun_season_spring_early	pun_main_gallia_cisalpina	season_spring	false	1
pun_season_spring_late	pun_main_gallia_cisalpina	season_spring	false	3
pun_season_spring	pun_main_gallia_transalpina	season_spring	true	7
pun_season_spring_early	pun_main_gallia_transalpina	season_spring	false	1
pun_season_spring_late	pun_main_gallia_transalpina	season_spring	false	3
pun_season_spring	pun_main_hispania_citerior	season_spring	true	7
pun_season_spring_early	pun_main_hispania_citerior	season_spring	false	2
pun_season_spring_late	pun_main_hispania_citerior	season_spring	false	1
pun_season_spring	pun_main_hispania_ulterior	season_spring	true	7
pun_season_spring_early	pun_main_hispania_ulterior	season_spring	false	2
pun_season_spring_late	pun_main_hispania_ulterior	season_spring	false	1
pun_season_spring	pun_main_latium_et_campania	season_spring	true	7
pun_season_spring_early	pun_main_latium_et_campania	season_spring	false	2
pun_season_spring_late	pun_main_latium_et_campania	season_spring	false	1
pun_season_spring	pun_main_lusitania	season_spring	true	7
pun_season_spring_early	pun_main_lusitania	season_spring	false	2
pun_season_spring_late	pun_main_lusitania	season_spring	false	1
pun_season_spring	pun_main_magna_graecia	season_spring	true	7
pun_season_spring_early	pun_main_magna_graecia	season_spring	false	2
pun_season_spring_late	pun_main_magna_graecia	season_spring	false	1
pun_season_spring	pun_main_mauretania	season_spring	true	7
pun_season_spring_early	pun_main_mauretania	season_spring	false	2
pun_season_spring_late	pun_main_mauretania	season_spring	false	1
pun_season_spring	pun_main_numidia	season_spring	true	7
pun_season_spring_early	pun_main_numidia	season_spring	false	2
pun_season_spring_late	pun_main_numidia	season_spring	false	1
pun_season_spring	pun_main_samnium	season_spring	true	7
pun_season_spring_early	pun_main_samnium	season_spring	false	2
pun_season_spring_late	pun_main_samnium	season_spring	false	1
pun_season_spring	pun_main_sicilia	season_spring	true	7
pun_season_spring_early	pun_main_sicilia	season_spring	false	2
pun_season_spring_late	pun_main_sicilia	season_spring	false	1
pun_season_spring	pun_main_tripolitana	season_spring	true	6
pun_season_spring_early	pun_main_tripolitana	season_spring	false	2
pun_season_spring_late	pun_main_tripolitana	season_spring	false	2
pun_season_spring	pun_main_turdetania	season_spring	true	7
pun_season_spring_early	pun_main_turdetania	season_spring	false	2
pun_season_spring_late	pun_main_turdetania	season_spring	false	1
pun_season_spring	pun_main_umbria_et_picenum	season_spring	true	7
pun_season_spring_early	pun_main_umbria_et_picenum	season_spring	false	2
pun_season_spring_late	pun_main_umbria_et_picenum	season_spring	false	1
pun_season_spring_early	rome_main_aegyptos	season_spring	true	1
pun_season_spring_late	rome_main_africa	season_spring	true	1
pun_season_spring	rome_main_aithiops	season_spring	true	1
pun_season_spring	rome_main_aquitania	season_spring	true	1
pun_season_spring	rome_main_arabia_felix	season_spring	true	1
pun_season_spring	rome_main_arabia_magna	season_spring	true	1
pun_season_spring	rome_main_arachosia	season_spring	true	1
pun_season_spring	rome_main_aria	season_spring	true	1
pun_season_spring	rome_main_armenia	season_spring	true	1
pun_season_spring	rome_main_asia	season_spring	true	1
pun_season_spring	rome_main_bactria	season_spring	true	1
pun_season_spring	rome_main_baetica	season_spring	true	1
pun_season_spring	rome_main_belgica	season_spring	true	1
pun_season_spring	rome_main_bithynia_et_pontus	season_spring	true	1
pun_season_spring	rome_main_bosporus	season_spring	true	1
pun_season_spring_late	rome_main_britannia	season_spring	true	1
pun_season_spring_late	rome_main_caledonia_et_hibernia	season_spring	true	1
pun_season_spring	rome_main_carmania	season_spring	true	1
pun_season_spring	rome_main_cartaginensis	season_spring	true	1
pun_season_spring	rome_main_caucasia	season_spring	true	1
pun_season_spring	rome_main_celtica	season_spring	true	1
