ancillary	subculture
r2_sp_anc_all_army_hero_berber_raider	sc_rom_celtic
r2_sp_anc_all_army_hero_berber_raider	sc_rom_eastern
r2_sp_anc_all_army_hero_berber_raider	sc_rom_egyptian
r2_sp_anc_all_army_hero_berber_raider	sc_rom_etruscan
r2_sp_anc_all_army_hero_berber_raider	sc_rom_gaul
r2_sp_anc_all_army_hero_berber_raider	sc_rom_germanic
r2_sp_anc_all_army_hero_berber_raider	sc_rom_greek
r2_sp_anc_all_army_hero_berber_raider	sc_rom_italic
r2_sp_anc_all_army_hero_berber_raider	sc_rom_numidian
r2_sp_anc_all_army_hero_berber_raider	sc_rom_nuragic
r2_sp_anc_all_army_hero_berber_raider	sc_rom_parthian
r2_sp_anc_all_army_hero_berber_raider	sc_rom_pontic
r2_sp_anc_all_army_hero_berber_raider	sc_rom_roman
r2_sp_anc_all_army_hero_berber	sc_rom_african_arabian
r2_sp_anc_all_army_hero_berber	sc_rom_barb_east
r2_sp_anc_all_army_hero_berber	sc_rom_british
r2_sp_anc_all_army_hero_berber	sc_rom_carthaginian
r2_sp_anc_all_army_hero_berber	sc_rom_celtic
r2_sp_anc_all_army_hero_berber	sc_rom_eastern
r2_sp_anc_all_army_hero_berber	sc_rom_egyptian
r2_sp_anc_all_army_hero_berber	sc_rom_etruscan
r2_sp_anc_all_army_hero_berber	sc_rom_gaul
r2_sp_anc_all_army_hero_berber	sc_rom_germanic
r2_sp_anc_all_army_hero_berber	sc_rom_greek
r2_sp_anc_all_army_hero_berber	sc_rom_italic
r2_sp_anc_all_army_hero_berber	sc_rom_numidian
r2_sp_anc_all_army_hero_berber	sc_rom_nuragic
r2_sp_anc_all_army_hero_berber	sc_rom_parthian
r2_sp_anc_all_army_hero_berber	sc_rom_pontic
r2_sp_anc_all_army_hero_berber	sc_rom_roman
r2_sp_anc_all_army_hero_saviour	sc_rom_african_arabian
r2_sp_anc_all_army_hero_saviour	sc_rom_barb_east
r2_sp_anc_all_army_hero_saviour	sc_rom_british
r2_sp_anc_all_army_hero_saviour	sc_rom_carthaginian
r2_sp_anc_all_army_hero_saviour	sc_rom_celtic
r2_sp_anc_all_army_hero_saviour	sc_rom_eastern
r2_sp_anc_all_army_hero_saviour	sc_rom_egyptian
r2_sp_anc_all_army_hero_saviour	sc_rom_etruscan
r2_sp_anc_all_army_hero_saviour	sc_rom_gaul
r2_sp_anc_all_army_hero_saviour	sc_rom_germanic
r2_sp_anc_all_army_hero_saviour	sc_rom_greek
r2_sp_anc_all_army_hero_saviour	sc_rom_italic
r2_sp_anc_all_army_hero_saviour	sc_rom_numidian
r2_sp_anc_all_army_hero_saviour	sc_rom_nuragic
r2_sp_anc_all_army_hero_saviour	sc_rom_parthian
r2_sp_anc_all_army_hero_saviour	sc_rom_pontic
r2_sp_anc_all_army_hero_saviour	sc_rom_roman
r2_sp_anc_all_army_master_armourer	sc_rom_african_arabian
r2_sp_anc_all_army_master_armourer	sc_rom_barb_east
r2_sp_anc_all_army_master_armourer	sc_rom_british
r2_sp_anc_all_army_master_armourer	sc_rom_carthaginian
r2_sp_anc_all_army_master_armourer	sc_rom_celtic
r2_sp_anc_all_army_master_armourer	sc_rom_eastern
r2_sp_anc_all_army_master_armourer	sc_rom_egyptian
r2_sp_anc_all_army_master_armourer	sc_rom_etruscan
r2_sp_anc_all_army_master_armourer	sc_rom_gaul
r2_sp_anc_all_army_master_armourer	sc_rom_germanic
r2_sp_anc_all_army_master_armourer	sc_rom_greek
r2_sp_anc_all_army_master_armourer	sc_rom_italic
r2_sp_anc_all_army_master_armourer	sc_rom_numidian
r2_sp_anc_all_army_master_armourer	sc_rom_nuragic
r2_sp_anc_all_army_master_armourer	sc_rom_parthian
r2_sp_anc_all_army_master_armourer	sc_rom_pontic
r2_sp_anc_all_army_master_armourer	sc_rom_roman
r2_sp_anc_all_army_master_beast	sc_rom_african_arabian
r2_sp_anc_all_army_master_beast	sc_rom_barb_east
r2_sp_anc_all_army_master_beast	sc_rom_british
r2_sp_anc_all_army_master_beast	sc_rom_carthaginian
r2_sp_anc_all_army_master_beast	sc_rom_celtic
r2_sp_anc_all_army_master_beast	sc_rom_eastern
r2_sp_anc_all_army_master_beast	sc_rom_egyptian
r2_sp_anc_all_army_master_beast	sc_rom_etruscan
r2_sp_anc_all_army_master_beast	sc_rom_germanic
r2_sp_anc_all_army_master_beast	sc_rom_greek
r2_sp_anc_all_army_master_beast	sc_rom_numidian
r2_sp_anc_all_army_master_beast	sc_rom_parthian
r2_sp_anc_all_army_master_beast	sc_rom_pontic
r2_sp_anc_all_army_master_beast	sc_rom_roman
r2_sp_anc_all_army_master_horse_archer	sc_rom_african_arabian
r2_sp_anc_all_army_master_horse_archer	sc_rom_barb_east
r2_sp_anc_all_army_master_horse_archer	sc_rom_british
r2_sp_anc_all_army_master_horse_archer	sc_rom_carthaginian
r2_sp_anc_all_army_master_horse_archer	sc_rom_celtic
r2_sp_anc_all_army_master_horse_archer	sc_rom_eastern
r2_sp_anc_all_army_master_horse_archer	sc_rom_egyptian
r2_sp_anc_all_army_master_horse_archer	sc_rom_etruscan
r2_sp_anc_all_army_master_horse_archer	sc_rom_gaul
r2_sp_anc_all_army_master_horse_archer	sc_rom_germanic
r2_sp_anc_all_army_master_horse_archer	sc_rom_greek
r2_sp_anc_all_army_master_horse_archer	sc_rom_italic
r2_sp_anc_all_army_master_horse_archer	sc_rom_numidian
r2_sp_anc_all_army_master_horse_archer	sc_rom_nuragic
r2_sp_anc_all_army_master_horse_archer	sc_rom_parthian
r2_sp_anc_all_army_master_horse_archer	sc_rom_pontic
r2_sp_anc_all_army_master_horse_archer	sc_rom_roman
r2_sp_anc_all_army_master_horse_numidian	sc_rom_african_arabian
r2_sp_anc_all_army_master_horse_numidian	sc_rom_barb_east
r2_sp_anc_all_army_master_horse_numidian	sc_rom_british
r2_sp_anc_all_army_master_horse_numidian	sc_rom_carthaginian
r2_sp_anc_all_army_master_horse_numidian	sc_rom_celtic
r2_sp_anc_all_army_master_horse_numidian	sc_rom_eastern
r2_sp_anc_all_army_master_horse_numidian	sc_rom_egyptian
r2_sp_anc_all_army_master_horse_numidian	sc_rom_etruscan
r2_sp_anc_all_army_master_horse_numidian	sc_rom_gaul
r2_sp_anc_all_army_master_horse_numidian	sc_rom_germanic
r2_sp_anc_all_army_master_horse_numidian	sc_rom_greek
r2_sp_anc_all_army_master_horse_numidian	sc_rom_italic
r2_sp_anc_all_army_master_horse_numidian	sc_rom_numidian
r2_sp_anc_all_army_master_horse_numidian	sc_rom_nuragic
r2_sp_anc_all_army_master_horse_numidian	sc_rom_parthian
r2_sp_anc_all_army_master_horse_numidian	sc_rom_pontic
r2_sp_anc_all_army_master_horse_numidian	sc_rom_roman
r2_sp_anc_all_army_master_horses	sc_rom_african_arabian
r2_sp_anc_all_army_master_horses	sc_rom_barb_east
r2_sp_anc_all_army_master_horses	sc_rom_british
r2_sp_anc_all_army_master_horses	sc_rom_carthaginian
r2_sp_anc_all_army_master_horses	sc_rom_celtic
r2_sp_anc_all_army_master_horses	sc_rom_eastern
r2_sp_anc_all_army_master_horses	sc_rom_egyptian
r2_sp_anc_all_army_master_horses	sc_rom_etruscan
r2_sp_anc_all_army_master_horses	sc_rom_gaul
r2_sp_anc_all_army_master_horses	sc_rom_germanic
r2_sp_anc_all_army_master_horses	sc_rom_greek
r2_sp_anc_all_army_master_horses	sc_rom_italic
r2_sp_anc_all_army_master_horses	sc_rom_numidian
r2_sp_anc_all_army_master_horses	sc_rom_nuragic
r2_sp_anc_all_army_master_horses	sc_rom_parthian
r2_sp_anc_all_army_master_horses	sc_rom_pontic
r2_sp_anc_all_army_master_horses	sc_rom_roman
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_african_arabian
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_barb_east
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_british
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_carthaginian
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_celtic
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_eastern
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_egyptian
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_etruscan
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_gaul
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_germanic
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_greek
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_italic
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_numidian
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_nuragic
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_parthian
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_pontic
r2_sp_anc_all_army_master_hunter_trouble	sc_rom_roman
r2_sp_anc_all_army_master_hunter	sc_rom_african_arabian
r2_sp_anc_all_army_master_hunter	sc_rom_barb_east
r2_sp_anc_all_army_master_hunter	sc_rom_british
r2_sp_anc_all_army_master_hunter	sc_rom_carthaginian
r2_sp_anc_all_army_master_hunter	sc_rom_celtic
r2_sp_anc_all_army_master_hunter	sc_rom_eastern
r2_sp_anc_all_army_master_hunter	sc_rom_egyptian
r2_sp_anc_all_army_master_hunter	sc_rom_etruscan
r2_sp_anc_all_army_master_hunter	sc_rom_gaul
r2_sp_anc_all_army_master_hunter	sc_rom_germanic
r2_sp_anc_all_army_master_hunter	sc_rom_greek
r2_sp_anc_all_army_master_hunter	sc_rom_italic
r2_sp_anc_all_army_master_hunter	sc_rom_numidian
r2_sp_anc_all_army_master_hunter	sc_rom_nuragic
r2_sp_anc_all_army_master_hunter	sc_rom_parthian
r2_sp_anc_all_army_master_hunter	sc_rom_pontic
r2_sp_anc_all_army_master_hunter	sc_rom_roman
r2_sp_anc_all_army_master_mercenary	sc_rom_african_arabian
r2_sp_anc_all_army_master_mercenary	sc_rom_barb_east
r2_sp_anc_all_army_master_mercenary	sc_rom_british
r2_sp_anc_all_army_master_mercenary	sc_rom_carthaginian
r2_sp_anc_all_army_master_mercenary	sc_rom_celtic
r2_sp_anc_all_army_master_mercenary	sc_rom_eastern
r2_sp_anc_all_army_master_mercenary	sc_rom_egyptian
r2_sp_anc_all_army_master_mercenary	sc_rom_etruscan
r2_sp_anc_all_army_master_mercenary	sc_rom_gaul
r2_sp_anc_all_army_master_mercenary	sc_rom_germanic
r2_sp_anc_all_army_master_mercenary	sc_rom_greek
r2_sp_anc_all_army_master_mercenary	sc_rom_italic
r2_sp_anc_all_army_master_mercenary	sc_rom_numidian
r2_sp_anc_all_army_master_mercenary	sc_rom_nuragic
r2_sp_anc_all_army_master_mercenary	sc_rom_parthian
r2_sp_anc_all_army_master_mercenary	sc_rom_pontic
r2_sp_anc_all_army_master_mercenary	sc_rom_roman
r2_sp_anc_all_army_master_siege_engineer	sc_rom_african_arabian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_barb_east
r2_sp_anc_all_army_master_siege_engineer	sc_rom_british
r2_sp_anc_all_army_master_siege_engineer	sc_rom_carthaginian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_celtiberian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_celtic
r2_sp_anc_all_army_master_siege_engineer	sc_rom_daco_thracian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_eastern
r2_sp_anc_all_army_master_siege_engineer	sc_rom_egyptian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_etruscan
r2_sp_anc_all_army_master_siege_engineer	sc_rom_gaul
r2_sp_anc_all_army_master_siege_engineer	sc_rom_germanic
r2_sp_anc_all_army_master_siege_engineer	sc_rom_greek
r2_sp_anc_all_army_master_siege_engineer	sc_rom_illyrian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_italic
r2_sp_anc_all_army_master_siege_engineer	sc_rom_numidian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_nuragic
r2_sp_anc_all_army_master_siege_engineer	sc_rom_parthian
r2_sp_anc_all_army_master_siege_engineer	sc_rom_pontic
r2_sp_anc_all_army_master_siege_engineer	sc_rom_roman
r2_sp_anc_all_army_master_smith	sc_rom_african_arabian
r2_sp_anc_all_army_master_smith	sc_rom_barb_east
r2_sp_anc_all_army_master_smith	sc_rom_british
r2_sp_anc_all_army_master_smith	sc_rom_carthaginian
r2_sp_anc_all_army_master_smith	sc_rom_celtic
r2_sp_anc_all_army_master_smith	sc_rom_eastern
r2_sp_anc_all_army_master_smith	sc_rom_egyptian
r2_sp_anc_all_army_master_smith	sc_rom_etruscan
r2_sp_anc_all_army_master_smith	sc_rom_gaul
r2_sp_anc_all_army_master_smith	sc_rom_germanic
r2_sp_anc_all_army_master_smith	sc_rom_greek
r2_sp_anc_all_army_master_smith	sc_rom_italic
r2_sp_anc_all_army_master_smith	sc_rom_numidian
r2_sp_anc_all_army_master_smith	sc_rom_nuragic
r2_sp_anc_all_army_master_smith	sc_rom_parthian
r2_sp_anc_all_army_master_smith	sc_rom_pontic
r2_sp_anc_all_army_master_smith	sc_rom_roman
r2_sp_anc_all_army_scout_british_chav	sc_rom_african_arabian
r2_sp_anc_all_army_scout_british_chav	sc_rom_barb_east
r2_sp_anc_all_army_scout_british_chav	sc_rom_british
r2_sp_anc_all_army_scout_british_chav	sc_rom_carthaginian
r2_sp_anc_all_army_scout_british_chav	sc_rom_celtic
r2_sp_anc_all_army_scout_british_chav	sc_rom_eastern
r2_sp_anc_all_army_scout_british_chav	sc_rom_egyptian
r2_sp_anc_all_army_scout_british_chav	sc_rom_etruscan
r2_sp_anc_all_army_scout_british_chav	sc_rom_germanic
r2_sp_anc_all_army_scout_british_chav	sc_rom_greek
r2_sp_anc_all_army_scout_british_chav	sc_rom_numidian
r2_sp_anc_all_army_scout_british_chav	sc_rom_parthian
r2_sp_anc_all_army_scout_british_chav	sc_rom_pontic
r2_sp_anc_all_army_scout_british_chav	sc_rom_roman
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_african_arabian
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_barb_east
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_british
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_carthaginian
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_celtic
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_eastern
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_egyptian
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_etruscan
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_germanic
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_greek
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_numidian
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_parthian
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_pontic
r2_sp_anc_all_army_scout_desert_arabian	sc_rom_roman
r2_sp_anc_all_army_scout_desert	sc_rom_african_arabian
r2_sp_anc_all_army_scout_desert	sc_rom_barb_east
r2_sp_anc_all_army_scout_desert	sc_rom_british
r2_sp_anc_all_army_scout_desert	sc_rom_carthaginian
r2_sp_anc_all_army_scout_desert	sc_rom_celtiberian
r2_sp_anc_all_army_scout_desert	sc_rom_celtic
r2_sp_anc_all_army_scout_desert	sc_rom_daco_thracian
r2_sp_anc_all_army_scout_desert	sc_rom_eastern
r2_sp_anc_all_army_scout_desert	sc_rom_egyptian
r2_sp_anc_all_army_scout_desert	sc_rom_etruscan
r2_sp_anc_all_army_scout_desert	sc_rom_germanic
r2_sp_anc_all_army_scout_desert	sc_rom_greek
r2_sp_anc_all_army_scout_desert	sc_rom_illyrian
r2_sp_anc_all_army_scout_desert	sc_rom_numidian
r2_sp_anc_all_army_scout_desert	sc_rom_parthian
r2_sp_anc_all_army_scout_desert	sc_rom_pontic
r2_sp_anc_all_army_scout_desert	sc_rom_roman
r2_sp_anc_all_army_scout_german	sc_rom_african_arabian
r2_sp_anc_all_army_scout_german	sc_rom_barb_east
r2_sp_anc_all_army_scout_german	sc_rom_british
r2_sp_anc_all_army_scout_german	sc_rom_carthaginian
r2_sp_anc_all_army_scout_german	sc_rom_celtic
r2_sp_anc_all_army_scout_german	sc_rom_eastern
r2_sp_anc_all_army_scout_german	sc_rom_egyptian
r2_sp_anc_all_army_scout_german	sc_rom_etruscan
r2_sp_anc_all_army_scout_german	sc_rom_germanic
r2_sp_anc_all_army_scout_german	sc_rom_greek
r2_sp_anc_all_army_scout_german	sc_rom_numidian
r2_sp_anc_all_army_scout_german	sc_rom_parthian
r2_sp_anc_all_army_scout_german	sc_rom_pontic
r2_sp_anc_all_army_scout_german	sc_rom_roman
r2_sp_anc_all_army_shieldbearer	sc_rom_african_arabian
r2_sp_anc_all_army_shieldbearer	sc_rom_barb_east
r2_sp_anc_all_army_shieldbearer	sc_rom_british
r2_sp_anc_all_army_shieldbearer	sc_rom_carthaginian
r2_sp_anc_all_army_shieldbearer	sc_rom_celtic
r2_sp_anc_all_army_shieldbearer	sc_rom_eastern
r2_sp_anc_all_army_shieldbearer	sc_rom_egyptian
r2_sp_anc_all_army_shieldbearer	sc_rom_etruscan
r2_sp_anc_all_army_shieldbearer	sc_rom_gaul
r2_sp_anc_all_army_shieldbearer	sc_rom_germanic
r2_sp_anc_all_army_shieldbearer	sc_rom_greek
r2_sp_anc_all_army_shieldbearer	sc_rom_italic
r2_sp_anc_all_army_shieldbearer	sc_rom_numidian
r2_sp_anc_all_army_shieldbearer	sc_rom_nuragic
r2_sp_anc_all_army_shieldbearer	sc_rom_parthian
r2_sp_anc_all_army_shieldbearer	sc_rom_pontic
r2_sp_anc_all_army_shieldbearer	sc_rom_roman
r2_sp_anc_all_army_slaver	sc_rom_african_arabian
r2_sp_anc_all_army_slaver	sc_rom_barb_east
r2_sp_anc_all_army_slaver	sc_rom_british
r2_sp_anc_all_army_slaver	sc_rom_carthaginian
r2_sp_anc_all_army_slaver	sc_rom_celtic
r2_sp_anc_all_army_slaver	sc_rom_eastern
r2_sp_anc_all_army_slaver	sc_rom_egyptian
r2_sp_anc_all_army_slaver	sc_rom_etruscan
r2_sp_anc_all_army_slaver	sc_rom_gaul
r2_sp_anc_all_army_slaver	sc_rom_germanic
r2_sp_anc_all_army_slaver	sc_rom_greek
r2_sp_anc_all_army_slaver	sc_rom_italic
r2_sp_anc_all_army_slaver	sc_rom_numidian
r2_sp_anc_all_army_slaver	sc_rom_nuragic
r2_sp_anc_all_army_slaver	sc_rom_parthian
r2_sp_anc_all_army_slaver	sc_rom_pontic
r2_sp_anc_all_army_slaver	sc_rom_roman
r2_sp_anc_all_army_steed	sc_rom_african_arabian
r2_sp_anc_all_army_steed	sc_rom_barb_east
r2_sp_anc_all_army_steed	sc_rom_british
r2_sp_anc_all_army_steed	sc_rom_carthaginian
r2_sp_anc_all_army_steed	sc_rom_celtic
r2_sp_anc_all_army_steed	sc_rom_eastern
r2_sp_anc_all_army_steed	sc_rom_egyptian
r2_sp_anc_all_army_steed	sc_rom_etruscan
r2_sp_anc_all_army_steed	sc_rom_gaul
r2_sp_anc_all_army_steed	sc_rom_germanic
r2_sp_anc_all_army_steed	sc_rom_greek
r2_sp_anc_all_army_steed	sc_rom_italic
r2_sp_anc_all_army_steed	sc_rom_numidian
r2_sp_anc_all_army_steed	sc_rom_nuragic
r2_sp_anc_all_army_steed	sc_rom_parthian
r2_sp_anc_all_army_steed	sc_rom_pontic
