key	culture	government_type	option	string
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_accept_04
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_accept_05
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_accept_06
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	6	eastern_acknowledge_accept_07
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	7	eastern_acknowledge_accept_08
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	8	eastern_acknowledge_accept_09
acknowledge_accept	rom_Eastern	gov_absolute_monarchy	9	eastern_acknowledge_accept_10
acknowledge_accept	rom_Eastern	gov_empire	9	eastern_acknowledge_accept_10
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_accept_01
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_accept_02
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_accept_03
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_accept
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	3	greek_acknowledge_accept_04
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	4	greek_acknowledge_accept_05
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	5	greek_acknowledge_accept_06
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	6	greek_acknowledge_accept_07
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	7	greek_acknowledge_accept_08
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	8	greek_acknowledge_accept_09
acknowledge_accept	rom_Hellenistic	gov_absolute_monarchy	9	greek_acknowledge_accept_10
acknowledge_accept	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_accept_01
acknowledge_accept	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_accept_02
acknowledge_accept	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_accept_03
acknowledge_accept	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_accept
acknowledge_accept	rom_Roman	gov_absolute_monarchy	3	rome_acknowledge_accept_04
acknowledge_accept	rom_Roman	gov_absolute_monarchy	4	rome_acknowledge_accept_05
acknowledge_accept	rom_Roman	gov_absolute_monarchy	5	rome_acknowledge_accept_06
acknowledge_accept	rom_Roman	gov_absolute_monarchy	6	rome_acknowledge_accept_07
acknowledge_accept	rom_Roman	gov_absolute_monarchy	7	rome_acknowledge_accept_08
acknowledge_accept	rom_Roman	gov_absolute_monarchy	8	rome_acknowledge_accept_09
acknowledge_accept	rom_Roman	gov_absolute_monarchy	9	rome_acknowledge_accept_10
acknowledge_accept	rom_Roman	gov_empire	9	rome_acknowledge_accept_10
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_cooperation_01
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_cooperation_02
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_cooperation_03
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_cancel_cooperation
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	3	barbarian_acknowledge_cancel_cooperation_04
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	4	barbarian_acknowledge_cancel_cooperation_05
acknowledge_cancel_client_state	rom_Barbarian	gov_absolute_monarchy	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Barbarian	gov_empire	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_cooperation_01
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_cooperation_02
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_cooperation_03
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_cancel_cooperation
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_cancel_cooperation_04
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_cancel_cooperation_05
acknowledge_cancel_client_state	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Eastern	gov_empire	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_cooperation_01
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_cooperation_02
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_cooperation_03
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	3	greek_acknowledge_cancel_cooperation_04
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	4	greek_acknowledge_cancel_cooperation_05
acknowledge_cancel_client_state	rom_Hellenistic	gov_absolute_monarchy	5	greek_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_cooperation_01
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_cooperation_02
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_cooperation_03
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	3	rome_acknowledge_cancel_cooperation_04
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	4	rome_acknowledge_cancel_cooperation_05
acknowledge_cancel_client_state	rom_Roman	gov_absolute_monarchy	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_client_state	rom_Roman	gov_empire	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_cooperation_01
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_cooperation_02
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_cooperation_03
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_cancel_cooperation
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	3	barbarian_acknowledge_cancel_cooperation_04
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	4	barbarian_acknowledge_cancel_cooperation_05
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_absolute_monarchy	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Barbarian	gov_empire	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_cooperation_01
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_cooperation_02
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_cooperation_03
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_cancel_cooperation
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_cancel_cooperation_04
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_cancel_cooperation_05
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Eastern	gov_empire	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_cooperation_01
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_cooperation_02
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_cooperation_03
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	3	greek_acknowledge_cancel_cooperation_04
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	4	greek_acknowledge_cancel_cooperation_05
acknowledge_cancel_defensive_alliance	rom_Hellenistic	gov_absolute_monarchy	5	greek_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_cooperation_01
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_cooperation_02
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_cooperation_03
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	3	rome_acknowledge_cancel_cooperation_04
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	4	rome_acknowledge_cancel_cooperation_05
acknowledge_cancel_defensive_alliance	rom_Roman	gov_absolute_monarchy	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_defensive_alliance	rom_Roman	gov_empire	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_cooperation_01
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_cooperation_02
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_cooperation_03
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_cancel_cooperation
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	3	barbarian_acknowledge_cancel_cooperation_04
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	4	barbarian_acknowledge_cancel_cooperation_05
acknowledge_cancel_military_alliance	rom_Barbarian	gov_absolute_monarchy	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Barbarian	gov_empire	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_cooperation_01
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_cooperation_02
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_cooperation_03
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_cancel_cooperation
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_cancel_cooperation_04
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_cancel_cooperation_05
acknowledge_cancel_military_alliance	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Eastern	gov_empire	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_cooperation_01
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_cooperation_02
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_cooperation_03
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	3	greek_acknowledge_cancel_cooperation_04
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	4	greek_acknowledge_cancel_cooperation_05
acknowledge_cancel_military_alliance	rom_Hellenistic	gov_absolute_monarchy	5	greek_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_cooperation_01
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_cooperation_02
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_cooperation_03
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	3	rome_acknowledge_cancel_cooperation_04
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	4	rome_acknowledge_cancel_cooperation_05
acknowledge_cancel_military_alliance	rom_Roman	gov_absolute_monarchy	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_military_alliance	rom_Roman	gov_empire	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_cooperation_01
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_cooperation_02
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_cooperation_03
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_cancel_cooperation
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	3	barbarian_acknowledge_cancel_cooperation_04
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	4	barbarian_acknowledge_cancel_cooperation_05
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_absolute_monarchy	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Barbarian	gov_empire	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_cooperation_01
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_cooperation_02
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_cooperation_03
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_cancel_cooperation
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_cancel_cooperation_04
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_cancel_cooperation_05
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Eastern	gov_empire	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_cooperation_01
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_cooperation_02
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_cooperation_03
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	3	greek_acknowledge_cancel_cooperation_04
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	4	greek_acknowledge_cancel_cooperation_05
acknowledge_cancel_non_aggression_pact	rom_Hellenistic	gov_absolute_monarchy	5	greek_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_cooperation_01
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_cooperation_02
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_cooperation_03
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_cooperation
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	3	rome_acknowledge_cancel_cooperation_04
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	4	rome_acknowledge_cancel_cooperation_05
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_absolute_monarchy	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_non_aggression_pact	rom_Roman	gov_empire	5	rome_acknowledge_cancel_cooperation_06
acknowledge_cancel_soft_military_access	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_military_access_01
acknowledge_cancel_soft_military_access	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_military_access_02
acknowledge_cancel_soft_military_access	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_cancel_military_access
acknowledge_cancel_soft_military_access	rom_Barbarian	gov_empire	2	barbarian_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_military_access_01
acknowledge_cancel_soft_military_access	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_military_access_02
acknowledge_cancel_soft_military_access	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_cancel_military_access
acknowledge_cancel_soft_military_access	rom_Eastern	gov_empire	2	eastern_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_military_access_01
acknowledge_cancel_soft_military_access	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_military_access_02
acknowledge_cancel_soft_military_access	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_military_access
acknowledge_cancel_soft_military_access	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_military_access_01
acknowledge_cancel_soft_military_access	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_military_access_02
acknowledge_cancel_soft_military_access	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_military_access_03
acknowledge_cancel_soft_military_access	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_acknowledge_cancel_military_access
acknowledge_cancel_soft_military_access	rom_Roman	gov_empire	2	rome_acknowledge_cancel_military_access_03
acknowledge_cancel_trade	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_trade_02
acknowledge_cancel_trade	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_trade_03
acknowledge_cancel_trade	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_cancel_trade
acknowledge_cancel_trade	rom_Barbarian	gov_empire	0	barbarian_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_trade_02
acknowledge_cancel_trade	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_trade_03
acknowledge_cancel_trade	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_cancel_trade
acknowledge_cancel_trade	rom_Eastern	gov_empire	0	eastern_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_trade_02
acknowledge_cancel_trade	rom_Hellenistic	gov_absolute_monarchy	2	greek_acknowledge_cancel_trade_03
acknowledge_cancel_trade	rom_Hellenistic	gov_absolute_monarchy	20	fem_rome_greek_cancel_trade
acknowledge_cancel_trade	rom_Roman	gov_absolute_monarchy	0	rome_acknowledge_cancel_trade_01
acknowledge_cancel_trade	rom_Roman	gov_absolute_monarchy	1	rome_acknowledge_cancel_trade_02
acknowledge_cancel_trade	rom_Roman	gov_absolute_monarchy	2	rome_acknowledge_cancel_trade_03
acknowledge_cancel_trade	rom_Roman	gov_absolute_monarchy	20	fem_rome_greek_cancel_trade
acknowledge_cancel_trade	rom_Roman	gov_empire	0	rome_acknowledge_cancel_trade_01
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	0	barbarian_acknowledge_cancel_cooperation_01
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	1	barbarian_acknowledge_cancel_cooperation_02
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	2	barbarian_acknowledge_cancel_cooperation_03
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	20	fem_barbarian_acknowledge_reject
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	3	barbarian_acknowledge_cancel_cooperation_04
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	4	barbarian_acknowledge_cancel_cooperation_05
acknowledge_cancel_vassal	rom_Barbarian	gov_absolute_monarchy	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_vassal	rom_Barbarian	gov_empire	5	barbarian_acknowledge_cancel_cooperation_06
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	0	eastern_acknowledge_cancel_cooperation_01
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	1	eastern_acknowledge_cancel_cooperation_02
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	2	eastern_acknowledge_cancel_cooperation_03
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	20	fem_eastern_acknowledge_reject
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	3	eastern_acknowledge_cancel_cooperation_04
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	4	eastern_acknowledge_cancel_cooperation_05
acknowledge_cancel_vassal	rom_Eastern	gov_absolute_monarchy	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_vassal	rom_Eastern	gov_empire	5	eastern_acknowledge_cancel_cooperation_06
acknowledge_cancel_vassal	rom_Hellenistic	gov_absolute_monarchy	0	greek_acknowledge_cancel_cooperation_01
acknowledge_cancel_vassal	rom_Hellenistic	gov_absolute_monarchy	1	greek_acknowledge_cancel_cooperation_02
