key	modifier
Aux_Cel_Warriors_Two	1.0000
Aux_Dac_Bowmen	1.0000
Aux_Dac_Bowmen_Three	1.0000
Aux_Dac_Spear_Horsemen	1.0000
Aux_Dac_Spears	1.0000
Aux_Dac_Spears_Two	1.0000
Aux_Eas_Cappadocian_Cav	1.0000
Aux_Eas_Hillmen	1.0000
Aux_Eas_Hillmen_Two	1.0000
Aux_Eas_Horse_Skirm	1.0000
Aux_Eas_Javelinmen	1.0000
Aux_Eas_Javelinmen_Three	1.0000
Aux_Egy_Archers	1.0000
Aux_Egy_Archers_Five	1.0000
Aux_Egy_Infantry	1.0000
Aux_Egy_Infantry_Four	1.0000
Aux_Gal_Light_Horse	1.0000
Aux_Gal_Warriors	1.0000
Aux_Gal_Warriors_Two	1.0000
Aux_Ger_Longbow_Hunters	1.0000
Aux_Ger_Longbow_Hunters_Three	1.0000
Aux_Ger_Scout_Riders	1.0000
Aux_Ger_Spear_Brothers	1.0000
Aux_Ger_Spear_Brothers_Two	1.0000
Aux_Gre_Citizen_Cav	1.0000
Aux_Gre_Cretan_Archers	1.0000
Aux_Gre_Cretan_Archers_Five	1.0000
Aux_Gre_Hoplites	1.0000
Aux_Gre_Hoplites_Four	1.0000
Aux_Gre_Peltasts	1.0000
Aux_Gre_Peltasts_Five	1.0000
Aux_Gre_Rhodian_Slingers	1.0000
Aux_Gre_Rhodian_Slingers_Five	1.0000
Aux_Gre_Tarantine_cav	1.0000
Aux_Ibe_Balearic_Slingers	1.0000
Aux_Ibe_Balearic_Slingers_Three	1.0000
Aux_Ibe_Cantabrian_Cav	1.0000
Aux_Ibe_Cav	1.0000
Aux_Ibe_Slingers	1.0000
Aux_Ibe_Slingers_Three	1.0000
Aux_Ibe_Sword	1.0000
Aux_Ibe_Sword_Two	1.0000
Aux_Ill_Cav	1.0000
Aux_Ill_Coastal_Levies	1.0000
Aux_Ill_Coastal_Levies_Two	1.0000
Aux_Ind_War_Elephant	1.0000
Aux_Infantry	1.0000
Aux_Infantry_Two	1.0000
Aux_Ita_Socii_Equites	1.0000
Aux_Ita_Socii_Equites_Extraordinarii	1.0000
Aux_Ita_Socii_Extraordinarii	1.0000
Aux_Ita_Socii_Extraordinarii_Four	1.0000
Aux_Ita_Socii_Hastati	1.0000
Aux_Ita_Socii_Hastati_Four	1.0000
Aux_Num_Cav	1.0000
Aux_Num_Javelinmen	1.0000
Aux_Num_Javelinmen_Three	1.0000
Aux_Par_Horse_Archers	1.0000
Aux_Par_Spear	1.0000
Aux_Par_Spear_Two	1.0000
Aux_Per_Archers	1.0000
Aux_Per_Archers_Three	1.0000
Aux_Per_Cav	1.0000
Aux_Sar_Armour_Lancers	1.0000
Aux_Sar_Horse_Archers	1.0000
Aux_Sar_Lancers	1.0000
Aux_Scy_Armour_horse_Archers	1.0000
Aux_Scy_Horse_Archers	1.0000
Aux_Syrian_Archers	1.0000
Aux_Thr_Cav	1.0000
Aux_Thr_Peltasts	1.0000
Aux_Thr_Peltasts_Three	1.0000
Bac_Hillmen	1.0000
Bac_Hillmen_Four	1.0000
Bac_Horse_Archers	1.0000
Bac_Light_Horse	1.0000
Bac_Noble_Horse	1.0000
Bac_Royal_Cav	1.0000
Bac_Royal_Guard	1.0000
Bri_Ambushers	1.0000
Bri_Ballista	1.2500
Bri_Ballista_Bastion	1.2500
Bri_Ballista_Five	1.2500
Bri_Chariots	1.0000
Bri_Cheiroballistra	1.2500
Bri_Chosen_Spear_Band	1.0000
Bri_Chosen_Sword_Band	1.0000
Bri_Druidic_Nobles	1.0000
Bri_Farmers	1.0000
Bri_Giant_Ballista	1.2500
Bri_Heroic_Nobles	1.0000
Bri_Heroic_Riders	1.0000
Bri_Large_Onager	1.2500
Bri_Onager	1.2500
Bri_Onager_Bastion	1.2500
Bri_Onager_Five	1.2500
Bri_Painted_Heavy_Raider	1.0000
Bri_Painted_Ones	1.0000
Bri_Scorpion	1.2500
Bri_Scorpion_Bastion	1.2500
Bri_Scout_Riders	1.0000
Bri_Skirm	1.0000
Bri_Slingers	1.0000
Bri_Slingers_Five	1.0000
Bri_Slingers_Medium_Raider	1.0000
Bri_Slingers_Raider	1.0000
Bri_Spear_Band	1.0000
Bri_Spear_Four	1.0000
Bri_Sword_Band	1.0000
Bri_Sword_Medium_Raider	1.0000
Bri_Veteran_Riders	1.0000
Car_African_Pike	1.0000
Car_Ballista	1.2500
Car_Ballista_Bastion	1.2500
Car_Ballista_Five	1.2500
Car_Ballista_Seven	1.2500
Car_Cav	1.0000
Car_Cheiroballistra	1.2500
Car_Citizen_Militia	1.0000
Car_General	1.0000
Car_Giant_Ballista	1.2500
Car_Hoplites	1.0000
Car_Hoplites_Four	1.0000
Car_Hoplites_Two	1.0000
Car_Hoplites_Two_Fire_Pots	1.0000
Car_Javelin_Five	1.0000
Car_Javelin_Five_Dbl_scorpio	1.0000
Car_Javelin_Five_Lft_Bow	1.0000
Car_Javelin_One_Halfer	1.0000
Car_Javelin_Seven	1.0000
Car_Javelin_Seven_Scorpio_Hft	1.0000
Car_Javelin_Three	1.0000
Car_Javelin_Three_Scorpio	1.0000
Car_Javelin_Two_Halfer	1.0000
Car_Large_Onager	1.2500
Car_Late_Hoplites	1.0000
Car_Late_Hoplites_Four	1.0000
Car_Late_Hoplites_Two	1.0000
Car_Late_Hoplites_Two_Fire_Pots	1.0000
Car_Late_Libyan_Hoplites	1.0000
Car_Libyan_Hoplites	1.0000
Car_Libyan_Infantry	1.0000
Car_Libyan_Javelin	1.0000
Car_Libyan_Peltasts	1.0000
Car_Mob	1.0000
Car_Noble_Cav	1.0000
Car_Onager	1.2500
Car_Onager_Bastion	1.2500
Car_Onager_Five	1.2500
Car_Polybolos	1.2500
Car_Polybolos_Bastion	1.2500
Car_Sacred_Band	1.0000
Car_Sacred_Band_Six	1.0000
Car_Scorpion	1.2500
Car_Scorpion_Bastion	1.2500
Cel_Axe_Warriors	1.0000
Cel_Ballista	1.2500
Cel_Ballista_Bastion	1.2500
Cel_Ballista_Five	1.2500
Cel_Bowmen	1.0000
Cel_Bowmen_Five	1.0000
Cel_Bowmen_Medium_Raider	1.0000
Cel_Cheiroballistra	1.2500
Cel_Freemen_Four	1.0000
Cel_Freemen_Raider	1.0000
Cel_Galatian_Heavy_Raider	1.0000
Cel_Galatian_Noblemen	1.0000
Cel_Galatian_Spears	1.0000
Cel_Galatian_Swords	1.0000
Cel_Galatian_Swords_Six	1.0000
Cel_Giant_Ballista	1.2500
Cel_Heavy_Horse	1.0000
Cel_Large_Onager	1.2500
Cel_Levy_Freemen	1.0000
Cel_Light_Horse	1.0000
Cel_Naked_Swords	1.0000
Cel_Naked_Warriors	1.0000
Cel_Noble_Horse	1.0000
Cel_Oathsworn	1.0000
Cel_Oathsworn_Heavy_Raider	1.0000
Cel_Onager	1.2500
Cel_Onager_Bastion	1.2500
Cel_Onager_Five	1.2500
Cel_Savage_Dogs	1.0000
Cel_Scorpion	1.2500
Cel_Scorpion_Bastion	1.2500
Cel_Short_Swords	1.0000
Cel_Skirm	1.0000
Cel_Skirm_One_Halfer	1.0000
Cel_Skirm_Raider	1.0000
Cel_Skirm_Two_Halfer	1.0000
Cel_Slingers	1.0000
Cel_Slingers_Five	1.0000
Cel_Slingers_Five_Dbl_Scorpio	1.0000
Cel_Slingers_Five_Lft_Bow	1.0000
Cel_Slingers_Medium_Raider	1.0000
Cel_Slingers_Raider	1.0000
Cel_Slingers_Three	1.0000
Cel_Slingers_Three_Scopio	1.0000
Cel_Slingers_Three_Scorpio	1.0000
Cel_Spear_Nobles	1.0000
Cel_Spear_Warriors	1.0000
Cel_Spear_Warriors_Four	1.0000
Cel_Swords_Medium_Raider	1.0000
Cel_Tribesmen	1.0000
Cel_Tribesmen_Raider	1.0000
Cel_Tribesmen_Two	1.0000
Cel_Tribesmen_Two_Fire_Pots	1.0000
Cel_Warriors	1.0000
Cel_Warriors_Medium_Raider	1.0000
Cel_Youths	1.0000
Dac_Armoured_Spears	1.0000
Dac_Ballista	1.2500
Dac_Ballista_Bastion	1.2500
Dac_Ballista_Five	1.2500
Dac_Bow_Horsemen	1.0000
Dac_Bowmen	1.0000
Dac_Bowmen_Five	1.0000
Dac_Cheiroballistra	1.2500
Dac_Falxmen	1.0000
Dac_Falxmen_Raider	1.0000
Dac_Giant_Ballista	1.2500
Dac_Heavy_Spears	1.0000
Dac_Heavy_Spears_Four	1.0000
Dac_Heavy_Spears_Raider	1.0000
Dac_Large_Onager	1.2500
Dac_Noble_Horsemen	1.0000
Dac_Noble_Spears	1.0000
Dac_Onager	1.2500
Dac_Onager_Bastion	1.2500
Dac_Onager_Five	1.2500
Dac_Scorpion	1.2500
Dac_Scorpion_Bastion	1.2500
Dac_Skirm	1.0000
Dac_Skirm_Raider	1.0000
Dac_Spear_Horsemen	1.0000
Dac_Spear_Warriors	1.0000
Dac_Spears	1.0000
Dac_Spears_Raider	1.0000
Dac_Tribesmen	1.0000
Eas_Archers	1.0000
Eas_Archers_Five	1.0000
Eas_Archers_Five_Dbl_Scorpio	1.0000
Eas_Archers_Five_Lft_Bow	1.0000
Eas_Archers_Three	1.0000
Eas_Archers_Three_Scorpio	1.0000
Eas_Armour_Horse_Archers	1.0000
Eas_Axemen	1.0000
Eas_Azat_Knights	1.0000
Eas_Ballista	1.2500
Eas_Ballista_Bastion	1.2500
Eas_Ballista_Five	1.2500
Eas_Bithynian_Infantry	1.0000
Eas_Cappadocian_Cav	1.0000
Eas_Cataphracts	1.0000
Eas_Cheiroballistra	1.2500
Eas_Elite_Archers_Six	1.0000
Eas_Elite_Archers_Six_Lft_Aft	1.0000
Eas_Elite_Persian_Archers	1.0000
Eas_Garrison_Spear	1.0000
Eas_Giant_Ballista	1.2500
Eas_Hillmen	1.0000
Eas_Hillmen_Four	1.0000
Eas_Hillmen_Two	1.0000
Eas_Horse_Archers	1.0000
Eas_Horse_Skirm	1.0000
Eas_Javelinmen	1.0000
Eas_Javelinmen_One_Halfer	1.0000
Eas_Javelinmen_Two_Halfer	1.0000
Eas_Kartli_Axemen	1.0000
Eas_Kartli_Four	1.0000
Eas_Large_Onager	1.2500
Eas_Median_Cav	1.0000
Eas_Mob	1.0000
Eas_Noble_Blood_Cav	1.0000
Eas_Noble_Horse_Archers	1.0000
Eas_Noble_Spear	1.0000
Eas_Onager	1.2500
Eas_Onager_Bastion	1.2500
Eas_Onager_Five	1.2500
Eas_Par_Archers_Three	1.0000
Eas_Par_Archers_Three_Scorpio	1.0000
Eas_Par_Sword	1.0000
Eas_Parthian_Foot_Archers	1.0000
Eas_Parthian_Horse_Archers	1.0000
Eas_Per_Archers_Five	1.0000
Eas_Per_Archers_Five_Dbl_G_Scorpio	1.0000
Eas_Per_Archers_Five_Dbl_Scorpio	1.0000
Eas_Per_Archers_Five_Lft_Bow	1.0000
Eas_Per_Archers_Five_Lft_G_Bow	1.0000
Eas_Per_Archers_G_Five	1.0000
Eas_Persian_Cavalry	1.0000
Eas_Persian_Hoplites	1.0000
Eas_Persian_Light_Archers	1.0000
Eas_Pontic_Pel_Two_Halfer	1.0000
Eas_Pontic_Peltasts	1.0000
Eas_Pontic_Six	1.0000
Eas_Pontic_Six_Lft_Aft	1.0000
Eas_Pontic_Sword	1.0000
Eas_Royal_Cataphracts	1.0000
Eas_Scorpion	1.2500
Eas_Scorpion_Bastion	1.2500
Eas_Slingers	1.0000
Eas_Slingers_P_Three	1.0000
Eas_Slingers_P_Three_Scorpio	1.0000
Eas_Slingers_Three	1.0000
Eas_Slingers_Three_Scorpio	1.0000
Eas_Slingers_Two_Halfer	1.0000
Eas_Spear	1.0000
Eas_Spear_Two	1.0000
Eas_Spear_Two_Fire_Pots	1.0000
Eas_Syr_Archers_Seven	1.0000
Eas_Syr_Archers_Seven_Scorpio_Hft	1.0000
Eas_Syrian_Heavy_Archers	1.0000
Egy_Archers	1.0000
Egy_Archers_Five	1.0000
Egy_Archers_Five_Lft_Bow	1.0000
Egy_Ballista_Five	1.2500
Egy_Cav	1.0000
Egy_Galatian_Royal_Guard	1.0000
Egy_Galatian_Sword	1.0000
Egy_Infantry	1.0000
Egy_Infantry_Eight	1.0000
Egy_Infantry_Eight_Dbl_Hft	1.0000
Egy_Javelinmen	1.0000
Egy_Javelinmen_One_Halfer	1.0000
Egy_Javelinmen_Two_Halfer	1.0000
Egy_Karian_Axemen	1.0000
Egy_Karian_Six	1.0000
Egy_Mob	1.0000
Egy_Nubian_Bowmen	1.0000
Egy_Nubian_Spear	1.0000
Egy_Nubian_Two	1.0000
Egy_Nubian_Two_Fire_Pots	1.0000
Egy_Onager_Five	1.2500
Egy_Pike	1.0000
Egy_Slingers	1.0000
Egy_Slingers_Three	1.0000
Egy_Slingers_Three_Scorpio	1.0000
Ger_Ballista	1.2500
Ger_Ballista_Bastion	1.2500
Ger_Ballista_Five	1.2500
Ger_Berserkers	1.0000
Ger_Bloodsworn	1.0000
Ger_Cheiroballistra	1.2500
Ger_Club_Levy	1.0000
Ger_Club_Medium_Raider	1.0000
Ger_Giant_Ballista	1.2500
Ger_Large_Onager	1.2500
Ger_Longbow_Five	1.0000
Ger_Longbow_Hunters	1.0000
Ger_Longbow_Medium_Raider	1.0000
Ger_Night_Hunters	1.0000
Ger_Noble_Riders	1.0000
Ger_Onager	1.2500
Ger_Onager_Bastion	1.2500
Ger_Onager_Five	1.2500
Ger_Scorpion	1.2500
Ger_Scorpion_Bastion	1.2500
Ger_Scout_Riders	1.0000
Ger_Slingers	1.0000
Ger_Slingers_Raider	1.0000
Ger_Spear_Brothers	1.0000
Ger_Spear_Brothers_Four	1.0000
Ger_Spear_Four	1.0000
Ger_Spear_Levy	1.0000
Ger_Spear_Medium_Raider	1.0000
Ger_Spear_Raider	1.0000
Ger_Spear_Six	1.0000
Ger_Spear_Six_Lft_Aft	1.0000
Ger_Sword_Heavy_Raider	1.0000
Ger_Sword_Masters	1.0000
Ger_Tribesmen	1.0000
Ger_Wodanaz_Spears	1.0000
Ger_Youths	1.0000
Gre_Agema_Cav	1.0000
Gre_Agrianian_Axemen	1.0000
Gre_Archers	1.0000
Gre_Archers_Five	1.0000
Gre_Archers_Five_Dbl_Scorpio	1.0000
Gre_Archers_Five_Lft_Bow	1.0000
Gre_Archers_Seven	1.0000
Gre_Archers_Seven_Scorpio_Hft	1.0000
Gre_Aspis_Companion_Cav	1.0000
Gre_Axemen_Six	1.0000
Gre_Ballista	1.2500
Gre_Ballista_Bastion	1.2500
Gre_Ballista_Five	1.2500
Gre_Ballista_Seven	1.2500
Gre_Bronze_Shield_Pike	1.0000
Gre_Cheiroballistra	1.2500
Gre_Citizen_Cav	1.0000
Gre_Citizen_Hoplites	1.0000
Gre_Companion_Cav	1.0000
Gre_Cretan_Archers	1.0000
Gre_Foot_Companions	1.0000
Gre_Giant_Ballista	1.2500
Gre_Hel_Archers_Five	1.0000
Gre_Hel_Archers_Five_Dbl_Scorpio	1.0000
Gre_Hel_Archers_Lft_Bow	1.0000
Gre_Hel_Javelinmen_One_Halfer	1.0000
Gre_Hel_Javelinmen_Two_Halfer	1.0000
Gre_Hel_Slingers_Three	1.0000
Gre_Hel_Slingers_Three_Scorpio	1.0000
Gre_Hellenic_Cataphracts	1.0000
Gre_Helot_Archers	1.0000
Gre_Helot_Javelinmen	1.0000
Gre_Helot_Slingers	1.0000
Gre_Heroes_Sparta	1.0000
Gre_Hippeus_Lancers	1.0000
Gre_Hoplites	1.0000
Gre_Hoplites_Four	1.0000
Gre_Javelinmen	1.0000
Gre_Javelinmen_One_Halfer	1.0000
Gre_Javelinmen_Two_Halfer	1.0000
Gre_Large_Onager	1.2500
Gre_Levy_Pike	1.0000
Gre_Levy_Thureos_Spears	1.0000
Gre_Light_Cav	1.0000
Gre_Light_Hoplites	1.0000
Gre_Light_Peltasts	1.0000
Gre_Light_Peltasts_One_Halfer	1.0000
Gre_Light_Peltasts_Two	1.0000
Gre_Light_Peltasts_Two_Fire_Pots	1.0000
Gre_Light_Peltasts_Two_Halfer	1.0000
Gre_Militia_Hoplites	1.0000
Gre_Mob	1.0000
Gre_Onager	1.2500
Gre_Onager_Bastion	1.2500
Gre_Onager_Five	1.2500
Gre_Peltasts	1.0000
Gre_Peltasts_One_Halfer	1.0000
Gre_Peltasts_Two	1.0000
Gre_Peltasts_Two_Fire_Pots	1.0000
Gre_Peltasts_Two_Halfer	1.0000
Gre_Per_Hoplites_Four	1.0000
Gre_Per_Hoplites_Two	1.0000
Gre_Per_Hoplites_Two_Fire_Pots	1.0000
Gre_Periokoi_Hoplites	1.0000
Gre_Periokoi_Peltasts	1.0000
Gre_Periokoi_Pike	1.0000
Gre_Periokoi_Spears	1.0000
Gre_Pike	1.0000
Gre_Polybolos	1.2500
Gre_Polybolos_Bastion	1.2500
Gre_Pontic_Royal_Cav	1.0000
Gre_Ptolemaic_Cav	1.0000
Gre_Rhodian_Slingers	1.0000
Gre_Royal_Cav	1.0000
Gre_Royal_Guard	1.0000
Gre_Royal_Pel_Six	1.0000
Gre_Royal_Peltasts	1.0000
Gre_Royal_Spartans	1.0000
Gre_Royal_Thorax_Sword	1.0000
Gre_Sarissa_Cav	1.0000
Gre_Scorpion	1.2500
Gre_Scorpion_Bastion	1.2500
Gre_Scythed_Chariots	1.0000
Gre_Shield_Bearers	1.0000
Gre_Silver_Shield_Pike	1.0000
Gre_Silver_Shield_Sword	1.0000
Gre_Skirm_Cav	1.0000
Gre_Slingers	1.0000
Gre_Slingers_Five	1.0000
Gre_Slingers_Five_Dbl_Scorpio	1.0000
Gre_Slingers_Five_Lft_Bow	1.0000
Gre_Slingers_Three	1.0000
Gre_Slingers_Three_Scorpio	1.0000
Gre_Spartan_Hoplites	1.0000
Gre_Spartan_Pike	1.0000
Gre_Spartan_Six	1.0000
Gre_Spartan_Youths	1.0000
Gre_Tarantine_Cav	1.0000
Gre_Thessalian_Cav	1.0000
Gre_Thorax_Hoplites	1.0000
Gre_Thorax_Pike	1.0000
Gre_Thorax_Six	1.0000
Gre_Thorax_Sword	1.0000
Gre_Thureos_Four	1.0000
Gre_Thureos_Hoplites	1.0000
Gre_Thureos_Six	1.0000
Gre_Thureos_Spears	1.0000
Gre_Thureos_Two	1.0000
Gre_Thureos_Two_Fire_Pots	1.0000
Ibe_Balearic_Slingers	1.0000
Ibe_Ballista	1.2500
Ibe_Ballista_Bastion	1.2500
Ibe_Ballista_Five	1.2500
Ibe_Cantabrian_Cav	1.0000
Ibe_Cav	1.0000
Ibe_Cheiroballistra	1.2500
Ibe_Giant_Ballista	1.2500
Ibe_Guerilla_Warriors	1.0000
Ibe_Large_Onager	1.2500
Ibe_Lusitani_Nobles	1.0000
Ibe_Lusitani_Nobles_Raider	1.0000
Ibe_Noble_Cav	1.0000
Ibe_Noble_Fighters	1.0000
Ibe_Noble_Fighters_Raider	1.0000
Ibe_Onager	1.2500
Ibe_Onager_Bastion	1.2500
Ibe_Onager_Five	1.2500
Ibe_Scorpion	1.2500
Ibe_Scorpion_Bastion	1.2500
Ibe_Scut_Spear	1.0000
Ibe_Scutarii	1.0000
Ibe_Scutarii_Cav	1.0000
Ibe_Scutarii_Four	1.0000
Ibe_Skirm	1.0000
Ibe_Skirm_Medium_Raider	1.0000
Ibe_Slingers	1.0000
Ibe_Slingers_Five	1.0000
Ibe_Slingers_Raider	1.0000
Ibe_Spear	1.0000
Ibe_Sword	1.0000
Ibe_Sword_Medium_Raider	1.0000
Ibe_Tribesmen	1.0000
Ibe_Tribesmen_Raider	1.0000
Ibe_Vet_Shield_Warriors	1.0000
Ill_Cav	1.0000
Ill_Hoplites	1.0000
Ill_Javelinmen_One_Halfer	1.0000
Ill_Javelinmen_Two_Halfer	1.0000
Ill_Levies	1.0000
Ill_Slave_Javelinmen	1.0000
Ill_Slave_Slingers	1.0000
Ill_Slingers_Bowmen_Lft_Bow	1.0000
Ill_Slingers_Five	1.0000
Ill_Slingers_Five_Dbl_scorpio	1.0000
Ill_Slingers_Three	1.0000
Ill_Slingers_Three_Scorpio	1.0000
Ill_Spear	1.0000
Ill_Spear_Four	1.0000
Ill_Thureos_Six	1.0000
Ill_Thureos_Spears	1.0000
Ill_Tribesmen	1.0000
Ill_Tribesmen_Two	1.0000
Ill_Tribesmen_Two_Fire_Pots	1.0000
Ind_Armour_Elephants	1.0000
Ind_War_Elephants	1.0000
Ita_Cav	1.0000
Ita_Levy_Skirm	1.0000
Ita_Levy_Slingers	1.0000
Ita_Levy_Three	1.0000
Ita_Levy_Three_Scorpio	1.0000
Ita_Mob	1.0000
Ita_Noble_Cav	1.0000
Ita_Noble_Infantry	1.0000
Ita_Skirm_One_Halfer	1.0000
Ita_Skirm_Two_Halfer	1.0000
Ita_Slingers_Five	1.0000
Ita_Spear	1.0000
Ita_Spear_Four	1.0000
Ita_Spear_Two	1.0000
Ita_Spear_Two_Fire_Pots	1.0000
Ita_Sword	1.0000
Ita_Sword_Six	1.0000
Ita_Sword_Six_Lft_Aft	1.0000
Mer_Aet_Raider	1.0000
Mer_Afr_Archers	1.0000
Mer_Afr_Cav	1.0000
Mer_Afr_Elephants	1.0000
Mer_Afr_Raider	1.0000
Mer_Afr_Spear	1.0000
Mer_Ara_Camel_Archers	1.0000
Mer_Ara_Camel_Spear	1.0000
Mer_Ara_Cav	1.0000
Mer_Ara_Raider	1.0000
Mer_Ara_Spear	1.0000
Mer_Arm_Raider	1.0000
Mer_Bac_Hillmen	1.0000
Mer_Bac_Light_Horse	1.0000
Mer_Bal_Raider	1.0000
Mer_Boi_Raider	1.0000
Mer_Bos_Galley	1.0000
Mer_Bri_Raider	1.0000
Mer_Bri_Scout_Riders	1.0000
Mer_Bri_Slingers	1.0000
Mer_Bri_Spear_Band	1.0000
Mer_Cal_Raider	1.0000
Mer_Car_One_Halfer	1.0000
Mer_Cau_Raider	1.0000
Mer_Cel_Axe_Warriors	1.0000
Mer_Cel_Light_Horse	1.0000
Mer_Cel_Raider	1.0000
Mer_Cel_Skirm	1.0000
Mer_Cel_Warriors	1.0000
Mer_Cha_Raider	1.0000
Mer_Cil_Galley	1.0000
Mer_Cil_Heavy_Galley	1.0000
Mer_Dac_Bowmen	1.0000
Mer_Dac_Raider	1.0000
Mer_Dac_Spear_Horsemen	1.0000
Mer_Dac_Spears	1.0000
Mer_Eas_Cappadocian_Cav	1.0000
