select_context	over_context	tooltip_line	advice_line	main_line
agent	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_embed_agent		rome2_tltip_main_player_admiral
agent	player_navy_transport	rome2_tltip_right_clk_embed_agent		rome2_tltip_main_player_general_on_sea
agent	region	rome2_tltip_right_clk_move		rome2_tltip_main_province
agent	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
agent	shared_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_shared_sea_region
army_must_break_siege	contested_sea_region	rome2_tltip_must_break_siege	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
army_must_break_siege	enemy_army	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_general
army_must_break_siege	enemy_major_settlement_land	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_province_capital
army_must_break_siege	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_province_capital
army_must_break_siege	enemy_major_settlement_port	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_province_capital
army_must_break_siege	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_province_capital
army_must_break_siege	enemy_minor_settlement_land	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_minor_settlement
army_must_break_siege	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_minor_settlement
army_must_break_siege	enemy_minor_settlement_port	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_minor_settlement
army_must_break_siege	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_minor_settlement
army_must_break_siege	enemy_navy	rome2_tltip_must_break_siege		rome2_tltip_main_enemy_admiral
army_must_break_siege	enemy_navy_escort	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_admiral
army_must_break_siege	enemy_navy_transport	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_enemy_general_on_sea
army_must_break_siege	enemy_region	rome2_tltip_must_break_siege		rome2_tltip_main_province
army_must_break_siege	hostile_sea_region	rome2_tltip_must_break_siege	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
army_must_break_siege	non_player_army	rome2_tltip_left_clk_inspect_must_break_siege	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
army_must_break_siege	non_player_major_settlement_land	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_province_capital
army_must_break_siege	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_province_capital
army_must_break_siege	non_player_major_settlement_port	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_province_capital
army_must_break_siege	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_province_capital
army_must_break_siege	non_player_minor_settlement_land	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_minor_settlement
army_must_break_siege	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_minor_settlement
army_must_break_siege	non_player_minor_settlement_port	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_minor_settlement
army_must_break_siege	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_minor_settlement
army_must_break_siege	non_player_navy	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_admiral
army_must_break_siege	non_player_navy_escort	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_admiral
army_must_break_siege	non_player_navy_transport	rome2_tltip_left_clk_inspect_must_break_siege		rome2_tltip_main_non_player_general_on_sea
army_must_break_siege	non_player_region	rome2_tltip_must_break_siege		rome2_tltip_main_province
army_must_break_siege	non_player_region_allied	rome2_tltip_must_break_siege		rome2_tltip_main_province
army_must_break_siege	non_player_region_without_access	rome2_tltip_must_break_siege	rome2_tltip_warning_no_access	rome2_tltip_main_province
army_must_break_siege	own_sea_region	rome2_tltip_must_break_siege		rome2_tltip_main_own_sea_region
army_must_break_siege	player_army	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_general
army_must_break_siege	player_major_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_province_capital
army_must_break_siege	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select_must_break_siege		rome2_tltip_main_player_minor_settlement
army_must_break_siege	player_navy	rome2_tltip_must_break_siege		rome2_tltip_main_player_admiral
army_must_break_siege	player_navy_cant_escort_already_escorting	rome2_tltip_must_break_siege		rome2_tltip_main_player_admiral
army_must_break_siege	player_navy_transport	rome2_tltip_must_break_siege		rome2_tltip_main_player_general_on_sea
army_must_break_siege	region	rome2_tltip_must_break_siege		rome2_tltip_main_province
army_must_break_siege	sea_region	rome2_tltip_must_break_siege	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
army_must_break_siege	shared_sea_region	rome2_tltip_must_break_siege		rome2_tltip_main_shared_sea_region
army	contested_sea_region	rome2_tltip_right_clk_embark	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
army	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
army	enemy_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_province_capital
army	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
army	enemy_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_minor_settlement
army	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
army	enemy_navy	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
army	enemy_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	hostile_sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
army	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
army	non_player_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
army	non_player_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
army	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
army	non_player_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	non_player_region_allied	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	non_player_region_without_access	rome2_tltip_right_clk_move	rome2_tltip_warning_no_access	rome2_tltip_main_province
army	own_sea_region	rome2_tltip_right_clk_embark		rome2_tltip_main_own_sea_region
army	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_general
army	player_major_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
army	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_province_capital
army	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
army	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
army	player_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_admiral
army	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
army	player_navy_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general_on_sea
army	region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army	sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_sea_region
army	shared_sea_region	rome2_tltip_right_clk_embark		rome2_tltip_main_shared_sea_region
navy_escorting	contested_sea_region	rome2_tltip_right_clk_move	rome2_tltip_contested_sea_region_self	rome2_tltip_main_contested_sea_region
navy_escorting	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
navy_escorting	enemy_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting	enemy_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_province_capital
navy_escorting	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
navy_escorting	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
navy_escorting	enemy_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_escorting	enemy_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_enemy_minor_settlement
navy_escorting	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
navy_escorting	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
navy_escorting	enemy_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_escorting	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
navy_escorting	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
navy_escorting	enemy_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting	hostile_sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	rome2_tltip_main_hostile_sea_region
navy_escorting	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
navy_escorting	non_player_major_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_escorting	non_player_major_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_province_capital
navy_escorting	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_province_capital
navy_escorting	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
navy_escorting	non_player_minor_settlement_land	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_escorting	non_player_minor_settlement_land_besieged	rome_2_tltip_left_ck_inspect_right_clk_disembark_at_coast		rome2_tltip_main_non_player_minor_settlement
navy_escorting	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_non_player_minor_settlement
navy_escorting	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
navy_escorting	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_escorting	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
navy_escorting	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
navy_escorting	non_player_region	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting	non_player_region_allied	rome2_tltip_right_clk_disembark		rome2_tltip_main_province
navy_escorting	non_player_region_without_access	rome2_tltip_right_clk_disembark	rome2_tltip_warning_no_access	rome2_tltip_main_province
navy_escorting	own_sea_region	rome2_tltip_right_clk_move		rome2_tltip_main_own_sea_region
navy_escorting	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general
navy_escorting	player_major_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_province_capital
navy_escorting	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
navy_escorting	player_minor_settlement_land_besieged	rome_2_tltip_left_clk_select_right_clk_disembark_at_coast	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_port_garrisoned_navy	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_minor_settlement
navy_escorting	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
