group_key	unit_key	quality
Default_land_cavalry_melee	3c_Mer_Celtic_Horsemen	340
Default_land_cavalry_melee	3c_Mer_Germanic_Mounted_Warband	285
Default_land_cavalry_melee	3c_Mer_Persian_Cavalry	1440
Default_land_cavalry_melee	3c_Mer_Sabean_Cavalry	1395
Default_land_cavalry_melee	3c_Mer_Sarmatian_Light_Cavalry	285
Default_land_cavalry_melee	3c_Mer_Scutarii_Cavalry	1530
Default_land_cavalry_melee	3c_Mer_Steppe_Cavalry	1500
Default_land_cavalry_melee	3c_Mer_Thracian_Light_Cavalry	375
Default_land_cavalry_melee	3c_Pal_Armoured_Camels	4100
Default_land_cavalry_melee	3c_Pal_Palmyrene_Legionary_Cavalry	1860
Default_land_cavalry_melee	3c_Per_Persian_Armoured_Cavalry	2100
Default_land_cavalry_melee	3c_Per_Persian_Cavalry	1920
Default_land_cavalry_melee	3c_Per_Persian_Nobles	3750
Default_land_cavalry_melee	3c_Rom_Equites	1500
Default_land_cavalry_melee	3c_Rom_Equites_Dalmatarum	1770
Default_land_cavalry_melee	3c_Rom_Equites_Promoti	1920
Default_land_cavalry_melee	3c_Rom_Equites_Scutarii	6600
Default_land_cavalry_melee	3c_Rom_Praetorian_Cavalry	6250
Default_land_cavalry_melee	3c_Rom_Roman_Legionary_Cavalry	1860
Default_land_cavalry_melee	3c_Sab_Sabean_Cavalry	1860
Default_land_cavalry_melee	3c_Sas_Camel_Spearmen	400
Default_land_cavalry_melee	3c_Sas_Daylamite_Cavalry	3700
Default_land_cavalry_melee	3c_Sas_Eastern_Scouts	360
Default_land_cavalry_melee	3c_Sas_Elite_Savaran_Cavalry	4100
Default_land_cavalry_melee	3c_Sas_Savaran_Cavalry	3800
Default_land_cavalry_melee	3c_Sas_Zhayedan_Immortals	6400
Default_land_cavalry_melee	3c_Sax_Noble_Saxon_Cavalry	6500
Default_land_cavalry_melee	3c_Sax_Saxon_Mounted_Warband	1230
Default_land_cavalry_melee	3c_Ste_Sarmatian_Light_Cavalry	380
Default_land_cavalry_melee	3c_Ste_Steppe_Cavalry	1860
Default_land_cavalry_melee	Aet_Cav	1666
Default_land_cavalry_melee	Ara_Cav	1586
Default_land_cavalry_melee	Aux_Afr_Cav	1666
Default_land_cavalry_melee	Aux_Ara_Cav	1586
Default_land_cavalry_melee	Aux_Bac_Light_Horse	1225
Default_land_cavalry_melee	Aux_Bri_Scout_Riders	1040
Default_land_cavalry_melee	Aux_Cav	5920
Default_land_cavalry_melee	Aux_Cel_Light_Horse	1361
Default_land_cavalry_melee	Aux_Dac_Spear_Horsemen	2214
Default_land_cavalry_melee	Aux_Eas_Cappadocian_Cav	6334
Default_land_cavalry_melee	Aux_Gal_Light_Horse	1837
Default_land_cavalry_melee	Aux_Gal_Noble_Horse	23270
Default_land_cavalry_melee	Aux_Ger_Scout_Riders	1292
Default_land_cavalry_melee	Aux_Gre_Citizen_Cav	2115
Default_land_cavalry_melee	Aux_Ibe_Cav	1750
Default_land_cavalry_melee	Aux_Ibe_Scutarii_Cav	3824
Default_land_cavalry_melee	Aux_Ill_Cav	1161
Default_land_cavalry_melee	Aux_Ita_Socii_Equites	3396
Default_land_cavalry_melee	Bac_Light_Horse	1225
Default_land_cavalry_melee	Bac_Noble_Horse	7695
Default_land_cavalry_melee	Bri_Heroic_Riders	22252
Default_land_cavalry_melee	Bri_Scout_Riders	1040
Default_land_cavalry_melee	Bri_Veteran_Riders	2531
Default_land_cavalry_melee	Car_Cav	2880
Default_land_cavalry_melee	Cel_Galatian_Raiders	2214
Default_land_cavalry_melee	Cel_Heavy_Horse	4130
Default_land_cavalry_melee	Cel_Light_Horse	1361
Default_land_cavalry_melee	Cel_Mighty_Horse	3824
Default_land_cavalry_melee	Cel_Noble_Horse	23270
Default_land_cavalry_melee	CiG_Bri_Scout_Riders	1040
Default_land_cavalry_melee	CiG_Cel_Heavy_Horse	4130
Default_land_cavalry_melee	CiG_Cel_Light_Horse	1361
Default_land_cavalry_melee	CiG_Ger_Scout_Riders	1292
Default_land_cavalry_melee	CiG_Gre_Citizen_Cav	2115
Default_land_cavalry_melee	CiG_Rom_Legionary_Cav	6440
Default_land_cavalry_melee	Dac_Spear_Horsemen	2214
Default_land_cavalry_melee	Eas_Azat_Knights	18480
Default_land_cavalry_melee	Eas_Cappadocian_Cav	6334
Default_land_cavalry_melee	Eas_Median_Cav	3003
Default_land_cavalry_melee	Eas_Noble_Blood_Cav	4969
Default_land_cavalry_melee	Egy_Cav	1161
Default_land_cavalry_melee	Emp_Rom_Legionary_Cav	3003
Default_land_cavalry_melee	Ger_Noble_Riders	17610
Default_land_cavalry_melee	Ger_Riders_Hunt	2760
Default_land_cavalry_melee	Ger_Scout_Riders	1292
Default_land_cavalry_melee	Gre_Citizen_Cav	2115
Default_land_cavalry_melee	Gre_Light_Cav	1292
Default_land_cavalry_melee	Gre_Massilian_Cav	7000
Default_land_cavalry_melee	Ibe_Cav	1750
Default_land_cavalry_melee	Ibe_Celtiberian_Cav	3396
Default_land_cavalry_melee	Ibe_Noble_Cav	22252
Default_land_cavalry_melee	Ibe_Scutarii_Cav	3824
Default_land_cavalry_melee	Ill_Cav	1161
Default_land_cavalry_melee	Ita_Campanian_Cavalry	22757
Default_land_cavalry_melee	Ita_Cav	2760
Default_land_cavalry_melee	Ita_Noble_Cav	26515
Default_land_cavalry_melee	Mer_Afr_Cav	827
Default_land_cavalry_melee	Mer_Ara_Cav	827
Default_land_cavalry_melee	Mer_Bac_Light_Horse	608
Default_land_cavalry_melee	Mer_Bri_Scout_Riders	570
Default_land_cavalry_melee	Mer_Cel_Light_Horse	733
Default_land_cavalry_melee	Mer_Dac_Spear_Horsemen	1225
Default_land_cavalry_melee	Mer_Eas_Cappadocian_Cav	3003
Default_land_cavalry_melee	Mer_Gal_Light_Horse	929
Default_land_cavalry_melee	Mer_Gal_Noble_Horse	10392
Default_land_cavalry_melee	Mer_Ger_Scout_Riders	648
Default_land_cavalry_melee	Mer_Gre_Citizen_Cav	1161
Default_land_cavalry_melee	Mer_Ibe_Cav	877
Default_land_cavalry_melee	Mer_Ibe_Scutarii_Cav	1837
Default_land_cavalry_melee	Mer_Ill_Cav	608
Default_land_cavalry_melee	Mer_Ita_Campanian_Cavalry	6991
Default_land_cavalry_melee	Mer_Ita_Cav	1161
Default_land_cavalry_melee	Pel_Baktrian_Cavalry	500
Default_land_cavalry_melee	Pel_Hippeus	8000
Default_land_cavalry_melee	Pel_Light_Cavalry	500
Default_land_cavalry_melee	Pel_Median_Cavalry	14000
Default_land_cavalry_melee	Pel_Mer_Ionian_Hippeus	5000
Default_land_cavalry_melee	Pel_Sakae_Horse_Archers	5000
Default_land_cavalry_melee	Pel_Theban_Hippeus	12000
Default_land_cavalry_melee	Pel_Thessalian_Hippeus	12000
Default_land_cavalry_melee	Rom_Equites	1750
Default_land_cavalry_melee	Rom_Legionary_Cav	2115
Default_land_cavalry_melee	Rom_Praetorian_Cav	20781
Default_land_cavalry_melee	Ste_Scythian_Royal_Horse	18480
Default_land_cavalry_melee	Thr_Horsemen	1750
Default_land_cavalry_melee	Thr_Royal_Cav	22252
Default_land_cavalry_melee	dk_afr_armoured_desert_cavalry	2860
Default_land_cavalry_melee	dk_afr_desert_cavalry	1160
Default_land_cavalry_melee	dk_kush_kushite_royal_guard	18000
Default_land_cavalry_melee	dk_mer_desert_cavalry	900
Default_land_cavalry_melee	dk_nab_nabatean_noble_cavalry	6300
Default_land_cavalry_melee	dk_num_desert_legionary_cavalry	2300
Default_land_cavalry_melee	dk_saba_mer_himyar_cavalry	5000
Default_land_cavalry_melee	dk_saba_royal_marib_cavalry	18000
Default_land_cavalry_melee	inv_app_cavalry	1750
Default_land_cavalry_melee	inv_etr_etruscan_cavalry	4289
Default_land_cavalry_melee	inv_etr_italian_cavalry	1750
Default_land_cavalry_melee	inv_gre_hippeus	8000
Default_land_cavalry_melee	inv_iol_sardi_cavalry	1361
Default_land_cavalry_melee	inv_iol_sherden_horsemen	7695
Default_land_cavalry_melee	inv_local_aequi_horsemen	610
Default_land_cavalry_melee	inv_local_campanian_cavalry	2600
Default_land_cavalry_melee	inv_local_gallic_horsemen	1200
Default_land_cavalry_melee	inv_local_ligurian_horsemen	1300
Default_land_cavalry_melee	inv_mercenary_campanian_cavalry	2150
Default_land_cavalry_melee	inv_mercenary_eques	1750
Default_land_cavalry_melee	inv_mercenary_gallic_axe_cavalry	2100
Default_land_cavalry_melee	inv_mercenary_gallic_horsemen	1700
Default_land_cavalry_melee	inv_mercenary_hippeus	3500
Default_land_cavalry_melee	inv_mercenary_iberian_cavalry	1750
Default_land_cavalry_melee	inv_mercenary_ligurian_horsemen	2000
Default_land_cavalry_melee	inv_mercenary_thessalian_cavalry	5500
Default_land_cavalry_melee	inv_mercenary_veneti_horsemen	2500
Default_land_cavalry_melee	inv_rom_elite_equites	2400
Default_land_cavalry_melee	inv_rom_eques	1600
Default_land_cavalry_melee	inv_sen_gallic_axe_cavalry	1800
Default_land_cavalry_melee	inv_sen_gallic_horsemen	1500
Default_land_cavalry_melee	inv_sen_noble_horsemen	3500
Default_land_cavalry_melee	inv_ven_veneti_heavy_cavalry	3000
Default_land_cavalry_melee	inv_ven_veneti_heroic_riders	4200
Default_land_cavalry_melee	inv_ven_veneti_horsemen	2100
Default_land_cavalry_missile	3c_Ala_Alani_Amazonian_Archers	400
Default_land_cavalry_missile	3c_Ala_Alani_Horse_Skirmishers	1560
Default_land_cavalry_missile	3c_Ala_Alani_Noblewomen_Archers	1800
Default_land_cavalry_missile	3c_Ala_Steppe_Cataphract_Archers	5000
Default_land_cavalry_missile	3c_Ala_Steppe_Horse_Archers	400
Default_land_cavalry_missile	3c_Ala_Steppe_Horse_Skirmishers	400
Default_land_cavalry_missile	3c_Ara_Arabian_Camel_Archers	1350
Default_land_cavalry_missile	3c_Arm_Armoured_Horse_Archers	1920
Default_land_cavalry_missile	3c_Arm_Noble_Horse_Archers	4400
Default_land_cavalry_missile	3c_Aux_Alae_Skirmishers	340
Default_land_cavalry_missile	3c_Aux_Arabian_Camel_Archers	1350
Default_land_cavalry_missile	3c_Aux_Bactrian_Horse_Archers	2100
Default_land_cavalry_missile	3c_Aux_Camel_Archers	1350
Default_land_cavalry_missile	3c_Aux_Horse_Skirmishers	1380
Default_land_cavalry_missile	3c_Aux_Numidian_Cavalry	1740
Default_land_cavalry_missile	3c_Aux_Persian_Horse_Skirmishers	390
Default_land_cavalry_missile	3c_Aux_Sarmatian_Horse_Archers	360
Default_land_cavalry_missile	3c_Aux_Thracian_Horse_Skirmishers	1350
Default_land_cavalry_missile	3c_Cel_Celtic_Horse_Skirmishers	1320
Default_land_cavalry_missile	3c_Eas_Eastern_Horse_Archers	1260
Default_land_cavalry_missile	3c_Eas_Eastern_Horse_Skirmishers	390
Default_land_cavalry_missile	3c_Ger_Germanic_Horse_Skirmishers	1320
Default_land_cavalry_missile	3c_Goth_Gothic_Mounted_Brigands	1560
Default_land_cavalry_missile	3c_Goth_Gothic_Night_Riders	1830
Default_land_cavalry_missile	3c_Mer_Camel_Archers	340
Default_land_cavalry_missile	3c_Mer_Horse_Skirmishers	345
Default_land_cavalry_missile	3c_Mer_Numidian_Cavalry	1305
Default_land_cavalry_missile	3c_Mer_Sarmatian_Horse_Archers	270
Default_land_cavalry_missile	3c_Mer_Thracian_Horse_Skirmishers	340
Default_land_cavalry_missile	3c_Num_Numidian_Cavalry	1740
Default_land_cavalry_missile	3c_Num_Numidian_Noble_Cavalry	6400
Default_land_cavalry_missile	3c_Pal_Armoured_Horse_Archers	1980
Default_land_cavalry_missile	3c_Per_Persian_Horse_Archers	1320
Default_land_cavalry_missile	3c_Per_Persian_Horse_Skirmishers	390
Default_land_cavalry_missile	3c_Rom_Armoured_Horse_Skirmishers	1860
Default_land_cavalry_missile	3c_Rom_Horse_Archers	1290
Default_land_cavalry_missile	3c_Sas_Armoured_Camel_Archers	2040
Default_land_cavalry_missile	3c_Sas_Camel_Archers	1350
Default_land_cavalry_missile	3c_Sas_Eastern_Horse_Archers	1260
Default_land_cavalry_missile	3c_Sas_Eastern_Horse_Skirmishers	390
Default_land_cavalry_missile	3c_Sas_Persian_Horse_Archers	1320
Default_land_cavalry_missile	3c_Sas_Royal_Sassanian_Archers	2160
Default_land_cavalry_missile	3c_Ste_Sarmatian_Horse_Archers	360
Default_land_cavalry_missile	Afr_Numidian_Cav	2214
Default_land_cavalry_missile	Afr_Numidian_Noble_Cav	22252
Default_land_cavalry_missile	Afr_Skirm_Cav	929
Default_land_cavalry_missile	Aux_Eas_Horse_Skirm	983
Default_land_cavalry_missile	Aux_Gre_Tarantine_cav	2316
Default_land_cavalry_missile	Aux_Ibe_Cantabrian_Cav	1750
Default_land_cavalry_missile	Aux_Num_Cav	2214
Default_land_cavalry_missile	Aux_Par_Horse_Archers	1225
Default_land_cavalry_missile	Aux_Sar_Horse_Archers	827
Default_land_cavalry_missile	Aux_Scy_Armour_horse_Archers	3003
Default_land_cavalry_missile	Aux_Scy_Horse_Archers	929
Default_land_cavalry_missile	Aux_Thr_Cav	1361
Default_land_cavalry_missile	Bac_Horse_Archers	4130
Default_land_cavalry_missile	CiG_Gre_Skirm_Cav	733
Default_land_cavalry_missile	Dac_Bow_Horsemen	1161
Default_land_cavalry_missile	Eas_Armour_Horse_Archers	3261
Default_land_cavalry_missile	Eas_Horse_Archers	1040
Default_land_cavalry_missile	Eas_Horse_Skirm	983
Default_land_cavalry_missile	Eas_Noble_Horse_Archers	7695
Default_land_cavalry_missile	Eas_Parthian_Horse_Archers	1225
Default_land_cavalry_missile	Gre_Skirm_Cav	733
Default_land_cavalry_missile	Gre_Tarantine_Cav	2316
Default_land_cavalry_missile	Ibe_Cantabrian_Cav	1750
Default_land_cavalry_missile	Mer_Eas_Skirm_Cav	326
Default_land_cavalry_missile	Mer_Gre_Tarantine_Cav	1161
Default_land_cavalry_missile	Mer_Ibe_Cantabrian_Cav	1040
Default_land_cavalry_missile	Mer_Num_Cav	929
Default_land_cavalry_missile	Mer_Num_Noble_Cav	7221
Default_land_cavalry_missile	Mer_Par_Horse_Archers	608
Default_land_cavalry_missile	Mer_Sar_Horse_Archers	500
Default_land_cavalry_missile	Mer_Scy_Armour_Horse_Archers	1750
Default_land_cavalry_missile	Mer_Scy_Horse_Archers	500
Default_land_cavalry_missile	Mer_Ste_Amazonian_Riders	570
Default_land_cavalry_missile	Mer_Thr_Cav	689
Default_land_cavalry_missile	Pel_Thr_Cav	500
Default_land_cavalry_missile	Pel_Thr_Royal_Cav	20000
Default_land_cavalry_missile	Ste_Amazonian_Riders	1040
Default_land_cavalry_missile	Ste_Armour_Horse_Archers	2531
Default_land_cavalry_missile	Ste_Horse_Archers	827
Default_land_cavalry_missile	Ste_Horse_Skirm	983
Default_land_cavalry_missile	Ste_Noble_Horse_Archers	5720
Default_land_cavalry_missile	Ste_Noblewomen	2760
Default_land_cavalry_missile	Ste_Royal_Horse_Archers	11000
Default_land_cavalry_missile	Ste_Saka_Cataphract_Horse_Archers	9524
Default_land_cavalry_missile	Ste_Scythian_Royal_Skirmishers	13320
Default_land_cavalry_missile	Thr_Cav	1361
Default_land_cavalry_missile	dk_num_armoured_numidian_cavalry	7600
Default_land_cavalry_missile	dk_num_gaetuli_horse_skirmishers	900
Default_land_cavalry_missile	inv_app_horse_skirmishers	3824
Default_land_cavalry_missile	inv_etr_horse_skirmishers	983
Default_land_cavalry_missile	inv_gre_hippotoxotes	500
Default_land_cavalry_missile	inv_gre_horse_skirmishers	1750
Default_land_cavalry_missile	inv_iol_sardi_horse_skirmishers	1750
Default_land_cavalry_missile	inv_ita_horse_skirmishers	1750
Default_land_cavalry_missile	inv_local_african_cavalry	1800
Default_land_cavalry_missile	inv_local_veneti_raiders	1500
Default_land_cavalry_missile	inv_mercenary_african_cavalry	2200
Default_land_cavalry_missile	inv_mercenary_veneti_raiders	2400
Default_land_cavalry_missile	inv_rom_horse_skirmishers	1750
Default_land_cavalry_missile	inv_sam_italian_horse_skirmishers	1750
Default_land_cavalry_missile	inv_sen_gallic_horse_skirmishers	1750
Default_land_cavalry_missile	inv_tar_tarantine_cavalry	6000
Default_land_cavalry_missile	inv_ven_veneti_mounted_raiders	1750
Default_land_cavalry_missile	inv_ven_veneti_outriders	3500
Default_land_cavalry_shock	3c_Ala_Armoured_Steppe_Lancers	1650
Default_land_cavalry_shock	3c_Ala_Noble_Steppe_Cataphracts	6000
Default_land_cavalry_shock	3c_Ala_Noble_Steppe_Lancers	3750
Default_land_cavalry_shock	3c_Ala_Steppe_Lancers	340
Default_land_cavalry_shock	3c_Arm_Noble_Cataphracts	7250
Default_land_cavalry_shock	3c_Aux_Alae_Clibanarii	7250
Default_land_cavalry_shock	3c_Aux_Armoured_Chariots	5500
Default_land_cavalry_shock	3c_Aux_Chariots	4500
Default_land_cavalry_shock	3c_Aux_Lanciarii	340
Default_land_cavalry_shock	3c_Aux_Persian_Cataphracts	5500
Default_land_cavalry_shock	3c_Aux_Persian_Cavalry	1920
Default_land_cavalry_shock	3c_Aux_Pontic_Cavalry	6000
Default_land_cavalry_shock	3c_Aux_Scythed_Chariots	6900
Default_land_cavalry_shock	3c_Cal_Armoured_Chariots	5500
Default_land_cavalry_shock	3c_Cel_Chariots	4500
Default_land_cavalry_shock	3c_Eas_Eastern_Cataphracts	5250
Default_land_cavalry_shock	3c_Gal_Armoured_Chariots	5500
Default_land_cavalry_shock	3c_Gal_Chariots	4500
Default_land_cavalry_shock	3c_Gal_Gallic_Lanciarii	360
Default_land_cavalry_shock	3c_Ger_Germanic_Lancers	370
Default_land_cavalry_shock	3c_Goth_Gothic_Lancers	390
Default_land_cavalry_shock	3c_Goth_Greuthungi_Lancers	4950
Default_land_cavalry_shock	3c_Mer_Eastern_Cataphracts	3950
Default_land_cavalry_shock	3c_Mer_Lanciarii	255
Default_land_cavalry_shock	3c_Mer_Persian_Cataphracts	4125
Default_land_cavalry_shock	3c_Mer_Pontic_Cavalry	4500
Default_land_cavalry_shock	3c_Pal_Imperial_Palmyrene_Cataphracts	7300
Default_land_cavalry_shock	3c_Pal_Palmyrene_Cataphracts	5300
Default_land_cavalry_shock	3c_Pal_Palmyrene_Lanciarii	360
Default_land_cavalry_shock	3c_Pal_Scythed_Chariots	6900
Default_land_cavalry_shock	3c_Per_Persian_Cataphracts	5500
Default_land_cavalry_shock	3c_Rom_Equites_Catafractarii	5900
Default_land_cavalry_shock	3c_Sas_Camel_Cataphracts	5800
Default_land_cavalry_shock	3c_Sas_Grivpanvar_Cataphracts	5000
Default_land_cavalry_shock	3c_Sas_Gyan_Avspar	7600
Default_land_cavalry_shock	3c_Sas_Pushtighban_Cataphracts	5700
Default_land_cavalry_shock	3c_Sas_Savaran_Cataphracts	4100
Default_land_cavalry_shock	3c_Ste_Steppe_Nobles	3900
Default_land_cavalry_shock	Afr_Chariot_Raiders	6991
Default_land_cavalry_shock	Aux_Ita_Socii_Equites_Extraordinarii	6767
Default_land_cavalry_shock	Aux_Per_Cav	3261
Default_land_cavalry_shock	Aux_Sar_Armour_Lancers	2214
Default_land_cavalry_shock	Aux_Sar_Lancers	733
Default_land_cavalry_shock	Bac_Royal_Cav	20781
Default_land_cavalry_shock	Bri_Chariots	8190
Default_land_cavalry_shock	Car_Noble_Cav	11632
Default_land_cavalry_shock	CiG_Bri_Chariots	8190
Default_land_cavalry_shock	Dac_Noble_Horsemen	20306
Default_land_cavalry_shock	Eas_Camel_Cataphracts	16769
Default_land_cavalry_shock	Eas_Cataphracts	12970
Default_land_cavalry_shock	Eas_Persian_Cavalry	5150
Default_land_cavalry_shock	Eas_Royal_Cataphracts	31936
Default_land_cavalry_shock	Gre_Agema_Cav	23270
Default_land_cavalry_shock	Gre_Aspis_Companion_Cav	23270
Default_land_cavalry_shock	Gre_Companion_Cav	23270
Default_land_cavalry_shock	Gre_Hellenic_Cataphracts	30053
