issuer_key	mission_key
SHOGUN	diplomatic_bar_attack_settlement_port_1
SHOGUN	diplomatic_bar_attack_settlement_port_2
SHOGUN	diplomatic_bar_attack_trade_route_raider_1
SHOGUN	diplomatic_bar_attack_trade_route_raider_2
SHOGUN	diplomatic_bar_kill_character_female_1
SHOGUN	diplomatic_bar_kill_character_female_2
SHOGUN	diplomatic_bar_kill_character_male_1
SHOGUN	diplomatic_bar_kill_character_male_2
SHOGUN	diplomatic_bar_raid_trade_route_faction_1
SHOGUN	diplomatic_bar_raid_trade_route_faction_2
SHOGUN	diplomatic_bar_raid_trade_route_province_1
SHOGUN	diplomatic_bar_raid_trade_route_province_2
SHOGUN	diplomatic_eas_attack_army_1
SHOGUN	diplomatic_eas_attack_army_2
SHOGUN	diplomatic_eas_attack_army_3
SHOGUN	diplomatic_eas_attack_in_defence_army_1
SHOGUN	diplomatic_eas_attack_in_defence_army_2
SHOGUN	diplomatic_eas_attack_in_defence_army_3
SHOGUN	diplomatic_eas_attack_in_defence_army_4
SHOGUN	diplomatic_eas_attack_in_defence_army_5
SHOGUN	diplomatic_eas_attack_in_defence_navy_1
SHOGUN	diplomatic_eas_attack_in_defence_navy_2
SHOGUN	diplomatic_eas_attack_in_defence_navy_3
SHOGUN	diplomatic_eas_attack_in_defence_navy_4
SHOGUN	diplomatic_eas_attack_in_defence_navy_5
SHOGUN	diplomatic_eas_attack_navy_1
SHOGUN	diplomatic_eas_attack_navy_2
SHOGUN	diplomatic_eas_attack_settlement_landlocked_1
SHOGUN	diplomatic_eas_attack_settlement_landlocked_2
SHOGUN	diplomatic_eas_attack_settlement_landlocked_3
SHOGUN	diplomatic_eas_attack_settlement_port_1
SHOGUN	diplomatic_eas_attack_settlement_port_2
SHOGUN	diplomatic_eas_attack_settlement_port_3
SHOGUN	diplomatic_eas_attack_settlement_port_4
SHOGUN	diplomatic_eas_attack_trade_route_raider_1
SHOGUN	diplomatic_eas_attack_trade_route_raider_2
SHOGUN	diplomatic_eas_kill_character_female_1
SHOGUN	diplomatic_eas_kill_character_female_2
SHOGUN	diplomatic_eas_kill_character_female_3
SHOGUN	diplomatic_eas_kill_character_male_1
SHOGUN	diplomatic_eas_kill_character_male_2
SHOGUN	diplomatic_eas_kill_character_male_3
SHOGUN	diplomatic_eas_raid_trade_route_faction_1
SHOGUN	diplomatic_eas_raid_trade_route_faction_2
SHOGUN	diplomatic_eas_raid_trade_route_province_1
SHOGUN	diplomatic_eas_raid_trade_route_province_2
SHOGUN	diplomatic_egy_attack_army_1
SHOGUN	diplomatic_egy_attack_army_2
SHOGUN	diplomatic_egy_attack_army_3
SHOGUN	diplomatic_egy_attack_army_4
SHOGUN	diplomatic_egy_attack_in_defence_army_1
SHOGUN	diplomatic_egy_attack_in_defence_army_2
SHOGUN	diplomatic_egy_attack_in_defence_army_3
SHOGUN	diplomatic_egy_attack_in_defence_army_4
SHOGUN	diplomatic_egy_attack_in_defence_navy_1
SHOGUN	diplomatic_egy_attack_in_defence_navy_2
SHOGUN	diplomatic_egy_attack_in_defence_navy_3
SHOGUN	diplomatic_egy_attack_in_defence_navy_4
SHOGUN	diplomatic_egy_attack_navy_1
SHOGUN	diplomatic_egy_attack_navy_2
SHOGUN	diplomatic_egy_attack_navy_3
SHOGUN	diplomatic_egy_attack_settlement_landlocked_1
SHOGUN	diplomatic_egy_attack_settlement_landlocked_2
SHOGUN	diplomatic_egy_attack_settlement_landlocked_3
SHOGUN	diplomatic_egy_attack_settlement_port_1
SHOGUN	diplomatic_egy_attack_settlement_port_2
SHOGUN	diplomatic_egy_attack_settlement_port_3
SHOGUN	diplomatic_egy_attack_trade_route_raider_1
SHOGUN	diplomatic_egy_attack_trade_route_raider_2
SHOGUN	diplomatic_egy_kill_character_female_1
SHOGUN	diplomatic_egy_kill_character_female_2
SHOGUN	diplomatic_egy_kill_character_female_3
SHOGUN	diplomatic_egy_kill_character_male_1
SHOGUN	diplomatic_egy_kill_character_male_2
SHOGUN	diplomatic_egy_kill_character_male_3
SHOGUN	diplomatic_egy_raid_trade_route_faction_1
SHOGUN	diplomatic_egy_raid_trade_route_faction_2
SHOGUN	diplomatic_egy_raid_trade_route_province_1
SHOGUN	diplomatic_egy_raid_trade_route_province_2
SHOGUN	diplomatic_hel_attack_army_1
SHOGUN	diplomatic_hel_attack_army_2
SHOGUN	diplomatic_hel_attack_army_3
SHOGUN	diplomatic_hel_attack_army_4
SHOGUN	diplomatic_hel_attack_army_5
SHOGUN	diplomatic_hel_attack_army_6
SHOGUN	diplomatic_hel_attack_in_defence_army_1
SHOGUN	diplomatic_hel_attack_in_defence_army_2
SHOGUN	diplomatic_hel_attack_in_defence_army_3
SHOGUN	diplomatic_hel_attack_in_defence_army_4
SHOGUN	diplomatic_hel_attack_in_defence_army_5
SHOGUN	diplomatic_hel_attack_in_defence_navy_1
SHOGUN	diplomatic_hel_attack_in_defence_navy_2
SHOGUN	diplomatic_hel_attack_in_defence_navy_3
SHOGUN	diplomatic_hel_attack_in_defence_navy_4
SHOGUN	diplomatic_hel_attack_in_defence_navy_5
SHOGUN	diplomatic_hel_attack_navy_1
SHOGUN	diplomatic_hel_attack_navy_2
SHOGUN	diplomatic_hel_attack_navy_3
SHOGUN	diplomatic_hel_attack_navy_4
SHOGUN	diplomatic_hel_attack_navy_5
SHOGUN	diplomatic_hel_attack_navy_6
SHOGUN	diplomatic_hel_attack_settlement_landlocked_1
SHOGUN	diplomatic_hel_attack_settlement_landlocked_2
SHOGUN	diplomatic_hel_attack_settlement_landlocked_3
SHOGUN	diplomatic_hel_attack_settlement_landlocked_4
SHOGUN	diplomatic_hel_attack_settlement_landlocked_5
SHOGUN	diplomatic_hel_attack_settlement_landlocked_6
SHOGUN	diplomatic_hel_attack_settlement_port_1
SHOGUN	diplomatic_hel_attack_settlement_port_2
SHOGUN	diplomatic_hel_attack_settlement_port_3
SHOGUN	diplomatic_hel_attack_settlement_port_4
SHOGUN	diplomatic_hel_attack_settlement_port_5
SHOGUN	diplomatic_hel_attack_settlement_port_6
SHOGUN	diplomatic_hel_attack_trade_route_raider_1
SHOGUN	diplomatic_hel_attack_trade_route_raider_2
SHOGUN	diplomatic_hel_attack_trade_route_raider_3
SHOGUN	diplomatic_hel_attack_trade_route_raider_4
SHOGUN	diplomatic_hel_kill_character_female_1
SHOGUN	diplomatic_hel_kill_character_female_2
SHOGUN	diplomatic_hel_kill_character_male_1
SHOGUN	diplomatic_hel_kill_character_male_2
SHOGUN	diplomatic_hel_kill_character_male_3
SHOGUN	diplomatic_hel_raid_trade_route_faction_1
SHOGUN	diplomatic_hel_raid_trade_route_faction_2
SHOGUN	diplomatic_hel_raid_trade_route_faction_3
SHOGUN	diplomatic_hel_raid_trade_route_faction_4
SHOGUN	diplomatic_hel_raid_trade_route_province_1
SHOGUN	diplomatic_hel_raid_trade_route_province_2
SHOGUN	diplomatic_rom_attack_army_1
SHOGUN	diplomatic_rom_attack_army_2
SHOGUN	diplomatic_rom_attack_army_3
SHOGUN	diplomatic_rom_attack_army_4
SHOGUN	diplomatic_rom_attack_army_5
SHOGUN	diplomatic_rom_attack_army_6
SHOGUN	diplomatic_rom_attack_in_defence_army_1
SHOGUN	diplomatic_rom_attack_in_defence_army_2
SHOGUN	diplomatic_rom_attack_in_defence_army_3
SHOGUN	diplomatic_rom_attack_in_defence_army_4
SHOGUN	diplomatic_rom_attack_in_defence_army_5
SHOGUN	diplomatic_rom_attack_in_defence_navy_1
SHOGUN	diplomatic_rom_attack_in_defence_navy_2
SHOGUN	diplomatic_rom_attack_in_defence_navy_3
SHOGUN	diplomatic_rom_attack_in_defence_navy_4
SHOGUN	diplomatic_rom_attack_in_defence_navy_5
SHOGUN	diplomatic_rom_attack_navy_1
SHOGUN	diplomatic_rom_attack_navy_2
SHOGUN	diplomatic_rom_attack_navy_3
SHOGUN	diplomatic_rom_attack_navy_4
SHOGUN	diplomatic_rom_attack_navy_5
SHOGUN	diplomatic_rom_attack_navy_6
SHOGUN	diplomatic_rom_attack_settlement_landlocked_1
SHOGUN	diplomatic_rom_attack_settlement_landlocked_2
SHOGUN	diplomatic_rom_attack_settlement_landlocked_3
SHOGUN	diplomatic_rom_attack_settlement_landlocked_4
SHOGUN	diplomatic_rom_attack_settlement_landlocked_5
SHOGUN	diplomatic_rom_attack_settlement_landlocked_6
SHOGUN	diplomatic_rom_attack_settlement_port_1
SHOGUN	diplomatic_rom_attack_settlement_port_2
SHOGUN	diplomatic_rom_attack_settlement_port_3
SHOGUN	diplomatic_rom_attack_settlement_port_4
SHOGUN	diplomatic_rom_attack_settlement_port_5
SHOGUN	diplomatic_rom_attack_settlement_port_6
SHOGUN	diplomatic_rom_attack_trade_route_raider_1
SHOGUN	diplomatic_rom_attack_trade_route_raider_2
SHOGUN	diplomatic_rom_attack_trade_route_raider_3
SHOGUN	diplomatic_rom_attack_trade_route_raider_4
SHOGUN	diplomatic_rom_kill_character_female_1
SHOGUN	diplomatic_rom_kill_character_female_2
SHOGUN	diplomatic_rom_kill_character_female_3
SHOGUN	diplomatic_rom_kill_character_male_1
SHOGUN	diplomatic_rom_kill_character_male_2
SHOGUN	diplomatic_rom_kill_character_male_3
SHOGUN	diplomatic_rom_kill_character_male_4
SHOGUN	diplomatic_rom_raid_trade_route_faction_1
SHOGUN	diplomatic_rom_raid_trade_route_faction_2
SHOGUN	diplomatic_rom_raid_trade_route_faction_3
SHOGUN	diplomatic_rom_raid_trade_route_faction_4
SHOGUN	diplomatic_rom_raid_trade_route_province_1
SHOGUN	diplomatic_rom_raid_trade_route_province_2
CLAN_ELDERS	gaul_senate_gal_attack_force
CLAN_ELDERS	gaul_senate_gal_capture_region
CLAN_ELDERS	gaul_senate_gal_kill_agent
CLAN_ELDERS	gaul_senate_gal_muster_army
CLAN_ELDERS	gaul_senate_gal_recruit_champion
CLAN_ELDERS	gaul_senate_gal_recruit_dignitary
CLAN_ELDERS	gaul_senate_gal_recruit_spy
CLAN_ELDERS	gaul_senate_rom_attack_force
CLAN_ELDERS	gaul_senate_rom_capture_region
CLAN_ELDERS	gaul_senate_rom_kill_agent
CLAN_ELDERS	gaul_senate_rom_muster_army
CLAN_ELDERS	gaul_senate_rom_recruit_champion
CLAN_ELDERS	gaul_senate_rom_recruit_dignitary
CLAN_ELDERS	gaul_senate_rom_recruit_spy
CLAN_ELDERS	gaul_senate_sue_attack_force
CLAN_ELDERS	gaul_senate_sue_capture_region
CLAN_ELDERS	gaul_senate_sue_kill_agent
CLAN_ELDERS	gaul_senate_sue_muster_army
CLAN_ELDERS	gaul_senate_sue_recruit_champion
CLAN_ELDERS	gaul_senate_sue_recruit_dignitary
CLAN_ELDERS	gaul_senate_sue_recruit_spy
CLAN_ELDERS	inv_insubres_victory_mission_cultural_victory
CLAN_ELDERS	inv_insubres_victory_mission_economic_victory
CLAN_ELDERS	inv_insubres_victory_mission_military_victory
CLAN_ELDERS	inv_iolei_victory_mission_cultural_victory
CLAN_ELDERS	inv_iolei_victory_mission_economic_victory
CLAN_ELDERS	inv_iolei_victory_mission_military_victory
CLAN_ELDERS	inv_rome_victory_mission_cultural_victory
CLAN_ELDERS	inv_rome_victory_mission_economic_victory
CLAN_ELDERS	inv_rome_victory_mission_military_victory
CLAN_ELDERS	inv_samnites_victory_mission_cultural_victory
CLAN_ELDERS	inv_samnites_victory_mission_economic_victory
CLAN_ELDERS	inv_samnites_victory_mission_military_victory
CLAN_ELDERS	inv_senones_victory_mission_cultural_victory
CLAN_ELDERS	inv_senones_victory_mission_economic_victory
CLAN_ELDERS	inv_senones_victory_mission_military_victory
CLAN_ELDERS	inv_syracuse_victory_mission_cultural_victory
CLAN_ELDERS	inv_syracuse_victory_mission_economic_victory
CLAN_ELDERS	inv_syracuse_victory_mission_military_victory
CLAN_ELDERS	inv_taranto_victory_mission_cultural_victory
CLAN_ELDERS	inv_taranto_victory_mission_economic_victory
CLAN_ELDERS	inv_taranto_victory_mission_military_victory
CLAN_ELDERS	inv_tarchuna_victory_mission_cultural_victory
CLAN_ELDERS	inv_tarchuna_victory_mission_economic_victory
CLAN_ELDERS	inv_tarchuna_victory_mission_military_victory
CLAN_ELDERS	inv_veneti_victory_mission_cultural_victory
CLAN_ELDERS	inv_veneti_victory_mission_economic_victory
CLAN_ELDERS	inv_veneti_victory_mission_military_victory
CLAN_ELDERS	kush_victory_mission_cultural_victory
CLAN_ELDERS	kush_victory_mission_economic_victory
CLAN_ELDERS	kush_victory_mission_military_victory
CLAN_ELDERS	masaesyli_victory_mission_cultural_victory
CLAN_ELDERS	masaesyli_victory_mission_economic_victory
CLAN_ELDERS	masaesyli_victory_mission_military_victory
CLAN_ELDERS	nabatea_victory_mission_cultural_victory
CLAN_ELDERS	nabatea_victory_mission_economic_victory
CLAN_ELDERS	nabatea_victory_mission_military_victory
CLAN_ELDERS	objective_3c_alani_1_primary
CLAN_ELDERS	objective_3c_alani_2_primary
CLAN_ELDERS	objective_3c_alani_3_primary
CLAN_ELDERS	objective_3c_alani_4_primary
CLAN_ELDERS	objective_3c_alani_5_primary
CLAN_ELDERS	objective_3c_alani_6_primary
CLAN_ELDERS	objective_3c_alani_7_primary
CLAN_ELDERS	objective_3c_alani_8_primary
CLAN_ELDERS	objective_3c_alani_9_primary
CLAN_ELDERS	objective_3c_armenia_1_primary
CLAN_ELDERS	objective_3c_armenia_2_primary
CLAN_ELDERS	objective_3c_armenia_3_primary
CLAN_ELDERS	objective_3c_armenia_4_primary
CLAN_ELDERS	objective_3c_armenia_5_primary
CLAN_ELDERS	objective_3c_armenia_6_primary
CLAN_ELDERS	objective_3c_armenia_7_primary
CLAN_ELDERS	objective_3c_armenia_8_primary
CLAN_ELDERS	objective_3c_armenia_9_primary
CLAN_ELDERS	objective_3c_caledoni_1_primary
CLAN_ELDERS	objective_3c_caledoni_2_primary
CLAN_ELDERS	objective_3c_caledoni_3_primary
CLAN_ELDERS	objective_3c_caledoni_4_primary
CLAN_ELDERS	objective_3c_caledoni_5_primary
CLAN_ELDERS	objective_3c_caledoni_6_primary
CLAN_ELDERS	objective_3c_caledoni_7_primary
CLAN_ELDERS	objective_3c_caledoni_8_primary
CLAN_ELDERS	objective_3c_caledoni_9_primary
CLAN_ELDERS	objective_3c_gallicemp_1_primary
CLAN_ELDERS	objective_3c_gallicemp_2_primary
CLAN_ELDERS	objective_3c_gallicemp_3_primary
CLAN_ELDERS	objective_3c_gallicemp_4_primary
CLAN_ELDERS	objective_3c_gallicemp_5_primary
CLAN_ELDERS	objective_3c_gallicemp_6_primary
CLAN_ELDERS	objective_3c_gallicemp_7_primary
CLAN_ELDERS	objective_3c_gallicemp_8_primary
CLAN_ELDERS	objective_3c_gallicemp_9_primary
CLAN_ELDERS	objective_3c_gothi_1_primary
CLAN_ELDERS	objective_3c_gothi_2_primary
CLAN_ELDERS	objective_3c_gothi_3_primary
CLAN_ELDERS	objective_3c_gothi_4_primary
CLAN_ELDERS	objective_3c_gothi_5_primary
CLAN_ELDERS	objective_3c_gothi_6_primary
CLAN_ELDERS	objective_3c_gothi_7_primary
CLAN_ELDERS	objective_3c_gothi_8_primary
CLAN_ELDERS	objective_3c_gothi_9_primary
CLAN_ELDERS	objective_3c_marcomanni_1_primary
CLAN_ELDERS	objective_3c_marcomanni_2_primary
CLAN_ELDERS	objective_3c_marcomanni_3_primary
CLAN_ELDERS	objective_3c_marcomanni_4_primary
CLAN_ELDERS	objective_3c_marcomanni_5_primary
CLAN_ELDERS	objective_3c_marcomanni_6_primary
CLAN_ELDERS	objective_3c_marcomanni_7_primary
CLAN_ELDERS	objective_3c_marcomanni_8_primary
CLAN_ELDERS	objective_3c_marcomanni_9_primary
CLAN_ELDERS	objective_3c_palmyra_1_primary
CLAN_ELDERS	objective_3c_palmyra_2_primary
CLAN_ELDERS	objective_3c_palmyra_3_primary
CLAN_ELDERS	objective_3c_palmyra_4_primary
CLAN_ELDERS	objective_3c_palmyra_5_primary
CLAN_ELDERS	objective_3c_palmyra_6_primary
CLAN_ELDERS	objective_3c_palmyra_7_primary
CLAN_ELDERS	objective_3c_palmyra_8_primary
CLAN_ELDERS	objective_3c_palmyra_9_primary
CLAN_ELDERS	objective_3c_rome_1_primary
CLAN_ELDERS	objective_3c_rome_2_primary
CLAN_ELDERS	objective_3c_rome_3_primary
CLAN_ELDERS	objective_3c_rome_4_primary
CLAN_ELDERS	objective_3c_rome_5_primary
CLAN_ELDERS	objective_3c_rome_6_primary
CLAN_ELDERS	objective_3c_rome_7_primary
CLAN_ELDERS	objective_3c_rome_8_primary
CLAN_ELDERS	objective_3c_rome_9_primary
CLAN_ELDERS	objective_3c_sassanid_1_primary
CLAN_ELDERS	objective_3c_sassanid_2_primary
CLAN_ELDERS	objective_3c_sassanid_3_primary
CLAN_ELDERS	objective_3c_sassanid_4_primary
CLAN_ELDERS	objective_3c_sassanid_5_primary
CLAN_ELDERS	objective_3c_sassanid_6_primary
CLAN_ELDERS	objective_3c_sassanid_7_primary
CLAN_ELDERS	objective_3c_sassanid_8_primary
CLAN_ELDERS	objective_3c_sassanid_9_primary
CLAN_ELDERS	objective_3c_saxoni_1_primary
CLAN_ELDERS	objective_3c_saxoni_2_primary
CLAN_ELDERS	objective_3c_saxoni_3_primary
CLAN_ELDERS	objective_3c_saxoni_4_primary
CLAN_ELDERS	objective_3c_saxoni_5_primary
CLAN_ELDERS	objective_3c_saxoni_6_primary
CLAN_ELDERS	objective_3c_saxoni_7_primary
CLAN_ELDERS	objective_3c_saxoni_8_primary
CLAN_ELDERS	objective_3c_saxoni_9_primary
CLAN_ELDERS	objective_athens_1_primary
CLAN_ELDERS	objective_athens_2_primary
CLAN_ELDERS	objective_athens_3_primary
CLAN_ELDERS	objective_athens_4_primary
CLAN_ELDERS	objective_athens_5_primary
CLAN_ELDERS	objective_athens_6_primary
CLAN_ELDERS	objective_athens_7_primary
CLAN_ELDERS	objective_athens_8_primary
CLAN_ELDERS	objective_athens_9_primary
CLAN_ELDERS	objective_briton_1_primary
CLAN_ELDERS	objective_briton_2_primary
CLAN_ELDERS	objective_briton_3_primary
CLAN_ELDERS	objective_briton_4_primary
CLAN_ELDERS	objective_briton_5_primary
CLAN_ELDERS	objective_briton_6_primary
CLAN_ELDERS	objective_briton_7_primary
CLAN_ELDERS	objective_briton_8_primary
CLAN_ELDERS	objective_briton_9_primary
CLAN_ELDERS	objective_carthage_1_primary
CLAN_ELDERS	objective_carthage_2_primary
CLAN_ELDERS	objective_carthage_3_primary
CLAN_ELDERS	objective_carthage_4_primary
CLAN_ELDERS	objective_carthage_5_primary
CLAN_ELDERS	objective_carthage_6_primary
CLAN_ELDERS	objective_carthage_7_primary
CLAN_ELDERS	objective_carthage_8_primary
CLAN_ELDERS	objective_carthage_9_primary
CLAN_ELDERS	objective_egypt_1_primary
CLAN_ELDERS	objective_egypt_2_primary
CLAN_ELDERS	objective_egypt_3_primary
CLAN_ELDERS	objective_egypt_4_primary
CLAN_ELDERS	objective_egypt_5_primary
CLAN_ELDERS	objective_egypt_6_primary
CLAN_ELDERS	objective_egypt_7_primary
CLAN_ELDERS	objective_egypt_8_primary
CLAN_ELDERS	objective_egypt_9_primary
CLAN_ELDERS	objective_epirus_1_primary
CLAN_ELDERS	objective_epirus_2_primary
CLAN_ELDERS	objective_epirus_3_primary
CLAN_ELDERS	objective_epirus_4_primary
CLAN_ELDERS	objective_epirus_5_primary
CLAN_ELDERS	objective_epirus_6_primary
CLAN_ELDERS	objective_epirus_7_primary
CLAN_ELDERS	objective_epirus_8_primary
CLAN_ELDERS	objective_epirus_9_primary
CLAN_ELDERS	objective_gaul_1_primary
CLAN_ELDERS	objective_gaul_2_primary
CLAN_ELDERS	objective_gaul_3_primary
CLAN_ELDERS	objective_gaul_4_primary
CLAN_ELDERS	objective_gaul_5_primary
CLAN_ELDERS	objective_gaul_6_primary
CLAN_ELDERS	objective_gaul_7_primary
CLAN_ELDERS	objective_gaul_8_primary
CLAN_ELDERS	objective_gaul_9_primary
CLAN_ELDERS	objective_german_1_primary
CLAN_ELDERS	objective_german_2_primary
CLAN_ELDERS	objective_german_3_primary
CLAN_ELDERS	objective_german_4_primary
CLAN_ELDERS	objective_german_5_primary
CLAN_ELDERS	objective_german_6_primary
CLAN_ELDERS	objective_german_7_primary
CLAN_ELDERS	objective_german_8_primary
CLAN_ELDERS	objective_german_9_primary
CLAN_ELDERS	objective_inv_insubres_1_primary
CLAN_ELDERS	objective_inv_insubres_2_primary
CLAN_ELDERS	objective_inv_insubres_3_primary
CLAN_ELDERS	objective_inv_insubres_4_primary
CLAN_ELDERS	objective_inv_insubres_5_primary
CLAN_ELDERS	objective_inv_insubres_6_primary
CLAN_ELDERS	objective_inv_insubres_7_primary
CLAN_ELDERS	objective_inv_iolei_1_primary
CLAN_ELDERS	objective_inv_iolei_2_primary
CLAN_ELDERS	objective_inv_iolei_3_primary
CLAN_ELDERS	objective_inv_iolei_4_primary
CLAN_ELDERS	objective_inv_iolei_5_primary
CLAN_ELDERS	objective_inv_iolei_6_primary
CLAN_ELDERS	objective_inv_iolei_7_primary
CLAN_ELDERS	objective_inv_rome_1_primary
CLAN_ELDERS	objective_inv_rome_2_primary
CLAN_ELDERS	objective_inv_rome_3_primary
CLAN_ELDERS	objective_inv_rome_4_primary
CLAN_ELDERS	objective_inv_rome_5_primary
CLAN_ELDERS	objective_inv_rome_6_primary
CLAN_ELDERS	objective_inv_rome_7_primary
CLAN_ELDERS	objective_inv_samnites_1_primary
CLAN_ELDERS	objective_inv_samnites_2_primary
CLAN_ELDERS	objective_inv_samnites_3_primary
CLAN_ELDERS	objective_inv_samnites_4_primary
CLAN_ELDERS	objective_inv_samnites_5_primary
CLAN_ELDERS	objective_inv_samnites_6_primary
CLAN_ELDERS	objective_inv_samnites_7_primary
CLAN_ELDERS	objective_inv_senones_1_primary
CLAN_ELDERS	objective_inv_senones_2_primary
CLAN_ELDERS	objective_inv_senones_3_primary
CLAN_ELDERS	objective_inv_senones_4_primary
CLAN_ELDERS	objective_inv_senones_5_primary
CLAN_ELDERS	objective_inv_senones_6_primary
CLAN_ELDERS	objective_inv_senones_7_primary
CLAN_ELDERS	objective_inv_syracuse_1_primary
CLAN_ELDERS	objective_inv_syracuse_2_primary
CLAN_ELDERS	objective_inv_syracuse_3_primary
CLAN_ELDERS	objective_inv_syracuse_4_primary
CLAN_ELDERS	objective_inv_syracuse_5_primary
CLAN_ELDERS	objective_inv_syracuse_6_primary
CLAN_ELDERS	objective_inv_syracuse_7_primary
CLAN_ELDERS	objective_inv_taranto_1_primary
CLAN_ELDERS	objective_inv_taranto_2_primary
CLAN_ELDERS	objective_inv_taranto_3_primary
CLAN_ELDERS	objective_inv_taranto_4_primary
CLAN_ELDERS	objective_inv_taranto_5_primary
CLAN_ELDERS	objective_inv_taranto_6_primary
CLAN_ELDERS	objective_inv_taranto_7_primary
CLAN_ELDERS	objective_inv_tarchuna_1_primary
CLAN_ELDERS	objective_inv_tarchuna_2_primary
CLAN_ELDERS	objective_inv_tarchuna_3_primary
CLAN_ELDERS	objective_inv_tarchuna_4_primary
CLAN_ELDERS	objective_inv_tarchuna_5_primary
CLAN_ELDERS	objective_inv_tarchuna_6_primary
CLAN_ELDERS	objective_inv_tarchuna_7_primary
CLAN_ELDERS	objective_inv_veneti_1_primary
CLAN_ELDERS	objective_inv_veneti_2_primary
CLAN_ELDERS	objective_inv_veneti_3_primary
CLAN_ELDERS	objective_inv_veneti_4_primary
CLAN_ELDERS	objective_inv_veneti_5_primary
CLAN_ELDERS	objective_inv_veneti_6_primary
CLAN_ELDERS	objective_inv_veneti_7_primary
CLAN_ELDERS	objective_kush_1_primary
CLAN_ELDERS	objective_kush_2_primary
CLAN_ELDERS	objective_kush_3_primary
CLAN_ELDERS	objective_kush_4_primary
CLAN_ELDERS	objective_kush_5_primary
CLAN_ELDERS	objective_kush_6_primary
CLAN_ELDERS	objective_kush_7_primary
CLAN_ELDERS	objective_kush_8_primary
CLAN_ELDERS	objective_kush_9_primary
CLAN_ELDERS	objective_macedon_1_primary
CLAN_ELDERS	objective_macedon_2_primary
CLAN_ELDERS	objective_macedon_3_primary
CLAN_ELDERS	objective_macedon_4_primary
CLAN_ELDERS	objective_macedon_5_primary
CLAN_ELDERS	objective_macedon_6_primary
CLAN_ELDERS	objective_macedon_7_primary
CLAN_ELDERS	objective_macedon_8_primary
