campaign_subject_key	faction_key
gre_hostile_governor	pel_boiotia
gre_hostile_governor	pel_korinthos
gre_hostile_governor	pel_sparta
gre_hostile_governor	pun_syracuse
gre_hostile_governor	rom_athens
gre_hostile_governor	rom_baktria
gre_hostile_governor	rom_cimmeria
gre_hostile_governor	rom_macedon
gre_hostile_governor	rom_massilia
gre_hostile_governor	rom_pergamon
gre_hostile_governor	rom_ptolemaics
gre_hostile_governor	rom_seleucid
gre_hostile_governor	rom_sparta
gre_hostile_governor	rom_syracuse
gre_secret_meetings	emp_egypt
gre_secret_meetings	pel_athenai
gre_secret_meetings	pel_boiotia
gre_secret_meetings	pel_korinthos
gre_secret_meetings	pel_sparta
gre_secret_meetings	pun_syracuse
gre_secret_meetings	rom_athens
gre_secret_meetings	rom_baktria
gre_secret_meetings	rom_cimmeria
gre_secret_meetings	rom_macedon
gre_secret_meetings	rom_massilia
gre_secret_meetings	rom_pergamon
gre_secret_meetings	rom_ptolemaics
gre_secret_meetings	rom_seleucid
gre_secret_meetings	rom_sparta
gre_secret_meetings	rom_syracuse
gre_temple_sacrilege	emp_egypt
gre_temple_sacrilege	pel_athenai
gre_temple_sacrilege	pel_boiotia
gre_temple_sacrilege	pel_korinthos
gre_temple_sacrilege	pel_sparta
gre_temple_sacrilege	pun_syracuse
gre_temple_sacrilege	rom_athens
gre_temple_sacrilege	rom_baktria
gre_temple_sacrilege	rom_cimmeria
gre_temple_sacrilege	rom_macedon
gre_temple_sacrilege	rom_massilia
gre_temple_sacrilege	rom_pergamon
gre_temple_sacrilege	rom_ptolemaics
gre_temple_sacrilege	rom_seleucid
gre_temple_sacrilege	rom_sparta
gre_temple_sacrilege	rom_syracuse
gre_young_challenger	emp_egypt
gre_young_challenger	pel_athenai
gre_young_challenger	pel_boiotia
gre_young_challenger	pel_korinthos
gre_young_challenger	pel_sparta
gre_young_challenger	pun_syracuse
gre_young_challenger	rom_athens
gre_young_challenger	rom_baktria
gre_young_challenger	rom_cimmeria
gre_young_challenger	rom_macedon
gre_young_challenger	rom_massilia
gre_young_challenger	rom_pergamon
gre_young_challenger	rom_ptolemaics
gre_young_challenger	rom_seleucid
gre_young_challenger	rom_sparta
gre_young_challenger	rom_syracuse
rom_agrarian_agitator	emp_antony
rom_agrarian_agitator	emp_lepidus
rom_agrarian_agitator	emp_octavian
rom_agrarian_agitator	emp_pompey
rom_agrarian_agitator	gaul_rome
rom_agrarian_agitator	pun_rome
rom_agrarian_agitator	rom_rome
rom_banning_corrupt	emp_antony
rom_banning_corrupt	emp_lepidus
rom_banning_corrupt	emp_octavian
rom_banning_corrupt	emp_pompey
rom_banning_corrupt	gaul_rome
rom_banning_corrupt	pun_rome
rom_banning_corrupt	rom_rome
rom_hostile_dispute	emp_antony
rom_hostile_dispute	emp_lepidus
rom_hostile_dispute	emp_octavian
rom_hostile_dispute	emp_pompey
rom_hostile_dispute	gaul_rome
rom_hostile_dispute	pun_rome
rom_hostile_dispute	rom_rome
rom_hostile_governor	emp_antony
rom_hostile_governor	emp_lepidus
rom_hostile_governor	emp_octavian
rom_hostile_governor	emp_pompey
rom_hostile_governor	gaul_rome
rom_hostile_governor	pun_rome
rom_hostile_governor	rom_rome
rom_secret_meetings	emp_antony
rom_secret_meetings	emp_lepidus
rom_secret_meetings	emp_octavian
rom_secret_meetings	emp_pompey
rom_secret_meetings	gaul_rome
rom_secret_meetings	pun_rome
rom_secret_meetings	rom_rome
rom_subject_barb_britons_sacred_sword	emp_dacia
rom_subject_barb_britons_sacred_sword	emp_iceni
rom_subject_barb_britons_sacred_sword	emp_marcomanni
rom_subject_barb_britons_sacred_sword	gaul_arverni
rom_subject_barb_britons_sacred_sword	gaul_nervii
rom_subject_barb_britons_sacred_sword	gaul_suebi
rom_subject_barb_britons_sacred_sword	pun_arevaci
rom_subject_barb_britons_sacred_sword	pun_lusitani
rom_subject_barb_britons_sacred_sword	rom_ardiaei
rom_subject_barb_britons_sacred_sword	rom_arevaci
rom_subject_barb_britons_sacred_sword	rom_arverni
rom_subject_barb_britons_sacred_sword	rom_boii
rom_subject_barb_britons_sacred_sword	rom_galatia
rom_subject_barb_britons_sacred_sword	rom_getae
rom_subject_barb_britons_sacred_sword	rom_iceni
rom_subject_barb_britons_sacred_sword	rom_lusitani
rom_subject_barb_britons_sacred_sword	rom_massagetae
rom_subject_barb_britons_sacred_sword	rom_nervii
rom_subject_barb_britons_sacred_sword	rom_roxolani
rom_subject_barb_britons_sacred_sword	rom_scythia
rom_subject_barb_britons_sacred_sword	rom_suebi
rom_subject_barb_family_member_1_brotherly_love	emp_dacia
rom_subject_barb_family_member_1_brotherly_love	emp_iceni
rom_subject_barb_family_member_1_brotherly_love	emp_marcomanni
rom_subject_barb_family_member_1_brotherly_love	gaul_arverni
rom_subject_barb_family_member_1_brotherly_love	gaul_nervii
rom_subject_barb_family_member_1_brotherly_love	gaul_suebi
rom_subject_barb_family_member_1_brotherly_love	pun_arevaci
rom_subject_barb_family_member_1_brotherly_love	pun_lusitani
rom_subject_barb_family_member_1_brotherly_love	rom_ardiaei
rom_subject_barb_family_member_1_brotherly_love	rom_arevaci
rom_subject_barb_family_member_1_brotherly_love	rom_arverni
rom_subject_barb_family_member_1_brotherly_love	rom_boii
rom_subject_barb_family_member_1_brotherly_love	rom_galatia
rom_subject_barb_family_member_1_brotherly_love	rom_getae
rom_subject_barb_family_member_1_brotherly_love	rom_iceni
rom_subject_barb_family_member_1_brotherly_love	rom_lusitani
rom_subject_barb_family_member_1_brotherly_love	rom_massagetae
rom_subject_barb_family_member_1_brotherly_love	rom_nervii
rom_subject_barb_family_member_1_brotherly_love	rom_odryssia
rom_subject_barb_family_member_1_brotherly_love	rom_roxolani
rom_subject_barb_family_member_1_brotherly_love	rom_scythia
rom_subject_barb_family_member_1_brotherly_love	rom_suebi
rom_subject_barb_family_member_1_brotherly_love	rom_tylis
rom_subject_barb_family_member_2_younger_son	emp_dacia
rom_subject_barb_family_member_2_younger_son	emp_iceni
rom_subject_barb_family_member_2_younger_son	emp_marcomanni
rom_subject_barb_family_member_2_younger_son	gaul_arverni
rom_subject_barb_family_member_2_younger_son	gaul_nervii
rom_subject_barb_family_member_2_younger_son	gaul_suebi
rom_subject_barb_family_member_2_younger_son	pun_arevaci
rom_subject_barb_family_member_2_younger_son	pun_lusitani
rom_subject_barb_family_member_2_younger_son	rom_ardiaei
rom_subject_barb_family_member_2_younger_son	rom_arevaci
rom_subject_barb_family_member_2_younger_son	rom_arverni
rom_subject_barb_family_member_2_younger_son	rom_boii
rom_subject_barb_family_member_2_younger_son	rom_galatia
rom_subject_barb_family_member_2_younger_son	rom_getae
rom_subject_barb_family_member_2_younger_son	rom_iceni
rom_subject_barb_family_member_2_younger_son	rom_lusitani
rom_subject_barb_family_member_2_younger_son	rom_massagetae
rom_subject_barb_family_member_2_younger_son	rom_nervii
rom_subject_barb_family_member_2_younger_son	rom_odryssia
rom_subject_barb_family_member_2_younger_son	rom_roxolani
rom_subject_barb_family_member_2_younger_son	rom_scythia
rom_subject_barb_family_member_2_younger_son	rom_suebi
rom_subject_barb_family_member_2_younger_son	rom_tylis
rom_subject_barb_family_member_3_kidnapped	emp_dacia
rom_subject_barb_family_member_3_kidnapped	emp_iceni
rom_subject_barb_family_member_3_kidnapped	emp_marcomanni
rom_subject_barb_family_member_3_kidnapped	gaul_arverni
rom_subject_barb_family_member_3_kidnapped	gaul_nervii
rom_subject_barb_family_member_3_kidnapped	gaul_suebi
rom_subject_barb_family_member_3_kidnapped	pun_arevaci
rom_subject_barb_family_member_3_kidnapped	pun_lusitani
rom_subject_barb_family_member_3_kidnapped	rom_ardiaei
rom_subject_barb_family_member_3_kidnapped	rom_arevaci
rom_subject_barb_family_member_3_kidnapped	rom_arverni
rom_subject_barb_family_member_3_kidnapped	rom_boii
rom_subject_barb_family_member_3_kidnapped	rom_galatia
rom_subject_barb_family_member_3_kidnapped	rom_getae
rom_subject_barb_family_member_3_kidnapped	rom_iceni
rom_subject_barb_family_member_3_kidnapped	rom_lusitani
rom_subject_barb_family_member_3_kidnapped	rom_massagetae
rom_subject_barb_family_member_3_kidnapped	rom_nervii
rom_subject_barb_family_member_3_kidnapped	rom_odryssia
rom_subject_barb_family_member_3_kidnapped	rom_roxolani
rom_subject_barb_family_member_3_kidnapped	rom_scythia
rom_subject_barb_family_member_3_kidnapped	rom_suebi
rom_subject_barb_family_member_3_kidnapped	rom_tylis
rom_subject_barb_family_member_4_dead	emp_dacia
rom_subject_barb_family_member_4_dead	emp_iceni
rom_subject_barb_family_member_4_dead	emp_marcomanni
rom_subject_barb_family_member_4_dead	gaul_arverni
rom_subject_barb_family_member_4_dead	gaul_nervii
rom_subject_barb_family_member_4_dead	gaul_suebi
rom_subject_barb_family_member_4_dead	pun_arevaci
rom_subject_barb_family_member_4_dead	pun_lusitani
rom_subject_barb_family_member_4_dead	rom_ardiaei
rom_subject_barb_family_member_4_dead	rom_arevaci
rom_subject_barb_family_member_4_dead	rom_arverni
rom_subject_barb_family_member_4_dead	rom_boii
rom_subject_barb_family_member_4_dead	rom_galatia
rom_subject_barb_family_member_4_dead	rom_getae
rom_subject_barb_family_member_4_dead	rom_iceni
rom_subject_barb_family_member_4_dead	rom_lusitani
rom_subject_barb_family_member_4_dead	rom_massagetae
rom_subject_barb_family_member_4_dead	rom_nervii
rom_subject_barb_family_member_4_dead	rom_odryssia
rom_subject_barb_family_member_4_dead	rom_roxolani
rom_subject_barb_family_member_4_dead	rom_scythia
rom_subject_barb_family_member_4_dead	rom_suebi
rom_subject_barb_family_member_4_dead	rom_tylis
rom_subject_barb_family_member_5_long_lost_flavour	emp_dacia
rom_subject_barb_family_member_5_long_lost_flavour	emp_iceni
rom_subject_barb_family_member_5_long_lost_flavour	emp_marcomanni
rom_subject_barb_family_member_5_long_lost_flavour	gaul_arverni
rom_subject_barb_family_member_5_long_lost_flavour	gaul_nervii
rom_subject_barb_family_member_5_long_lost_flavour	gaul_suebi
rom_subject_barb_family_member_5_long_lost_flavour	pun_arevaci
rom_subject_barb_family_member_5_long_lost_flavour	pun_lusitani
rom_subject_barb_family_member_5_long_lost_flavour	rom_ardiaei
rom_subject_barb_family_member_5_long_lost_flavour	rom_arevaci
rom_subject_barb_family_member_5_long_lost_flavour	rom_arverni
rom_subject_barb_family_member_5_long_lost_flavour	rom_boii
rom_subject_barb_family_member_5_long_lost_flavour	rom_galatia
rom_subject_barb_family_member_5_long_lost_flavour	rom_getae
rom_subject_barb_family_member_5_long_lost_flavour	rom_iceni
rom_subject_barb_family_member_5_long_lost_flavour	rom_lusitani
rom_subject_barb_family_member_5_long_lost_flavour	rom_massagetae
rom_subject_barb_family_member_5_long_lost_flavour	rom_nervii
rom_subject_barb_family_member_5_long_lost_flavour	rom_odryssia
rom_subject_barb_family_member_5_long_lost_flavour	rom_roxolani
rom_subject_barb_family_member_5_long_lost_flavour	rom_scythia
rom_subject_barb_family_member_5_long_lost_flavour	rom_suebi
rom_subject_barb_family_member_5_long_lost_flavour	rom_tylis
rom_subject_barb_family_member_6_unfaithful_woman	emp_dacia
rom_subject_barb_family_member_6_unfaithful_woman	emp_iceni
rom_subject_barb_family_member_6_unfaithful_woman	emp_marcomanni
rom_subject_barb_family_member_6_unfaithful_woman	gaul_arverni
rom_subject_barb_family_member_6_unfaithful_woman	gaul_nervii
rom_subject_barb_family_member_6_unfaithful_woman	gaul_suebi
rom_subject_barb_family_member_6_unfaithful_woman	pun_arevaci
rom_subject_barb_family_member_6_unfaithful_woman	pun_lusitani
rom_subject_barb_family_member_6_unfaithful_woman	rom_ardiaei
rom_subject_barb_family_member_6_unfaithful_woman	rom_arevaci
rom_subject_barb_family_member_6_unfaithful_woman	rom_arverni
rom_subject_barb_family_member_6_unfaithful_woman	rom_boii
rom_subject_barb_family_member_6_unfaithful_woman	rom_galatia
rom_subject_barb_family_member_6_unfaithful_woman	rom_getae
rom_subject_barb_family_member_6_unfaithful_woman	rom_iceni
rom_subject_barb_family_member_6_unfaithful_woman	rom_lusitani
rom_subject_barb_family_member_6_unfaithful_woman	rom_massagetae
rom_subject_barb_family_member_6_unfaithful_woman	rom_nervii
rom_subject_barb_family_member_6_unfaithful_woman	rom_odryssia
rom_subject_barb_family_member_6_unfaithful_woman	rom_roxolani
rom_subject_barb_family_member_6_unfaithful_woman	rom_scythia
rom_subject_barb_family_member_6_unfaithful_woman	rom_suebi
rom_subject_barb_family_member_6_unfaithful_woman	rom_tylis
rom_subject_barb_family_member_7_hares	emp_dacia
rom_subject_barb_family_member_7_hares	emp_iceni
rom_subject_barb_family_member_7_hares	emp_marcomanni
rom_subject_barb_family_member_7_hares	gaul_arverni
rom_subject_barb_family_member_7_hares	gaul_nervii
rom_subject_barb_family_member_7_hares	gaul_suebi
rom_subject_barb_family_member_7_hares	pun_arevaci
rom_subject_barb_family_member_7_hares	pun_lusitani
rom_subject_barb_family_member_7_hares	rom_ardiaei
rom_subject_barb_family_member_7_hares	rom_arevaci
rom_subject_barb_family_member_7_hares	rom_arverni
rom_subject_barb_family_member_7_hares	rom_boii
rom_subject_barb_family_member_7_hares	rom_galatia
rom_subject_barb_family_member_7_hares	rom_getae
rom_subject_barb_family_member_7_hares	rom_iceni
rom_subject_barb_family_member_7_hares	rom_lusitani
rom_subject_barb_family_member_7_hares	rom_massagetae
rom_subject_barb_family_member_7_hares	rom_nervii
rom_subject_barb_family_member_7_hares	rom_odryssia
rom_subject_barb_family_member_7_hares	rom_roxolani
rom_subject_barb_family_member_7_hares	rom_scythia
rom_subject_barb_family_member_7_hares	rom_suebi
rom_subject_barb_family_member_7_hares	rom_tylis
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	emp_dacia
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	emp_iceni
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	emp_marcomanni
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	gaul_arverni
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	gaul_nervii
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	gaul_suebi
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	pun_arevaci
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	pun_lusitani
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_ardiaei
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_arevaci
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_arverni
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_boii
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_galatia
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_getae
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_iceni
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_lusitani
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_massagetae
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_nervii
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_odryssia
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_roxolani
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_scythia
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_suebi
rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	rom_tylis
rom_subject_barb_profession_1_chariot	emp_dacia
rom_subject_barb_profession_1_chariot	emp_iceni
rom_subject_barb_profession_1_chariot	emp_marcomanni
rom_subject_barb_profession_1_chariot	gaul_arverni
rom_subject_barb_profession_1_chariot	gaul_nervii
rom_subject_barb_profession_1_chariot	gaul_suebi
rom_subject_barb_profession_1_chariot	pun_arevaci
rom_subject_barb_profession_1_chariot	pun_lusitani
rom_subject_barb_profession_1_chariot	rom_ardiaei
rom_subject_barb_profession_1_chariot	rom_arevaci
rom_subject_barb_profession_1_chariot	rom_arverni
rom_subject_barb_profession_1_chariot	rom_boii
rom_subject_barb_profession_1_chariot	rom_galatia
rom_subject_barb_profession_1_chariot	rom_getae
rom_subject_barb_profession_1_chariot	rom_iceni
rom_subject_barb_profession_1_chariot	rom_lusitani
rom_subject_barb_profession_1_chariot	rom_massagetae
rom_subject_barb_profession_1_chariot	rom_nervii
rom_subject_barb_profession_1_chariot	rom_odryssia
rom_subject_barb_profession_1_chariot	rom_roxolani
rom_subject_barb_profession_1_chariot	rom_scythia
rom_subject_barb_profession_1_chariot	rom_suebi
rom_subject_barb_profession_1_chariot	rom_tylis
rom_subject_barb_religious_1_looters	emp_dacia
rom_subject_barb_religious_1_looters	emp_iceni
rom_subject_barb_religious_1_looters	emp_marcomanni
rom_subject_barb_religious_1_looters	gaul_arverni
rom_subject_barb_religious_1_looters	gaul_nervii
rom_subject_barb_religious_1_looters	gaul_suebi
rom_subject_barb_religious_1_looters	pun_arevaci
rom_subject_barb_religious_1_looters	pun_lusitani
rom_subject_barb_religious_1_looters	rom_ardiaei
rom_subject_barb_religious_1_looters	rom_arevaci
rom_subject_barb_religious_1_looters	rom_arverni
rom_subject_barb_religious_1_looters	rom_boii
rom_subject_barb_religious_1_looters	rom_galatia
rom_subject_barb_religious_1_looters	rom_getae
rom_subject_barb_religious_1_looters	rom_iceni
rom_subject_barb_religious_1_looters	rom_lusitani
rom_subject_barb_religious_1_looters	rom_massagetae
rom_subject_barb_religious_1_looters	rom_nervii
rom_subject_barb_religious_1_looters	rom_odryssia
rom_subject_barb_religious_1_looters	rom_roxolani
rom_subject_barb_religious_1_looters	rom_scythia
rom_subject_barb_religious_1_looters	rom_suebi
rom_subject_barb_religious_1_looters	rom_tylis
rom_subject_barb_religious_2_talking_head	emp_dacia
rom_subject_barb_religious_2_talking_head	emp_iceni
rom_subject_barb_religious_2_talking_head	emp_marcomanni
rom_subject_barb_religious_2_talking_head	gaul_arverni
rom_subject_barb_religious_2_talking_head	gaul_nervii
rom_subject_barb_religious_2_talking_head	gaul_suebi
rom_subject_barb_religious_2_talking_head	pun_arevaci
rom_subject_barb_religious_2_talking_head	pun_lusitani
rom_subject_barb_religious_2_talking_head	rom_ardiaei
rom_subject_barb_religious_2_talking_head	rom_arevaci
rom_subject_barb_religious_2_talking_head	rom_arverni
rom_subject_barb_religious_2_talking_head	rom_boii
rom_subject_barb_religious_2_talking_head	rom_galatia
rom_subject_barb_religious_2_talking_head	rom_getae
rom_subject_barb_religious_2_talking_head	rom_iceni
rom_subject_barb_religious_2_talking_head	rom_lusitani
rom_subject_barb_religious_2_talking_head	rom_massagetae
rom_subject_barb_religious_2_talking_head	rom_nervii
rom_subject_barb_religious_2_talking_head	rom_odryssia
rom_subject_barb_religious_2_talking_head	rom_roxolani
rom_subject_barb_religious_2_talking_head	rom_scythia
rom_subject_barb_religious_2_talking_head	rom_suebi
rom_subject_barb_religious_2_talking_head	rom_tylis
rom_subject_barb_religious_3_drought	emp_dacia
rom_subject_barb_religious_3_drought	emp_iceni
rom_subject_barb_religious_3_drought	emp_marcomanni
rom_subject_barb_religious_3_drought	gaul_arverni
rom_subject_barb_religious_3_drought	gaul_nervii
rom_subject_barb_religious_3_drought	gaul_suebi
rom_subject_barb_religious_3_drought	pun_arevaci
rom_subject_barb_religious_3_drought	pun_lusitani
rom_subject_barb_religious_3_drought	rom_ardiaei
rom_subject_barb_religious_3_drought	rom_arevaci
rom_subject_barb_religious_3_drought	rom_arverni
rom_subject_barb_religious_3_drought	rom_boii
rom_subject_barb_religious_3_drought	rom_galatia
