key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	is_husband_ancillary	is_diplomatic_ancillary	is_dynastic_ancillary	spouse_subculture	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	spouse_type
inv_trophy_bear	Ancillary_Animal_Bear	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
inv_trophy_boar	Ancillary_Animal_Bones	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
inv_trophy_stag	Ancillary_Trophy_Stag	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
inv_trophy_wolf	Ancillary_Pelt	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
inv_weighted_scale	Ancillary_Weighted_Scales	general	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_army_hero_berber	Ancillary_Berber_Warrior	REPLACE_ME_102514	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_hero_berber_raider	Ancillary_Berber_Warrior	REPLACE_ME_111829	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_hero_saviour	Ancillary_Greek_Hoplite	REPLACE_ME_112053	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_armourer	Ancillary_Armour	REPLACE_ME_112229	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_beast	Ancillary_Berber_Warrior	REPLACE_ME_112349	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_horse_archer	Ancillary_Steppe_Warrior	REPLACE_ME_112507	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_horse_numidian	Ancillary_Numidian_Warrior	REPLACE_ME_123615	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_horses	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_123705	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_master_hunter	Ancillary_Young_Man_Barb	REPLACE_ME_123753	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_master_hunter_trouble	Ancillary_Young_Man_Barb	REPLACE_ME_123841	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_master_mercenary	Ancillary_Greek_Hoplite	REPLACE_ME_123923	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_siege_engineer	Ancillary_Greek_Hoplite	REPLACE_ME_124000	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_master_smith	Ancillary_Old_Man_Civil	REPLACE_ME_124046	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_scout_british_chav	Ancillary_Will_Overgard	REPLACE_ME_124136	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_scout_desert	Ancillary_Berber_Warrior	REPLACE_ME_124235	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_scout_desert_arabian	Ancillary_Berber_Warrior	REPLACE_ME_124333	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_army_scout_german	Ancillary_Young_Man_Barb	REPLACE_ME_124423	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_shieldbearer	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_124520	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_slaver	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_124617	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_army_steed	Ancillary_Animal_Horse	REPLACE_ME_091600	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_auxiliary_philosopher	Ancillary_Old_Man_Civil	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_barbarian_pirate	Ancillary_Old_Man_Barb	REPLACE_ME_161034	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_booze_companion	Ancillary_Tim_Hough	REPLACE_ME_091937	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_brazen_bull	Ancillary_Cauldron	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_christian_priest	Ancillary_Chris_Knight	REPLACE_ME_161035	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_crisis_manager	Ancillary_Tim_Hough	REPLACE_ME_161036	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_east_eunuch_authority	Ancillary_Numidian_Warrior	general	true	true	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_east_eunuch_subterfuge	Ancillary_Numidian_Warrior	general	true	true	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_east_eunuch_zeal	Ancillary_Numidian_Warrior	general	true	true	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_ex_slum_lord	Ancillary_Old_Man_Barb	REPLACE_ME_161037	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_family_aunt_bully	Ancillary_Old_Woman_Civil	REPLACE_ME_092056	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_family_mum_in_law_evil	Ancillary_Old_Woman_Civil	REPLACE_ME_092137	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_family_mum_mental	Ancillary_Old_Woman_Civil	REPLACE_ME_092246	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_dealer_horse	Ancillary_Old_Man_Civil	REPLACE_ME_092421	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_goldsmith	Ancillary_Old_Man_Civil	REPLACE_ME_092508	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_merchant_adventurer	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_092614	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_money_treasurer	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_092702	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_trader_parthia	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_092741	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_govt_translator_polite	Ancillary_Old_Man_Civil	REPLACE_ME_094815	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_bard_gallic	Ancillary_Young_Man_Barb	REPLACE_ME_094905	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_healer_quack	Ancillary_Old_Man_Civil	REPLACE_ME_095230	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_honest_man	Ancillary_Old_Man_Civil	REPLACE_ME_095315	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_old_man_1	Ancillary_Old_Man_Civil	REPLACE_ME_095402	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_old_man_2	Ancillary_Old_Man_Civil	REPLACE_ME_095506	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_tutor	Ancillary_Old_Man_Civil	REPLACE_ME_095554	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_tutor_latin	Ancillary_Old_Man_Civil	REPLACE_ME_095708	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_house_wise_man	Ancillary_Old_Man_Barb	REPLACE_ME_095846	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_husband_ambitious	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_arrogant	Ancillary_Old_Man_Civil	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_clever	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_diplomatic_TEST	Ancillary_Young_woman_Barb	general	false	false	false	1	-10000	10000			false	false	false	true	true	false		default	16	30	30	50	diplomatic
r2_sp_anc_all_husband_drunkard	Ancillary_Old_Man_Civil	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_dynastic	Ancillary_Young_Man_Civ_Rich	general	false	false	false	1	-10000	10000			false	false	false	true	false	true		default	16	30	30	50	dynastic
r2_sp_anc_all_husband_faithful	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_gifted	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_miscreant	Ancillary_Dylan	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_poisoner	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_pol_ambitious	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_arrogant	Ancillary_Old_Man_Civil	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_clever	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_drunkard	Ancillary_Old_Man_Civil	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_faithful	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_gifted	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_miscreant	Ancillary_Dylan	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_poisoner	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_prolific	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_quiet	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_religious	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_pol_rowdy	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	political
r2_sp_anc_all_husband_prolific	Ancillary_Young_Man_Civ_Rich	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_quiet	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_religious	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_husband_rowdy	Ancillary_Young_Man_Barb	general	false	false	true	1	-10000	10000			false	false	false	true	false	false		default	16	30	30	50	regular
r2_sp_anc_all_immortal_retiree	Ancillary_Becloaked_Figure	REPLACE_ME_155500	true	false	false	0	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_item_armour_cuirass_moon	Ancillary_Chainmail	REPLACE_ME_100026	false	true	false	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_item_army_bow_parthian	Ancillary_Weapons_Composite_Bow	REPLACE_ME_100124	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_item_disguise_leper	Ancillary_Becloaked_Figure	REPLACE_ME_100609	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_item_disguise_vestal	Ancillary_Eastern_Beauty	REPLACE_ME_100706	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_item_falx	Ancillary_Weapons_Rhomphaia	REPLACE_ME_100752	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_item_glasses	Ancillary_Glass	REPLACE_ME_100900	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_item_shield_practice	Ancillary_Shield_Round	REPLACE_ME_101000	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_local_bandit	Ancillary_Will_Overgard	REPLACE_ME_161038	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_magic_magician	Ancillary_Becloaked_Figure	REPLACE_ME_101048	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_magus_east	Ancillary_Becloaked_Figure	REPLACE_ME_101152	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_soothsayer_1	Ancillary_Becloaked_Figure	REPLACE_ME_101255	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_soothsayer_2	Ancillary_Becloaked_Figure	REPLACE_ME_101346	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_witch_1_medical	Ancillary_Old_Woman_Barb	REPLACE_ME_101432	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_witch_3_advisor	Ancillary_Old_Woman_Barb	REPLACE_ME_101911	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_witch_4_celt	Ancillary_Old_Woman_Barb	REPLACE_ME_102119	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_witch_5_killer	Ancillary_Old_Woman_Barb	REPLACE_ME_102308	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_magic_witch_6_fake	Ancillary_Old_Woman_Civil	REPLACE_ME_101528	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_master_baiter	Ancillary_Becloaked_Figure	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_medic_heal_all	Ancillary_Clay_Jar	REPLACE_ME_102406	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_medic_herbalist	Ancillary_Old_Man_Civil	REPLACE_ME_102459	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mediocre_prophet	Ancillary_Chris_Knight	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_misc_who	Ancillary_Old_Man_Barb	REPLACE_ME_102547	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_barbarian	Ancillary_Young_woman_Barb	REPLACE_ME_102640	false	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_berber	Ancillary_Eastern_Beauty	REPLACE_ME_102758	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_civilized	Ancillary_Eastern_Beauty	REPLACE_ME_103046	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_dancer	Ancillary_Eastern_Beauty	REPLACE_ME_103251	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_floozy	Ancillary_Eastern_Beauty	REPLACE_ME_103409	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_skilled	Ancillary_Eastern_Beauty	REPLACE_ME_103450	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_mistress_tart	Ancillary_Eastern_Beauty	REPLACE_ME_102906	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_myrrh	Ancillary_Crockery	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_navy_fisherman_wise	Ancillary_Will_Overgard	REPLACE_ME_103531	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_navy_master_pilot	Ancillary_Tim_Hough	REPLACE_ME_103614	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_navy_master_pilot_1	Ancillary_Tim_Hough	REPLACE_ME_143613	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_navy_master_seaman	Ancillary_Tim_Hough	REPLACE_ME_103659	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_navy_pirate	Ancillary_Young_Man_Barb	REPLACE_ME_103741	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_navy_pirate_reformed	Ancillary_Young_Man_Barb	REPLACE_ME_103902	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_navy_shipwright	Ancillary_Dylan	REPLACE_ME_103955	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_obscure_priest	Ancillary_Chris_Knight	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_oil_lamp	Ancillary_Oil_Lamp	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_one_armed_bowman	Ancillary_Berber_Warrior	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_one_eyed_veteran	Ancillary_Greek_Hoplite	REPLACE_ME_114709	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_pannonian_herder_dog	Ancillary_Animal_Dog	agent	true	false	false	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_pet_bear	Ancillary_Animal_Bear	REPLACE_ME_104100	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_pet_monkey_escape	Ancillary_Animal_Monkey	REPLACE_ME_104513	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_pet_monkey_thief	Ancillary_Animal_Monkey	REPLACE_ME_104623	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_pet_sheep	Ancillary_Animal_Sheep	REPLACE_ME_104736	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_pet_snake	Ancillary_Animal_Snake	REPLACE_ME_104814	true	false	true	1	-10000	10000			false	false	false	false	false	false		item	16	30	30	50	
r2_sp_anc_all_portable_loom	Ancillary_Chainmail	general	true	false	false	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_religion_cultist_secret	Ancillary_Chris_Knight	REPLACE_ME_104900	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_religion_prophet_desert_1	Ancillary_Berber_Warrior	REPLACE_ME_105000	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_religion_prophet_desert_2	Ancillary_Berber_Warrior	REPLACE_ME_105056	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_religion_prophet_mad	Ancillary_Becloaked_Figure	REPLACE_ME_105338	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_religion_secret_dreadful	Ancillary_Becloaked_Figure	REPLACE_ME_105444	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_resourceful_beggar	Ancillary_Young_Man_Civ_Poor	agent	true	false	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_slave_exotic	Ancillary_Eastern_Beauty	REPLACE_ME_105539	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_slave_girl_barbarian	Ancillary_Young_woman_Barb	REPLACE_ME_105629	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_spy_mentat_1	Ancillary_Becloaked_Figure	REPLACE_ME_105907	false	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_spy_mentat_2	Ancillary_Becloaked_Figure	REPLACE_ME_105959	true	true	false	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_spy_poisoner	Ancillary_Becloaked_Figure	REPLACE_ME_110344	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_thinker_barbarian	Ancillary_Old_Man_Barb	REPLACE_ME_110435	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_trade_expert	Ancillary_Young_Woman_Civ_Rich	REPLACE_ME_110616	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_traitor_barbarian_barb_iberian	Ancillary_Barbarian_Warrior	REPLACE_ME_110859	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_barbarian_celt	Ancillary_Barbarian_Warrior	REPLACE_ME_110714	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_barbarian_gaul	Ancillary_Barbarian_Warrior	REPLACE_ME_111020	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_barbarian_german	Ancillary_Barbarian_Warrior	REPLACE_ME_111210	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_briton	Ancillary_Barbarian_Warrior	REPLACE_ME_111303	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_eastern_generic	Ancillary_Steppe_Warrior	REPLACE_ME_111503	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_eastern_parthia	Ancillary_Steppe_Warrior	REPLACE_ME_111611	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_egypt	Ancillary_Greek_Hoplite	REPLACE_ME_111653	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_greek	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_111756	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
r2_sp_anc_all_traitor_greek_macedonia	Ancillary_Greek_Hoplite	REPLACE_ME_111857	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_punic	Ancillary_Greek_Hoplite	REPLACE_ME_111421	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_roman_equestrian	Ancillary_Roman_Pre_Marian	REPLACE_ME_111959	true	false	true	1	-10000	10000			false	false	false	false	false	false		apparel	16	30	30	50	
r2_sp_anc_all_traitor_roman_exile	Ancillary_Young_Man_Civ_Poor	REPLACE_ME_112045	true	false	true	1	-10000	10000			false	false	false	false	false	false		companion	16	30	30	50	
