key	campaign_key	faction_key	culture	subculture	technology_category
3c_germanic_military_campaign	main_3c			sc_rom_germanic	rom_roman_mil_man
3c_germanic_military_recruitment	main_3c			sc_rom_germanic	rom_roman_eng_sie
3c_germanic_military_top	main_3c			sc_rom_germanic	rom_roman_mil_top
3c_gothi_civil_culture	main_3c	3c_gothi		sc_rom_germanic	rom_roman_eng_con
3c_gothi_civil_economy	main_3c	3c_gothi		sc_rom_germanic	rom_roman_civ_phi
3c_gothi_civil_governance	main_3c	3c_gothi		sc_rom_germanic	rom_roman_civ_eco
3c_gothi_civil_top	main_3c	3c_gothi		sc_rom_germanic	rom_roman_civ_top
3c_gothi_military_battle	main_3c	3c_gothi		sc_rom_germanic	rom_roman_mil_tac
3c_gothi_military_campaign	main_3c	3c_gothi		sc_rom_germanic	rom_roman_mil_man
3c_gothi_military_recruitment	main_3c	3c_gothi		sc_rom_germanic	rom_roman_eng_sie
3c_gothi_military_top	main_3c	3c_gothi		sc_rom_germanic	rom_roman_mil_top
3c_marcomanni_civil_culture	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_eng_con
3c_marcomanni_civil_economy	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_civ_phi
3c_marcomanni_civil_governance	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_civ_eco
3c_marcomanni_civil_top	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_civ_top
3c_marcomanni_military_battle	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_mil_tac
3c_marcomanni_military_campaign	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_mil_man
3c_marcomanni_military_recruitment	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_eng_sie
3c_marcomanni_military_top	main_3c	3c_marcomanni		sc_rom_germanic	rom_roman_mil_top
3c_nomad_civil_culture	main_3c			sc_rom_barb_east	rom_roman_eng_con
3c_nomad_civil_economy	main_3c			sc_rom_barb_east	rom_roman_civ_phi
3c_nomad_civil_governance	main_3c			sc_rom_barb_east	rom_roman_civ_eco
3c_nomad_civil_top	main_3c			sc_rom_barb_east	rom_roman_civ_top
3c_nomad_military_battle	main_3c			sc_rom_barb_east	rom_roman_mil_tac
3c_nomad_military_campaign	main_3c			sc_rom_barb_east	rom_roman_mil_man
3c_nomad_military_recruitment	main_3c			sc_rom_barb_east	rom_roman_eng_sie
3c_nomad_military_top	main_3c			sc_rom_barb_east	rom_roman_mil_top
3c_palmyra_civil_culture	main_3c	3c_palmyra	rom_Roman		rom_roman_eng_con
3c_palmyra_civil_economy	main_3c	3c_palmyra	rom_Roman		rom_roman_civ_phi
3c_palmyra_civil_governance	main_3c	3c_palmyra	rom_Roman		rom_roman_civ_eco
3c_palmyra_civil_top	main_3c	3c_palmyra	rom_Roman		rom_roman_civ_top
3c_palmyra_military_battle	main_3c	3c_palmyra	rom_Roman		rom_roman_mil_tac
3c_palmyra_military_campaign	main_3c	3c_palmyra	rom_Roman		rom_roman_mil_man
3c_palmyra_military_recruitment	main_3c	3c_palmyra	rom_Roman		rom_roman_eng_sie
3c_palmyra_military_top	main_3c	3c_palmyra	rom_Roman		rom_roman_mil_top
3c_rome_civil_culture	main_3c	3c_rome	rom_Roman		rom_roman_eng_con
3c_rome_civil_economy	main_3c	3c_rome	rom_Roman		rom_roman_civ_phi
3c_rome_civil_governance	main_3c	3c_rome	rom_Roman		rom_roman_civ_eco
3c_rome_civil_top	main_3c	3c_rome	rom_Roman		rom_roman_civ_top
3c_rome_military_battle	main_3c	3c_rome	rom_Roman		rom_roman_mil_tac
3c_rome_military_campaign	main_3c	3c_rome	rom_Roman		rom_roman_mil_man
3c_rome_military_recruitment	main_3c	3c_rome	rom_Roman		rom_roman_eng_sie
3c_rome_military_top	main_3c	3c_rome	rom_Roman		rom_roman_mil_top
3c_rome_n_civil_culture	main_3c		rom_Roman		rom_roman_eng_con
3c_rome_n_civil_economy	main_3c		rom_Roman		rom_roman_civ_phi
3c_rome_n_civil_governance	main_3c		rom_Roman		rom_roman_civ_eco
3c_rome_n_civil_top	main_3c		rom_Roman		rom_roman_civ_top
3c_rome_n_military_battle	main_3c		rom_Roman		rom_roman_mil_tac
3c_rome_n_military_campaign	main_3c		rom_Roman		rom_roman_mil_man
3c_rome_n_military_recruitment	main_3c		rom_Roman		rom_roman_eng_sie
3c_rome_n_military_top	main_3c		rom_Roman		rom_roman_mil_top
3c_sassanid_civil_culture	main_3c	3c_sassanid	rom_Eastern		rom_roman_eng_con
3c_sassanid_civil_economy	main_3c	3c_sassanid	rom_Eastern		rom_roman_civ_phi
3c_sassanid_civil_governance	main_3c	3c_sassanid	rom_Eastern		rom_roman_civ_eco
3c_sassanid_civil_top	main_3c	3c_sassanid	rom_Eastern		rom_roman_civ_top
3c_sassanid_military_battle	main_3c	3c_sassanid	rom_Eastern		rom_roman_mil_tac
3c_sassanid_military_campaign	main_3c	3c_sassanid	rom_Eastern		rom_roman_mil_man
3c_sassanid_military_recruitment	main_3c	3c_sassanid	rom_Eastern		rom_roman_eng_sie
3c_sassanid_military_top	main_3c	3c_sassanid	rom_Eastern		rom_roman_mil_top
3c_saxoni_military_battle	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_mil_tac
3c_saxoni_military_campaign	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_mil_man
3c_saxoni_military_recruitment	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_eng_sie
3c_saxoni_military_top	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_mil_top
3c_saxons_civil_culture	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_eng_con
3c_saxons_civil_economy	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_civ_phi
3c_saxons_civil_governance	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_civ_eco
3c_saxons_civil_top	main_3c	3c_saxoni		sc_rom_germanic	rom_roman_civ_top
dk_kush_civil_construction		rom_kush	rom_Eastern		rom_roman_eng_con
dk_kush_civil_economy		rom_kush	rom_Eastern		rom_roman_civ_eco
dk_kush_civil_philosophy		rom_kush	rom_Eastern		rom_roman_civ_phi
dk_kush_civil_top		rom_kush	rom_Eastern		rom_roman_civ_top
dk_kush_military_management		rom_kush	rom_Eastern		rom_roman_mil_man
dk_kush_military_siege		rom_kush	rom_Eastern		rom_roman_eng_sie
dk_kush_military_tactics		rom_kush	rom_Eastern		rom_roman_mil_tac
dk_kush_military_top		rom_kush	rom_Eastern		rom_roman_mil_top
dk_nab_civil_construction		rom_nabatea	rom_Eastern		rom_roman_eng_con
dk_nab_civil_economy		rom_nabatea	rom_Eastern		rom_roman_civ_eco
dk_nab_civil_philosophy		rom_nabatea	rom_Eastern		rom_roman_civ_phi
dk_nab_civil_top		rom_nabatea	rom_Eastern		rom_roman_civ_top
dk_nab_military_management		rom_nabatea	rom_Eastern		rom_roman_mil_man
dk_nab_military_siege		rom_nabatea	rom_Eastern		rom_roman_eng_sie
dk_nab_military_tactics		rom_nabatea	rom_Eastern		rom_roman_mil_tac
dk_nab_military_top		rom_nabatea	rom_Eastern		rom_roman_mil_top
dk_num_civil_construction		rom_masaesyli	rom_Eastern		rom_roman_eng_con
dk_num_civil_economy		rom_masaesyli	rom_Eastern		rom_roman_civ_eco
dk_num_civil_philosophy		rom_masaesyli	rom_Eastern		rom_roman_civ_phi
dk_num_civil_top		rom_masaesyli	rom_Eastern		rom_roman_civ_top
dk_num_military_management		rom_masaesyli	rom_Eastern		rom_roman_mil_man
dk_num_military_siege		rom_masaesyli	rom_Eastern		rom_roman_eng_sie
dk_num_military_tactics		rom_masaesyli	rom_Eastern		rom_roman_mil_tac
dk_num_military_top		rom_masaesyli	rom_Eastern		rom_roman_mil_top
dk_saba_civil_construction		rom_saba	rom_Eastern		rom_roman_eng_con
dk_saba_civil_economy		rom_saba	rom_Eastern		rom_roman_civ_eco
dk_saba_civil_philosophy		rom_saba	rom_Eastern		rom_roman_civ_phi
dk_saba_civil_top		rom_saba	rom_Eastern		rom_roman_civ_top
dk_saba_military_management		rom_saba	rom_Eastern		rom_roman_mil_man
dk_saba_military_siege		rom_saba	rom_Eastern		rom_roman_eng_sie
dk_saba_military_tactics		rom_saba	rom_Eastern		rom_roman_mil_tac
dk_saba_military_top		rom_saba	rom_Eastern		rom_roman_mil_top
inv_etruscan_civil_piety	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_civ_phi
inv_etruscan_civil_productivity	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_civ_eco
inv_etruscan_civil_prosperity	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_eng_con
inv_etruscan_civil_top	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_civ_top
inv_etruscan_military_dominance	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_eng_sie
inv_etruscan_military_strategy	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_mil_tac
inv_etruscan_military_strength	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_mil_man
inv_etruscan_military_top	main_invasion		rom_Roman	sc_rom_etruscan	rom_roman_mil_top
inv_insubres_civil_piety	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_civ_phi
inv_insubres_civil_productivity	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_civ_eco
inv_insubres_civil_prosperity	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_eng_con
inv_insubres_civil_top	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_civ_top
inv_insubres_military_dominance	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_eng_sie
inv_insubres_military_strategy	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_mil_tac
inv_insubres_military_strength	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_mil_man
inv_insubres_military_top	main_invasion		rom_Barbarian	sc_rom_gaul	rom_roman_mil_top
inv_iolei_civil_piety	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_civ_phi
inv_iolei_civil_productivity	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_civ_eco
inv_iolei_civil_prosperity	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_eng_con
inv_iolei_civil_top	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_civ_top
inv_iolei_military_dominance	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_eng_sie
inv_iolei_military_strategy	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_mil_tac
inv_iolei_military_strength	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_mil_man
inv_iolei_military_top	main_invasion		rom_Barbarian	sc_rom_nuragic	rom_roman_mil_top
inv_roman_civil_top	main_invasion		rom_Roman		rom_roman_civ_top
inv_roman_civil_via_labos	main_invasion		rom_Roman		rom_roman_eng_con
inv_roman_civil_via_magisterium	main_invasion		rom_Roman		rom_roman_civ_phi
inv_roman_civil_via_vitae	main_invasion		rom_Roman		rom_roman_civ_eco
inv_roman_military_top	main_invasion		rom_Roman		rom_roman_mil_top
inv_roman_military_via_dominatae	main_invasion		rom_Roman		rom_roman_mil_tac
inv_roman_military_via_exercitae	main_invasion		rom_Roman		rom_roman_mil_man
inv_roman_military_via_strategematum	main_invasion		rom_Roman		rom_roman_eng_sie
inv_samnites_civil_top	main_invasion		rom_Roman	sc_rom_italic	rom_roman_civ_top
inv_samnites_civil_via_labos	main_invasion		rom_Roman	sc_rom_italic	rom_roman_eng_con
inv_samnites_civil_via_magisterium	main_invasion		rom_Roman	sc_rom_italic	rom_roman_civ_phi
inv_samnites_civil_via_vitae	main_invasion		rom_Roman	sc_rom_italic	rom_roman_civ_eco
inv_samnites_military_top	main_invasion		rom_Roman	sc_rom_italic	rom_roman_mil_top
inv_samnites_military_via_dominatae	main_invasion		rom_Roman	sc_rom_italic	rom_roman_mil_tac
inv_samnites_military_via_exercitae	main_invasion		rom_Roman	sc_rom_italic	rom_roman_mil_man
inv_samnites_military_via_strategematum	main_invasion		rom_Roman	sc_rom_italic	rom_roman_eng_sie
inv_senones_civil_piety	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_civ_phi
inv_senones_civil_productivity	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_civ_eco
inv_senones_civil_prosperity	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_eng_con
inv_senones_civil_top	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_civ_top
inv_senones_military_dominance	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_eng_sie
inv_senones_military_strategy	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_mil_tac
inv_senones_military_strength	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_mil_man
inv_senones_military_top	main_invasion	inv_senones	rom_Barbarian	sc_rom_gaul	rom_roman_mil_top
inv_syracuse_civil_diacheirisy	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_civ_eco
inv_syracuse_civil_ergasia	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_eng_con
inv_syracuse_civil_top	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_civ_top
inv_syracuse_civil_vios	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_civ_phi
inv_syracuse_military_hegemonia	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_mil_tac
inv_syracuse_military_strategiky	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_eng_sie
inv_syracuse_military_stratos	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_mil_man
inv_syracuse_military_top	main_invasion		rom_Hellenistic	sc_rom_greek	rom_roman_mil_top
inv_taranto_civil_diacheirisy	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_civ_eco
inv_taranto_civil_ergasia	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_eng_con
inv_taranto_civil_top	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_civ_top
inv_taranto_civil_vios	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_civ_phi
inv_taranto_military_hegemonia	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_mil_tac
inv_taranto_military_strategiky	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_eng_sie
inv_taranto_military_stratos	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_mil_man
inv_taranto_military_top	main_invasion	inv_taranto	rom_Hellenistic	sc_rom_greek	rom_roman_mil_top
inv_veneti_civil_piety	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_civ_phi
inv_veneti_civil_productivity	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_civ_eco
inv_veneti_civil_prosperity	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_eng_con
inv_veneti_civil_top	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_civ_top
inv_veneti_military_dominance	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_eng_sie
inv_veneti_military_strategy	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_mil_tac
inv_veneti_military_strength	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_mil_man
inv_veneti_military_top	main_invasion	inv_veneti	rom_Roman	sc_rom_italic	rom_roman_mil_top
pel_civics_aesthetics	main_greek				rom_roman_civ_phi
pel_civics_mathematics	main_greek				rom_roman_civ_eco
pel_civics_philosophy	main_greek				rom_roman_eng_con
pel_civics_top	main_greek				rom_roman_civ_top
pel_military_army	main_greek				rom_roman_mil_man
pel_military_navy	main_greek				rom_roman_mil_tac
pel_military_support	main_greek				rom_roman_eng_sie
pel_military_top	main_greek				rom_roman_mil_top
pun_carthage_civil_diplomacy	main_punic			sc_rom_carthaginian	rom_roman_civ_eco
pun_carthage_civil_improvements	main_punic			sc_rom_carthaginian	rom_roman_eng_con
pun_carthage_civil_laws	main_punic			sc_rom_carthaginian	rom_roman_civ_phi
pun_carthage_civil_top	main_punic			sc_rom_carthaginian	rom_roman_civ_top
pun_roman_civil_diplomacy	main_punic		rom_Roman		rom_roman_civ_eco
pun_roman_civil_improvements	main_punic		rom_Roman		rom_roman_eng_con
pun_roman_civil_laws	main_punic		rom_Roman		rom_roman_civ_phi
pun_roman_civil_top	main_punic		rom_Roman		rom_roman_civ_top
pun_roman_engineering_siege	main_punic		rom_Roman		rom_roman_eng_sie
pun_roman_military_management	main_punic		rom_Roman		rom_roman_mil_man
pun_roman_military_tactics	main_punic		rom_Roman		rom_roman_mil_tac
pun_roman_military_top	main_punic		rom_Roman		rom_roman_mil_top
rom_briton_civil_druidism				sc_rom_british	rom_roman_civ_phi
rom_briton_civil_top				sc_rom_british	rom_roman_civ_top
rom_briton_civil_tribal_council				sc_rom_british	rom_roman_civ_eco
rom_briton_engineering_construction				sc_rom_british	rom_roman_eng_con
rom_briton_engineering_siege				sc_rom_british	rom_roman_eng_sie
rom_briton_military_top				sc_rom_british	rom_roman_mil_top
rom_briton_military_war_exercises				sc_rom_british	rom_roman_mil_tac
rom_briton_military_warrior_code				sc_rom_british	rom_roman_mil_man
rom_carthage_civil_economy				sc_rom_carthaginian	rom_roman_civ_eco
rom_carthage_civil_philosophy				sc_rom_carthaginian	rom_roman_civ_phi
rom_carthage_civil_top				sc_rom_carthaginian	rom_roman_civ_top
rom_carthage_engineering_construction				sc_rom_carthaginian	rom_roman_eng_con
rom_carthage_engineering_siege				sc_rom_carthaginian	rom_roman_eng_sie
rom_carthage_military_management				sc_rom_carthaginian	rom_roman_mil_man
rom_carthage_military_tactics				sc_rom_carthaginian	rom_roman_mil_tac
rom_carthage_military_top				sc_rom_carthaginian	rom_roman_mil_top
rom_dlc_gaul_celtic_politics_aristocracy	main_gaul		rom_Barbarian		rom_roman_civ_eco
rom_dlc_gaul_celtic_politics_druids	main_gaul		rom_Barbarian		rom_roman_civ_phi
rom_dlc_gaul_celtic_politics_people	main_gaul		rom_Barbarian		rom_roman_eng_con
rom_dlc_gaul_celtic_politics_top	main_gaul		rom_Barbarian		rom_roman_civ_top
rom_dlc_gaul_development_culture	main_gaul				rom_roman_mil_tac
rom_dlc_gaul_development_infrastructure	main_gaul				rom_roman_mil_man
rom_dlc_gaul_development_military	main_gaul				rom_roman_eng_sie
rom_dlc_gaul_development_top	main_gaul				rom_roman_mil_top
rom_dlc_gaul_roman_politics_caesar	main_gaul		rom_Roman		rom_roman_civ_eco
rom_dlc_gaul_roman_politics_crassus	main_gaul		rom_Roman		rom_roman_civ_phi
rom_dlc_gaul_roman_politics_pompey	main_gaul		rom_Roman		rom_roman_eng_con
rom_dlc_gaul_roman_politics_top	main_gaul		rom_Roman		rom_roman_civ_top
rom_eastern_civil_economy			rom_Eastern		rom_roman_civ_eco
rom_eastern_civil_philosophy			rom_Eastern		rom_roman_civ_phi
rom_eastern_civil_top			rom_Eastern		rom_roman_civ_top
rom_eastern_engineering_construction			rom_Eastern		rom_roman_eng_con
rom_eastern_engineering_siege			rom_Eastern		rom_roman_eng_sie
rom_eastern_military_management			rom_Eastern		rom_roman_mil_man
rom_eastern_military_tactics			rom_Eastern		rom_roman_mil_tac
rom_eastern_military_top			rom_Eastern		rom_roman_mil_top
rom_egypt_civil_economy				sc_rom_egyptian	rom_roman_civ_eco
rom_egypt_civil_philosophy				sc_rom_egyptian	rom_roman_civ_phi
rom_egypt_civil_top				sc_rom_egyptian	rom_roman_civ_top
rom_egypt_engineering_construction				sc_rom_egyptian	rom_roman_eng_con
rom_egypt_engineering_siege				sc_rom_egyptian	rom_roman_eng_sie
rom_egypt_military_management				sc_rom_egyptian	rom_roman_mil_man
rom_egypt_military_tactics				sc_rom_egyptian	rom_roman_mil_tac
rom_egypt_military_top				sc_rom_egyptian	rom_roman_mil_top
rom_gaul_civil_druidism			rom_Barbarian		rom_roman_civ_phi
rom_gaul_civil_top			rom_Barbarian		rom_roman_civ_top
rom_gaul_civil_tribal_council			rom_Barbarian		rom_roman_civ_eco
rom_gaul_engineering_construction			rom_Barbarian		rom_roman_eng_con
rom_gaul_engineering_siege			rom_Barbarian		rom_roman_eng_sie
rom_gaul_military_top			rom_Barbarian		rom_roman_mil_top
rom_gaul_military_war_exercises			rom_Barbarian		rom_roman_mil_tac
rom_gaul_military_warrior_code			rom_Barbarian		rom_roman_mil_man
rom_german_civil_druidism				sc_rom_germanic	rom_roman_civ_phi
rom_german_civil_top				sc_rom_germanic	rom_roman_civ_top
rom_german_civil_tribal_council				sc_rom_germanic	rom_roman_civ_eco
rom_german_engineering_construction				sc_rom_germanic	rom_roman_eng_con
rom_german_engineering_siege				sc_rom_germanic	rom_roman_eng_sie
rom_german_military_top				sc_rom_germanic	rom_roman_mil_top
rom_german_military_war_exercises				sc_rom_germanic	rom_roman_mil_tac
rom_german_military_warrior_code				sc_rom_germanic	rom_roman_mil_man
rom_greek_civil_economy			rom_Hellenistic		rom_roman_civ_eco
rom_greek_civil_philosophy			rom_Hellenistic		rom_roman_civ_phi
rom_greek_civil_top			rom_Hellenistic		rom_roman_civ_top
rom_greek_engineering_construction			rom_Hellenistic		rom_roman_eng_con
rom_greek_engineering_siege			rom_Hellenistic		rom_roman_eng_sie
rom_greek_military_management			rom_Hellenistic		rom_roman_mil_man
rom_greek_military_tactics			rom_Hellenistic		rom_roman_mil_tac
rom_greek_military_top			rom_Hellenistic		rom_roman_mil_top
rom_iberian_civil_druidism				sc_rom_celtiberian	rom_roman_civ_phi
rom_iberian_civil_top				sc_rom_celtiberian	rom_roman_civ_top
rom_iberian_civil_tribal_council				sc_rom_celtiberian	rom_roman_civ_eco
rom_iberian_engineering_construction				sc_rom_celtiberian	rom_roman_eng_con
rom_iberian_engineering_siege				sc_rom_celtiberian	rom_roman_eng_sie
rom_iberian_military_top				sc_rom_celtiberian	rom_roman_mil_top
rom_iberian_military_war_exercises				sc_rom_celtiberian	rom_roman_mil_tac
rom_iberian_military_warrior_code				sc_rom_celtiberian	rom_roman_mil_man
rom_nomad_civil_druidism				sc_rom_barb_east	rom_roman_civ_phi
rom_nomad_civil_top				sc_rom_barb_east	rom_roman_civ_top
rom_nomad_civil_tribal_council				sc_rom_barb_east	rom_roman_civ_eco
rom_nomad_engineering_construction				sc_rom_barb_east	rom_roman_eng_con
rom_nomad_engineering_siege				sc_rom_barb_east	rom_roman_eng_sie
rom_nomad_military_top				sc_rom_barb_east	rom_roman_mil_top
rom_nomad_military_war_exercises				sc_rom_barb_east	rom_roman_mil_tac
rom_nomad_military_warrior_code				sc_rom_barb_east	rom_roman_mil_man
rom_pontus_civil_economy				sc_rom_pontic	rom_roman_civ_eco
rom_pontus_civil_philosophy				sc_rom_pontic	rom_roman_civ_phi
rom_pontus_civil_top				sc_rom_pontic	rom_roman_civ_top
rom_pontus_engineering_construction				sc_rom_pontic	rom_roman_eng_con
rom_pontus_engineering_siege				sc_rom_pontic	rom_roman_eng_sie
rom_pontus_military_management				sc_rom_pontic	rom_roman_mil_man
rom_pontus_military_tactics				sc_rom_pontic	rom_roman_mil_tac
