rel_from	rel_to	modifier
rom_religion_african_arabian	rom_religion_eastern	2.0000
rom_religion_african_arabian	rom_religion_etruscan	0.0000
rom_religion_african_arabian	rom_religion_germanic	0.5000
rom_religion_african_arabian	rom_religion_hellenic	0.7500
rom_religion_african_arabian	rom_religion_iapygian	0.0000
rom_religion_african_arabian	rom_religion_iberian	1.0000
rom_religion_african_arabian	rom_religion_ionian	0.0000
rom_religion_african_arabian	rom_religion_italian	1.0000
rom_religion_african_arabian	rom_religion_latin	1.0000
rom_religion_african_arabian	rom_religion_makedonian	0.0000
rom_religion_african_arabian	rom_religion_nomadic	0.7500
rom_religion_african_arabian	rom_religion_nuragic	0.0000
rom_religion_african_arabian	rom_religion_other_greek	0.0000
rom_religion_african_arabian	rom_religion_persian	0.0000
rom_religion_african_arabian	rom_religion_punic	1.0000
rom_religion_aiolian	3c_christian	0.0000
rom_religion_aiolian	3c_manichaean	0.0000
rom_religion_aiolian	3c_mithraic	0.0000
rom_religion_aiolian	rom_religion_african_arabian	0.0000
rom_religion_aiolian	rom_religion_akaian	0.0000
rom_religion_aiolian	rom_religion_balkan	0.0000
rom_religion_aiolian	rom_religion_barbarian	0.7500
rom_religion_aiolian	rom_religion_celtic	0.0000
rom_religion_aiolian	rom_religion_dorian	0.0000
rom_religion_aiolian	rom_religion_eastern	0.0000
rom_religion_aiolian	rom_religion_etruscan	0.0000
rom_religion_aiolian	rom_religion_germanic	0.0000
rom_religion_aiolian	rom_religion_hellenic	0.0000
rom_religion_aiolian	rom_religion_iapygian	0.0000
rom_religion_aiolian	rom_religion_iberian	0.0000
rom_religion_aiolian	rom_religion_ionian	0.0000
rom_religion_aiolian	rom_religion_italian	0.0000
rom_religion_aiolian	rom_religion_latin	0.0000
rom_religion_aiolian	rom_religion_makedonian	0.0000
rom_religion_aiolian	rom_religion_nomadic	0.0000
rom_religion_aiolian	rom_religion_nuragic	0.0000
rom_religion_aiolian	rom_religion_other_greek	0.0000
rom_religion_aiolian	rom_religion_persian	0.7500
rom_religion_aiolian	rom_religion_punic	0.0000
rom_religion_akaian	3c_christian	0.0000
rom_religion_akaian	3c_manichaean	0.0000
rom_religion_akaian	3c_mithraic	0.0000
rom_religion_akaian	rom_religion_african_arabian	0.0000
rom_religion_akaian	rom_religion_aiolian	0.0000
rom_religion_akaian	rom_religion_balkan	0.0000
rom_religion_akaian	rom_religion_barbarian	0.7500
rom_religion_akaian	rom_religion_celtic	0.0000
rom_religion_akaian	rom_religion_dorian	0.0000
rom_religion_akaian	rom_religion_eastern	0.0000
rom_religion_akaian	rom_religion_etruscan	0.0000
rom_religion_akaian	rom_religion_germanic	0.0000
rom_religion_akaian	rom_religion_hellenic	0.0000
rom_religion_akaian	rom_religion_iapygian	0.0000
rom_religion_akaian	rom_religion_iberian	0.0000
rom_religion_akaian	rom_religion_ionian	0.0000
rom_religion_akaian	rom_religion_italian	0.0000
rom_religion_akaian	rom_religion_latin	0.0000
rom_religion_akaian	rom_religion_makedonian	0.0000
rom_religion_akaian	rom_religion_nomadic	0.0000
rom_religion_akaian	rom_religion_nuragic	0.0000
rom_religion_akaian	rom_religion_other_greek	0.0000
rom_religion_akaian	rom_religion_persian	0.7500
rom_religion_akaian	rom_religion_punic	0.0000
rom_religion_balkan	3c_christian	0.0000
rom_religion_balkan	3c_manichaean	0.0000
rom_religion_balkan	3c_mithraic	0.0000
rom_religion_balkan	rom_religion_aiolian	0.0000
rom_religion_balkan	rom_religion_akaian	0.0000
rom_religion_balkan	rom_religion_barbarian	0.0000
rom_religion_balkan	rom_religion_dorian	0.0000
rom_religion_balkan	rom_religion_etruscan	0.0000
rom_religion_balkan	rom_religion_iapygian	0.0000
rom_religion_balkan	rom_religion_ionian	0.0000
rom_religion_balkan	rom_religion_makedonian	0.0000
rom_religion_balkan	rom_religion_nuragic	0.0000
rom_religion_balkan	rom_religion_other_greek	0.0000
rom_religion_balkan	rom_religion_persian	0.0000
rom_religion_barbarian	3c_christian	0.0000
rom_religion_barbarian	3c_manichaean	0.0000
rom_religion_barbarian	3c_mithraic	0.0000
rom_religion_barbarian	rom_religion_african_arabian	0.0000
rom_religion_barbarian	rom_religion_aiolian	0.7500
rom_religion_barbarian	rom_religion_akaian	0.7500
rom_religion_barbarian	rom_religion_balkan	0.0000
rom_religion_barbarian	rom_religion_celtic	0.0000
rom_religion_barbarian	rom_religion_dorian	0.7500
rom_religion_barbarian	rom_religion_eastern	0.0000
rom_religion_barbarian	rom_religion_etruscan	0.0000
rom_religion_barbarian	rom_religion_germanic	0.0000
rom_religion_barbarian	rom_religion_hellenic	0.0000
rom_religion_barbarian	rom_religion_iapygian	0.0000
rom_religion_barbarian	rom_religion_iberian	0.0000
rom_religion_barbarian	rom_religion_ionian	0.7500
rom_religion_barbarian	rom_religion_italian	0.0000
rom_religion_barbarian	rom_religion_latin	0.0000
rom_religion_barbarian	rom_religion_makedonian	0.7500
rom_religion_barbarian	rom_religion_nomadic	0.0000
rom_religion_barbarian	rom_religion_nuragic	0.0000
rom_religion_barbarian	rom_religion_other_greek	0.7500
rom_religion_barbarian	rom_religion_persian	0.7500
rom_religion_barbarian	rom_religion_punic	0.0000
rom_religion_celtic	3c_christian	0.0000
rom_religion_celtic	3c_manichaean	0.0000
rom_religion_celtic	3c_mithraic	0.0000
rom_religion_celtic	rom_religion_african_arabian	0.5000
rom_religion_celtic	rom_religion_aiolian	0.0000
rom_religion_celtic	rom_religion_akaian	0.0000
rom_religion_celtic	rom_religion_balkan	2.0000
rom_religion_celtic	rom_religion_barbarian	0.0000
rom_religion_celtic	rom_religion_dorian	0.0000
rom_religion_celtic	rom_religion_eastern	0.7500
rom_religion_celtic	rom_religion_etruscan	0.0000
rom_religion_celtic	rom_religion_germanic	2.0000
rom_religion_celtic	rom_religion_hellenic	0.7500
rom_religion_celtic	rom_religion_iapygian	0.0000
rom_religion_celtic	rom_religion_iberian	1.0000
rom_religion_celtic	rom_religion_ionian	0.0000
rom_religion_celtic	rom_religion_italian	1.0000
rom_religion_celtic	rom_religion_latin	0.7500
rom_religion_celtic	rom_religion_makedonian	0.0000
rom_religion_celtic	rom_religion_nomadic	1.0000
rom_religion_celtic	rom_religion_nuragic	0.0000
rom_religion_celtic	rom_religion_other_greek	0.0000
rom_religion_celtic	rom_religion_persian	0.0000
rom_religion_celtic	rom_religion_punic	0.7500
rom_religion_dorian	3c_christian	0.0000
rom_religion_dorian	3c_manichaean	0.0000
rom_religion_dorian	3c_mithraic	0.0000
rom_religion_dorian	rom_religion_african_arabian	0.0000
rom_religion_dorian	rom_religion_aiolian	0.0000
rom_religion_dorian	rom_religion_akaian	0.0000
rom_religion_dorian	rom_religion_balkan	0.0000
rom_religion_dorian	rom_religion_barbarian	0.7500
rom_religion_dorian	rom_religion_celtic	0.0000
rom_religion_dorian	rom_religion_eastern	0.0000
rom_religion_dorian	rom_religion_etruscan	0.0000
rom_religion_dorian	rom_religion_germanic	0.0000
rom_religion_dorian	rom_religion_hellenic	0.0000
rom_religion_dorian	rom_religion_iapygian	0.0000
rom_religion_dorian	rom_religion_iberian	0.0000
rom_religion_dorian	rom_religion_ionian	0.0000
rom_religion_dorian	rom_religion_italian	0.0000
rom_religion_dorian	rom_religion_latin	0.0000
rom_religion_dorian	rom_religion_makedonian	0.0000
rom_religion_dorian	rom_religion_nomadic	0.0000
rom_religion_dorian	rom_religion_nuragic	0.0000
rom_religion_dorian	rom_religion_other_greek	0.0000
rom_religion_dorian	rom_religion_persian	0.7500
rom_religion_dorian	rom_religion_punic	0.0000
rom_religion_eastern	3c_christian	0.0000
rom_religion_eastern	3c_manichaean	0.0000
rom_religion_eastern	3c_mithraic	0.0000
rom_religion_eastern	rom_religion_african_arabian	1.0000
rom_religion_eastern	rom_religion_aiolian	0.0000
rom_religion_eastern	rom_religion_akaian	0.0000
rom_religion_eastern	rom_religion_balkan	0.7500
rom_religion_eastern	rom_religion_barbarian	0.0000
rom_religion_eastern	rom_religion_celtic	0.7500
rom_religion_eastern	rom_religion_dorian	0.0000
rom_religion_eastern	rom_religion_etruscan	0.0000
rom_religion_eastern	rom_religion_germanic	0.7500
rom_religion_eastern	rom_religion_hellenic	1.0000
rom_religion_eastern	rom_religion_iapygian	0.0000
rom_religion_eastern	rom_religion_iberian	1.0000
rom_religion_eastern	rom_religion_ionian	0.0000
rom_religion_eastern	rom_religion_italian	1.0000
rom_religion_eastern	rom_religion_latin	0.5000
rom_religion_eastern	rom_religion_makedonian	0.0000
rom_religion_eastern	rom_religion_nomadic	1.0000
rom_religion_eastern	rom_religion_nuragic	0.0000
rom_religion_eastern	rom_religion_other_greek	0.0000
rom_religion_eastern	rom_religion_persian	0.0000
rom_religion_eastern	rom_religion_punic	1.0000
rom_religion_etruscan	rom_religion_african_arabian	0.0000
rom_religion_etruscan	rom_religion_aiolian	0.0000
rom_religion_etruscan	rom_religion_akaian	0.0000
rom_religion_etruscan	rom_religion_balkan	0.0000
rom_religion_etruscan	rom_religion_barbarian	0.0000
rom_religion_etruscan	rom_religion_celtic	0.0000
rom_religion_etruscan	rom_religion_dorian	0.0000
rom_religion_etruscan	rom_religion_eastern	0.0000
rom_religion_etruscan	rom_religion_germanic	0.0000
rom_religion_etruscan	rom_religion_hellenic	0.0000
rom_religion_etruscan	rom_religion_iapygian	0.0000
rom_religion_etruscan	rom_religion_iberian	0.0000
rom_religion_etruscan	rom_religion_ionian	0.0000
rom_religion_etruscan	rom_religion_italian	0.0000
rom_religion_etruscan	rom_religion_latin	0.0000
rom_religion_etruscan	rom_religion_makedonian	0.0000
rom_religion_etruscan	rom_religion_nomadic	0.0000
rom_religion_etruscan	rom_religion_nuragic	0.0000
rom_religion_etruscan	rom_religion_other_greek	0.0000
rom_religion_etruscan	rom_religion_persian	0.0000
rom_religion_etruscan	rom_religion_punic	0.0000
rom_religion_germanic	3c_christian	0.0000
rom_religion_germanic	3c_manichaean	0.0000
rom_religion_germanic	3c_mithraic	0.0000
rom_religion_germanic	rom_religion_african_arabian	0.7500
rom_religion_germanic	rom_religion_aiolian	0.0000
rom_religion_germanic	rom_religion_akaian	0.0000
rom_religion_germanic	rom_religion_balkan	2.0000
rom_religion_germanic	rom_religion_barbarian	0.0000
rom_religion_germanic	rom_religion_celtic	2.0000
rom_religion_germanic	rom_religion_dorian	0.0000
rom_religion_germanic	rom_religion_eastern	0.7500
rom_religion_germanic	rom_religion_etruscan	0.0000
rom_religion_germanic	rom_religion_hellenic	0.7500
rom_religion_germanic	rom_religion_iapygian	0.0000
rom_religion_germanic	rom_religion_iberian	1.0000
rom_religion_germanic	rom_religion_ionian	0.0000
rom_religion_germanic	rom_religion_italian	1.0000
rom_religion_germanic	rom_religion_latin	0.5000
rom_religion_germanic	rom_religion_makedonian	0.0000
rom_religion_germanic	rom_religion_nomadic	1.0000
rom_religion_germanic	rom_religion_nuragic	0.0000
rom_religion_germanic	rom_religion_other_greek	0.0000
rom_religion_germanic	rom_religion_persian	0.0000
rom_religion_germanic	rom_religion_punic	0.7500
rom_religion_hellenic	3c_christian	0.0000
rom_religion_hellenic	3c_manichaean	0.0000
rom_religion_hellenic	3c_mithraic	0.0000
rom_religion_hellenic	rom_religion_african_arabian	0.7500
rom_religion_hellenic	rom_religion_aiolian	0.0000
rom_religion_hellenic	rom_religion_akaian	0.0000
rom_religion_hellenic	rom_religion_balkan	1.0000
rom_religion_hellenic	rom_religion_barbarian	0.0000
rom_religion_hellenic	rom_religion_celtic	0.7500
rom_religion_hellenic	rom_religion_dorian	0.0000
rom_religion_hellenic	rom_religion_eastern	0.5000
rom_religion_hellenic	rom_religion_etruscan	0.0000
rom_religion_hellenic	rom_religion_germanic	0.7500
rom_religion_hellenic	rom_religion_iapygian	0.0000
rom_religion_hellenic	rom_religion_iberian	1.0000
rom_religion_hellenic	rom_religion_ionian	0.0000
rom_religion_hellenic	rom_religion_italian	1.0000
rom_religion_hellenic	rom_religion_makedonian	0.0000
rom_religion_hellenic	rom_religion_nomadic	0.7500
rom_religion_hellenic	rom_religion_nuragic	0.0000
rom_religion_hellenic	rom_religion_other_greek	0.0000
rom_religion_hellenic	rom_religion_persian	0.0000
rom_religion_iapygian	rom_religion_african_arabian	0.0000
rom_religion_iapygian	rom_religion_aiolian	0.0000
rom_religion_iapygian	rom_religion_akaian	0.0000
rom_religion_iapygian	rom_religion_balkan	0.0000
rom_religion_iapygian	rom_religion_barbarian	0.0000
rom_religion_iapygian	rom_religion_celtic	0.0000
rom_religion_iapygian	rom_religion_dorian	0.0000
rom_religion_iapygian	rom_religion_eastern	0.0000
rom_religion_iapygian	rom_religion_etruscan	0.0000
rom_religion_iapygian	rom_religion_germanic	0.0000
rom_religion_iapygian	rom_religion_hellenic	0.0000
rom_religion_iapygian	rom_religion_iberian	0.0000
rom_religion_iapygian	rom_religion_ionian	0.0000
rom_religion_iapygian	rom_religion_italian	0.0000
rom_religion_iapygian	rom_religion_latin	0.0000
rom_religion_iapygian	rom_religion_makedonian	0.0000
rom_religion_iapygian	rom_religion_nomadic	0.0000
rom_religion_iapygian	rom_religion_nuragic	0.0000
rom_religion_iapygian	rom_religion_other_greek	0.0000
rom_religion_iapygian	rom_religion_persian	0.0000
rom_religion_iapygian	rom_religion_punic	0.0000
rom_religion_iberian	3c_christian	0.0000
rom_religion_iberian	3c_manichaean	0.0000
rom_religion_iberian	3c_mithraic	0.0000
rom_religion_iberian	rom_religion_african_arabian	1.0000
rom_religion_iberian	rom_religion_aiolian	0.0000
rom_religion_iberian	rom_religion_akaian	0.0000
rom_religion_iberian	rom_religion_balkan	1.0000
rom_religion_iberian	rom_religion_barbarian	0.0000
rom_religion_iberian	rom_religion_celtic	1.0000
rom_religion_iberian	rom_religion_dorian	0.0000
rom_religion_iberian	rom_religion_eastern	1.0000
rom_religion_iberian	rom_religion_etruscan	0.0000
rom_religion_iberian	rom_religion_germanic	1.0000
rom_religion_iberian	rom_religion_hellenic	1.0000
rom_religion_iberian	rom_religion_iapygian	0.0000
rom_religion_iberian	rom_religion_ionian	0.0000
rom_religion_iberian	rom_religion_italian	1.0000
rom_religion_iberian	rom_religion_latin	1.0000
rom_religion_iberian	rom_religion_makedonian	0.0000
rom_religion_iberian	rom_religion_nomadic	1.0000
rom_religion_iberian	rom_religion_nuragic	0.0000
rom_religion_iberian	rom_religion_other_greek	0.0000
rom_religion_iberian	rom_religion_persian	0.0000
rom_religion_ionian	3c_christian	0.0000
rom_religion_ionian	3c_manichaean	0.0000
rom_religion_ionian	3c_mithraic	0.0000
rom_religion_ionian	rom_religion_african_arabian	0.0000
rom_religion_ionian	rom_religion_aiolian	0.0000
rom_religion_ionian	rom_religion_akaian	0.0000
rom_religion_ionian	rom_religion_balkan	0.0000
rom_religion_ionian	rom_religion_barbarian	0.7500
rom_religion_ionian	rom_religion_celtic	0.0000
rom_religion_ionian	rom_religion_dorian	0.0000
rom_religion_ionian	rom_religion_eastern	0.0000
rom_religion_ionian	rom_religion_etruscan	0.0000
rom_religion_ionian	rom_religion_germanic	0.0000
rom_religion_ionian	rom_religion_hellenic	0.0000
rom_religion_ionian	rom_religion_iapygian	0.0000
rom_religion_ionian	rom_religion_iberian	0.0000
rom_religion_ionian	rom_religion_italian	0.0000
rom_religion_ionian	rom_religion_latin	0.0000
rom_religion_ionian	rom_religion_makedonian	0.0000
rom_religion_ionian	rom_religion_nomadic	0.0000
rom_religion_ionian	rom_religion_nuragic	0.0000
rom_religion_ionian	rom_religion_other_greek	0.0000
rom_religion_ionian	rom_religion_persian	0.7500
rom_religion_ionian	rom_religion_punic	0.0000
rom_religion_italian	3c_christian	0.0000
rom_religion_italian	3c_manichaean	0.0000
rom_religion_italian	3c_mithraic	0.0000
rom_religion_italian	rom_religion_african_arabian	1.0000
rom_religion_italian	rom_religion_aiolian	0.0000
rom_religion_italian	rom_religion_akaian	0.0000
rom_religion_italian	rom_religion_balkan	1.0000
rom_religion_italian	rom_religion_barbarian	0.0000
rom_religion_italian	rom_religion_celtic	1.0000
rom_religion_italian	rom_religion_dorian	0.0000
rom_religion_italian	rom_religion_eastern	1.0000
rom_religion_italian	rom_religion_etruscan	0.0000
rom_religion_italian	rom_religion_germanic	1.0000
rom_religion_italian	rom_religion_hellenic	1.0000
rom_religion_italian	rom_religion_iapygian	0.0000
rom_religion_italian	rom_religion_iberian	1.0000
rom_religion_italian	rom_religion_ionian	0.0000
rom_religion_italian	rom_religion_latin	1.0000
rom_religion_italian	rom_religion_makedonian	0.0000
rom_religion_italian	rom_religion_nomadic	1.0000
rom_religion_italian	rom_religion_nuragic	0.0000
rom_religion_italian	rom_religion_other_greek	0.0000
rom_religion_italian	rom_religion_persian	0.0000
rom_religion_latin	3c_christian	0.0000
rom_religion_latin	3c_manichaean	0.0000
rom_religion_latin	3c_mithraic	0.0000
rom_religion_latin	rom_religion_african_arabian	0.7500
rom_religion_latin	rom_religion_aiolian	0.0000
rom_religion_latin	rom_religion_akaian	0.0000
rom_religion_latin	rom_religion_balkan	0.0000
rom_religion_latin	rom_religion_barbarian	0.0000
rom_religion_latin	rom_religion_celtic	0.7500
rom_religion_latin	rom_religion_dorian	0.0000
rom_religion_latin	rom_religion_eastern	0.5000
rom_religion_latin	rom_religion_etruscan	0.0000
rom_religion_latin	rom_religion_germanic	0.7500
rom_religion_latin	rom_religion_hellenic	2.0000
rom_religion_latin	rom_religion_iapygian	0.0000
rom_religion_latin	rom_religion_iberian	1.0000
rom_religion_latin	rom_religion_ionian	0.0000
rom_religion_latin	rom_religion_italian	1.0000
rom_religion_latin	rom_religion_makedonian	0.0000
rom_religion_latin	rom_religion_nomadic	0.5000
rom_religion_latin	rom_religion_nuragic	0.0000
rom_religion_latin	rom_religion_other_greek	0.0000
rom_religion_latin	rom_religion_persian	0.0000
rom_religion_latin	rom_religion_punic	0.7500
rom_religion_makedonian	3c_christian	0.0000
rom_religion_makedonian	3c_manichaean	0.0000
rom_religion_makedonian	3c_mithraic	0.0000
rom_religion_makedonian	rom_religion_african_arabian	0.0000
rom_religion_makedonian	rom_religion_aiolian	0.0000
rom_religion_makedonian	rom_religion_akaian	0.0000
rom_religion_makedonian	rom_religion_balkan	0.0000
rom_religion_makedonian	rom_religion_barbarian	0.7500
rom_religion_makedonian	rom_religion_celtic	0.0000
rom_religion_makedonian	rom_religion_dorian	0.0000
rom_religion_makedonian	rom_religion_eastern	0.0000
rom_religion_makedonian	rom_religion_etruscan	0.0000
rom_religion_makedonian	rom_religion_germanic	0.0000
rom_religion_makedonian	rom_religion_hellenic	0.0000
rom_religion_makedonian	rom_religion_iapygian	0.0000
rom_religion_makedonian	rom_religion_iberian	0.0000
rom_religion_makedonian	rom_religion_ionian	0.0000
rom_religion_makedonian	rom_religion_italian	0.0000
rom_religion_makedonian	rom_religion_latin	0.0000
rom_religion_makedonian	rom_religion_nomadic	0.0000
rom_religion_makedonian	rom_religion_nuragic	0.0000
rom_religion_makedonian	rom_religion_other_greek	0.0000
rom_religion_makedonian	rom_religion_persian	0.7500
rom_religion_makedonian	rom_religion_punic	0.0000
rom_religion_nomadic	3c_christian	0.0000
rom_religion_nomadic	3c_manichaean	0.0000
rom_religion_nomadic	3c_mithraic	0.0000
rom_religion_nomadic	rom_religion_african_arabian	1.0000
rom_religion_nomadic	rom_religion_aiolian	0.0000
rom_religion_nomadic	rom_religion_akaian	0.0000
rom_religion_nomadic	rom_religion_balkan	1.0000
rom_religion_nomadic	rom_religion_barbarian	0.0000
rom_religion_nomadic	rom_religion_celtic	1.0000
rom_religion_nomadic	rom_religion_dorian	0.0000
rom_religion_nomadic	rom_religion_eastern	1.0000
rom_religion_nomadic	rom_religion_etruscan	0.0000
rom_religion_nomadic	rom_religion_germanic	1.0000
rom_religion_nomadic	rom_religion_hellenic	0.7500
rom_religion_nomadic	rom_religion_iapygian	0.0000
rom_religion_nomadic	rom_religion_iberian	1.0000
rom_religion_nomadic	rom_religion_ionian	0.0000
rom_religion_nomadic	rom_religion_italian	1.0000
rom_religion_nomadic	rom_religion_latin	0.7500
rom_religion_nomadic	rom_religion_makedonian	0.0000
rom_religion_nomadic	rom_religion_nuragic	0.0000
rom_religion_nomadic	rom_religion_other_greek	0.0000
rom_religion_nomadic	rom_religion_persian	0.0000
rom_religion_nomadic	rom_religion_punic	0.7500
rom_religion_nuragic	rom_religion_african_arabian	0.0000
rom_religion_nuragic	rom_religion_aiolian	0.0000
rom_religion_nuragic	rom_religion_akaian	0.0000
rom_religion_nuragic	rom_religion_balkan	0.0000
rom_religion_nuragic	rom_religion_barbarian	0.0000
rom_religion_nuragic	rom_religion_celtic	0.0000
rom_religion_nuragic	rom_religion_dorian	0.0000
rom_religion_nuragic	rom_religion_eastern	0.0000
rom_religion_nuragic	rom_religion_etruscan	0.0000
rom_religion_nuragic	rom_religion_germanic	0.0000
rom_religion_nuragic	rom_religion_hellenic	0.0000
rom_religion_nuragic	rom_religion_iapygian	0.0000
rom_religion_nuragic	rom_religion_iberian	0.0000
rom_religion_nuragic	rom_religion_ionian	0.0000
rom_religion_nuragic	rom_religion_italian	0.0000
rom_religion_nuragic	rom_religion_latin	0.0000
rom_religion_nuragic	rom_religion_makedonian	0.0000
rom_religion_nuragic	rom_religion_nomadic	0.0000
rom_religion_nuragic	rom_religion_other_greek	0.0000
rom_religion_nuragic	rom_religion_persian	0.0000
rom_religion_nuragic	rom_religion_punic	0.0000
rom_religion_other_greek	3c_christian	0.0000
rom_religion_other_greek	3c_manichaean	0.0000
rom_religion_other_greek	3c_mithraic	0.0000
rom_religion_other_greek	rom_religion_african_arabian	0.0000
rom_religion_other_greek	rom_religion_aiolian	0.0000
rom_religion_other_greek	rom_religion_akaian	0.0000
rom_religion_other_greek	rom_religion_balkan	0.0000
rom_religion_other_greek	rom_religion_barbarian	0.7500
rom_religion_other_greek	rom_religion_celtic	0.0000
rom_religion_other_greek	rom_religion_dorian	0.0000
rom_religion_other_greek	rom_religion_eastern	0.0000
rom_religion_other_greek	rom_religion_etruscan	0.0000
rom_religion_other_greek	rom_religion_germanic	0.0000
rom_religion_other_greek	rom_religion_hellenic	0.0000
rom_religion_other_greek	rom_religion_iapygian	0.0000
rom_religion_other_greek	rom_religion_iberian	0.0000
rom_religion_other_greek	rom_religion_ionian	0.0000
rom_religion_other_greek	rom_religion_italian	0.0000
rom_religion_other_greek	rom_religion_latin	0.0000
rom_religion_other_greek	rom_religion_makedonian	0.0000
rom_religion_other_greek	rom_religion_nomadic	0.0000
rom_religion_other_greek	rom_religion_nuragic	0.0000
rom_religion_other_greek	rom_religion_persian	0.7500
rom_religion_other_greek	rom_religion_punic	0.0000
rom_religion_persian	3c_christian	0.0000
rom_religion_persian	3c_manichaean	0.0000
rom_religion_persian	3c_mithraic	0.0000
rom_religion_persian	rom_religion_african_arabian	0.0000
rom_religion_persian	rom_religion_aiolian	0.7500
rom_religion_persian	rom_religion_akaian	0.7500
rom_religion_persian	rom_religion_balkan	0.0000
rom_religion_persian	rom_religion_barbarian	0.7500
rom_religion_persian	rom_religion_celtic	0.0000
rom_religion_persian	rom_religion_dorian	0.7500
rom_religion_persian	rom_religion_eastern	0.0000
rom_religion_persian	rom_religion_etruscan	0.0000
rom_religion_persian	rom_religion_germanic	0.0000
rom_religion_persian	rom_religion_hellenic	0.0000
rom_religion_persian	rom_religion_iapygian	0.0000
rom_religion_persian	rom_religion_iberian	0.0000
rom_religion_persian	rom_religion_ionian	0.7500
rom_religion_persian	rom_religion_italian	0.0000
rom_religion_persian	rom_religion_latin	0.0000
rom_religion_persian	rom_religion_makedonian	0.7500
rom_religion_persian	rom_religion_nomadic	0.0000
rom_religion_persian	rom_religion_nuragic	0.0000
rom_religion_persian	rom_religion_other_greek	0.7500
rom_religion_persian	rom_religion_punic	0.0000
rom_religion_punic	3c_christian	0.0000
rom_religion_punic	3c_manichaean	0.0000
rom_religion_punic	3c_mithraic	0.0000
rom_religion_punic	rom_religion_african_arabian	0.7500
rom_religion_punic	rom_religion_aiolian	0.0000
rom_religion_punic	rom_religion_akaian	0.0000
rom_religion_punic	rom_religion_balkan	0.7500
rom_religion_punic	rom_religion_barbarian	0.0000
rom_religion_punic	rom_religion_celtic	0.7500
rom_religion_punic	rom_religion_dorian	0.0000
rom_religion_punic	rom_religion_eastern	2.0000
rom_religion_punic	rom_religion_etruscan	0.0000
rom_religion_punic	rom_religion_germanic	0.7500
rom_religion_punic	rom_religion_hellenic	1.0000
rom_religion_punic	rom_religion_iapygian	0.0000
rom_religion_punic	rom_religion_iberian	1.0000
rom_religion_punic	rom_religion_ionian	0.0000
rom_religion_punic	rom_religion_italian	1.0000
rom_religion_punic	rom_religion_latin	0.5000
