id	dilemma_key	option_key	value
10787	rom_subject_eastern_concubine_3_plots	GEN_CND_FACTION_LEADER	
10795	rom_subject_eastern_concubine_1_foreign_beauty	VAR_FOLLOWUP_CHANCE	100
10802	rom_subject_eastern_concubine_1_foreign_beauty_followup	VAR_FOLLOWUP_CHANCE	100
10808	rom_subject_eastern_concubine_2_killer_queen	VAR_FOLLOWUP_CHANCE	100
10813	rom_subject_eastern_concubine_3_plots	VAR_FOLLOWUP_CHANCE	100
10814	rom_subject_eastern_concubine_3_plots_followup	VAR_FOLLOWUP_CHANCE	100
10815	rom_subject_eastern_concubine_1_foreign_beauty_followup	CND_MIN_TREASURY	3000
10823	rom_subject_eastern_concubine_1_foreign_beauty	GEN_CND_OWNS	
10828	rom_subject_eastern_concubine_2_killer_queen	GEN_CND_OWNS	
10831	rom_subject_eastern_concubine_3_plots	GEN_CND_OWNS	
10837	dilemma_all_lack_of_cavalry	CND_CAN_RECRUIT_UNIT_CATEGORY	cavalry
10840	dilemma_hellenic_xenophon_cavalry	CND_CAN_RECRUIT_UNIT_CATEGORY	cavalry
10845	dilemma_roman_plebs_slave_resentment	CND_CAMPAIGN	main_rome
10855	dilemma_roman_plebs_slave_resentment	CND_FIRST_ROUND	16
10864	dilemma_roman_plebs_slave_resentment	CND_ROUNDS_UNTIL_NEXT	12
10873	dilemma_roman_plebs_slave_resentment	CND_FACTION	rom_rome
10876	dilemma_roman_plebs_slave_resentment	VAR_CHANCE	50
10883	dilemma_roman_plebs_slave_resentment	CND_MIN_PROVINCES_FULLY_OWNED	
10887	dilemma_roman_plebs_slave_resentment	GEN_TARGET_REGION	
10892	dilemma_roman_plebs_slave_resentment	GEN_CND_OWNS	
10893	dilemma_roman_plebs_slave_resentment	GEN_CND_MIN_PROVINCE_SLAVE_PERCENTAGE	35
10899	dilemma_roman_plebs_slave_resentment	GEN_CND_PROVINCE_COMPLETE	
10928	rom_subject_barb_family_member_3_kidnapped	GEN_CND_GENERAL	
10936	rom_subject_eastern_creature_1_griffin	VAR_FOLLOWUP_CHANCE	100
10937	rom_subject_barb_family_member_1_brotherly_love	GEN_CND_OWNS	
10943	rom_subject_barb_family_member_1_brotherly_love	GEN_CND_GENERAL	
10952	rom_subject_barb_family_member_3_kidnapped	GEN_CND_OWNS	
10959	rom_subject_roman_creature_white_faun_1	GEN_CND_OWNS	
10963	rom_subject_roman_creature_white_faun_1	GEN_CND_GENERAL	
10966	rom_subject_barb_creature_1_white_faun	GEN_CND_GENERAL	
10969	rom_subject_barb_family_member_3_kidnapped	CND_MIN_TREASURY	4000
10974	rom_subject_eastern_family_member_4_kidnapped	CND_MIN_TREASURY	4000
10978	rom_subject_eastern_family_member_4_kidnapped	GEN_CND_GENERAL	
10980	rom_subject_eastern_family_member_4_kidnapped	GEN_CND_OWNS	
10987	rom_subject_eastern_family_member_1_revenge	VAR_FOLLOWUP_CHANCE	100
10994	rom_subject_eastern_family_member_2_debauched	GEN_CND_GENERAL	
10998	rom_subject_eastern_family_member_2_debauched	GEN_CND_OWNS	
11007	rom_subject_eastern_family_member_2_debauched	VAR_FOLLOWUP_CHANCE	100
11009	rom_subject_eastern_family_member_4_kidnapped	VAR_FOLLOWUP_CHANCE	100
11018	rom_subject_eastern_family_member_3_greek_lover	VAR_FOLLOWUP_CHANCE	100
11023	rom_subject_eastern_family_member_3_greek_lover	GEN_CND_GENERAL	
11031	rom_subject_eastern_family_member_3_greek_lover	GEN_CND_OWNS	
11065	rom_subject_hellenic_family_member_4_Agamemnon	GEN_CND_OWNS	
11072	rom_subject_hellenic_family_member_4_Agamemnon	GEN_CND_GENERAL	
11082	rom_subject_roman_family_member_6_pirates	CND_MIN_TREASURY	5000
11087	rom_subject_eastern_creature_1_griffin	CND_MIN_TREASURY	5000
11090	rom_subject_roman_creature_dolphin	GEN_CND_OWNS	
11097	rom_subject_eastern_creature_1_griffin	GEN_CND_OWNS	
11100	rom_subject_eastern_creature_1_griffin	GEN_CND_FACTION_LEADER	
11105	rom_subject_eastern_creature_2_djinn	GEN_CND_OWNS	
11112	rom_subject_eastern_creature_2_djinn	GEN_CND_FACTION_LEADER	
11117	rom_subject_roman_general_cloaka_maxima	GEN_CND_OWNS	
11127	rom_subject_roman_general_cloaka_maxima	GEN_CND_GENERAL	
11260	rom_subject_eastern_profession_3_gosan	VAR_FOLLOWUP_CHANCE	100
11268	rom_subject_eastern_family_member_3_greek_lover_followup	VAR_FOLLOWUP_CHANCE	100
11278	rom_subject_barb_family_member_6_unfaithful_woman	VAR_FOLLOWUP_CHANCE	100
11285	rom_subject_barb_family_member_7_hares	VAR_FOLLOWUP_CHANCE	100
11295	rom_subject_barb_trade_5_tyrian_purple	VAR_FOLLOWUP_CHANCE	100
11305	rom_subject_roman_legate_4_Plenty_slaves	GEN_CND_MIN_PROVINCE_SLAVE_PERCENTAGE	40
11309	rom_subject_hellenic_magistrate_4_plenty_slaves	GEN_CND_MIN_PROVINCE_SLAVE_PERCENTAGE	40
11316	rom_subject_hellenic_magistrate_3_lack_slaves	GEN_CND_MAX_PROVINCE_SLAVE_PERCENTAGE	30
11320	rom_subject_roman_legate_3_Lack_slaves	GEN_CND_MAX_PROVINCE_SLAVE_PERCENTAGE	30
11321	rom_subject_barb_creature_1_white_faun	CND_RELIGION	rom_religion_nomadic
11331	rom_subject_barb_family_member_1_brotherly_love	CND_RELIGION	rom_religion_nomadic
11338	rom_subject_barb_family_member_2_younger_son	CND_RELIGION	rom_religion_nomadic
11344	rom_subject_barb_family_member_3_kidnapped	CND_RELIGION	rom_religion_nomadic
11348	rom_subject_barb_family_member_4_dead	CND_RELIGION	rom_religion_nomadic
11352	rom_subject_barb_family_member_5_long_lost_flavour	CND_RELIGION	rom_religion_nomadic
11353	rom_subject_barb_profession_1_chariot	CND_RELIGION	rom_religion_nomadic
11363	rom_subject_barb_religious_1_looters	CND_RELIGION	rom_religion_nomadic
11369	rom_subject_barb_religious_2_talking_head	CND_RELIGION	rom_religion_nomadic
11373	rom_subject_barb_religious_3_drought	CND_RELIGION	rom_religion_nomadic
11382	rom_subject_barb_religious_4_hag	CND_RELIGION	rom_religion_nomadic
11388	rom_subject_barb_religious_5_the_hunt	CND_RELIGION	rom_religion_nomadic
11393	rom_subject_barb_the_hunt	CND_RELIGION	rom_religion_nomadic
11401	rom_subject_barb_trade_1_Silk	CND_RELIGION	rom_religion_nomadic
11410	rom_subject_barb_trade_2_Spices	CND_RELIGION	rom_religion_nomadic
11412	rom_subject_barb_trade_3_Nisean	CND_RELIGION	rom_religion_nomadic
11416	rom_subject_barb_trade_4_Wine	CND_RELIGION	rom_religion_nomadic
11418	rom_subject_barb_vanquished_leader	CND_RELIGION	rom_religion_nomadic
11424	rom_subject_barb_witchcraft	CND_RELIGION	rom_religion_nomadic
11427	rom_subject_barb_family_member_3_kidnapped_followup	CND_RELIGION	rom_religion_nomadic
11428	rom_subject_barb_family_member_6_unfaithful_woman	CND_RELIGION	rom_religion_nomadic
11430	rom_subject_barb_family_member_7_hares	CND_RELIGION	rom_religion_nomadic
11440	rom_subject_barb_trade_5_tyrian_purple	CND_RELIGION	rom_religion_nomadic
11441	rom_subject_barb_britons_sacred_sword	CND_CAMPAIGN	main_gaul
11443	rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	CND_CAMPAIGN	main_gaul
11453	rom_subject_barb_creature_1_white_faun	CND_CAMPAIGN	main_gaul
11463	rom_subject_barb_family_member_1_brotherly_love	CND_CAMPAIGN	main_gaul
11472	rom_subject_barb_family_member_2_younger_son	CND_CAMPAIGN	main_gaul
11476	rom_subject_barb_family_member_3_kidnapped	CND_CAMPAIGN	main_gaul
11479	rom_subject_barb_family_member_4_dead	CND_CAMPAIGN	main_gaul
11484	rom_subject_barb_family_member_5_long_lost_flavour	CND_CAMPAIGN	main_gaul
11485	rom_subject_barb_profession_1_chariot	CND_CAMPAIGN	main_gaul
11494	rom_subject_barb_religious_1_looters	CND_CAMPAIGN	main_gaul
11497	rom_subject_barb_religious_2_talking_head	CND_CAMPAIGN	main_gaul
11504	rom_subject_barb_religious_3_drought	CND_CAMPAIGN	main_gaul
11506	rom_subject_barb_religious_4_hag	CND_CAMPAIGN	main_gaul
11509	rom_subject_barb_religious_5_the_hunt	CND_CAMPAIGN	main_gaul
11519	rom_subject_barb_the_hunt	CND_CAMPAIGN	main_gaul
11527	rom_subject_barb_trade_1_Silk	CND_CAMPAIGN	main_gaul
11529	rom_subject_barb_trade_2_Spices	CND_CAMPAIGN	main_gaul
11534	rom_subject_barb_trade_3_Nisean	CND_CAMPAIGN	main_gaul
11543	rom_subject_barb_trade_4_Wine	CND_CAMPAIGN	main_gaul
11544	rom_subject_barb_vanquished_leader	CND_CAMPAIGN	main_gaul
11547	rom_subject_barb_witchcraft	CND_CAMPAIGN	main_gaul
11552	rom_subject_barb_family_member_3_kidnapped_followup	CND_CAMPAIGN	main_gaul
11557	rom_subject_barb_family_member_6_unfaithful_woman	CND_CAMPAIGN	main_gaul
11558	rom_subject_barb_family_member_7_hares	CND_CAMPAIGN	main_gaul
11561	rom_subject_barb_trade_5_tyrian_purple	CND_CAMPAIGN	main_gaul
11571	rom_subject_roman_creature_white_faun_1	CND_CAMPAIGN	main_gaul
11580	rom_subject_roman_family_member_1_blessed	CND_CAMPAIGN	main_gaul
11594	rom_subject_roman_family_member_3_long_lost	CND_CAMPAIGN	main_gaul
11600	rom_subject_roman_family_member_4_Vicious_words	CND_CAMPAIGN	main_gaul
11609	rom_subject_roman_family_member_5_Child_mars	CND_CAMPAIGN	main_gaul
11611	rom_subject_roman_family_member_6_pirates	CND_CAMPAIGN	main_gaul
11616	rom_subject_roman_family_member_6_surgeon	CND_CAMPAIGN	main_gaul
11619	rom_subject_roman_general_cloaka_maxima	CND_CAMPAIGN	main_gaul
11620	rom_subject_roman_guardian_1	CND_CAMPAIGN	main_gaul
11627	rom_subject_roman_legate_1_Poisoner	CND_CAMPAIGN	main_gaul
11630	rom_subject_roman_legate_2_Horned	CND_CAMPAIGN	main_gaul
11640	rom_subject_roman_legate_3_Lack_slaves	CND_CAMPAIGN	main_gaul
11659	rom_subject_roman_profession_1_Stranger	CND_CAMPAIGN	main_gaul
11668	rom_subject_roman_profession_2_Lanista	CND_CAMPAIGN	main_gaul
11688	rom_subject_roman_religious_1_haruspay	CND_CAMPAIGN	main_gaul
11690	rom_subject_roman_religious_2_chickens	CND_CAMPAIGN	main_gaul
11708	rom_subject_roman_trade_aventine_gang_1	CND_CAMPAIGN	main_gaul
11713	rom_subject_roman_wrecking	CND_CAMPAIGN	main_gaul
11725	rom_subject_roman_trade_aventine_gang_followup	CND_CAMPAIGN	main_gaul
11729	rom_subject_roman_legate_1_Poisoner_followup	CND_CAMPAIGN	main_gaul
11736	rom_subject_roman_guardian_1_followup	CND_CAMPAIGN	main_gaul
11747	dilemma_all_developmental_focus	CND_CAMPAIGN	main_punic
11750	dilemma_all_economic_intent	CND_CAMPAIGN	main_punic
11754	dilemma_all_lack_of_cavalry	CND_CAMPAIGN	main_punic
11756	dilemma_all_martial_priorities	CND_CAMPAIGN	main_punic
11765	dilemma_all_mercenaries	CND_CAMPAIGN	main_punic
11767	dilemma_civilised_acculturation	CND_CAMPAIGN	main_punic
11776	dilemma_civilised_rampant_piracy	CND_CAMPAIGN	main_punic
11785	dilemma_civilised_rampant_piracy	CND_NOT_RELIGION	rom_religion_iberian
11789	dilemma_roman_comet	CND_CAMPAIGN	main_punic
11793	dilemma_roman_comet	CND_FACTION	pun_rome
11800	dilemma_roman_governor_corruption	CND_CAMPAIGN	main_punic
11810	dilemma_roman_governor_corruption	CND_FACTION	pun_rome
11812	dilemma_barbarian_independence_or_diplomacy	CND_CAMPAIGN	main_punic
11821	dilemma_barbarian_independence_or_diplomacy	CND_RELIGION	rom_religion_iberian
11828	dilemma_barbarian_lost_legionaries	CND_CAMPAIGN	main_punic
11837	dilemma_barbarian_lost_legionaries	CND_RELIGION	rom_religion_iberian
11845	rom_subject_hellenic_magistrate_1_Barren_land	CND_CAMPAIGN	main_punic
11847	rom_subject_barb_creature_1_white_faun	CND_CAMPAIGN	main_punic
11851	rom_subject_barb_creature_1_white_faun	CND_RELIGION	rom_religion_iberian
11855	rom_subject_barb_family_member_1_brotherly_love	CND_CAMPAIGN	main_punic
11864	rom_subject_barb_family_member_1_brotherly_love	CND_RELIGION	rom_religion_iberian
11873	rom_subject_barb_family_member_3_kidnapped	CND_CAMPAIGN	main_punic
11881	rom_subject_barb_family_member_3_kidnapped	CND_RELIGION	rom_religion_iberian
11890	rom_subject_barb_family_member_3_kidnapped_followup	CND_RELIGION	rom_religion_iberian
11891	rom_subject_barb_family_member_3_kidnapped_followup	CND_CAMPAIGN	main_punic
11894	rom_subject_barb_family_member_4_dead	CND_CAMPAIGN	main_punic
11903	rom_subject_barb_family_member_4_dead	CND_RELIGION	rom_religion_iberian
11907	rom_subject_barb_family_member_5_long_lost_flavour	CND_RELIGION	rom_religion_iberian
11910	rom_subject_barb_family_member_5_long_lost_flavour	CND_CAMPAIGN	main_punic
11912	rom_subject_barb_family_member_6_unfaithful_woman	CND_CAMPAIGN	main_punic
11918	rom_subject_barb_family_member_6_unfaithful_woman	CND_RELIGION	rom_religion_iberian
11925	rom_subject_barb_family_member_7_hares	CND_CAMPAIGN	main_punic
11935	rom_subject_barb_family_member_7_hares	CND_RELIGION	rom_religion_iberian
11945	rom_subject_barb_gaul_family_member_blessed_by_the_gods_1	CND_FACTION	gaul_arverni
11949	rom_subject_barb_profession_1_chariot	CND_CAMPAIGN	main_punic
11954	rom_subject_barb_profession_1_chariot	CND_RELIGION	rom_religion_iberian
11963	rom_subject_barb_religious_1_looters	CND_CAMPAIGN	main_punic
11966	rom_subject_barb_religious_1_looters	CND_RELIGION	rom_religion_iberian
11974	rom_subject_barb_religious_2_talking_head	CND_RELIGION	rom_religion_iberian
11976	rom_subject_barb_religious_2_talking_head	CND_CAMPAIGN	main_punic
11982	rom_subject_barb_religious_3_drought	CND_CAMPAIGN	main_punic
11990	rom_subject_barb_religious_3_drought	CND_RELIGION	rom_religion_iberian
11997	rom_subject_barb_religious_4_hag	CND_CAMPAIGN	main_punic
11998	rom_subject_barb_religious_4_hag	CND_RELIGION	rom_religion_iberian
11999	rom_subject_barb_religious_5_the_hunt	CND_CAMPAIGN	main_punic
12009	rom_subject_barb_religious_5_the_hunt	CND_RELIGION	rom_religion_iberian
12014	rom_subject_barb_the_hunt	CND_CAMPAIGN	main_punic
12023	rom_subject_barb_trade_1_Silk	CND_CAMPAIGN	main_punic
12033	rom_subject_barb_trade_1_Silk	CND_RELIGION	rom_religion_iberian
12042	rom_subject_barb_trade_2_Spices	CND_CAMPAIGN	main_punic
12049	rom_subject_barb_trade_2_Spices	CND_RELIGION	rom_religion_iberian
12052	rom_subject_barb_trade_3_Nisean	CND_CAMPAIGN	main_punic
12061	rom_subject_barb_trade_3_Nisean	CND_RELIGION	rom_religion_iberian
12071	rom_subject_barb_trade_4_Wine	CND_CAMPAIGN	main_punic
12079	rom_subject_barb_trade_4_Wine	CND_RELIGION	rom_religion_iberian
12086	rom_subject_barb_trade_5_tyrian_purple	CND_CAMPAIGN	main_punic
12093	rom_subject_barb_trade_5_tyrian_purple	CND_RELIGION	rom_religion_iberian
12101	rom_subject_barb_vanquished_leader	CND_CAMPAIGN	main_punic
12106	rom_subject_barb_vanquished_leader	CND_RELIGION	rom_religion_iberian
12111	rom_subject_barb_witchcraft	CND_CAMPAIGN	main_punic
12120	rom_subject_barb_witchcraft	CND_RELIGION	rom_religion_iberian
12126	rom_subject_hellenic_family_member_1_debt	CND_CAMPAIGN	main_punic
12128	rom_subject_hellenic_family_member_2_debt_own	CND_CAMPAIGN	main_punic
12132	rom_subject_hellenic_family_member_3_promising	CND_CAMPAIGN	main_punic
12141	rom_subject_hellenic_family_member_4_Agamemnon	CND_CAMPAIGN	main_punic
12150	rom_subject_hellenic_family_member_4_Agamemnon_followup	CND_CAMPAIGN	main_punic
12159	rom_subject_hellenic_hetaira_1	CND_CAMPAIGN	main_punic
12163	rom_subject_hellenic_hetaira_2	CND_CAMPAIGN	main_punic
12167	rom_subject_hellenic_hetaira_3	CND_CAMPAIGN	main_punic
12173	rom_subject_hellenic_hetaira_4	CND_CAMPAIGN	main_punic
12180	rom_subject_hellenic_magistrate_1_Barren_land	CND_RELIGION	rom_religion_punic
12190	rom_subject_hellenic_magistrate_2_Wine	CND_CAMPAIGN	main_punic
12200	rom_subject_hellenic_magistrate_3_lack_slaves	CND_RELIGION	rom_religion_punic
12208	rom_subject_hellenic_magistrate_4_plenty_slaves	CND_CAMPAIGN	main_punic
12210	rom_subject_hellenic_magistrate_5_bad_wife	CND_CAMPAIGN	main_punic
12211	rom_subject_hellenic_profession_1_Goldsmith	CND_CAMPAIGN	main_punic
12217	rom_subject_hellenic_profession_2_Blacksmith	CND_CAMPAIGN	main_punic
12226	rom_subject_hellenic_profession_4_Priestess	CND_CAMPAIGN	main_punic
12228	rom_subject_hellenic_profession_5_Librarian	CND_CAMPAIGN	main_punic
12230	rom_subject_hellenic_profession_6_Slaver	CND_CAMPAIGN	main_punic
12239	rom_subject_hellenic_profession_7_Miner	CND_CAMPAIGN	main_punic
12241	rom_subject_hellenic_religions_1_Dodona	CND_CAMPAIGN	main_punic
12243	rom_subject_hellenic_religious_2_Dodona	CND_CAMPAIGN	main_punic
12247	rom_subject_hellenic_religious_3_Chalcon	CND_CAMPAIGN	main_punic
12250	rom_subject_hellenic_religious_4_Delphoi	CND_CAMPAIGN	main_punic
12256	rom_subject_hellenic_religious_5_Epidaurus	CND_CAMPAIGN	main_punic
12263	rom_subject_hellenic_religious_6_hedonistic	CND_CAMPAIGN	main_punic
12272	rom_subject_hellenic_religious_7_Bura	CND_CAMPAIGN	main_punic
12276	rom_subject_hellenic_slaves_1_secrets	CND_CAMPAIGN	main_punic
12283	rom_subject_hellenic_slaves_2_Thracian	CND_CAMPAIGN	main_punic
12289	rom_subject_hellenic_slaves_3_slavedriver	CND_CAMPAIGN	main_punic
12294	rom_subject_hellenic_trade_1_Silk	CND_CAMPAIGN	main_punic
12297	rom_subject_hellenic_trade_2_Spices	CND_CAMPAIGN	main_punic
12299	rom_subject_hellenic_trade_3_Nisean	CND_CAMPAIGN	main_punic
12339	rom_subject_roman_creature_dolphin	CND_CAMPAIGN	main_punic
12359	rom_subject_roman_creature_white_faun_1	CND_CAMPAIGN	main_punic
12372	rom_subject_roman_cult_1	CND_CAMPAIGN	main_punic
12379	rom_subject_roman_legate_1_Poisoner	CND_CAMPAIGN	main_punic
12381	rom_subject_roman_legate_1_Poisoner_followup	CND_CAMPAIGN	main_punic
12389	rom_subject_roman_guardian_1_followup	CND_CAMPAIGN	main_punic
