key	subculture	for_army	campaign
3c_legacy_navy_germanic_mad_raiders	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_nyxes_heralds	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_rhine_sons	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_sea_scourge	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_sea_serpents	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_sea_steed_masters	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_tides_amber	sc_rom_germanic	false	main_3c
3c_legacy_navy_germanic_wind_shields	sc_rom_germanic	false	main_3c
3c_legacy_navy_golden_voyagers	sc_rom_eastern	false	main_3c
3c_legacy_navy_palmyra_conquerors_of_mare_nostrum	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_fleet_of_empress	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_floating_castles	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_masters_of_waves	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_neptune_trident	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_sunlight_sails	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_the_leviathans	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_tiamat_reborn	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_warriors_of_dagon	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_wind_spirits	sc_rom_roman	false	main_3c
3c_legacy_navy_palmyra_zenobia_sea_serpents	sc_rom_roman	false	main_3c
3c_legacy_navy_sea_people	sc_rom_african_arabian	false	main_3c
3c_legacy_navy_spice_masters	sc_rom_african_arabian	false	main_3c
3c_legacy_navy_wave_watchers	sc_rom_african_arabian	false	main_3c
3c_legacy_nomadic_arrows_of_goitosyros	sc_rom_barb_east	true	main_3c
3c_legacy_nomadic_howling_wolves	sc_rom_barb_east	true	main_3c
3c_legacy_nomadic_the_horde	sc_rom_barb_east	true	main_3c
3c_legacy_nomadic_waves_of_the_green_sea	sc_rom_barb_east	true	main_3c
3c_legacy_nomadic_yurt_burners	sc_rom_barb_east	true	main_3c
3c_legacy_palmyra_defenders_of_tadmor	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_aglibol	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_allat	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_baal	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_baalshamin	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_elagabalus	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_empress	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_jupiter	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_malakbel	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_nabu	sc_rom_roman	true	main_3c
3c_legacy_palmyra_legion_of_yarhibol	sc_rom_roman	true	main_3c
3c_legacy_palmyra_odaenathus_veterans	sc_rom_roman	true	main_3c
3c_legacy_palmyra_vaballathus_warriors	sc_rom_roman	true	main_3c
3c_legacy_palmyra_vanquishers_of_east	sc_rom_roman	true	main_3c
3c_legacy_palmyra_zenobia_chosen	sc_rom_roman	true	main_3c
3c_legacy_parthian_arasaces_armour	sc_rom_eastern	true	main_3c
3c_legacy_parthian_black_quivers	sc_rom_eastern	true	main_3c
3c_legacy_parthian_fire_celerity_heralds	sc_rom_eastern	true	main_3c
3c_legacy_parthian_fire_fires_wrath	sc_rom_eastern	true	main_3c
3c_legacy_parthian_fire_purpose_executors	sc_rom_eastern	true	main_3c
3c_legacy_parthian_fire_victory_champions	sc_rom_eastern	true	main_3c
3c_legacy_parthian_karen_defenders	sc_rom_eastern	true	main_3c
3c_legacy_parthian_mithra_truth	sc_rom_eastern	true	main_3c
3c_legacy_parthian_parni_children	sc_rom_eastern	true	main_3c
3c_legacy_parthian_rostam_companions	sc_rom_eastern	true	main_3c
3c_legacy_parthian_surena_champions	sc_rom_eastern	true	main_3c
3c_legacy_parthian_verethragna_fury	sc_rom_eastern	true	main_3c
3c_legacy_parthian_xerxes_vengeance	sc_rom_eastern	true	main_3c
inv_legacy_champions_of_the_moon	sc_rom_nuragic	false	main_invasion
inv_legacy_champions_of_the_sun	sc_rom_nuragic	true	main_invasion
inv_legacy_children_of_uni	sc_rom_etruscan	true	main_invasion
inv_legacy_heralds_of_laran	sc_rom_etruscan	true	main_invasion
inv_legacy_heralds_of_the_moon	sc_rom_nuragic	false	main_invasion
inv_legacy_heralds_of_the_sun	sc_rom_nuragic	true	main_invasion
inv_legacy_heralds_of_tivr	sc_rom_etruscan	true	main_invasion
inv_legacy_heralds_of_usil	sc_rom_etruscan	true	main_invasion
inv_legacy_keepers_of_the_sacred_books	sc_rom_etruscan	true	main_invasion
inv_legacy_larans_chosen	sc_rom_etruscan	true	main_invasion
inv_legacy_masters_of_the_sea	sc_rom_etruscan	false	main_invasion
inv_legacy_messengers_of_babai	sc_rom_nuragic	true	main_invasion
inv_legacy_protectors_of_cel	sc_rom_etruscan	true	main_invasion
inv_legacy_sons_of_aristeus	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_hercules	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_hermes	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_iolaus	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_norax	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_sardus	sc_rom_nuragic	true	main_invasion
inv_legacy_sons_of_tinia	sc_rom_etruscan	true	main_invasion
inv_legacy_the_balanced	sc_rom_etruscan	true	main_invasion
inv_legacy_the_bearded_wariors	sc_rom_etruscan	true	main_invasion
inv_legacy_the_brazen_bulls	sc_rom_italic	true	main_invasion
inv_legacy_the_bronze_warriors	sc_rom_etruscan	true	main_invasion
inv_legacy_the_bull_riders	sc_rom_nuragic	true	main_invasion
inv_legacy_the_conquerors	sc_rom_italic	true	main_invasion
inv_legacy_the_defenders_of_gremanu	sc_rom_nuragic	true	main_invasion
inv_legacy_the_divine_turbulence	sc_rom_italic	false	main_invasion
inv_legacy_the_free_men	sc_rom_etruscan	true	main_invasion
inv_legacy_the_gentle_giants	sc_rom_nuragic	true	main_invasion
inv_legacy_the_giant_slayers	sc_rom_nuragic	true	main_invasion
inv_legacy_the_giants_of_osono	sc_rom_nuragic	true	main_invasion
inv_legacy_the_glorious	sc_rom_italic	true	main_invasion
inv_legacy_the_great_warriors	sc_rom_italic	true	main_invasion
inv_legacy_the_howling_wolves	sc_rom_italic	true	main_invasion
inv_legacy_the_mountain_men	sc_rom_italic	true	main_invasion
inv_legacy_the_protectors_of_the_moon	sc_rom_nuragic	false	main_invasion
inv_legacy_the_protectors_of_the_sun	sc_rom_nuragic	true	main_invasion
inv_legacy_the_rocks_of_rasenna	sc_rom_etruscan	true	main_invasion
inv_legacy_the_sails_of_the_sun	sc_rom_etruscan	false	main_invasion
inv_legacy_the_stone_crows	sc_rom_italic	true	main_invasion
inv_legacy_the_stone_men	sc_rom_etruscan	true	main_invasion
inv_legacy_the_stone_men	sc_rom_italic	true	main_invasion
inv_legacy_the_storm_riders	sc_rom_italic	false	main_invasion
inv_legacy_the_troubled_waters	sc_rom_italic	false	main_invasion
inv_legacy_the_walkers	sc_rom_italic	true	main_invasion
inv_legacy_the_wall	sc_rom_etruscan	true	main_invasion
inv_legacy_the_wandering_warriors	sc_rom_italic	true	main_invasion
inv_legacy_the_warmongers	sc_rom_italic	true	main_invasion
inv_legacy_the_warriors_of_glory	sc_rom_italic	true	main_invasion
inv_legacy_the_widow_makers	sc_rom_italic	true	main_invasion
inv_legacy_the_winds_of_fortune	sc_rom_italic	false	main_invasion
inv_legacy_the_wrath_of_laran	sc_rom_etruscan	false	main_invasion
inv_legacy_warriors_of_the_moon	sc_rom_nuragic	false	main_invasion
inv_legacy_warriors_of_the_sea	sc_rom_etruscan	false	main_invasion
inv_legacy_warriors_of_the_sun	sc_rom_nuragic	true	main_invasion
legacy_afro_arabian_allatu_heralds	sc_rom_african_arabian	true	
legacy_afro_arabian_allatu_heralds	sc_rom_numidian	true	
legacy_afro_arabian_beasts_burden	sc_rom_african_arabian	true	
legacy_afro_arabian_beasts_burden	sc_rom_numidian	true	
legacy_afro_arabian_bronze_warriors	sc_rom_african_arabian	true	
legacy_afro_arabian_bronze_warriors	sc_rom_numidian	true	
legacy_afro_arabian_death_merchants	sc_rom_african_arabian	true	
legacy_afro_arabian_death_merchants	sc_rom_numidian	true	
legacy_afro_arabian_desert_guardians	sc_rom_african_arabian	true	
legacy_afro_arabian_desert_guardians	sc_rom_numidian	true	
legacy_afro_arabian_desert_old_men	sc_rom_african_arabian	true	
legacy_afro_arabian_desert_old_men	sc_rom_numidian	true	
legacy_afro_arabian_desert_scorpions	sc_rom_african_arabian	true	
legacy_afro_arabian_desert_scorpions	sc_rom_numidian	true	
legacy_afro_arabian_desert_snakes	sc_rom_african_arabian	true	
legacy_afro_arabian_desert_snakes	sc_rom_numidian	true	
legacy_afro_arabian_desert_wind	sc_rom_african_arabian	true	
legacy_afro_arabian_desert_wind	sc_rom_numidian	true	
legacy_afro_arabian_gurzil_horns	sc_rom_african_arabian	true	
legacy_afro_arabian_gurzil_horns	sc_rom_numidian	true	
legacy_afro_arabian_lords_war	sc_rom_african_arabian	true	
legacy_afro_arabian_lords_war	sc_rom_numidian	true	
legacy_afro_arabian_mahrem_sons	sc_rom_african_arabian	true	
legacy_afro_arabian_mahrem_sons	sc_rom_numidian	true	
legacy_afro_arabian_nomads_dread	sc_rom_african_arabian	true	
legacy_afro_arabian_nomads_dread	sc_rom_numidian	true	
legacy_afro_arabian_sand_sentinels	sc_rom_african_arabian	true	
legacy_afro_arabian_sand_sentinels	sc_rom_numidian	true	
legacy_afro_arabian_sands_burning	sc_rom_african_arabian	true	
legacy_afro_arabian_sands_burning	sc_rom_numidian	true	
legacy_afro_arabian_stone_burners	sc_rom_african_arabian	true	
legacy_afro_arabian_stone_burners	sc_rom_numidian	true	
legacy_afro_arabian_sun_children	sc_rom_african_arabian	true	
legacy_afro_arabian_sun_children	sc_rom_numidian	true	
legacy_afro_arabian_sun_warriors	sc_rom_african_arabian	true	
legacy_afro_arabian_sun_warriors	sc_rom_numidian	true	
legacy_afro_arabian_warriors_fortune	sc_rom_african_arabian	true	
legacy_afro_arabian_warriors_fortune	sc_rom_numidian	true	
legacy_army_daco_thracian_bendis_chosen	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_blades	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_followers_kotys	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_fury_gebelizis	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_fury	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_heralds_death	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_pillagers	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_raiders	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_sabazios	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_spear_men	sc_rom_daco_thracian	true	
legacy_army_daco_thracian_unbreakable_shields	sc_rom_daco_thracian	true	
legacy_army_illyrian_blades	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_blades	sc_rom_illyrian	true	
legacy_army_illyrian_fury_medaurus	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_fury_medaurus	sc_rom_illyrian	true	
legacy_army_illyrian_fury	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_fury	sc_rom_illyrian	true	
legacy_army_illyrian_glory_vidasus	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_glory_vidasus	sc_rom_illyrian	true	
legacy_army_illyrian_heralds_death	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_heralds_death	sc_rom_illyrian	true	
legacy_army_illyrian_pillagers	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_pillagers	sc_rom_illyrian	true	
legacy_army_illyrian_raiders	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_raiders	sc_rom_illyrian	true	
legacy_army_illyrian_spear_men	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_spear_men	sc_rom_illyrian	true	
legacy_army_illyrian_unbreakable_shields	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_unbreakable_shields	sc_rom_illyrian	true	
legacy_army_illyrian_wrath_armatus	sc_rom_iapygian	true	main_invasion
legacy_army_illyrian_wrath_armatus	sc_rom_illyrian	true	
legacy_barb_east_agin_blades	sc_rom_barb_east	true	
legacy_barb_east_api_defenders	sc_rom_barb_east	true	
legacy_barb_east_battle_axes	sc_rom_barb_east	true	
legacy_barb_east_blades_of_grass	sc_rom_barb_east	true	
legacy_barb_east_blood_riders	sc_rom_barb_east	true	
legacy_barb_east_bloodletters	sc_rom_barb_east	true	
legacy_barb_east_drifters	sc_rom_barb_east	true	
legacy_barb_east_gales_of_wind	sc_rom_barb_east	true	
legacy_barb_east_golden_army	sc_rom_barb_east	true	
legacy_barb_east_husbands_of_amazons	sc_rom_barb_east	true	
legacy_barb_east_hyperboria	sc_rom_barb_east	true	
legacy_barb_east_larch_children	sc_rom_barb_east	true	
legacy_barb_east_nomads_dread	sc_rom_barb_east	true	
legacy_barb_east_oitosyros_will	sc_rom_barb_east	true	
legacy_barb_east_papaios_champions	sc_rom_barb_east	true	
legacy_barb_east_poison_arrows	sc_rom_barb_east	true	
legacy_barb_east_riders_rough	sc_rom_barb_east	true	
legacy_barb_east_riders_swift	sc_rom_barb_east	true	
legacy_barb_east_sacrificers	sc_rom_barb_east	true	
legacy_barb_east_seekers_of_destiny	sc_rom_barb_east	true	
legacy_barb_east_skulls_golden	sc_rom_barb_east	true	
legacy_barb_east_steeds_doom	sc_rom_barb_east	true	
legacy_barb_east_steppe_fury	sc_rom_barb_east	true	
legacy_barb_east_steppe_scourge	sc_rom_barb_east	true	
legacy_barb_east_steppe_storm	sc_rom_barb_east	true	
legacy_barb_east_steppe_wanderers	sc_rom_barb_east	true	
legacy_barb_east_steppe_wolves	sc_rom_barb_east	true	
legacy_barb_east_strength_of_api	sc_rom_barb_east	true	
legacy_barb_east_tabiti_flames	sc_rom_barb_east	true	
legacy_barb_east_wayward_warriors	sc_rom_barb_east	true	
legacy_barb_east_wild_ones	sc_rom_barb_east	true	
legacy_briton_albion_champions	sc_rom_british	true	
legacy_briton_andraste_will	sc_rom_british	true	
legacy_briton_belatucadros_blades	sc_rom_british	true	
legacy_briton_brutus_children	sc_rom_british	true	
legacy_briton_burning_men	sc_rom_british	true	
legacy_briton_camulos_horns	sc_rom_british	true	
legacy_briton_cocidius_hunters	sc_rom_british	true	
legacy_briton_ebraucus_vanquishers	sc_rom_british	true	
legacy_briton_iron_fist	sc_rom_british	true	
legacy_briton_mists_doom	sc_rom_british	true	
legacy_briton_morrigan_consorts	sc_rom_british	true	
legacy_briton_spear_runners	sc_rom_british	true	
legacy_briton_stags_noble	sc_rom_british	true	
legacy_briton_sword_power	sc_rom_british	true	
legacy_briton_woad_warriors	sc_rom_british	true	
legacy_carthage_defenders_new_city	sc_rom_carthaginian	true	
legacy_carthage_mago_pride	sc_rom_carthaginian	true	
legacy_carthage_sacred_army	sc_rom_carthaginian	true	
legacy_carthaginian_adirim_protectors	sc_rom_carthaginian	true	
legacy_carthaginian_ambassadors_of_atlas	sc_rom_carthaginian	true	
legacy_carthaginian_brethren_of_ball	sc_rom_carthaginian	true	
legacy_carthaginian_dido_faithful	sc_rom_carthaginian	true	
legacy_carthaginian_hamilcar_fists	sc_rom_carthaginian	true	
legacy_carthaginian_heir_phoenicia	sc_rom_carthaginian	true	
