character_skill_key	effect_key	level	effect_scope	value
3c_army_1_Dread_Ambushers_gallic	rom_force_campaign_mod_ambush_attack_success_chance	3	this_army	15.0000
3c_army_1_Dread_Ambushers_gallic	rom_force_campaign_mod_ambush_defence_success_chance	3	this_army	15.0000
3c_army_1_Dread_Ambushers_gallic	rom_force_unit_mod_morale_during_ambushes	3	this_army	15.0000
3c_army_1_Dread_Charioteers	3c_force_unit_mod_armour_chariots	1	this_army	4.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_charge_bonus	1	this_army	5.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_missile_rate	1	this_army	3.0000
3c_army_1_Dread_Charioteers	3c_force_unit_mod_armour_chariots	2	this_army	8.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_charge_bonus	2	this_army	10.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_missile_rate	2	this_army	6.0000
3c_army_1_Dread_Charioteers	3c_force_unit_mod_armour_chariots	3	this_army	12.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_charge_bonus	3	this_army	15.0000
3c_army_1_Dread_Charioteers	rom_force_unit_mod_chariot_missile_rate	3	this_army	9.0000
3c_army_1_Dread_Charioteers_caledon	3c_force_unit_mod_armour_chariots	1	this_army	4.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_charge_bonus	1	this_army	5.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_missile_rate	1	this_army	3.0000
3c_army_1_Dread_Charioteers_caledon	3c_force_unit_mod_armour_chariots	2	this_army	8.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_charge_bonus	2	this_army	10.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_missile_rate	2	this_army	6.0000
3c_army_1_Dread_Charioteers_caledon	3c_force_unit_mod_armour_chariots	3	this_army	12.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_charge_bonus	3	this_army	15.0000
3c_army_1_Dread_Charioteers_caledon	rom_force_unit_mod_chariot_missile_rate	3	this_army	9.0000
3c_army_1_Engineering_Experts	rom_force_enable_siege_machine_quality_medium	1	this_army	1.0000
3c_army_1_Engineering_Experts	rom_general_local_mod_construction_costs	1	this_force_local_region_province	-2.0000
3c_army_1_Engineering_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	1	this_army	4.0000
3c_army_1_Engineering_Experts	rom_force_enable_siege_machine_quality_heavy	2	this_army	1.0000
3c_army_1_Engineering_Experts	rom_force_enable_siege_machine_quality_medium	2	this_army	1.0000
3c_army_1_Engineering_Experts	rom_general_local_mod_construction_costs	2	this_force_local_region_province	-4.0000
3c_army_1_Engineering_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	2	this_army	8.0000
3c_army_1_Engineering_Experts	rom_force_enable_siege_machine_quality_heavy	3	this_army	1.0000
3c_army_1_Engineering_Experts	rom_force_enable_siege_machine_quality_medium	3	this_army	1.0000
3c_army_1_Engineering_Experts	rom_general_local_mod_construction_costs	3	this_force_local_region_province	-6.0000
3c_army_1_Engineering_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	3	this_army	12.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_attack	1	this_army	3.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_damage	1	this_army	4.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_attack	2	this_army	6.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_damage	2	this_army	8.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_attack	3	this_army	9.0000
3c_army_1_Formidable_Fighters	rom_force_unit_mod_melee_damage	3	this_army	12.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_attack	1	this_army	3.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_damage	1	this_army	4.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_attack	2	this_army	6.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_damage	2	this_army	8.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_attack	3	this_army	9.0000
3c_army_1_Formidable_Spearmen	rom_force_unit_mod_spears_melee_damage	3	this_army	12.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_mod_swords_melee_damage	1	this_army	4.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_swords_mod_melee_attack	1	this_army	3.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_mod_swords_melee_damage	2	this_army	8.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_swords_mod_melee_attack	2	this_army	6.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_mod_swords_melee_damage	3	this_army	12.0000
3c_army_1_Formidable_Swordsmen	rom_force_unit_swords_mod_melee_attack	3	this_army	9.0000
3c_army_1_Keepers_of_the_Peace	3c_banditry_character	1	this_force_local_province	-5.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_melee_attack_versus_raider_armies	1	this_army	4.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_missile_rate_versus_raider_armies	1	this_army	4.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_morale_versus_raider_armies	1	this_army	6.0000
3c_army_1_Keepers_of_the_Peace	rom_general_local_mod_happiness	1	this_force_local_province	2.0000
3c_army_1_Keepers_of_the_Peace	3c_banditry_character	2	this_force_local_province	-10.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_melee_attack_versus_raider_armies	2	this_army	8.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_missile_rate_versus_raider_armies	2	this_army	8.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_morale_versus_raider_armies	2	this_army	12.0000
3c_army_1_Keepers_of_the_Peace	rom_general_local_mod_happiness	2	this_force_local_province	4.0000
3c_army_1_Keepers_of_the_Peace	3c_banditry_character	3	this_force_local_province	-15.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_melee_attack_versus_raider_armies	3	this_army	12.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_missile_rate_versus_raider_armies	3	this_army	12.0000
3c_army_1_Keepers_of_the_Peace	rom_force_unit_mod_morale_versus_raider_armies	3	this_army	18.0000
3c_army_1_Keepers_of_the_Peace	rom_general_local_mod_happiness	3	this_force_local_province	6.0000
3c_army_1_Keepers_of_the_Peace_gallic	3c_banditry_character	1	this_force_local_province	-5.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_melee_attack_versus_raider_armies	1	this_army	4.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_missile_rate_versus_raider_armies	1	this_army	4.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_morale_versus_raider_armies	1	this_army	6.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_general_local_mod_happiness	1	this_force_local_province	2.0000
3c_army_1_Keepers_of_the_Peace_gallic	3c_banditry_character	2	this_force_local_province	-10.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_melee_attack_versus_raider_armies	2	this_army	8.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_missile_rate_versus_raider_armies	2	this_army	8.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_morale_versus_raider_armies	2	this_army	12.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_general_local_mod_happiness	2	this_force_local_province	4.0000
3c_army_1_Keepers_of_the_Peace_gallic	3c_banditry_character	3	this_force_local_province	-15.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_melee_attack_versus_raider_armies	3	this_army	12.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_missile_rate_versus_raider_armies	3	this_army	12.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_force_unit_mod_morale_versus_raider_armies	3	this_army	18.0000
3c_army_1_Keepers_of_the_Peace_gallic	rom_general_local_mod_happiness	3	this_force_local_province	6.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	1	this_army	4.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	1	this_army	5.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	1	this_army	3.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	2	this_army	8.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	2	this_army	10.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	2	this_army	6.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	3	this_army	12.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	3	this_army	15.0000
3c_army_1_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	3	this_army	9.0000
3c_army_1_Siege_Experts	rom_force_enable_siege_machine_quality_medium	1	this_army	1.0000
3c_army_1_Siege_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	1	this_army	4.0000
3c_army_1_Siege_Experts	rom_force_enable_siege_machine_quality_heavy	2	this_army	1.0000
3c_army_1_Siege_Experts	rom_force_enable_siege_machine_quality_medium	2	this_army	1.0000
3c_army_1_Siege_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	2	this_army	8.0000
3c_army_1_Siege_Experts	rom_force_enable_siege_machine_quality_heavy	3	this_army	1.0000
3c_army_1_Siege_Experts	rom_force_enable_siege_machine_quality_medium	3	this_army	1.0000
3c_army_1_Siege_Experts	rom_tech_engineering_siege_unlock_siege_machine_armour	3	this_army	12.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_barricades	1	this_army	1.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_fireballs	1	this_army	1.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_spikes	1	this_army	1.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_sudes	1	this_army	1.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_armour	1	this_army	4.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_melee_defence	1	this_army	7.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_missile_range	1	this_army	2.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_barricades	2	this_army	2.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_fireballs	2	this_army	2.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_spikes	2	this_army	2.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_sudes	2	this_army	2.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_armour	2	this_army	8.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_melee_defence	2	this_army	14.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_missile_range	2	this_army	4.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_barricades	3	this_army	3.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_fireballs	3	this_army	3.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_spikes	3	this_army	3.0000
3c_army_1_Stalwart_Defenders	rom_force_enable_defensive_deployables_sudes	3	this_army	3.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_armour	3	this_army	12.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_melee_defence	3	this_army	21.0000
3c_army_1_Stalwart_Defenders	rom_force_unit_mod_missile_range	3	this_army	6.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	1	this_army	6.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	1	this_army	6.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	1	this_army	6.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	2	this_army	12.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	2	this_army	12.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	2	this_army	12.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	3	this_army	18.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	3	this_army	18.0000
3c_army_2_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	3	this_army	18.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_charge_bonus	1	this_army	4.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_infantry_melee_attack	1	this_army	3.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_morale	1	this_army	4.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_charge_bonus	2	this_army	8.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_infantry_melee_attack	2	this_army	6.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_morale	2	this_army	8.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_charge_bonus	3	this_army	12.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_infantry_melee_attack	3	this_army	9.0000
3c_army_2_Furor_Celtica	rom_force_unit_mod_morale	3	this_army	12.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_charge_bonus	1	this_army	4.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_infantry_melee_attack	1	this_army	3.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_morale	1	this_army	4.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_charge_bonus	2	this_army	8.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_infantry_melee_attack	2	this_army	6.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_morale	2	this_army	8.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_charge_bonus	3	this_army	12.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_infantry_melee_attack	3	this_army	9.0000
3c_army_2_Furor_Germanicus	rom_force_unit_mod_morale	3	this_army	12.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_melee_damage	1	this_army	3.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_missile_damage	1	this_army	3.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_morale_foreign_territory	1	this_army	4.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_melee_damage	2	this_army	6.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_missile_damage	2	this_army	6.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_morale_foreign_territory	2	this_army	8.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_melee_damage	3	this_army	9.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_missile_damage	3	this_army	9.0000
3c_army_2_Inexorable_Conquerors	rom_force_unit_mod_morale_foreign_territory	3	this_army	12.0000
3c_army_2_Unrelenting_Force	rom_agent_movement_range_mod	1	this_force_general	6.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_charge_bonus	1	this_army	4.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_morale	1	this_army	2.0000
3c_army_2_Unrelenting_Force	rom_agent_movement_range_mod	2	this_force_general	12.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_charge_bonus	2	this_army	8.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_morale	2	this_army	4.0000
3c_army_2_Unrelenting_Force	rom_agent_movement_range_mod	3	this_force_general	18.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_charge_bonus	3	this_army	12.0000
3c_army_2_Unrelenting_Force	rom_force_unit_mod_morale	3	this_army	6.0000
3c_army_3_Auxiliary_Corps	rom_force_campaign_mod_recruitment_cost_auxiliary	1	this_army	-5.0000
3c_army_3_Auxiliary_Corps	rom_force_unit_mod_morale_auxiliary	1	this_army	7.0000
3c_army_3_Auxiliary_Corps	rom_general_force_mod_auxiliary_upkeep_costs	1	this_army	-7.0000
3c_army_3_Auxiliary_Corps	rom_force_campaign_mod_recruitment_cost_auxiliary	2	this_army	-10.0000
3c_army_3_Auxiliary_Corps	rom_force_unit_mod_morale_auxiliary	2	this_army	14.0000
3c_army_3_Auxiliary_Corps	rom_general_force_mod_auxiliary_upkeep_costs	2	this_army	-14.0000
3c_army_3_Auxiliary_Corps	rom_force_campaign_mod_recruitment_cost_auxiliary	3	this_army	-15.0000
3c_army_3_Auxiliary_Corps	rom_force_unit_mod_morale_auxiliary	3	this_army	21.0000
3c_army_3_Auxiliary_Corps	rom_general_force_mod_auxiliary_upkeep_costs	3	this_army	-21.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_attack_versus_barbarians	1	this_army	4.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_defence_versus_barbarians	1	this_army	4.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_morale_versus_barbarians	1	this_army	10.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_attack_versus_barbarians	2	this_army	8.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_defence_versus_barbarians	2	this_army	8.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_morale_versus_barbarians	2	this_army	20.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_attack_versus_barbarians	3	this_army	12.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_melee_defence_versus_barbarians	3	this_army	12.0000
3c_army_3_Barbarian_Subjugators	rom_force_unit_mod_morale_versus_barbarians	3	this_army	30.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	1	this_army	6.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	1	this_army	6.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	1	this_army	6.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	2	this_army	12.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	2	this_army	12.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	2	this_army	12.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_charge_bonus	3	this_army	18.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_attack	3	this_army	18.0000
3c_army_3_Cavalry_Masters	rom_force_unit_mod_cavalry_melee_defence	3	this_army	18.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_attack_desert	1	this_army	4.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_defence_desert	1	this_army	4.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_movement_speed_desert	1	this_army	3.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_attack_desert	2	this_army	8.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_defence_desert	2	this_army	8.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_movement_speed_desert	2	this_army	6.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_attack_desert	3	this_army	12.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_melee_defence_desert	3	this_army	12.0000
3c_army_3_Desert_Warriors	3c_force_unit_mod_movement_speed_desert	3	this_army	9.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_loot_income	1	this_force	4.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_raid_income	1	this_force	5.0000
3c_army_3_Dread_Marauders	rom_force_enemy_unit_mod_morale	1	this_force_enemy_force_regionwide	-4.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_loot_income	2	this_force	8.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_raid_income	2	this_force	10.0000
3c_army_3_Dread_Marauders	rom_force_enemy_unit_mod_morale	2	this_force_enemy_force_regionwide	-8.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_loot_income	3	this_force	12.0000
3c_army_3_Dread_Marauders	rom_force_campaign_mod_raid_income	3	this_force	15.0000
3c_army_3_Dread_Marauders	rom_force_enemy_unit_mod_morale	3	this_force_enemy_force_regionwide	-12.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_replenishment_rate	1	this_army	2.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_upkeep_land	1	this_army	-4.0000
3c_army_3_Grand_Camp_Following	rom_force_unit_mod_morale	1	this_army	8.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_replenishment_rate	2	this_army	4.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_upkeep_land	2	this_army	-8.0000
3c_army_3_Grand_Camp_Following	rom_force_unit_mod_morale	2	this_army	16.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_replenishment_rate	3	this_army	6.0000
3c_army_3_Grand_Camp_Following	rom_force_campaign_mod_upkeep_land	3	this_army	-12.0000
3c_army_3_Grand_Camp_Following	rom_force_unit_mod_morale	3	this_army	24.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_attack	1	this_army	4.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_defence	1	this_army	4.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_attack	2	this_army	8.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_defence	2	this_army	8.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_attack	3	this_army	12.0000
3c_army_3_Indomitable_Infantry	rom_force_unit_mod_infantry_melee_defence	3	this_army	12.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_attack	1	this_army	6.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_damage	1	this_army	4.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_defence	1	this_army	6.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_attack	2	this_army	12.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_damage	2	this_army	8.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_defence	2	this_army	12.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_attack	3	this_army	18.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_damage	3	this_army	12.0000
3c_army_3_Indomitable_Legionaries	rom_force_unit_mod_infantry_heavy_melee_defence	3	this_army	18.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	1	this_army	4.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	1	this_army	5.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	1	this_army	3.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	2	this_army	8.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	2	this_army	10.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	2	this_army	6.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_melee_defence	3	this_army	12.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_missile_rate	3	this_army	15.0000
3c_army_3_Light_Cavalry_Masters	rom_force_unit_mod_cavalry_light_movement_speed	3	this_army	9.0000
3c_army_3_Mercenary_Host	rom_force_campaign_mod_recruitment_cost_mercenary	1	this_force_general	-5.0000
3c_army_3_Mercenary_Host	rom_force_unit_mod_morale_mercenary	1	this_army	7.0000
3c_army_3_Mercenary_Host	rom_general_force_mod_mercenary_upkeep_costs	1	this_force	-7.0000
