id	names_group	type	gender	frequency
2147320414	48	0	0	1
2147320416	48	0	0	1
2147320417	48	0	0	1
2147320423	48	0	0	1
2147320433	48	0	0	1
2147320434	48	0	0	1
2147320444	48	0	0	1
2147320453	48	0	0	1
2147320456	48	0	0	1
2147320462	48	0	0	1
2147320467	48	0	0	1
2147320475	48	0	0	1
2147320485	48	0	0	1
2147320491	48	0	0	1
2147320499	48	0	0	1
2147320504	48	0	0	1
2147320506	48	0	0	1
2147320509	48	0	0	1
2147320515	48	0	0	1
2147320520	48	0	0	1
2147320528	48	0	0	1
2147320533	48	0	0	1
2147320542	48	0	0	1
2147320544	48	0	0	1
2147320554	48	0	0	1
2147320559	48	0	0	1
2147320561	48	0	0	1
2147320569	48	0	0	1
2147320571	48	0	0	1
2147320578	48	0	0	1
2147320586	48	0	0	1
2147320596	48	0	0	1
2147320599	48	0	0	1
2147320609	48	0	0	1
2147320619	48	0	0	1
2147320621	48	0	0	1
2147320628	48	0	0	1
2147320632	48	0	0	1
2147320642	48	0	0	1
2147320646	48	0	0	1
2147320649	48	0	0	1
2147320652	48	0	0	1
2147320660	48	0	0	1
2147320664	48	0	0	1
2147320673	48	0	0	1
2147320675	48	0	0	1
2147320685	48	0	0	1
2147320692	48	0	0	1
2147320700	48	0	0	1
2147320707	48	0	0	1
2147320711	48	0	0	1
2147320721	48	0	0	1
2147320729	48	0	0	1
2147320732	48	0	0	1
2147320734	48	0	0	1
2147320740	48	0	0	1
2147320744	48	0	0	1
2147320745	48	0	0	1
2147320754	48	0	0	1
2147320756	48	0	0	1
2147320760	48	0	0	1
2147320762	48	0	0	1
2147320771	48	0	0	1
2147320781	48	0	0	1
2147320785	48	0	0	1
2147320787	48	0	0	1
2147320792	48	0	0	1
2147320798	48	0	0	1
2147320808	48	0	0	1
2147320817	48	0	0	1
2147320822	48	0	0	1
2147320830	48	0	0	1
2147320837	48	0	0	1
2147320839	48	0	0	1
2147320849	48	0	0	1
2147320850	48	0	0	1
2147320856	48	0	0	1
2147320863	48	0	0	1
2147320871	48	0	0	1
2147320874	48	0	0	1
2147320882	48	0	0	1
2147320889	48	0	0	1
2147320892	48	0	0	1
2147320895	48	0	0	1
2147320897	48	0	0	1
2147320906	48	0	0	1
2147320914	48	0	0	1
2147320917	48	0	0	1
2147320924	48	0	0	1
2147320931	48	0	0	1
2147320937	48	0	0	1
2147320938	48	0	0	1
2147320939	48	0	0	1
2147320948	48	0	0	1
2147320955	48	0	0	1
2147320965	48	0	0	1
2147320970	48	0	0	1
2147320972	48	0	0	1
2147320974	48	0	0	1
2147320979	48	0	0	1
2147320988	48	0	0	1
2147320992	48	0	0	1
2147320994	48	0	0	1
2147320996	48	0	0	1
2147321001	48	0	0	1
2147321011	48	0	0	1
2147321013	48	0	0	1
2147321022	48	0	0	1
2147321032	48	0	0	1
2147321033	48	0	0	1
2147321041	48	0	0	1
2147321047	48	0	0	1
2147321054	48	0	0	1
2147321059	48	0	0	1
2147321068	48	0	0	1
2147321074	48	0	0	1
2147321077	48	0	0	1
2147321080	48	0	0	1
2147321083	48	0	0	1
2147321093	48	0	0	1
2147321097	48	0	0	1
2147321098	48	0	0	1
2147321105	48	0	0	1
2147321109	48	0	0	1
2147321118	48	0	0	1
2147321121	48	0	0	1
2147321125	48	0	0	1
2147321126	48	0	0	1
2147321128	48	0	0	1
2147321129	48	0	0	1
2147321135	48	0	0	1
2147321144	48	0	0	1
2147321150	48	0	0	1
2147321156	48	0	0	1
2147321157	48	0	0	1
2147321163	48	0	0	1
2147321168	48	0	0	1
2147321178	48	0	0	1
2147321182	48	0	0	1
2147321188	48	0	0	1
2147321190	48	0	0	1
2147321196	48	0	0	1
2147321197	48	0	0	1
2147321205	48	0	0	1
2147321213	48	0	0	1
2147321219	48	0	0	1
2147321224	48	0	0	1
2147321234	48	0	0	1
2147321236	48	0	0	1
2147321238	48	0	0	1
2147321240	48	0	0	1
2147321245	48	0	0	1
2147321250	48	0	0	1
2147321257	48	0	0	1
2147321263	48	0	0	1
2147321271	48	0	0	1
2147321274	48	0	0	1
2147321284	48	0	0	1
2147321292	48	0	0	1
2147321299	48	0	0	1
2147321303	48	0	0	1
2147321313	48	0	0	1
2147321315	48	0	0	1
2147321325	48	0	0	1
2147321329	48	0	0	1
2147321330	48	0	0	1
2147321336	48	0	0	1
2147321341	48	0	0	1
2147321350	48	0	0	1
2147321356	48	0	0	1
2147321366	48	0	0	1
2147321372	48	0	0	1
2147321375	48	0	0	1
2147321377	48	0	0	0
2147321386	48	0	0	1
2147321390	48	0	0	1
2147321398	48	0	0	1
2147321400	48	0	0	1
2147321404	48	0	0	1
2147321406	48	0	0	1
2147321407	48	0	0	1
2147321417	48	0	0	1
2147321424	48	0	0	1
2147321430	48	0	0	1
2147321434	48	0	0	1
2147321436	48	0	0	1
2147321438	48	0	0	1
2147321442	48	0	0	1
2147321450	48	0	0	1
2147321456	48	0	0	1
2147321461	48	0	0	1
2147321466	48	0	0	1
2147321471	48	0	0	1
2147321478	48	0	0	1
2147321487	48	0	0	1
2147321494	48	0	0	1
2147321498	48	0	0	1
2147321504	48	0	0	1
2147321507	48	0	0	1
2147321510	48	0	0	1
2147321515	48	0	0	1
2147321523	48	0	0	1
2147321528	48	0	0	1
2147321538	48	0	0	1
2147321542	48	0	0	1
2147321549	48	0	0	1
2147321556	48	0	0	1
2147321558	48	0	0	1
2147321568	48	0	0	1
2147321574	48	0	0	1
2147321580	48	0	0	1
2147321584	48	0	0	1
2147321587	48	0	0	1
2147321591	48	0	0	1
2147321597	48	0	0	1
2147321601	48	0	0	1
2147321602	48	0	0	1
2147321611	48	0	0	1
2147321615	48	0	0	1
2147321616	48	0	0	1
2147321618	48	0	0	1
2147321621	48	0	0	1
2147321631	48	0	0	1
2147321632	48	0	0	1
2147321639	48	0	0	1
2147321643	48	0	0	1
2147321649	48	0	0	1
2147321668	48	0	1	1
2147321673	48	0	1	1
2147321683	48	0	1	1
2147321690	48	0	1	1
2147321696	48	0	1	1
2147321706	48	0	1	1
2147321719	48	0	1	1
2147321726	48	0	1	1
2147321727	48	0	1	1
2147321730	48	0	1	1
2147321739	48	0	1	1
2147321742	48	0	1	1
2147321748	48	0	1	1
2147321755	48	0	1	1
2147321763	48	0	1	1
2147321773	48	0	1	1
2147321780	48	0	1	1
2147321790	48	0	1	1
2147321793	48	0	1	1
2147321797	48	0	1	1
2147321798	48	0	1	1
2147321804	48	0	1	1
2147321808	48	0	1	1
2147321809	48	0	1	1
2147321813	48	0	1	1
2147321818	48	0	1	1
2147321823	48	0	1	1
2147321828	48	0	1	1
2147321834	48	0	1	1
2147321844	48	0	1	1
2147321852	48	0	1	1
2147321855	48	0	1	1
2147321865	48	0	1	1
2147321873	48	0	1	1
2147321878	48	0	1	1
2147321887	48	0	1	1
2147321895	48	0	1	1
2147321902	48	0	1	1
2147321903	48	0	1	1
2147321906	48	0	1	1
2147321915	48	0	1	1
2147321923	48	0	1	1
2147321928	48	0	1	1
2147321936	48	0	1	1
2147321942	48	0	1	1
2147321946	48	0	1	1
2147321955	48	0	1	1
2147321960	48	0	1	1
2147321963	48	0	1	1
2147321964	48	0	1	1
2147321968	48	0	1	1
2147321969	48	0	1	1
2147321970	48	0	1	1
2147321972	48	0	1	1
2147321977	48	0	1	1
2147321979	48	0	1	1
2147321980	48	0	1	1
2147321988	48	0	1	1
2147321995	48	0	1	1
2147322005	48	0	1	1
2147322007	48	0	1	1
2147322012	48	0	1	1
2147322016	48	0	1	1
2147322025	48	0	1	1
2147322031	48	0	1	1
2147322033	48	0	1	1
2147322039	48	0	1	1
2147322048	48	0	1	1
2147322054	48	0	1	1
2147322064	48	0	1	1
2147322066	48	0	1	1
2147322071	48	0	1	0
2147322080	48	0	1	1
2147322087	48	0	1	1
2147322097	48	0	1	1
2147322103	48	0	1	1
2147322104	48	0	1	1
2147322113	48	0	1	1
2147322123	48	0	1	1
2147322126	48	0	1	1
2147322130	48	0	1	1
2147322134	48	0	1	1
2147322139	48	0	1	1
2147322140	48	0	1	1
2147322150	48	0	1	1
2147322154	48	0	1	1
2147322157	48	0	1	1
2147322159	48	0	1	1
2147322163	48	0	1	1
2147322173	48	0	1	1
2147322183	48	0	1	1
2147322191	48	0	1	1
2147322196	48	0	1	1
2147322198	48	0	1	1
2147322200	48	0	1	1
2147322209	48	0	1	1
2147322213	48	0	1	1
2147322221	48	0	1	1
2147322223	48	0	1	1
2147322228	48	0	1	1
2147322236	48	0	1	1
2147322244	48	0	1	1
2147322248	48	0	1	1
2147322252	48	0	1	1
2147322257	48	0	1	1
2147322261	48	3	1	1
2147322271	48	3	1	1
2147322282	55	0	0	1
2147322288	55	0	0	1
2147322295	55	0	0	1
2147322302	55	0	0	1
2147322306	55	0	0	1
2147322311	55	0	0	1
2147322315	55	0	0	1
2147322316	55	0	0	1
2147322317	55	0	0	1
2147322323	55	0	0	1
2147322325	55	0	0	1
2147322332	55	0	0	1
2147322334	55	0	0	1
2147322336	55	0	0	1
2147322340	55	0	0	1
2147322346	55	0	0	1
2147322348	55	0	0	1
2147322358	55	0	0	1
2147322367	55	0	0	1
2147322368	55	0	0	1
2147322375	55	0	0	1
2147322384	55	0	0	1
2147322393	55	0	0	1
2147322398	55	0	0	1
2147322407	55	0	0	1
2147322417	55	0	0	1
2147322423	55	0	0	1
2147322427	55	0	0	1
2147322434	55	0	0	1
2147322440	55	0	0	1
2147322441	55	0	0	1
2147322444	55	0	0	1
2147322446	55	0	0	1
2147322454	55	0	0	1
2147322459	55	0	0	1
2147322468	55	0	0	1
2147322476	55	0	0	1
2147322486	55	0	0	1
2147322495	55	0	0	1
2147322500	55	0	0	1
2147322508	55	0	0	1
2147322512	55	0	0	1
2147322520	55	0	0	1
2147322525	55	0	0	1
2147322526	55	0	0	1
2147322533	55	0	0	1
2147322537	55	0	0	1
2147322546	55	0	0	1
2147322554	55	0	0	1
2147322562	55	0	0	1
2147322567	55	0	0	1
2147322571	55	0	0	1
2147322581	55	0	0	1
2147322587	55	0	0	1
2147322589	55	0	0	1
2147322595	55	0	0	1
2147322603	55	0	0	1
2147322606	55	0	0	1
2147322608	55	0	0	1
2147322614	55	0	0	1
2147322623	55	0	0	1
2147322624	55	0	0	1
2147322630	55	0	0	1
2147322639	55	0	0	1
2147322649	55	0	0	1
2147322655	55	0	0	1
2147322656	55	0	0	1
2147322663	55	0	0	1
2147322668	55	0	0	1
2147322671	55	0	0	1
2147322672	55	0	0	1
2147322674	55	0	0	1
2147322682	55	0	0	1
2147322687	55	0	0	1
2147322696	55	0	0	1
2147322700	55	0	0	1
2147322710	55	0	0	1
2147322714	55	0	0	1
2147322720	55	0	0	1
2147322730	55	0	0	1
2147322737	55	0	0	1
2147322746	55	0	0	1
2147322754	55	0	0	1
2147322762	55	0	0	1
2147322772	55	0	0	1
2147322777	55	0	0	1
2147322779	55	0	0	1
2147322784	55	0	0	1
2147322794	55	0	0	1
2147322799	55	0	0	1
2147322804	55	0	0	1
2147322807	55	0	0	1
2147322810	55	0	0	1
2147322816	55	0	0	1
2147322826	55	0	0	1
2147322829	55	0	0	1
2147322837	55	0	0	1
2147322841	55	0	0	1
2147322848	55	0	0	1
2147322853	55	0	0	1
2147322859	55	0	0	1
2147322862	55	0	0	1
2147322871	55	0	0	1
2147322880	55	0	0	1
2147322881	55	0	0	1
2147322883	55	0	0	1
2147322889	55	0	0	1
2147322890	55	0	0	1
2147322891	55	0	0	1
2147322893	55	0	0	1
2147322897	55	0	0	1
2147322900	55	0	0	1
2147322903	55	0	0	1
2147322913	55	0	0	1
2147322915	55	0	0	1
2147322923	55	0	0	1
2147322933	55	0	0	1
2147322942	55	0	0	1
2147322952	55	0	0	1
2147322955	55	0	0	1
2147322965	55	0	0	1
2147322972	55	0	0	1
2147322975	55	0	0	1
2147322985	55	0	0	1
2147322994	55	0	0	1
2147322996	55	0	0	1
2147323000	55	0	0	1
2147323004	55	0	0	1
2147323013	55	0	0	1
2147323014	55	0	0	1
2147323021	55	0	0	1
2147323027	55	0	0	1
2147323032	55	0	0	1
2147323041	55	0	0	1
2147323046	55	0	0	1
2147323052	55	0	0	1
2147323056	55	0	0	1
2147323062	55	0	0	1
2147323063	55	0	0	1
2147323064	55	0	0	1
2147323072	55	0	0	1
2147323075	55	0	0	1
2147323081	55	0	0	1
2147323085	55	0	0	1
2147323086	55	0	0	1
2147323090	55	0	0	1
2147323091	55	0	0	1
2147323096	55	0	0	1
2147323100	55	0	0	1
2147323106	55	0	0	1
2147323108	55	0	0	1
2147323112	55	0	0	1
2147323119	55	0	0	1
2147323127	55	0	0	1
2147323129	55	0	0	1
2147323134	55	0	0	1
2147323139	55	0	0	1
2147323140	55	0	0	1
2147323143	55	0	0	1
2147323147	55	0	0	1
2147323152	55	0	0	1
2147323156	55	0	0	1
2147323161	55	0	0	1
2147323163	55	0	0	1
2147323172	55	0	0	1
2147323174	55	0	0	1
2147323184	55	0	0	1
2147323185	55	0	0	1
2147323188	55	0	0	1
2147323191	55	0	0	1
2147323197	55	0	0	1
2147323205	55	0	1	1
2147323215	55	0	1	1
2147323222	55	0	1	1
2147323225	55	0	1	1
2147323235	55	0	1	1
2147323236	55	0	1	1
2147323244	55	0	1	1
2147323245	55	0	1	1
2147323248	55	0	1	1
2147323258	55	0	1	1
2147323268	55	0	1	1
2147323272	55	0	1	1
2147323274	55	0	1	1
2147323278	55	0	1	1
2147323279	55	0	1	1
2147323288	55	0	1	1
2147323293	55	0	1	1
2147323299	55	0	1	1
2147323309	55	0	1	1
2147323312	55	0	1	1
2147323318	55	0	1	1
2147323323	55	0	1	1
2147323327	55	0	1	1
2147323329	55	0	1	1
2147323338	55	0	1	1
2147323343	55	0	1	1
2147323350	55	0	1	1
2147323352	55	0	1	1
2147323362	55	0	1	1
2147323368	55	0	1	1
2147323373	55	0	1	1
2147323377	55	0	1	1
2147323384	55	0	1	1
2147323391	55	0	1	1
2147323397	55	0	1	1
2147323402	55	0	1	1
2147323412	55	0	1	1
2147323418	55	0	1	1
2147323425	55	0	1	1
2147323431	55	0	1	1
2147323438	55	0	1	1
2147323440	55	0	1	1
2147323450	55	0	1	1
2147323457	55	0	1	1
2147323459	55	0	1	1
2147323463	55	0	1	1
2147323469	55	0	1	1
2147323470	55	0	1	1
2147323475	55	0	1	1
2147323478	55	0	1	1
2147323479	55	0	1	1
2147323480	55	0	1	1
2147323481	55	0	1	1
2147323486	55	0	1	1
2147323495	55	0	1	1
2147323503	55	0	1	1
2147323510	55	0	1	1
2147323512	55	0	1	1
2147323518	55	0	1	1
2147323522	55	0	1	1
2147323529	55	0	1	1
2147323535	55	0	1	1
2147323544	55	0	1	1
2147323548	55	0	1	1
2147323558	55	0	1	1
2147323567	55	0	1	1
2147323575	55	0	1	1
2147323584	55	0	1	1
2147323591	55	0	1	1
2147323594	55	0	1	1
2147323597	55	0	1	1
2147323606	55	0	1	1
2147323615	55	0	1	1
2147323616	55	0	1	1
2147323622	55	0	1	1
2147323629	55	0	1	1
2147323630	55	0	1	1
2147323639	55	0	1	1
2147323646	55	0	1	1
2147323655	55	0	1	1
2147323658	55	0	1	1
2147323665	55	0	1	1
2147323675	55	0	1	1
2147323678	55	0	1	1
2147323682	55	0	1	1
2147323690	55	0	1	1
2147323694	55	0	1	1
2147323703	55	0	1	1
2147323711	55	0	1	1
2147323721	55	0	1	1
2147323723	55	0	1	1
2147323728	55	0	1	1
2147323731	55	0	1	1
2147323739	55	0	1	1
2147323741	55	0	1	1
2147323744	55	0	1	1
2147323746	55	0	1	1
2147323751	55	0	1	1
2147323752	55	0	1	1
2147323760	55	0	1	1
2147323766	55	0	1	1
2147323776	55	0	1	1
2147323786	55	0	1	1
2147323796	55	0	1	1
2147323805	55	0	1	1
2147323813	55	0	1	1
2147323816	55	0	1	1
2147323822	55	0	1	1
2147323823	55	0	1	1
2147323825	55	0	1	1
2147323826	55	0	1	1
2147323836	55	0	1	1
2147323846	55	0	1	1
2147323855	55	0	1	1
2147323857	55	0	1	1
2147323858	55	0	1	1
2147323867	55	0	1	1
2147323874	55	0	1	1
2147323878	55	0	1	1
2147323879	55	0	1	1
2147323881	55	0	1	1
2147323886	55	0	1	1
2147323890	55	0	1	1
2147323897	55	0	1	1
2147323900	55	0	1	1
2147323906	55	0	1	1
2147323919	55	0	0	1
2147323920	55	0	0	1
2147323923	55	0	0	1
2147323926	55	0	0	1
2147323933	55	0	0	1
2147323942	55	0	0	1
2147323946	55	0	0	1
2147323949	63	0	0	1
2147323959	63	0	0	1
2147323966	63	0	0	1
2147323971	63	0	0	1
2147323980	63	0	0	1
2147323984	63	0	0	1
2147323993	63	0	0	1
2147323997	63	0	0	1
2147324006	63	0	0	1
2147324009	63	0	0	1
2147324015	63	0	0	1
2147324020	63	0	0	1
2147324021	63	0	0	1
2147324024	63	0	0	1
2147324026	63	0	0	1
2147324028	63	0	0	1
2147324033	63	0	0	1
2147324036	63	0	0	1
2147324044	63	0	0	1
2147324049	63	0	0	1
2147324057	63	0	0	1
2147324066	63	0	0	1
2147324073	63	0	0	1
2147324077	63	0	0	1
2147324085	63	0	0	1
2147324086	63	0	0	1
2147324090	63	0	0	1
2147324093	63	0	0	1
2147324100	63	0	0	1
2147324107	63	0	0	1
2147324116	63	0	0	1
2147324122	63	0	0	1
2147324124	63	0	0	1
2147324129	63	0	0	1
2147324132	63	0	0	1
2147324141	63	0	0	1
2147324149	63	0	0	1
2147324159	63	0	0	1
2147324160	63	0	0	1
2147324161	63	0	0	1
2147324170	63	0	0	1
2147324171	63	0	0	1
2147324174	63	0	0	1
2147324176	63	0	0	1
2147324185	63	0	0	1
2147324188	63	0	0	1
2147324192	63	0	0	1
2147324199	63	0	0	1
2147324201	63	0	0	1
2147324203	63	0	0	1
2147324211	63	0	0	1
2147324216	63	0	0	1
2147324222	63	0	0	1
2147324227	63	0	0	1
2147324232	63	0	0	1
2147324242	63	0	0	1
2147324252	63	0	0	1
2147324258	63	0	0	1
2147324263	63	0	0	1
2147324264	63	0	0	1
2147324266	63	0	0	1
2147324271	63	0	0	1
2147324277	63	0	0	1
2147324280	63	0	0	1
2147324283	63	0	0	1
2147324290	63	0	0	1
2147324296	63	0	0	1
2147324304	63	0	0	1
2147324305	63	0	0	1
2147324311	63	0	0	1
2147324318	63	0	0	1
2147324327	63	0	0	1
2147324328	63	0	0	1
2147324332	63	0	0	1
2147324334	63	0	0	1
2147324339	63	0	0	1
2147324344	63	0	0	1
2147324345	63	0	0	1
2147324352	63	0	0	1
2147324356	63	0	0	1
2147324362	63	0	0	1
2147324363	63	0	0	1
2147324372	63	0	0	1
2147324377	63	0	0	1
2147324381	63	0	0	1
2147324385	63	0	0	1
2147324393	63	0	0	1
2147324399	63	0	0	1
2147324401	63	0	0	1
2147324406	63	0	0	1
2147324408	63	0	0	1
2147324416	63	0	0	1
2147324421	63	0	0	1
2147324427	63	0	0	1
2147324436	63	0	0	1
2147324437	63	0	0	1
2147324442	63	0	0	1
2147324450	63	0	0	1
2147324458	63	0	0	1
2147324464	63	0	0	1
2147324469	63	0	0	1
2147324473	63	0	0	1
2147324479	63	0	0	1
2147324487	63	0	0	1
2147324494	63	0	0	1
2147324495	63	0	0	1
2147324496	63	0	0	1
2147324498	63	0	0	1
2147324502	63	0	0	1
2147324511	63	0	0	1
2147324514	63	0	0	1
2147324524	63	0	0	1
2147324527	63	0	0	1
2147324534	63	0	0	1
2147324536	63	0	0	1
2147324544	63	0	0	1
2147324549	63	0	0	1
2147324556	63	0	0	1
2147324561	63	0	0	1
2147324564	63	0	1	1
2147324565	63	0	1	1
2147324575	63	0	1	1
2147324581	63	0	1	1
2147324586	63	0	1	1
2147324594	63	0	1	1
2147324598	63	0	1	1
2147324607	63	0	1	1
2147324615	63	0	1	1
2147324621	63	0	1	1
2147324629	63	0	1	1
2147324636	63	0	1	1
2147324638	63	0	1	1
2147324645	64	0	0	1
2147324652	64	0	0	1
2147324658	64	0	0	1
2147324667	64	0	0	1
2147324673	64	0	0	1
2147324683	64	0	0	1
2147324690	64	0	0	1
2147324692	64	0	0	1
2147324696	64	0	0	1
2147324705	64	0	0	1
2147324710	64	0	0	1
2147324714	64	0	0	1
2147324718	64	0	0	1
2147324726	64	0	0	1
2147324732	64	0	0	1
2147324734	64	0	0	1
2147324740	64	0	0	1
2147324744	64	0	0	1
2147324753	64	0	0	1
2147324754	64	0	0	1
2147324764	64	0	0	1
2147324772	64	0	0	1
2147324774	64	0	0	1
2147324782	64	0	0	1
2147324785	64	0	0	1
2147324793	64	0	0	1
2147324797	64	0	0	1
2147324807	64	0	0	1
2147324813	64	0	0	1
2147324814	64	0	0	1
2147324819	64	0	0	1
2147324823	64	0	0	1
2147324832	64	0	0	1
2147324834	64	0	0	1
2147324836	64	0	0	1
2147324846	64	0	0	1
2147324856	64	0	0	1
2147324864	64	0	0	1
2147324874	64	0	0	1
2147324880	64	0	0	1
2147324890	64	0	0	1
2147324894	64	0	0	1
2147324902	64	0	0	1
2147324907	64	0	0	1
2147324911	64	0	0	1
2147324914	64	0	0	1
2147324922	64	0	0	1
2147324930	64	0	0	1
2147324939	64	0	0	1
2147324940	64	0	0	1
2147324941	64	0	0	1
2147324947	64	0	0	1
2147324955	64	0	0	1
2147324963	64	0	0	1
2147324964	64	0	0	1
2147324972	64	0	0	1
2147324980	64	0	0	1
2147324989	64	0	0	1
2147324999	64	0	0	1
2147325006	64	0	0	1
2147325011	64	0	0	1
2147325013	64	0	0	1
2147325017	64	0	0	1
2147325024	64	0	0	1
2147325027	64	0	0	1
2147325029	64	0	0	1
2147325031	64	0	0	1
2147325039	64	0	0	1
2147325043	64	0	0	1
2147325053	64	0	0	1
2147325061	64	0	0	1
2147325064	64	0	0	1
2147325068	64	0	0	1
2147325077	64	0	0	1
2147325085	64	0	0	1
2147325094	64	0	0	1
2147325102	64	0	0	1
2147325104	64	0	0	1
2147325110	64	0	0	1
2147325119	64	0	0	1
2147325127	64	0	0	1
2147325131	64	0	0	1
2147325132	64	0	0	1
2147325135	64	0	0	1
2147325137	64	0	0	1
2147325139	64	0	0	1
2147325146	64	0	0	1
2147325152	64	0	0	1
2147325154	64	0	0	1
2147325159	64	0	0	1
2147325169	64	0	0	1
2147325177	64	0	0	1
2147325187	64	0	0	1
2147325195	64	0	0	1
2147325196	64	0	0	1
2147325205	64	0	0	1
2147325206	64	0	0	1
2147325211	64	0	0	1
2147325221	64	0	0	1
2147325222	64	0	0	1
2147325228	64	0	0	1
2147325235	64	0	0	1
2147325238	64	0	0	1
2147325240	64	0	0	1
2147325242	64	0	0	1
2147325247	64	0	0	1
2147325257	64	0	0	1
2147325262	64	0	0	1
2147325268	64	0	0	1
2147325271	64	0	0	1
2147325276	64	0	0	1
2147325285	64	0	0	1
2147325289	64	0	0	1
2147325290	64	0	0	1
2147325295	64	0	0	1
2147325303	64	0	0	1
2147325304	64	0	0	1
2147325313	64	0	0	1
2147325322	64	0	0	1
2147325325	64	0	0	1
2147325328	64	0	0	1
2147325331	64	0	0	1
2147325338	64	0	0	1
2147325345	64	0	0	1
2147325354	64	0	0	1
2147325359	64	0	0	1
2147325361	64	0	0	1
2147325365	64	0	0	1
2147325366	64	0	0	1
2147325374	64	0	0	1
2147325383	64	0	0	1
2147325392	64	0	0	1
2147325393	64	0	0	1
2147325403	64	0	0	1
2147325407	64	0	0	1
