art_set_id	level	age	season	portrait	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation
3c_Afr_General_10_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_10_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_11_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_11_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_11_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_11_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_11_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_14_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_14_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_14_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_14_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_14_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_14	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_15_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_15_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_15_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_15_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_15_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_15	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_16_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_16_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_16_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_16_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_16_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_16	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_17_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_17_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_17_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_17_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_17_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_17	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_18_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_18_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_18_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_18_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_18_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_18	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_19_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_19_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_19_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_19_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_19_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_19	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_20_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_20_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_20_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_20_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_20_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_20	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_21_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_21_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_21_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_21_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_21_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_31_afrebels	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_31_axum	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_31_blemmyes	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_31_mauri	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Afr_General_31_meroe	0	0	none	UI\Portraits\portrait_PH.png	3c_Afr_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_01	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_01	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_02	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_02	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_03	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_03	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_04	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_04	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_05	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_05	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_06	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_06	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_07	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_07	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_08	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_08	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_09	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_09	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_10	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_10	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_11	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_11	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_12	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_12	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
3c_Ala_General_13	0	0	none	UI\Portraits\portrait_PH.png	3c_Ala_General_13	UI\Portraits\portrait_PH.png	UI\Portraits\portrait_PH.png	campaign_ship_civ_army	campaign_ship_civ_fleet	general	ship_general	ship_navy
