effect	bonus_value_id	religion
pel_diplomatic_greek	diplomatic_mod	rom_religion_makedonian
pel_diplomatic_greek	diplomatic_mod	rom_religion_other_greek
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_aiolian
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_akaian
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_dorian
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_ionian
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_makedonian
pel_diplomatic_imperium_greek	diplomatic_mod_imperium	rom_religion_other_greek
pel_diplomatic_imperium_persia	diplomatic_mod_imperium	rom_religion_persian
pel_diplomatic_persian	diplomatic_mod	rom_religion_persian
pel_faction_boiotia_rival_athens	diplomatic_mod	rom_religion_ionian
pun_faction_trait_arevaci_one_people	diplomatic_mod	rom_religion_iberian
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_african_arabian
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_celtic
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_eastern
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_germanic
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_hellenic
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_italian
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_latin
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_nomadic
pun_faction_trait_arevaci_our_land	faction_public_order	rom_religion_punic
pun_faction_trait_carthage_the_great_enemy	diplomatic_mod	rom_religion_latin
pun_faction_trait_lusitani_sacred_sacrifice	faction_public_order	rom_religion_iberian
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_african_arabian
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_celtic
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_eastern
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_germanic
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_hellenic
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_iberian
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_italian
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_latin
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_nomadic
pun_faction_trait_lusitani_stand_alone	diplomatic_mod	rom_religion_punic
pun_faction_trait_rome_carthago_delenda_est	diplomatic_mod	rom_religion_punic
pun_faction_trait_rome_pride_of_rome	faction_public_order	rom_religion_latin
pun_tech_diplomacy_african	diplomatic_mod	rom_religion_african_arabian
pun_tech_diplomacy_carthaginian	diplomatic_mod	rom_religion_african_arabian
pun_tech_diplomacy_carthaginian	diplomatic_mod	rom_religion_celtic
pun_tech_diplomacy_carthaginian	diplomatic_mod	rom_religion_italian
pun_tech_diplomacy_celtic	diplomatic_mod	rom_religion_celtic
pun_tech_diplomacy_iberian	diplomatic_mod	rom_religion_iberian
pun_tech_diplomacy_italian	diplomatic_mod	rom_religion_italian
pun_tech_diplomacy_roman	diplomatic_mod	rom_religion_african_arabian
pun_tech_diplomacy_roman	diplomatic_mod	rom_religion_iberian
pun_tech_diplomacy_roman	diplomatic_mod	rom_religion_italian
rom_building_culture_conversion_afroarabian	conversion	rom_religion_african_arabian
rom_building_culture_conversion_balkan	conversion	rom_religion_balkan
rom_building_culture_conversion_celtic	conversion	rom_religion_celtic
rom_building_culture_conversion_eastern	conversion	rom_religion_eastern
rom_building_culture_conversion_germanic	conversion	rom_religion_germanic
rom_building_culture_conversion_hellenic_global	conversion	rom_religion_hellenic
rom_building_culture_conversion_hellenic	conversion	rom_religion_hellenic
rom_building_culture_conversion_iberian	conversion	rom_religion_iberian
rom_building_culture_conversion_latin	conversion	rom_religion_latin
rom_building_culture_conversion_nomadic_global	conversion	rom_religion_nomadic
rom_building_culture_conversion_nomadic	conversion	rom_religion_nomadic
rom_building_culture_conversion_punic	conversion	rom_religion_punic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_african_arabian
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_balkan
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_celtic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_eastern
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_etruscan
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_germanic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_hellenic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_iberian
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_italian
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_latin
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_nomadic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_nuragic
rom_building_culture_conversion_to_state_culture	conversion_when_state	rom_religion_punic
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_african_arabian
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_balkan
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_celtic
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_eastern
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_germanic
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_hellenic
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_iberian
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_italian
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_latin
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_nomadic
rom_character_culture_conversion_to_state_culture	conversion_when_state	rom_religion_punic
rom_diplomacy_all	diplomatic_mod	rom_religion_african_arabian
rom_diplomacy_all	diplomatic_mod	rom_religion_aiolian
rom_diplomacy_all	diplomatic_mod	rom_religion_akaian
rom_diplomacy_all	diplomatic_mod	rom_religion_balkan
rom_diplomacy_all	diplomatic_mod	rom_religion_barbarian
rom_diplomacy_all	diplomatic_mod	rom_religion_celtic
rom_diplomacy_all	diplomatic_mod	rom_religion_dorian
rom_diplomacy_all	diplomatic_mod	rom_religion_eastern
rom_diplomacy_all	diplomatic_mod	rom_religion_etruscan
rom_diplomacy_all	diplomatic_mod	rom_religion_germanic
rom_diplomacy_all	diplomatic_mod	rom_religion_hellenic
rom_diplomacy_all	diplomatic_mod	rom_religion_iapygian
rom_diplomacy_all	diplomatic_mod	rom_religion_iberian
rom_diplomacy_all	diplomatic_mod	rom_religion_ionian
rom_diplomacy_all	diplomatic_mod	rom_religion_italian
rom_diplomacy_all	diplomatic_mod	rom_religion_latin
rom_diplomacy_all	diplomatic_mod	rom_religion_makedonian
rom_diplomacy_all	diplomatic_mod	rom_religion_nomadic
rom_diplomacy_all	diplomatic_mod	rom_religion_nuragic
rom_diplomacy_all	diplomatic_mod	rom_religion_other_greek
rom_diplomacy_all	diplomatic_mod	rom_religion_persian
rom_diplomacy_all	diplomatic_mod	rom_religion_punic
rom_faction_diplomacy_hellenic_negative_moderate	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_hellenic_positive_moderate	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_african_arabian
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_balkan
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_celtic
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_eastern
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_germanic
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_iberian
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_italian
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_latin
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_nomadic
rom_faction_diplomacy_negative_minor	diplomatic_mod	rom_religion_punic
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_african_arabian
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_balkan
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_celtic
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_eastern
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_germanic
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_iberian
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_italian
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_latin
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_nomadic
rom_faction_diplomacy_negative_moderate	diplomatic_mod	rom_religion_punic
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_african_arabian
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_balkan
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_celtic
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_eastern
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_germanic
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_iberian
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_italian
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_latin
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_nomadic
rom_faction_diplomacy_positive_minor	diplomatic_mod	rom_religion_punic
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_african_arabian
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_balkan
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_celtic
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_eastern
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_germanic
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_hellenic
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_iberian
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_italian
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_latin
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_nomadic
rom_faction_diplomacy_positive_moderate	diplomatic_mod	rom_religion_punic
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_african_arabian
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_balkan
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_celtic
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_eastern
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_germanic
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_iberian
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_italian
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_latin
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_nomadic
rom_faction_trait_black_sea_colchis_assimilation	faction_public_order	rom_religion_punic
rom_faction_trait_black_sea_colchis_golden_legacy_new	conversion	rom_religion_hellenic
rom_faction_trait_black_sea_colchis_golden_legacy	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_black_sea_core_far_from_home	conversion_when_state	rom_religion_hellenic
rom_faction_trait_britannic_iceni_cultured_aspirations	diplomatic_mod	rom_religion_eastern
rom_faction_trait_britannic_iceni_cultured_aspirations	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_britannic_iceni_cultured_aspirations	diplomatic_mod	rom_religion_latin
rom_faction_trait_britannic_iceni_cultured_aspirations	diplomatic_mod	rom_religion_punic
rom_faction_trait_carthage_barcid_popular_support	faction_public_order	rom_religion_punic
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_african_arabian
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_balkan
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_celtic
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_eastern
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_germanic
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_latin
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_carthage_barcid_punic_faith	diplomatic_mod	rom_religion_punic
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_african_arabian
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_balkan
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_celtic
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_eastern
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_germanic
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_iberian
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_italian
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_latin
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_carthage_hannonid_statesmen	diplomatic_mod	rom_religion_punic
rom_faction_trait_eastern_armenia_bridge_builders	diplomatic_mod	rom_religion_eastern
rom_faction_trait_eastern_armenia_bridge_builders	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_eastern_pontus_forsaken_origins	diplomatic_mod	rom_religion_eastern
rom_faction_trait_eastern_pontus_philhellenes	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_gallic_arverni_power_struggles	faction_public_order	rom_religion_celtic
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_african_arabian
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_balkan
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_celtic
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_germanic
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_iberian
rom_faction_trait_gallic_arverni_tribal_hegemony	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_gallic_boii_strife	diplomatic_mod	rom_religion_balkan
rom_faction_trait_gallic_boii_strife	diplomatic_mod	rom_religion_celtic
rom_faction_trait_gallic_boii_strife	diplomatic_mod	rom_religion_germanic
rom_faction_trait_gallic_boii_strife	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_gallic_galatia_gallo_graeci	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_getae_old_enemies	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_getae_our_gods	faction_public_order	rom_religion_balkan
rom_faction_trait_greek_core_cultural	conversion_when_state	rom_religion_hellenic
rom_faction_trait_greek_epirus_dodona	faction_public_order	rom_religion_hellenic
rom_faction_trait_greek_epirus_hellenic_mistrust	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_african_arabian
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_balkan
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_celtic
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_eastern
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_germanic
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_iberian
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_italian
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_latin
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_nomadic
rom_faction_trait_greek_massilia_conservative_society	faction_public_order	rom_religion_punic
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_african_arabian
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_balkan
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_celtic
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_eastern
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_germanic
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_iberian
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_italian
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_latin
rom_faction_trait_greek_massilia_local_dominance	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_nomadic_massagetae_eastern_emnity	diplomatic_mod	rom_religion_eastern
rom_faction_trait_nomadic_roxolani_encroachers	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_nomadic_scythian_greek_emnity	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_odrysia_hellenic_emnity	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_rome_cornelia_disdain_plebs	faction_public_order	rom_religion_latin
rom_faction_trait_rome_cornelia_philhellenes	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_rome_julia_romanisers	conversion_when_state	rom_religion_latin
rom_faction_trait_rome_junia_founding_fathers	faction_public_order	rom_religion_latin
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_african_arabian
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_balkan
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_celtic
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_eastern
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_germanic
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_iberian
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_italian
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_latin
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_rome_junia_political_underdogs	diplomatic_mod	rom_religion_punic
rom_faction_trait_successor_baktria_hellenisation	conversion_when_state	rom_religion_hellenic
rom_faction_trait_successor_baktria_nomadic_emnity	diplomatic_mod	rom_religion_nomadic
rom_faction_trait_successor_core_successor_conflict_new	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_successor_macedon_hellenic_rivalry	diplomatic_mod	rom_religion_hellenic
rom_faction_trait_successor_seleucid_eastern_overlords	diplomatic_mod	rom_religion_eastern
rom_faction_trait_tylis_thracian_oppression	faction_public_order	rom_religion_balkan
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_african_arabian
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_balkan
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_celtic
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_eastern
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_germanic
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_hellenic
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_iberian
rom_force_campaign_mod_happiness_own_culture	faction_public_order	rom_religion_italian
