culture	government_type	faction	on_screen_name_faction_leader	on_screen_name_government_type	effect_bundle	is_default	faction_leader_trait	on_screen_name_faction_female_leader	faction_leader_trait_female	on_screen_name_government_actions	on_screen_descr_government_actions
rom_Barbarian	hereditary_monarchy	inv_lepontii	Chief	Gallic Chiefdom	govt_type_inv_gallic_chiefdom	true	r2_faction_leader_inv_gauls_chief	Chieftess	r2_faction_leader_inv_gauls_chief	Actions	
rom_Barbarian	hereditary_monarchy	inv_ligures	Chief	Gallic Chiefdom	govt_type_inv_gallic_chiefdom	true	r2_faction_leader_inv_gauls_chief	Chieftess	r2_faction_leader_inv_gauls_chief	Actions	
rom_Barbarian	hereditary_monarchy	inv_senones	Chief	Gallic Chiefdom	govt_type_inv_gallic_chiefdom	true	r2_faction_leader_inv_gauls_chief	Chieftess	r2_faction_leader_inv_gauls_chief	Druids	The druids will invoke divine help for our warriors.
rom_Eastern	elected_monarchy	3c_nabatea	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Eastern	elected_monarchy	3c_saba	Malik	League	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	elected_monarchy	emp_nabatea	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Eastern	elected_monarchy	emp_saba	Malik	League	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	elected_monarchy	rom_kush	High King	League	govt_type_elected_monarchy	false	r2_faction_leader_union_default	High Queen	r2_faction_leader_union_high_queen		
rom_Eastern	elected_monarchy	rom_nabatea	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Eastern	elected_monarchy	rom_saba	Malik	League	govt_type_elected_monarchy	false	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	empire		Shahanshah	Empire	govt_type_empire	false	r2_faction_leader_empire_shahanshah	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	3c_nabatea	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	3c_saba	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	3c_sassanid	Shahanshah	Empire	govt_type_empire	true	r2_faction_leader_empire_shahanshah	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	emp_nabatea	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	emp_saba	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	rom_kush	Pharaoh	Empire	govt_type_empire	false	r2_faction_leader_empire_pharaoh	Pharaoh	r2_faction_leader_empire_pharaoh		
rom_Eastern	empire	rom_masaesyli	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	rom_nabatea	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Eastern	empire	rom_saba	Emperor	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Eastern	hereditary_monarchy		Shah	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_shah	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_axum	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	3c_blemmyes	Qore	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	3c_bosporou	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_garamantia	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_gerrhea	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_himyar	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_lakhmids	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_ma_in	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_mascat	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_mauri	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_meroe	Qore	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	3c_nabatea	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_nasamones	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_rebel_african	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	3c_rebel_arabian	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_saba	Malik	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	3c_sassanid	Shah	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_shah	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_axum	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	emp_blemmyes	Qore	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	emp_gaetuli	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_garamantia	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_gerrhea	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_himyar	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_mascat	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_mauri	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_meroe	Qore	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	emp_nabatea	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_nasamones	Agellid	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_qidri	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_rebel_african	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	emp_rebel_arabian	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	emp_saba	Malik	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_axum	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	rom_blemmyes	Qore	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	rom_gaetuli	Agellid	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_garamantia	Agellid	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_gerrhaea	Malik	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_himyar	Malik	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_kush	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_masaesyli	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_mascat	Malik	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_meroe	Qore	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_qore	Kandake	r2_faction_leader_kingdom_kandake		
rom_Eastern	hereditary_monarchy	rom_nabatea	King	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_nasamones	Agellid	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_agellid	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_qidri	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_rebel_african	Nigusa Nagast	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_nigusa_nagast	Nigiste Negestatt	r2_faction_leader_kingdom_nigiste_negestatt		
rom_Eastern	hereditary_monarchy	rom_rebel_arabian	Malik	Kingdom	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	hereditary_monarchy	rom_saba	Malik	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_malik	Queen	r2_faction_leader_kingdom_queen		
rom_Eastern	republic	3c_nabatea	Archon	Politeia	govt_type_republic	false	r2_faction_leader_republic_archon	Archon	r2_faction_leader_republic_archon		
rom_Eastern	republic	emp_nabatea	Archon	Politeia	govt_type_republic	false	r2_faction_leader_republic_archon	Archon	r2_faction_leader_republic_archon		
rom_Eastern	republic	rom_masaesyli	Commanding General	Republic	govt_type_republic	false	r2_faction_leader_republic_commanding_general	Commanding General	r2_faction_leader_republic_commanding_general		
rom_Eastern	republic	rom_nabatea	Archon	Politeia	govt_type_republic	false	r2_faction_leader_republic_archon	Archon	r2_faction_leader_republic_archon		
rom_Hellenistic	elected_monarchy		Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	inv_daunians	Chief	Tribal Union	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Chieftess	r2_faction_leader_kingdom_default	Actions	
rom_Hellenistic	elected_monarchy	inv_messapians	Chief	Tribal Union	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Chieftess	r2_faction_leader_kingdom_default	Actions	
rom_Hellenistic	elected_monarchy	inv_peucetians	Chief	Tribal Union	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_default	Chieftess	r2_faction_leader_kingdom_default	Actions	
rom_Hellenistic	elected_monarchy	pel_athenai	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	pel_boiotia	Hegemon	League	govt_type_elected_monarchy	true	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	pel_korinthos	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	pun_carthage	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	rom_carthage	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	elected_monarchy	rom_seleucid	Hegemon	League	govt_type_elected_monarchy	false	r2_faction_leader_union_hegemon	Hegemon	r2_faction_leader_union_hegemon		
rom_Hellenistic	empire		Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	emp_egypt	Pharaoh	Empire	govt_type_empire	false	r2_faction_leader_empire_pharaoh	Pharaoh	r2_faction_leader_empire_pharaoh		
rom_Hellenistic	empire	pel_athenai	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	pel_boiotia	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	pel_korinthos	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	pun_carthage	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Megas Basilissa 	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	rom_carthage	Megas Basileus	Empire	govt_type_empire	false	r2_faction_leader_empire_default	Megas Basilissa 	r2_faction_leader_empire_empress		
rom_Hellenistic	empire	rom_ptolemaics	Pharaoh	Empire	govt_type_empire	false	r2_faction_leader_empire_pharaoh	Pharaoh	r2_faction_leader_empire_pharaoh		
rom_Hellenistic	empire	rom_seleucid	Megas Basileus	Empire	govt_type_empire	true	r2_faction_leader_empire_megas_basileus	Empress	r2_faction_leader_empire_empress		
rom_Hellenistic	hereditary_monarchy		Basileus	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_kingdom_basileus	Queen	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	emp_egypt	Pharaoh	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_empire_pharaoh	Pharaoh	r2_faction_leader_empire_pharaoh		
rom_Hellenistic	hereditary_monarchy	inv_syracuse	Tyrannos	Tyranny	govt_type_inv_syracusan_tyranny	true	r2_faction_leader_inv_syracuse_tyrant	Tyrant	r2_faction_leader_inv_syracuse_tyrant	Equip Colonists	Send an expedition to exploit resources in distant lands.
rom_Hellenistic	hereditary_monarchy	pel_athenai	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_basileus	Queen	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	pel_boiotia	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_basileus	Queen	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	pel_korinthos	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_basileus	Queen	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	pun_carthage	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_default	Basilissa 	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	rom_carthage	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_default	Basilissa 	r2_faction_leader_kingdom_queen		
rom_Hellenistic	hereditary_monarchy	rom_ptolemaics	Pharaoh	Kingdom	govt_type_hereditary_monarchy	true	r2_faction_leader_empire_pharaoh	Pharaoh	r2_faction_leader_empire_pharaoh		
rom_Hellenistic	hereditary_monarchy	rom_seleucid	Basileus	Kingdom	govt_type_hereditary_monarchy	false	r2_faction_leader_kingdom_basileus	Queen	r2_faction_leader_kingdom_queen		
rom_Hellenistic	republic		Eponymous Archon	Politeia	govt_type_republic	false	r2_faction_leader_republic_archon	Eponymous Archon	r2_faction_leader_republic_archon		
rom_Hellenistic	republic	inv_agrigento	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Actions	
rom_Hellenistic	republic	inv_agyrion	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Actions	
rom_Hellenistic	republic	inv_carthage	Shophet	Republic	govt_type_republic	true	r2_faction_leader_republic_shophet	Shophet	r2_faction_leader_republic_shophet	Actions	
rom_Hellenistic	republic	inv_croton	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Actions	
rom_Hellenistic	republic	inv_neapolis	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Actions	
rom_Hellenistic	republic	inv_rhegion	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Actions	
rom_Hellenistic	republic	inv_taranto	Archon	Oligarchy	govt_type_inv_tarantine_oligarchy	true	r2_faction_leader_inv_taras_archon	Archon	r2_faction_leader_inv_taras_archon	Philosophers	Employ the court philosophers to help the state.
rom_Hellenistic	republic	pel_athenai	Eponymous Archon	Politeia	govt_type_republic	true	r2_faction_leader_republic_archon	Eponymous Archon	r2_faction_leader_republic_archon		
rom_Hellenistic	republic	pel_boiotia	Eponymous Archon	Politeia	govt_type_republic	false	r2_faction_leader_republic_archon	Eponymous Archon	r2_faction_leader_republic_archon		
rom_Hellenistic	republic	pel_korinthos	Eponymous Archon	Politeia	govt_type_republic	true	r2_faction_leader_republic_archon	Eponymous Archon	r2_faction_leader_republic_archon		
rom_Hellenistic	republic	pun_carthage	Commanding General	Republic	govt_type_republic	true	r2_faction_leader_republic_commanding_general	Commanding General	r2_faction_leader_republic_commanding_general		
rom_Hellenistic	republic	rom_carthage	Shophet	Republic	govt_type_republic	true	r2_faction_leader_republic_shophet	Shophet	r2_faction_leader_republic_shophet		
rom_Hellenistic	republic	rom_seleucid	Archon	Republic	govt_type_republic	false	r2_faction_leader_republic_archon	Archon	r2_faction_leader_republic_archon		
rom_Roman	elected_monarchy	inv_aequi	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_bruttii	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_frentani	Medix Touticus	Touto	govt_type_inv_samnite_touto	true	r2_faction_leader_inv_samnites_medix_tuticus	Medix Touticus	r2_faction_leader_inv_samnites_medix_tuticus	Actions	
rom_Roman	elected_monarchy	inv_hernici	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_lucani	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_marrucini	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_paeligni	Medix Touticus	Touto	govt_type_inv_samnite_touto	true	r2_faction_leader_inv_samnites_medix_tuticus	Medix Touticus	r2_faction_leader_inv_samnites_medix_tuticus	Ver Sacrum	
rom_Roman	elected_monarchy	inv_picentes	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_sabines	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_samnites	Medix Touticus	Touto	govt_type_inv_samnite_touto	true	r2_faction_leader_inv_samnites_medix_tuticus	Queen	r2_faction_leader_kingdom_default	Ver Sacrum	Send the Samnite youth on a campaign of conquest.
rom_Roman	elected_monarchy	inv_umbri	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	elected_monarchy	inv_veneti	Chief	Venetic Chiefdom	govt_type_inv_venetic_chiefdom	true	r2_faction_leader_inv_veneti_chief	Queen	r2_faction_leader_inv_veneti_chief	Royal Herd	Breed horses to improve civil or military affairs.
rom_Roman	elected_monarchy	inv_volsci	King	Tribal Union	govt_type_elected_monarchy	true	r2_faction_leader_kingdom_default	Queen	r2_faction_leader_kingdom_default	Actions	
rom_Roman	empire	3c_gallicemp	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	3c_palmyra	Empress	Empire	govt_type_empire	false	r2_faction_leader_empire_empress	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	3c_rome	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	emp_antony	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
rom_Roman	empire	emp_lepidus	Emperor	Empire	govt_type_empire	true	r2_faction_leader_empire_default	Empress	r2_faction_leader_empire_empress		
