effect_bundle_key	effect_key	effect_scope	value	advancement_stage
3c_faction_trait_gallic_empire	3c_faction_trait_gallicemp_political_action_cost_mod	this_faction	-20.0000	start_turn_completed
3c_faction_trait_gallic_empire	3c_faction_trait_gallicemp_public_order_latin	in_all_your_provinces_unseen	6.0000	start_turn_completed
3c_faction_trait_gothi	3c_faction_trait_gothi_ancestral_blades	in_all_your_provinces	5.0000	start_turn_completed
3c_faction_trait_gothi	pun_faction_trait_arevaci_horsemanship	in_all_your_provinces_unseen	-20.0000	start_turn_completed
3c_faction_trait_gothi	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
3c_faction_trait_marcomanni	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
3c_faction_trait_marcomanni	rom_faction_trait_gallic_nervii_ambushers	in_all_your_forces	50.0000	start_turn_completed
3c_faction_trait_marcomanni	rom_faction_trait_germanic_suebi_tribal_conflict	in_all_your_forces	20.0000	start_turn_completed
3c_faction_trait_palmyrene_empire	3c_faction_trait_palmyra_cult_banditry	in_all_your_regions	-4.0000	start_turn_completed
3c_faction_trait_palmyrene_empire	3c_faction_trait_palmyra_research_rate	this_faction	20.0000	start_turn_completed
3c_faction_trait_roman_empire	rom_faction_trait_carthage_magonid_iron_fist	this_faction	50.0000	start_turn_completed
3c_faction_trait_roman_empire	rom_faction_trait_rome_core_marching_orders	in_all_your_forces	15.0000	start_turn_completed
3c_faction_trait_sassanid_empire	3c_faction_trait_sassanid_charge_cavalry	in_all_your_forces	20.0000	start_turn_completed
3c_faction_trait_sassanid_empire	3c_faction_trait_sassanid_diplomacy_eastern_nomadic	this_faction	25.0000	start_turn_completed
3c_faction_trait_saxoni	3c_faction_trait_saxoni_settlers	in_all_your_regions	-50.0000	start_turn_completed
3c_faction_trait_saxoni	3c_faction_trait_saxoni_voyagers	in_all_your_navies	20.0000	start_turn_completed
3c_faction_trait_saxoni	rom_building_gdp_subsistence_faction_capital_hidden	this_faction	500.0000	start_turn_completed
3c_famous_bard	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	6.0000	start_turn_completed
3c_famous_scholar	rom_building_research_points_mod_civil	this_faction	10.0000	start_turn_completed
3c_gothi_casting_the_lots_i_A	3c_event_faction_replenishment	in_all_your_forces	12.0000	start_turn_completed
3c_gothi_casting_the_lots_i_A	rom_force_campaign_mod_movement_range	in_all_your_forces	10.0000	start_turn_completed
3c_gothi_casting_the_lots_i_B	3c_event_sanitation	in_all_your_regions	6.0000	start_turn_completed
3c_gothi_casting_the_lots_i_B	rom_faction_public_order_events	in_all_your_provinces	4.0000	start_turn_completed
3c_gothi_casting_the_lots_i_C	3c_banditry_events_all_your_provinces	in_all_your_provinces	-6.0000	start_turn_completed
3c_gothi_casting_the_lots_i_C	rom_event_political_party_loyalty	this_faction	10.0000	start_turn_completed
3c_gothi_casting_the_lots_i_D	rom_payload_food	in_all_your_provinces	3.0000	start_turn_completed
3c_gothi_casting_the_lots_i_D	rom_province_growth_province_effects	in_all_your_provinces	5.0000	start_turn_completed
3c_intro_cults	rom_faction_public_order_events	in_all_your_provinces	1.0000	start_turn_completed
3c_master_horseman	rom_building_unit_experience_cavalry	in_all_your_provinces	2.0000	start_turn_completed
3c_mystic_dreams_i_A_recruitment	rom_tech_military_management_recruitment_mod	in_all_your_provinces	1.0000	start_turn_completed
3c_mystic_dreams_i_B_political	rom_event_political_party_loyalty	this_faction	7.0000	start_turn_completed
3c_mystic_dreams_i_C_morale	rom_force_unit_mod_morale	in_all_your_armies	10.0000	start_turn_completed
3c_mystic_dreams_i_D_general_stats	rom_general_attribute_mod_authority	this_general	-1.0000	start_turn_completed
3c_mystic_dreams_i_D_general_stats	rom_general_attribute_mod_subterfuge	this_general	-1.0000	start_turn_completed
3c_mystic_dreams_i_D_general_stats	rom_general_attribute_mod_zeal	this_general	-1.0000	start_turn_completed
3c_pax_romana	rom_building_gdp_mod_trade_all	in_all_your_regions	10.0000	start_turn_completed
3c_plague_army	rom_force_unit_mod_morale	this_force	-6.0000	start_turn_completed
3c_plague_army	rom_plague_stop_force_replenishment	this_force	-1000.0000	start_turn_completed
3c_plague_region	rom_building_gdp_mod_all	this_region	-10.0000	start_turn_completed
3c_plague_region	rom_faction_public_order_events	this_province	-10.0000	start_turn_completed
3c_plague_region	rom_food_shortage_remove_all_growth	this_province	1.0000	start_turn_completed
3c_rat_infestation	3c_event_squalor	regions_in_this_province	5.0000	start_turn_completed
3c_rat_infestation_D	3c_event_food_consumption	regions_in_this_province	2.0000	start_turn_completed
3c_rat_infestation_i_A	3c_event_sanitation	regions_in_this_province	8.0000	start_turn_completed
3c_rat_infestation_i_B	3c_event_sanitation	regions_in_this_province	4.0000	start_turn_completed
3c_rat_infestation_i_C	3c_event_sanitation	regions_in_this_province	8.0000	start_turn_completed
3c_rat_infestation_i_C	rom_faction_public_order_events	this_province	-2.0000	start_turn_completed
3c_rat_infestation_i_D	rom_faction_public_order_events	this_province	3.0000	start_turn_completed
3c_revolt_of_the_mint_workers	rom_faction_public_order_events	this_province	-40.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A1	3c_event_food_consumption	in_all_your_provinces	2.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A1	rom_event_political_party_loyalty	this_faction	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A1	rom_force_unit_mod_morale	in_all_your_forces	10.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A2	rom_event_political_party_loyalty	this_faction	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A2	rom_force_campaign_mod_movement_range	in_all_your_forces	-30.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A2	subject_diplomacy	this_faction	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A3	3c_tech_civil_culture_diplomacy_german	this_faction	20.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A3	rom_building_gdp_mod_all	in_all_your_regions	-15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_A3	rom_event_political_party_loyalty	this_faction	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B1	3c_event_food_consumption	in_all_your_provinces	2.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B1	rom_faction_public_order_events	in_all_your_provinces	8.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B1	rom_province_growth_province_effects	in_all_your_provinces	3.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B2	3c_banditry_events_all_your_provinces	in_all_your_provinces	5.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B2	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	80.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B2	rom_faction_public_order_events	in_all_your_provinces	8.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B3	rom_building_gdp_mod_all	in_all_your_regions	-15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B3	rom_building_sanitation	in_all_your_regions	6.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_B3	rom_faction_public_order_events	in_all_your_provinces	8.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C1	3c_event_food_consumption	in_all_your_provinces	2.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C1	rom_building_gdp_mod_agriculture_all	in_all_your_regions	40.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C1	rom_building_gdp_mod_all	in_all_your_regions	13.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C2	rom_building_gdp_mod_all	in_all_your_regions	13.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C2	rom_building_gdp_mod_culture_all	in_all_your_regions	40.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C2	rom_faction_public_order_events	in_all_your_provinces	-7.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C3	rom_building_gdp_mod_all	in_all_your_regions	13.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C3	rom_building_gdp_mod_trade_all	in_all_your_regions	40.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_C3	rom_force_campaign_mod_movement_range	in_all_your_forces	-15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D1	3c_event_faction_replenishment	in_all_your_forces	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D1	rom_force_campaign_mod_movement_range	in_all_your_forces	10.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D1	rom_province_growth_province_effects	in_all_your_provinces	-5.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D2	3c_event_faction_replenishment	in_all_your_forces	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D2	3c_tech_civil_culture_diplomacy_barbarian	this_faction	-15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D2	3c_tech_civil_culture_diplomacy_eastern	this_faction	-15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D2	rom_force_unit_mod_morale	in_all_your_armies	10.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D3	3c_event_faction_replenishment	in_all_your_forces	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D3	rom_building_gdp_mod_culture_all	in_all_your_regions	-45.0000	start_turn_completed
3c_rom_Sibylline_Books_Agree_D3	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	20.0000	start_turn_completed
3c_rom_Sibylline_Books_Burn	rom_faction_public_order_events	in_all_your_provinces	-8.0000	start_turn_completed
3c_rom_Sibylline_Books_For_Show	rom_building_gdp_mod_all	in_all_your_regions	-6.0000	start_turn_completed
3c_rom_Sibylline_Books_For_Show	rom_faction_public_order_events	in_all_your_provinces	1.0000	start_turn_completed
3c_rom_Sibylline_Books_Hide	rom_event_political_party_loyalty	this_faction	-5.0000	start_turn_completed
3c_rom_Sibylline_Books_Rational	rom_building_research_points	this_faction	15.0000	start_turn_completed
3c_rom_Sibylline_Books_Rational	rom_faction_public_order_events	in_all_your_provinces	-1.0000	start_turn_completed
3c_ships_at_the_port_A	3c_event_squalor	regions_in_this_province	5.0000	start_turn_completed
3c_ships_at_the_port_A	rom_building_gdp_mod_trade_all	regions_in_this_province	100.0000	start_turn_completed
3c_ships_at_the_port_B	3c_event_squalor	regions_in_this_province	3.0000	start_turn_completed
3c_ships_at_the_port_B	rom_faction_public_order_events	this_province	-2.0000	start_turn_completed
3c_ships_at_the_port_C	rom_faction_public_order_events	this_province	-2.0000	start_turn_completed
3c_ships_at_the_port_D	rom_event_political_party_loyalty	this_faction	6.0000	start_turn_completed
3c_ships_at_the_port_D	subject_diplomacy	this_faction	-8.0000	start_turn_completed
3c_spring	3c_event_sanitation	regions_in_this_province	5.0000	start_turn_completed
3c_squalor_incident	3c_event_squalor	regions_in_this_province	4.0000	start_turn_completed
3c_stolen_eagle_A	rom_force_attrition	this_army	10.0000	start_turn_completed
3c_stolen_eagle_i_A	rom_force_unit_mod_morale	this_army	10.0000	start_turn_completed
3c_stolen_eagle_i_C	rom_force_unit_mod_morale	this_army	10.0000	start_turn_completed
3c_stolen_eagle_i_D	3c_banditry_events_province	this_force_local_province	-10.0000	start_turn_completed
3c_stolen_eagle_i_D	rom_force_campaign_mod_movement_range	this_force	-50.0000	start_turn_completed
3c_stolen_eagle	rom_force_unit_mod_morale	this_army	-10.0000	start_turn_completed
3c_tactician	rom_force_campaign_mod_movement_range	in_all_your_forces	10.0000	start_turn_completed
3c_tech_module_battle_1	rom_force_unit_mod_morale	in_all_your_forces	5.0000	start_turn_completed
3c_tech_module_battle_2	rom_force_unit_mod_morale	in_all_your_forces	10.0000	start_turn_completed
3c_tech_module_battle_3	rom_force_unit_mod_morale	in_all_your_forces	15.0000	start_turn_completed
3c_tech_module_campaign_1	rom_tech_module_military_tactics	in_all_your_armies	5.0000	start_turn_completed
3c_tech_module_campaign_2	rom_tech_module_military_tactics	in_all_your_armies	10.0000	start_turn_completed
3c_tech_module_campaign_3	rom_tech_module_military_tactics	in_all_your_armies	15.0000	start_turn_completed
3c_tech_module_culture_1	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	10.0000	start_turn_completed
3c_tech_module_culture_2	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	20.0000	start_turn_completed
3c_tech_module_culture_3	rom_tech_civil_economy_culture_gdp_mod	in_all_your_regions	30.0000	start_turn_completed
3c_tech_module_economy_1	3c_tech_module_economy_gdp_mod	in_all_your_regions	3.0000	start_turn_completed
3c_tech_module_economy_2	3c_tech_module_economy_gdp_mod	in_all_your_regions	5.0000	start_turn_completed
3c_tech_module_economy_3	3c_tech_module_economy_gdp_mod	in_all_your_regions	7.0000	start_turn_completed
3c_tech_module_governance_1	rom_tech_civil_economy_tax_mod	this_faction	5.0000	start_turn_completed
3c_tech_module_governance_2	rom_tech_civil_economy_tax_mod	this_faction	10.0000	start_turn_completed
3c_tech_module_governance_3	rom_tech_civil_economy_tax_mod	this_faction	15.0000	start_turn_completed
3c_tech_module_military_recruitment_1	rom_building_unit_experience_all	in_all_your_provinces	1.0000	start_turn_completed
3c_tech_module_military_recruitment_2	rom_building_unit_experience_all	in_all_your_provinces	1.0000	start_turn_completed
3c_tech_module_military_recruitment_3	rom_building_unit_experience_all	in_all_your_provinces	1.0000	start_turn_completed
Inv_loyalty_decr	rom_event_political_party_loyalty	this_faction	-10.0000	start_turn_completed
Inv_loyalty_incr	rom_event_political_party_loyalty	this_faction	10.0000	start_turn_completed
construction_costs_all_10_minus	rom_building_building_cost_mod	in_all_your_regions	-10.0000	start_turn_completed
construction_costs_all_10_plus	rom_building_building_cost_mod	in_all_your_regions	10.0000	start_turn_completed
cultural_conversion_10_plus	rom_tech_civil_philosophy_conversion_mod	this_faction	10.0000	start_turn_completed
dk_architects_A	rom_building_gdp_mod_agriculture_all	in_all_your_regions	15.0000	start_turn_completed
dk_architects_A	rom_building_gdp_mod_all	in_all_your_regions	-5.0000	start_turn_completed
dk_architects_A	rom_general_local_mod_construction_costs	in_all_your_regions	-10.0000	start_turn_completed
dk_architects_B	rom_building_gdp_mod_all	in_all_your_regions	-8.0000	start_turn_completed
dk_architects_B	rom_building_research_points_mod_civil	this_faction	20.0000	start_turn_completed
dk_architects_B	rom_general_local_mod_construction_costs	in_all_your_regions	-10.0000	start_turn_completed
dk_architects_C	rom_event_political_party_loyalty	this_faction	5.0000	start_turn_completed
dk_camel_disease_A	rom_building_gdp_mod_all	in_all_your_regions	-5.0000	start_turn_completed
dk_camel_disease_A	rom_building_trade_tariffs_all	this_faction	15.0000	start_turn_completed
dk_camel_disease_A	subject_happiness	in_all_your_provinces	1.0000	start_turn_completed
dk_camel_disease_B	rom_building_trade_tariffs_all	this_faction	12.0000	start_turn_completed
dk_camel_disease_B	subject_happiness	in_all_your_provinces	-2.0000	start_turn_completed
dk_camel_disease_C	rom_event_political_party_loyalty	this_faction	-5.0000	start_turn_completed
dk_camel_disease_C	subject_happiness	in_all_your_provinces	1.0000	start_turn_completed
dk_construction_delayed_A	dk_event_all_buildings_build_time_mod	regions_in_this_province	-1.0000	start_turn_completed
dk_construction_delayed_A	rom_province_growth_province_effects	this_province	-4.0000	start_turn_completed
dk_construction_delayed_B	dk_event_all_buildings_build_time_mod	regions_in_this_province	-1.0000	start_turn_completed
dk_construction_delayed_B	rom_building_gdp_mod_industry	regions_in_this_province	-40.0000	start_turn_completed
dk_dig_A1	rom_event_political_party_loyalty	this_faction	8.0000	start_turn_completed
dk_dig_A1	subject_diplomacy	this_faction	8.0000	start_turn_completed
dk_dig_A2	3c_event_food_consumption	regions_in_this_province	2.0000	start_turn_completed
dk_dig_A2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	-15.0000	start_turn_completed
