id	set_id	culture	faction	sub_culture	campaign
10167	3c_rome_lead	rom_Roman	3c_numidia		main_3c
10170	3c_rome_leather	rom_Roman	3c_numidia		main_3c
10176	3c_rome_lumber	rom_Roman	3c_numidia		main_3c
10185	3c_rome_marble	rom_Roman	3c_numidia		main_3c
10188	3c_rome_military_buff	rom_Roman	3c_numidia		main_3c
10198	3c_rome_military_siege	rom_Roman	3c_numidia		main_3c
10200	3c_rome_navalbuff	rom_Roman	3c_numidia		main_3c
10210	3c_rome_olive	rom_Roman	3c_numidia		main_3c
10219	3c_rome_purple_dye	rom_Roman	3c_numidia		main_3c
10223	3c_rome_silk	rom_Roman	3c_numidia		main_3c
10228	3c_rome_town	rom_Roman	3c_numidia		main_3c
10236	3c_rome_town_centre	rom_Roman	3c_numidia		main_3c
10244	3c_rome_wine	rom_Roman	3c_numidia		main_3c
10250	3c_rome_administration	rom_Roman	3c_roman_pretender		main_3c
10253	3c_rome_agriculture	rom_Roman	3c_roman_pretender		main_3c
10258	3c_rome_city_centre	rom_Roman	3c_roman_pretender		main_3c
10265	3c_rome_city_major	rom_Roman	3c_roman_pretender		main_3c
10273	3c_all_cults	rom_Roman	3c_roman_pretender		main_3c
10278	3c_rome_military	rom_Roman	3c_roman_pretender		main_3c
10279	3c_rome_military_aux	rom_Roman	3c_roman_pretender		main_3c
10285	3c_rome_port	rom_Roman	3c_roman_pretender		main_3c
10289	3c_rome_religious	rom_Roman	3c_roman_pretender		main_3c
10298	3c_rome_sanitation	rom_Roman	3c_roman_pretender		main_3c
10308	3c_rome_amber	rom_Roman	3c_roman_pretender		main_3c
10312	3c_rome_glass	rom_Roman	3c_roman_pretender		main_3c
1032	rom_BARBARIAN_city_minor_purple_dye	rom_Barbarian			
10320	3c_rome_gold	rom_Roman	3c_roman_pretender		main_3c
10327	3c_rome_grain	rom_Roman	3c_roman_pretender		main_3c
10330	3c_rome_horse	rom_Roman	3c_roman_pretender		main_3c
10334	3c_rome_industry	rom_Roman	3c_roman_pretender		main_3c
10340	3c_rome_iron	rom_Roman	3c_roman_pretender		main_3c
10347	3c_rome_lead	rom_Roman	3c_roman_pretender		main_3c
10348	3c_rome_leather	rom_Roman	3c_roman_pretender		main_3c
10358	3c_rome_lumber	rom_Roman	3c_roman_pretender		main_3c
10361	3c_rome_marble	rom_Roman	3c_roman_pretender		main_3c
10362	3c_rome_military_buff	rom_Roman	3c_roman_pretender		main_3c
10365	3c_rome_military_siege	rom_Roman	3c_roman_pretender		main_3c
10371	3c_rome_navalbuff	rom_Roman	3c_roman_pretender		main_3c
1038	rom_BARBARIAN_city_minor_silk	rom_Barbarian			
10380	3c_rome_olive	rom_Roman	3c_roman_pretender		main_3c
10388	3c_rome_purple_dye	rom_Roman	3c_roman_pretender		main_3c
10396	3c_rome_silk	rom_Roman	3c_roman_pretender		main_3c
10406	3c_rome_town	rom_Roman	3c_roman_pretender		main_3c
10411	3c_rome_town_centre	rom_Roman	3c_roman_pretender		main_3c
10421	3c_rome_wine	rom_Roman	3c_roman_pretender		main_3c
1043	rom_BARBARIAN_city_minor_silver	rom_Barbarian			
10431	3c_rome_administration	rom_Roman	3c_britannia		main_3c
10440	3c_gallicemp_agriculture	rom_Roman	3c_britannia		main_3c
10450	3c_rome_city_centre	rom_Roman	3c_britannia		main_3c
10456	3c_rome_city_major	rom_Roman	3c_britannia		main_3c
10457	3c_all_cults	rom_Roman	3c_britannia		main_3c
10464	3c_gallicemp_military	rom_Roman	3c_britannia		main_3c
10465	3c_rome_military_aux	rom_Roman	3c_britannia		main_3c
10474	3c_rome_port	rom_Roman	3c_britannia		main_3c
10475	3c_gallicemp_religious	rom_Roman	3c_britannia		main_3c
10476	3c_rome_sanitation	rom_Roman	3c_britannia		main_3c
10484	3c_rome_amber	rom_Roman	3c_britannia		main_3c
10492	3c_rome_glass	rom_Roman	3c_britannia		main_3c
10502	3c_rome_gold	rom_Roman	3c_britannia		main_3c
10503	3c_rome_grain	rom_Roman	3c_britannia		main_3c
10508	3c_rome_horse	rom_Roman	3c_britannia		main_3c
10511	3c_rome_industry	rom_Roman	3c_britannia		main_3c
10516	3c_rome_iron	rom_Roman	3c_britannia		main_3c
10524	3c_rome_lead	rom_Roman	3c_britannia		main_3c
10527	3c_rome_leather	rom_Roman	3c_britannia		main_3c
10534	3c_rome_lumber	rom_Roman	3c_britannia		main_3c
10543	3c_rome_marble	rom_Roman	3c_britannia		main_3c
10552	3c_rome_military_buff	rom_Roman	3c_britannia		main_3c
10557	3c_rome_military_siege	rom_Roman	3c_britannia		main_3c
10559	3c_rome_navalbuff	rom_Roman	3c_britannia		main_3c
10566	3c_rome_olive	rom_Roman	3c_britannia		main_3c
10575	3c_rome_purple_dye	rom_Roman	3c_britannia		main_3c
10582	3c_rome_silk	rom_Roman	3c_britannia		main_3c
1059	rom_BARBARIAN_city_minor_timber	rom_Barbarian			
10590	3c_rome_town	rom_Roman	3c_britannia		main_3c
10593	3c_rome_town_centre	rom_Roman	3c_britannia		main_3c
10599	3c_rome_wine	rom_Roman	3c_britannia		main_3c
10602	3c_rome_administration	rom_Roman	3c_lusitania		main_3c
10604	3c_gallicemp_agriculture	rom_Roman	3c_lusitania		main_3c
10606	3c_rome_city_centre	rom_Roman	3c_lusitania		main_3c
10615	3c_rome_city_major	rom_Roman	3c_lusitania		main_3c
10616	3c_all_cults	rom_Roman	3c_lusitania		main_3c
10622	3c_gallicemp_military	rom_Roman	3c_lusitania		main_3c
10631	3c_rome_military_aux	rom_Roman	3c_lusitania		main_3c
10638	3c_rome_port	rom_Roman	3c_lusitania		main_3c
1064	rom_BARBARIAN_city_minor_township	rom_Barbarian			
10642	3c_gallicemp_religious	rom_Roman	3c_lusitania		main_3c
10648	3c_rome_sanitation	rom_Roman	3c_lusitania		main_3c
10653	3c_rome_amber	rom_Roman	3c_lusitania		main_3c
10656	3c_rome_glass	rom_Roman	3c_lusitania		main_3c
10659	3c_rome_gold	rom_Roman	3c_lusitania		main_3c
10668	3c_rome_grain	rom_Roman	3c_lusitania		main_3c
10669	3c_rome_horse	rom_Roman	3c_lusitania		main_3c
10679	3c_rome_industry	rom_Roman	3c_lusitania		main_3c
10684	3c_rome_iron	rom_Roman	3c_lusitania		main_3c
10686	3c_rome_lead	rom_Roman	3c_lusitania		main_3c
10692	3c_rome_leather	rom_Roman	3c_lusitania		main_3c
107	rom_ROMAN_military_buff	rom_Roman			
10702	3c_rome_lumber	rom_Roman	3c_lusitania		main_3c
10703	3c_rome_marble	rom_Roman	3c_lusitania		main_3c
10705	3c_rome_military_buff	rom_Roman	3c_lusitania		main_3c
10711	3c_rome_military_siege	rom_Roman	3c_lusitania		main_3c
10713	3c_rome_navalbuff	rom_Roman	3c_lusitania		main_3c
10714	3c_rome_olive	rom_Roman	3c_lusitania		main_3c
1072	rom_BARBARIAN_city_minor_wine	rom_Barbarian			
10723	3c_rome_purple_dye	rom_Roman	3c_lusitania		main_3c
1073	rom_EASTERN_city_major	rom_Eastern			
10731	3c_rome_silk	rom_Roman	3c_lusitania		main_3c
10733	3c_rome_town	rom_Roman	3c_lusitania		main_3c
10738	3c_rome_town_centre	rom_Roman	3c_lusitania		main_3c
10744	3c_rome_wine	rom_Roman	3c_lusitania		main_3c
10747	3c_rome_administration	rom_Roman	3c_hispania		main_3c
10748	3c_gallicemp_agriculture	rom_Roman	3c_hispania		main_3c
10754	3c_rome_city_centre	rom_Roman	3c_hispania		main_3c
10764	3c_rome_city_major	rom_Roman	3c_hispania		main_3c
10766	3c_all_cults	rom_Roman	3c_hispania		main_3c
10767	3c_gallicemp_military	rom_Roman	3c_hispania		main_3c
10773	3c_rome_military_aux	rom_Roman	3c_hispania		main_3c
10777	3c_rome_port	rom_Roman	3c_hispania		main_3c
1078	rom_BARBARIAN_city_major	rom_Barbarian			
10785	3c_gallicemp_religious	rom_Roman	3c_hispania		main_3c
10793	3c_rome_sanitation	rom_Roman	3c_hispania		main_3c
10797	3c_rome_amber	rom_Roman	3c_hispania		main_3c
10806	3c_rome_glass	rom_Roman	3c_hispania		main_3c
10810	3c_rome_gold	rom_Roman	3c_hispania		main_3c
10819	3c_rome_grain	rom_Roman	3c_hispania		main_3c
10826	3c_rome_horse	rom_Roman	3c_hispania		main_3c
10827	3c_rome_industry	rom_Roman	3c_hispania		main_3c
10834	3c_rome_iron	rom_Roman	3c_hispania		main_3c
10836	3c_rome_lead	rom_Roman	3c_hispania		main_3c
10841	3c_rome_leather	rom_Roman	3c_hispania		main_3c
10843	3c_rome_lumber	rom_Roman	3c_hispania		main_3c
10852	3c_rome_marble	rom_Roman	3c_hispania		main_3c
1086	rom_HELLENIC_city_major	rom_Hellenistic			
10861	3c_rome_military_buff	rom_Roman	3c_hispania		main_3c
10863	3c_rome_military_siege	rom_Roman	3c_hispania		main_3c
10868	3c_rome_navalbuff	rom_Roman	3c_hispania		main_3c
10872	3c_rome_olive	rom_Roman	3c_hispania		main_3c
10873	3c_rome_purple_dye	rom_Roman	3c_hispania		main_3c
10876	3c_rome_silk	rom_Roman	3c_hispania		main_3c
10880	3c_rome_town	rom_Roman	3c_hispania		main_3c
10888	3c_rome_town_centre	rom_Roman	3c_hispania		main_3c
10893	3c_rome_wine	rom_Roman	3c_hispania		main_3c
10906	3c_all_cults	rom_Roman	3c_palmyra		main_3c
10910	3c_rome_military	rom_Roman	3c_palmyra		main_3c
10912	3c_rome_military_aux	rom_Roman	3c_palmyra		main_3c
10917	3c_rome_port	rom_Roman	3c_palmyra		main_3c
1092	rom_EASTERN_city_slot	rom_Eastern			
10927	3c_rome_sanitation	rom_Roman	3c_palmyra		main_3c
10929	3c_rome_amber	rom_Roman	3c_palmyra		main_3c
10934	3c_rome_glass	rom_Roman	3c_palmyra		main_3c
10938	3c_rome_gold	rom_Roman	3c_palmyra		main_3c
10941	3c_rome_grain	rom_Roman	3c_palmyra		main_3c
10946	3c_rome_horse	rom_Roman	3c_palmyra		main_3c
10947	3c_rome_industry	rom_Roman	3c_palmyra		main_3c
10955	3c_rome_iron	rom_Roman	3c_palmyra		main_3c
10960	3c_rome_lead	rom_Roman	3c_palmyra		main_3c
10964	3c_rome_leather	rom_Roman	3c_palmyra		main_3c
10968	3c_rome_lumber	rom_Roman	3c_palmyra		main_3c
10974	3c_rome_marble	rom_Roman	3c_palmyra		main_3c
1098	rom_EASTERN_levy	rom_Eastern			
10981	3c_rome_military_buff	rom_Roman	3c_palmyra		main_3c
10989	3c_rome_military_siege	rom_Roman	3c_palmyra		main_3c
1099	rom_EASTERN_local_temple	rom_Eastern			
10996	3c_rome_navalbuff	rom_Roman	3c_palmyra		main_3c
11000	3c_rome_olive	rom_Roman	3c_palmyra		main_3c
11008	3c_rome_purple_dye	rom_Roman	3c_palmyra		main_3c
11017	3c_rome_silk	rom_Roman	3c_palmyra		main_3c
11024	3c_rome_town	rom_Roman	3c_palmyra		main_3c
11034	3c_rome_town_centre	rom_Roman	3c_palmyra		main_3c
11040	3c_rome_wine	rom_Roman	3c_palmyra		main_3c
11042	3c_rome_administration	rom_Roman	3c_gallicemp		main_3c
11043	3c_gallicemp_agriculture	rom_Roman	3c_gallicemp		main_3c
11051	3c_rome_city_centre	rom_Roman	3c_gallicemp		main_3c
11057	3c_rome_city_major	rom_Roman	3c_gallicemp		main_3c
11066	3c_all_cults	rom_Roman	3c_gallicemp		main_3c
11071	3c_gallicemp_military	rom_Roman	3c_gallicemp		main_3c
11079	3c_rome_military_aux	rom_Roman	3c_gallicemp		main_3c
1108	rom_EASTERN_outskirts	rom_Eastern			
11085	3c_rome_port	rom_Roman	3c_gallicemp		main_3c
11095	3c_gallicemp_religious	rom_Roman	3c_gallicemp		main_3c
11104	3c_rome_sanitation	rom_Roman	3c_gallicemp		main_3c
11105	3c_rome_amber	rom_Roman	3c_gallicemp		main_3c
11107	3c_rome_glass	rom_Roman	3c_gallicemp		main_3c
11116	3c_rome_gold	rom_Roman	3c_gallicemp		main_3c
11123	3c_rome_grain	rom_Roman	3c_gallicemp		main_3c
11124	3c_rome_horse	rom_Roman	3c_gallicemp		main_3c
11127	3c_rome_industry	rom_Roman	3c_gallicemp		main_3c
11128	3c_rome_iron	rom_Roman	3c_gallicemp		main_3c
11132	3c_rome_lead	rom_Roman	3c_gallicemp		main_3c
11139	3c_rome_leather	rom_Roman	3c_gallicemp		main_3c
11147	3c_rome_lumber	rom_Roman	3c_gallicemp		main_3c
11149	3c_rome_marble	rom_Roman	3c_gallicemp		main_3c
1115	rom_EASTERN_port_major	rom_Eastern			
11155	3c_rome_military_buff	rom_Roman	3c_gallicemp		main_3c
11162	3c_rome_military_siege	rom_Roman	3c_gallicemp		main_3c
11166	3c_rome_navalbuff	rom_Roman	3c_gallicemp		main_3c
11175	3c_rome_olive	rom_Roman	3c_gallicemp		main_3c
1118	rom_EASTERN_stables	rom_Eastern			
11185	3c_rome_purple_dye	rom_Roman	3c_gallicemp		main_3c
11195	3c_rome_silk	rom_Roman	3c_gallicemp		main_3c
1120	rom_HELLENIC_city_slot	rom_Hellenistic			
11200	3c_rome_town	rom_Roman	3c_gallicemp		main_3c
11205	3c_rome_town_centre	rom_Roman	3c_gallicemp		main_3c
11214	3c_rome_wine	rom_Roman	3c_gallicemp		main_3c
11224	3c_rome_administration	rom_Roman	3c_rome		main_3c
11226	3c_rome_agriculture	rom_Roman	3c_rome		main_3c
11231	3c_rome_city_centre	rom_Roman	3c_rome		main_3c
11233	3c_rome_city_major	rom_Roman	3c_rome		main_3c
11243	3c_all_cults	rom_Roman	3c_rome		main_3c
11246	3c_rome_military	rom_Roman	3c_rome		main_3c
11252	3c_rome_military_aux	rom_Roman	3c_rome		main_3c
11262	3c_rome_port	rom_Roman	3c_rome		main_3c
11270	3c_rome_religious	rom_Roman	3c_rome		main_3c
11276	3c_rome_sanitation	rom_Roman	3c_rome		main_3c
11279	3c_rome_amber	rom_Roman	3c_rome		main_3c
11281	3c_rome_glass	rom_Roman	3c_rome		main_3c
11290	3c_rome_gold	rom_Roman	3c_rome		main_3c
11297	3c_rome_grain	rom_Roman	3c_rome		main_3c
1130	rom_HELLENIC_military_buff	rom_Hellenistic			
11302	3c_rome_horse	rom_Roman	3c_rome		main_3c
11305	3c_rome_industry	rom_Roman	3c_rome		main_3c
11309	3c_rome_iron	rom_Roman	3c_rome		main_3c
11316	3c_rome_lead	rom_Roman	3c_rome		main_3c
11318	3c_rome_leather	rom_Roman	3c_rome		main_3c
11323	3c_rome_lumber	rom_Roman	3c_rome		main_3c
11327	3c_rome_marble	rom_Roman	3c_rome		main_3c
11335	3c_rome_military_buff	rom_Roman	3c_rome		main_3c
11338	3c_rome_military_siege	rom_Roman	3c_rome		main_3c
11348	3c_rome_navalbuff	rom_Roman	3c_rome		main_3c
1135	rom_HELLENIC_military_equipment	rom_Hellenistic			
11355	3c_rome_olive	rom_Roman	3c_rome		main_3c
11356	3c_rome_purple_dye	rom_Roman	3c_rome		main_3c
11359	3c_rome_silk	rom_Roman	3c_rome		main_3c
11361	3c_rome_town	rom_Roman	3c_rome		main_3c
11368	3c_rome_town_centre	rom_Roman	3c_rome		main_3c
11376	3c_rome_wine	rom_Roman	3c_rome		main_3c
11383	3c_east_administration			sc_rom_african_arabian	main_3c
11386	3c_east_agriculture			sc_rom_african_arabian	main_3c
11392	3c_east_amber			sc_rom_african_arabian	main_3c
11398	3c_east_city			sc_rom_african_arabian	main_3c
114	rom_ROMAN_military_equipment	rom_Roman			
11404	3c_east_city_centre			sc_rom_african_arabian	main_3c
11411	3c_east_glass			sc_rom_african_arabian	main_3c
11414	3c_east_gold			sc_rom_african_arabian	main_3c
1142	rom_HELLENIC_military_main	rom_Hellenistic			
11422	3c_east_grain			sc_rom_african_arabian	main_3c
11427	3c_east_horse			sc_rom_african_arabian	main_3c
11437	3c_east_industry			sc_rom_african_arabian	main_3c
11439	3c_east_iron			sc_rom_african_arabian	main_3c
11442	3c_east_lead			sc_rom_african_arabian	main_3c
11446	3c_east_leather			sc_rom_african_arabian	main_3c
11455	3c_east_lumber			sc_rom_african_arabian	main_3c
11457	3c_east_marble			sc_rom_african_arabian	main_3c
11458	3c_east_military_buff			sc_rom_african_arabian	main_3c
11468	3c_east_military_cav			sc_rom_african_arabian	main_3c
11471	3c_east_military_siege			sc_rom_african_arabian	main_3c
11478	3c_east_olive			sc_rom_african_arabian	main_3c
1148	rom_HELLENIC_outskirts	rom_Hellenistic			
11488	3c_east_port			sc_rom_african_arabian	main_3c
11498	3c_east_purple_dye			sc_rom_african_arabian	main_3c
1150	rom_HELLENIC_port_major	rom_Hellenistic			
11505	3c_east_silk			sc_rom_african_arabian	main_3c
11511	3c_east_town			sc_rom_african_arabian	main_3c
11514	3c_east_town_centre			sc_rom_african_arabian	main_3c
11520	3c_east_water			sc_rom_african_arabian	main_3c
11529	3c_east_wine			sc_rom_african_arabian	main_3c
11535	3c_sassanid_military			sc_rom_african_arabian	main_3c
11544	3c_sassanid_religious			sc_rom_african_arabian	main_3c
11546	3c_palmyra_city_major	rom_Roman	3c_palmyra		main_3c
1155	rom_HELLENIC_port_minor	rom_Hellenistic			
11552	3c_palmyra_religious	rom_Roman	3c_palmyra		main_3c
11554	3c_rome_administration	rom_Roman	3c_palmyra		main_3c
11560	3c_rome_agriculture	rom_Roman	3c_palmyra		main_3c
11564	3c_rome_city_centre	rom_Roman	3c_palmyra		main_3c
11565	3c_barb_mine	rom_Roman	3c_lydia		main_3c
1157	rom_HELLENIC_sanitation	rom_Hellenistic			
11571	3c_barb_mine	rom_Roman	3c_egypt		main_3c
11581	3c_barb_mine	rom_Roman	3c_galatia		main_3c
11584	3c_barb_mine	rom_Roman	3c_mauretania		main_3c
11590	3c_barb_mine	rom_Roman	3c_numidia		main_3c
11591	3c_barb_mine	rom_Roman	3c_britannia		main_3c
11594	3c_barb_mine	rom_Roman	3c_lusitania		main_3c
116	rom_ROMAN_military_main	rom_Roman			
11602	3c_barb_mine	rom_Roman	3c_hispania		main_3c
11609	3c_barb_mine	rom_Roman	3c_gallicemp		main_3c
11615	3c_barb_mine	rom_Roman	3c_rome		main_3c
11617	3c_barb_mine	rom_Roman	3c_palmyra		main_3c
11621	3c_all_cults	rom_Barbarian		sc_rom_british	main_3c
11628	3c_barb_agriculture	rom_Barbarian		sc_rom_british	main_3c
11630	3c_barb_amber	rom_Barbarian		sc_rom_british	main_3c
11631	3c_barb_artisan	rom_Barbarian		sc_rom_british	main_3c
11641	3c_barb_city	rom_Barbarian		sc_rom_british	main_3c
11646	3c_barb_commons	rom_Barbarian		sc_rom_british	main_3c
11651	3c_barb_craftsmen	rom_Barbarian		sc_rom_british	main_3c
11653	3c_barb_glass	rom_Barbarian		sc_rom_british	main_3c
11661	3c_barb_gold	rom_Barbarian		sc_rom_british	main_3c
1167	rom_HELLENIC_temple	rom_Hellenistic			
11671	3c_barb_grain	rom_Barbarian		sc_rom_british	main_3c
11675	3c_barb_horse	rom_Barbarian		sc_rom_british	main_3c
11682	3c_barb_iron	rom_Barbarian		sc_rom_british	main_3c
11683	3c_barb_lead	rom_Barbarian		sc_rom_british	main_3c
11684	3c_barb_leather	rom_Barbarian		sc_rom_british	main_3c
11690	3c_barb_lumber	rom_Barbarian		sc_rom_british	main_3c
11691	3c_barb_marble	rom_Barbarian		sc_rom_british	main_3c
11696	3c_barb_military_buff	rom_Barbarian		sc_rom_british	main_3c
11699	3c_barb_mine	rom_Barbarian		sc_rom_british	main_3c
1170	rom_ROMAN_sanitation	rom_Roman			
11705	3c_barb_olive	rom_Barbarian		sc_rom_british	main_3c
11712	3c_barb_port	rom_Barbarian		sc_rom_british	main_3c
11715	3c_barb_purple_dye	rom_Barbarian		sc_rom_british	main_3c
1172	rom_BARBARIAN_artisans_major	rom_Barbarian		sc_rom_celtic	
11729	3c_all_cults	rom_Barbarian		sc_rom_germanic	main_3c
11736	3c_barb_agriculture	rom_Barbarian		sc_rom_germanic	main_3c
11737	3c_barb_amber	rom_Barbarian		sc_rom_germanic	main_3c
11744	3c_barb_artisan	rom_Barbarian		sc_rom_germanic	main_3c
11751	3c_barb_city	rom_Barbarian		sc_rom_germanic	main_3c
11761	3c_barb_commons	rom_Barbarian		sc_rom_germanic	main_3c
11768	3c_barb_craftsmen	rom_Barbarian		sc_rom_germanic	main_3c
11778	3c_barb_glass	rom_Barbarian		sc_rom_germanic	main_3c
11780	3c_barb_gold	rom_Barbarian		sc_rom_germanic	main_3c
11789	3c_barb_grain	rom_Barbarian		sc_rom_germanic	main_3c
11790	3c_barb_horse	rom_Barbarian		sc_rom_germanic	main_3c
11793	3c_barb_iron	rom_Barbarian		sc_rom_germanic	main_3c
11801	3c_barb_lead	rom_Barbarian		sc_rom_germanic	main_3c
11804	3c_barb_leather	rom_Barbarian		sc_rom_germanic	main_3c
11806	3c_barb_lumber	rom_Barbarian		sc_rom_germanic	main_3c
11816	3c_barb_marble	rom_Barbarian		sc_rom_germanic	main_3c
11821	3c_barb_military_buff	rom_Barbarian		sc_rom_germanic	main_3c
11828	3c_barb_mine	rom_Barbarian		sc_rom_germanic	main_3c
1183	rom_BARBARIAN_commons	rom_Barbarian		sc_rom_celtic	
11832	3c_barb_olive	rom_Barbarian		sc_rom_germanic	main_3c
11837	3c_barb_port	rom_Barbarian		sc_rom_germanic	main_3c
11844	3c_barb_purple_dye	rom_Barbarian		sc_rom_germanic	main_3c
11851	3c_barb_silk	rom_Barbarian		sc_rom_british	main_3c
11856	3c_barb_town	rom_Barbarian		sc_rom_british	main_3c
11861	3c_barb_water	rom_Barbarian		sc_rom_british	main_3c
11866	3c_barb_wine	rom_Barbarian		sc_rom_british	main_3c
11869	3c_barb_religios_briton	rom_Barbarian		sc_rom_british	main_3c
11875	3c_barb_silk	rom_Barbarian		sc_rom_germanic	main_3c
11882	3c_barb_town	rom_Barbarian		sc_rom_germanic	main_3c
11890	3c_barb_water	rom_Barbarian		sc_rom_germanic	main_3c
11899	3c_barb_wine	rom_Barbarian		sc_rom_germanic	main_3c
1190	rom_BARBARIAN_enclosure	rom_Barbarian		sc_rom_celtic	
11900	3c_barb_religios_germanic	rom_Barbarian		sc_rom_germanic	main_3c
11905	3c_all_cults	rom_Eastern	3c_armenia		main_3c
11912	3c_armenia_military	rom_Eastern	3c_armenia		main_3c
11922	3c_barb_mine	rom_Eastern	3c_armenia		main_3c
11923	3c_east_administration	rom_Eastern	3c_armenia		main_3c
11931	3c_east_agriculture	rom_Eastern	3c_armenia		main_3c
11936	3c_east_amber	rom_Eastern	3c_armenia		main_3c
11941	3c_east_city	rom_Eastern	3c_armenia		main_3c
11943	3c_east_city_centre	rom_Eastern	3c_armenia		main_3c
11945	3c_east_glass	rom_Eastern	3c_armenia		main_3c
11953	3c_east_gold	rom_Eastern	3c_armenia		main_3c
11954	3c_east_grain	rom_Eastern	3c_armenia		main_3c
11957	3c_east_horse	rom_Eastern	3c_armenia		main_3c
11967	3c_east_industry	rom_Eastern	3c_armenia		main_3c
11976	3c_east_iron	rom_Eastern	3c_armenia		main_3c
11982	3c_east_lead	rom_Eastern	3c_armenia		main_3c
1199	rom_BARBARIAN_port_major	rom_Barbarian		sc_rom_celtic	
11992	3c_east_leather	rom_Eastern	3c_armenia		main_3c
11994	3c_east_lumber	rom_Eastern	3c_armenia		main_3c
120	rom_ROMAN_outskirts	rom_Roman			
12003	3c_east_marble	rom_Eastern	3c_armenia		main_3c
12005	3c_east_military_buff	rom_Eastern	3c_armenia		main_3c
12015	3c_east_military_siege	rom_Eastern	3c_armenia		main_3c
1202	rom_BARBARIAN_port_minor	rom_Barbarian		sc_rom_celtic	
12020	3c_east_olive	rom_Eastern	3c_armenia		main_3c
12027	3c_east_port	rom_Eastern	3c_armenia		main_3c
12029	3c_east_purple_dye	rom_Eastern	3c_armenia		main_3c
12034	3c_east_silk	rom_Eastern	3c_armenia		main_3c
1204	rom_BARBARIAN_religious_celtic	rom_Barbarian		sc_rom_celtic	
12043	3c_east_town	rom_Eastern	3c_armenia		main_3c
12052	3c_east_town_centre	rom_Eastern	3c_armenia		main_3c
12060	3c_east_water	rom_Eastern	3c_armenia		main_3c
12069	3c_east_wine	rom_Eastern	3c_armenia		main_3c
12075	3c_sassanid_navalbuff	rom_Eastern	3c_armenia		main_3c
12085	3c_sassanid_religious	rom_Eastern	3c_armenia		main_3c
12086	3c_all_cults			sc_rom_african_arabian	main_3c
12104	3c_barb_dummy_resource	rom_Barbarian		sc_rom_british	main_3c
12106	3c_barb_dummy_resource	rom_Barbarian		sc_rom_germanic	main_3c
12116	3c_barb_dummy_resource			sc_rom_barb_east	main_3c
12126	3c_east_dummy_resource	rom_Eastern	3c_armenia		main_3c
12134	3c_rom_dummy_resource	rom_Roman	3c_gallicemp		main_3c
12141	3c_rom_dummy_resource	rom_Roman	3c_rome		main_3c
12149	3c_rom_dummy_resource	rom_Roman	3c_palmyra		main_3c
1215	rom_BARBARIAN_religious_celtic	rom_Barbarian		sc_rom_british	
12151	3c_east_dummy_resource	rom_Eastern			main_3c
12158	3c_barb_navalbuff			sc_rom_barb_east	main_3c
12166	3c_barb_navalbuff	rom_Barbarian		sc_rom_british	main_3c
12172	3c_barb_navalbuff	rom_Barbarian		sc_rom_germanic	main_3c
12174	3c_sassanid_navalbuff			sc_rom_african_arabian	main_3c
12176	rome_town	rom_Roman	pro_rome		
12178	dk_afr_city_centre	rom_Eastern	rom_kush	sc_rom_african_arabian	
1218	rom_BARBARIAN_artisans_major	rom_Barbarian		sc_rom_british	
12180	rome_water	rom_Roman	pro_rome		
